合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,2904124,1467342,1436782,97.92,3159425,1911496,1247929,2021-03-23
510300,300ETF,,,2327385,1141966,1185419,103.81,2147818,1251203,896615,2021-03-23
