合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,104,184434,3405331,2227200,1178131,52.9,2287940,1357118,930822,2023-08-28
510300,沪深300ETF,92,163234,2263840,1444115,819725,56.76,1743345,991549,751796,2023-08-28
510500,中证500ETF,86,82864,891596,521636,369960,70.92,741772,373856,367916,2023-08-28
588000,科创50ETF,94,25104,879010,586516,292494,49.87,963985,665992,297993,2023-08-28
588080,科创板50ETF,92,8134,317894,224630,93264,41.52,374261,268228,106033,2023-08-28
