合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,96,42942,1084212,558717,525495,94.05,1424911,803319,621592,2024-07-26
510300,沪深300ETF,92,48081,911783,483275,428508,88.67,1143708,618573,525135,2024-07-26
510500,中证500ETF,154,115396,1466526,738237,728289,98.65,1012889,527062,485827,2024-07-26
588000,科创50ETF,86,9542,365637,206949,158688,76.68,866295,556208,310087,2024-07-26
588080,科创板50ETF,84,4162,173280,93788,79492,84.76,417854,246201,171653,2024-07-26
