合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,3545887,2191740,1354147,61.78,3313539,1922014,1391525,2021-06-04
510300,300ETF,,,2354349,1369753,984596,71.88,2135145,1157748,977397,2021-06-04
