合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF,98,23169,740098,412431,327667,79.45,1876229,1132817,743412,2024-08-13
510300,沪深300ETF,94,31833,736399,401689,334710,83.33,1462401,858703,603698,2024-08-13
510500,中证500ETF,160,80387,1181079,599928,581151,96.87,1308948,704797,604151,2024-08-13
588000,科创50ETF,88,5518,244618,139990,104628,74.74,1118582,741017,377565,2024-08-13
588080,科创板50ETF,86,2136,110399,60610,49789,82.15,536565,330049,206516,2024-08-13
