合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,50ETF,,,3508686,1910655,1598031,83.64,2844804,1530559,1314245,2022-05-20
510300,300ETF,,,2976803,1498395,1478408,98.67,2371627,1131122,1240505,2022-05-20
