window,current_annual_pct,shortbond_annual_pct,annual_change_pct_point,current_max_drawdown_pct,shortbond_max_drawdown_pct,max_dd_change_pct_point,current_ulcer_index_pct,shortbond_ulcer_index_pct,ulcer_change_pct_point,current_sharpe,shortbond_sharpe
3Y,32.55023320702088,29.639303489354575,-2.9109297176663063,-7.115765968734056,-5.70068572966782,1.4150802390662358,2.0926231741026124,1.6237786875340454,-0.46884448656856703,2.714820977020545,2.894536204942159
5Y,28.654283806529147,27.689162816998714,-0.9651209895304333,-6.302552696157937,-4.532920383699867,1.7696323124580697,1.7455955833645806,1.2845344197917168,-0.46106116357286386,2.7830104129527027,2.9961355930109903
10Y,29.42626710031575,28.971043296282705,-0.4552238040330465,-8.473735002288263,-6.762903934824582,1.7108310674636815,1.888301998712495,1.5754257964855216,-0.3128762022269733,2.8711286027455176,2.9769779644186896
15Y,29.274125650714545,29.155004009159757,-0.11912164155478777,-8.574942623088798,-7.234528656704365,1.3404139663844337,1.8568388595353733,1.6708565399719952,-0.18598231956337807,3.0252321854592417,3.155583929151049
