date,current_3Y,shortbond_3Y,current_5Y,shortbond_5Y,current_10Y,shortbond_10Y,current_15Y,shortbond_15Y
2011-04-27,,,,,,,1.0,1.0
2011-04-28,,,,,,,0.9967446733349232,0.995741546295545
2011-04-29,,,,,,,0.9995250842111063,0.9973928516548869
2011-05-02,,,,,,,0.9942882566966191,0.9929012953752212
2011-05-03,,,,,,,0.9872264912906643,0.9872064792346925
2011-05-04,,,,,,,0.9783412990559845,0.9802975223386365
2011-05-05,,,,,,,0.959366183387573,0.9646133971336256
2011-05-06,,,,,,,0.9609789413962239,0.964985796695275
2011-05-09,,,,,,,0.9673469480129928,0.9697095167867998
2011-05-10,,,,,,,0.9729455724613898,0.973693494370521
2011-05-11,,,,,,,0.9631924098027356,0.9666428600572754
2011-05-12,,,,,,,0.9645627298155112,0.9671623696857551
2011-05-13,,,,,,,0.9567804218555983,0.961838658920077
2011-05-16,,,,,,,0.9508567403668327,0.9571402551530626
2011-05-17,,,,,,,0.9489917483174962,0.9553067880053433
2011-05-18,,,,,,,0.9536574335526344,0.9583004793883599
2011-05-19,,,,,,,0.9543260705665997,0.9583310557278085
2011-05-20,,,,,,,0.951327703051236,0.9565726030965851
2011-05-23,,,,,,,0.9410143760777894,0.9490980903657559
2011-05-24,,,,,,,0.9411864920892743,0.949110187690051
2011-05-25,,,,,,,0.9446182867545487,0.951451853017106
2011-05-26,,,,,,,0.9468614995657207,0.9523760921076828
2011-05-27,,,,,,,0.9463041890693572,0.9502449665848649
2011-05-30,,,,,,,0.9512192103917171,0.9551835092693319
2011-05-31,,,,,,,0.9571004952291036,0.9583484752329401
2011-06-01,,,,,,,0.9455317424902298,0.9507120675484284
2011-06-02,,,,,,,0.9454392753651705,0.9505867052596844
2011-06-03,,,,,,,0.9415532933076604,0.947810500597549
2011-06-06,,,,,,,0.937281522399926,0.9455713334477343
2011-06-07,,,,,,,0.938323825831078,0.9462202266969799
2011-06-08,,,,,,,0.9344385458117602,0.9438682665886386
