date,return_net,microcap_nav,microcap_peak,microcap_drawdown,prior_drawdown_for_signal,daily_signal_microcap_weight,month_end_executed_microcap_weight
2010-04-01,-0.0012736127722442,1.044402815414546,1.0457346764548576,-0.001273612772244359,0.0,0.2,0.2
2010-04-02,0.0037954546848535,1.0483667989731853,1.0483667989731853,0.0,-0.001273612772244359,0.2,0.2
2010-04-06,0.0069760811483614,1.0556802908360703,1.0556802908360703,0.0,0.0,0.2,0.2
2010-04-07,0.0059433693205672,1.061954588688953,1.061954588688953,0.0,0.0,0.2,0.2
2010-04-08,-0.0023083095659067,1.059503268753324,1.061954588688953,-0.0023083095659065522,0.0,0.2,0.2
2010-04-09,0.0004487368563326,1.0599787069194184,1.061954588688953,-0.0018606085331519528,-0.0023083095659065522,0.2,0.2
2010-04-12,0.0018934015237794,1.0619856722182734,1.0619856722182734,0.0,-0.0018606085331519528,0.2,0.2
2010-04-13,-0.0063460930798694,1.0552462122928885,1.0619856722182734,-0.0063460930798694415,0.0,0.2,0.2
2010-04-14,-0.003,1.0520804736560099,1.0619856722182734,-0.009327054800629897,-0.0063460930798694415,0.2,0.2
2010-04-15,0.0,1.0520804736560099,1.0619856722182734,-0.009327054800629897,-0.009327054800629897,0.2,0.2
2010-04-16,0.0,1.0520804736560099,1.0619856722182734,-0.009327054800629897,-0.009327054800629897,0.2,0.2
2010-04-19,0.0,1.0520804736560099,1.0619856722182734,-0.009327054800629897,-0.009327054800629897,0.2,0.2
2010-04-20,0.0,1.0520804736560099,1.0619856722182734,-0.009327054800629897,-0.009327054800629897,0.2,0.2
2010-04-21,0.0,1.0520804736560099,1.0619856722182734,-0.009327054800629897,-0.009327054800629897,0.2,0.2
2010-04-22,0.0,1.0520804736560099,1.0619856722182734,-0.009327054800629897,-0.009327054800629897,0.2,0.2
2010-04-23,0.0,1.0520804736560099,1.0619856722182734,-0.009327054800629897,-0.009327054800629897,0.2,0.2
2010-04-26,0.0,1.0520804736560099,1.0619856722182734,-0.009327054800629897,-0.009327054800629897,0.2,0.2
2010-04-27,0.0,1.0520804736560099,1.0619856722182734,-0.009327054800629897,-0.009327054800629897,0.2,0.2
2010-04-28,0.0,1.0520804736560099,1.0619856722182734,-0.009327054800629897,-0.009327054800629897,0.2,0.2
2010-04-29,0.0,1.0520804736560099,1.0619856722182734,-0.009327054800629897,-0.009327054800629897,0.2,0.2
2010-04-30,0.0,1.0520804736560099,1.0619856722182734,-0.009327054800629897,-0.009327054800629897,0.2,0.2
2010-05-04,0.0,1.0520804736560099,1.0619856722182734,-0.009327054800629897,-0.009327054800629897,0.2,0.2
2010-05-05,-0.003,1.0489242322350418,1.0619856722182734,-0.012299073636227953,-0.009327054800629897,0.2,0.2
2010-05-06,0.0,1.0489242322350418,1.0619856722182734,-0.012299073636227953,-0.012299073636227953,0.2,0.2
2010-05-07,-0.003,1.0457774595383367,1.0619856722182734,-0.01526217641531935,-0.012299073636227953,0.2,0.2
2010-05-10,-0.0008642587863427,1.0448736371803715,1.0619856722182734,-0.016113244731596366,-0.01526217641531935,0.2,0.2
2010-05-11,-0.0058656449933019,1.0387447793618114,1.0619856722182734,-0.021884375151612456,-0.016113244731596366,0.2,0.2
2010-05-12,-0.003,1.035628545023726,1.0619856722182734,-0.024818722026157647,-0.021884375151612456,0.2,0.2
2010-05-13,0.0,1.035628545023726,1.0619856722182734,-0.024818722026157647,-0.024818722026157647,0.2,0.2
2010-05-14,-0.000847871925018,1.0347504646556531,1.0619856722182734,-0.0256455508535548,-0.024818722026157647,0.2,0.2
2010-05-17,-0.0034999279801385,1.0311289125519434,1.0619856722182734,-0.029055721252694955,-0.0256455508535548,0.2,0.2
2010-05-18,-0.003,1.0280355258142875,1.0619856722182734,-0.03196855408893695,-0.029055721252694955,0.2,0.2
2010-05-19,0.0,1.0280355258142875,1.0619856722182734,-0.03196855408893695,-0.03196855408893695,0.15,0.2
2010-05-20,0.0,1.0280355258142875,1.0619856722182734,-0.03196855408893695,-0.03196855408893695,0.15,0.2
2010-05-21,-0.003,1.0249514192368445,1.0619856722182734,-0.03487264842667026,-0.03196855408893695,0.15,0.2
2010-05-24,0.0,1.0249514192368445,1.0619856722182734,-0.03487264842667026,-0.03487264842667026,0.15,0.2
2010-05-25,0.0,1.0249514192368445,1.0619856722182734,-0.03487264842667026,-0.03487264842667026,0.15,0.2
2010-05-26,0.0,1.0249514192368445,1.0619856722182734,-0.03487264842667026,-0.03487264842667026,0.15,0.2
2010-05-27,0.0,1.0249514192368445,1.0619856722182734,-0.03487264842667026,-0.03487264842667026,0.15,0.2
2010-05-28,0.0,1.0249514192368445,1.0619856722182734,-0.03487264842667026,-0.03487264842667026,0.15,0.2
2010-05-31,0.0,1.0249514192368445,1.0619856722182734,-0.03487264842667026,-0.03487264842667026,0.15,0.15
2010-06-01,0.0,1.0249514192368445,1.0619856722182734,-0.03487264842667026,-0.03487264842667026,0.15,0.15
2010-06-02,0.0,1.0249514192368445,1.0619856722182734,-0.03487264842667026,-0.03487264842667026,0.15,0.15
2010-06-03,0.0,1.0249514192368445,1.0619856722182734,-0.03487264842667026,-0.03487264842667026,0.15,0.15
2010-06-04,-0.0044999999999999,1.0203391378502789,1.0619856722182734,-0.03921572150875008,-0.03487264842667026,0.15,0.15
2010-06-07,-0.0093934121900286,1.0107546717548328,1.0619856722182734,-0.048240764262317604,-0.03921572150875008,0.15,0.15
2010-06-08,0.0,1.0107546717548328,1.0619856722182734,-0.048240764262317604,-0.048240764262317604,0.15,0.15
2010-06-09,0.0,1.0107546717548328,1.0619856722182734,-0.048240764262317604,-0.048240764262317604,0.15,0.15
2010-06-10,0.0,1.0107546717548328,1.0619856722182734,-0.048240764262317604,-0.048240764262317604,0.15,0.15
2010-06-11,0.0,1.0107546717548328,1.0619856722182734,-0.048240764262317604,-0.048240764262317604,0.15,0.15
2010-06-17,-0.0044999999999999,1.006206275731936,1.0619856722182734,-0.05252368082313719,-0.048240764262317604,0.15,0.15
2010-06-18,-0.0117740130039717,0.9943591899567903,1.0619856722182734,-0.06367927932608086,-0.05252368082313719,0.15,0.15
2010-06-21,0.0068803397979126,1.0012007190648702,1.0619856722182734,-0.05723707460801786,-0.06367927932608086,0.15,0.15
2010-06-22,0.0057272170951636,1.0069348129387887,1.0619856722182734,-0.051837666665026316,-0.05723707460801786,0.15,0.15
2010-06-23,-0.0021033776470875,1.004816848761179,1.0619856722182734,-0.05383201012277339,-0.051837666665026316,0.15,0.15
2010-06-24,-0.0026493501447729,1.0021547370974435,1.0619856722182734,-0.05633874042373399,-0.05383201012277339,0.15,0.15
2010-06-25,-0.0117937027031365,0.9903356220655763,1.0619856722182734,-0.06746800077164372,-0.05633874042373399,0.15,0.15
2010-06-28,-0.0044999999999999,0.9858791117662813,1.0619856722182734,-0.07166439476817132,-0.06746800077164372,0.15,0.15
2010-06-29,-0.0079063223761658,0.9780844336847291,1.0619856722182734,-0.07900411533640717,-0.07166439476817132,0.15,0.15
2010-06-30,-0.0136192608435694,0.964763646655342,1.0619856722182734,-0.09154739852549454,-0.07900411533640717,0.15,0.15
2010-07-01,-0.0071333449300052,0.9578816547878198,1.0619856722182734,-0.09802770428437269,-0.09154739852549454,0.15,0.15
2010-07-02,0.0101210937285101,0.9675764647967477,1.0619856722182734,-0.08889875813891535,-0.09802770428437269,0.15,0.15
2010-07-05,0.0032912459094498,0.97076099687859,1.0619856722182734,-0.08590009990354541,-0.08889875813891535,0.15,0.15
2010-07-06,0.0010294072692336,0.9717603053054653,1.0619856722182734,-0.08495911882158036,-0.08590009990354541,0.15,0.15
2010-07-07,-0.0016697904819846,0.9701376691968958,1.0619856722182734,-0.08648704537559881,-0.08495911882158036,0.15,0.15
2010-07-08,0.0072153317679357,0.9771375343407234,1.0619856722182734,-0.07989574633367647,-0.08648704537559881,0.15,0.15
2010-07-09,0.0080221866017529,0.9849763139767814,1.0619856722182734,-0.07251449831769863,-0.07989574633367647,0.15,0.15
2010-07-12,0.0099021971069797,0.9947297435834859,1.0619856722182734,-0.06333035406617449,-0.07251449831769863,0.15,0.15
2010-07-13,-0.0001708136272809,0.9945598301878202,1.0619856722182734,-0.06349035000596026,-0.06333035406617449,0.15,0.15
2010-07-14,0.0042019822776215,0.9987389529683038,1.0619856722182734,-0.05955515305386372,-0.06349035000596026,0.15,0.15
2010-07-15,-5.33142001192255e-05,0.9986857059998985,1.0619856722182734,-0.059605292118634856,-0.05955515305386372,0.15,0.15
2010-07-16,-0.0020393484162035,0.9966490378870826,1.0619856722182734,-0.06152308457675881,-0.059605292118634856,0.15,0.15
2010-07-19,-8.800144907494811e-05,0.9965613313275293,1.0619856722182734,-0.06160567190523947,-0.06152308457675881,0.15,0.15
2010-07-20,0.0018889615143042,0.9984437973290509,1.0619856722182734,-0.05983308113422703,-0.06160567190523947,0.15,0.15
2010-07-21,0.0022816517192389,1.0007218983357902,1.0619856722182734,-0.057687947667425354,-0.05983308113422703,0.15,0.15
2010-07-22,-0.0033299992481401,0.9973894951667346,1.0619856722182734,-0.06082584609320618,-0.057687947667425354,0.15,0.15
2010-07-23,0.0064090324653167,1.0037817968218241,1.0619856722182734,-0.0548066484502312,-0.06082584609320618,0.15,0.15
2010-07-26,-0.0045611987704917,0.9992033485243185,1.0619856722182734,-0.059117863203196896,-0.0548066484502312,0.15,0.15
2010-07-27,-6.14754098360315e-05,0.9991419220889584,1.0619856722182734,-0.05917570431816388,-0.059117863203196896,0.15,0.15
2010-07-28,-6.14754098360315e-05,0.9990804994298136,1.0619856722182734,-0.05923354187732466,-0.05917570431816388,0.15,0.15
2010-07-29,0.0008738470644584,0.999953542991398,1.0619856722182734,-0.0584114558695531,-0.05923354187732466,0.15,0.15
2010-07-30,0.0013054900441651,1.001258972386401,1.0619856722182734,-0.05718222139949092,-0.0584114558695531,0.15,0.15
2010-08-02,-0.0009306803285229,1.0003271203570439,1.0619856722182734,-0.05805968335941614,-0.05718222139949092,0.15,0.15
2010-08-03,-0.0041298478168939,0.9961959215828576,1.0619856722182734,-0.061949753519738415,-0.05805968335941614,0.15,0.15
2010-08-04,-0.0008659160078081,0.995333299587446,1.0619856722182734,-0.06276202624429394,-0.061949753519738415,0.15,0.15
2010-08-05,0.0,0.995333299587446,1.0619856722182734,-0.06276202624429394,-0.06276202624429394,0.15,0.15
2010-08-06,0.0,0.995333299587446,1.0619856722182734,-0.06276202624429394,-0.06276202624429394,0.15,0.15
2010-08-09,0.0,0.995333299587446,1.0619856722182734,-0.06276202624429394,-0.06276202624429394,0.15,0.15
2010-08-10,0.0,0.995333299587446,1.0619856722182734,-0.06276202624429394,-0.06276202624429394,0.15,0.15
2010-08-11,0.0,0.995333299587446,1.0619856722182734,-0.06276202624429394,-0.06276202624429394,0.15,0.15
2010-08-12,0.0,0.995333299587446,1.0619856722182734,-0.06276202624429394,-0.06276202624429394,0.15,0.15
2010-08-13,-0.0044999999999999,0.9908542997393025,1.0619856722182734,-0.06697959712619461,-0.06276202624429394,0.15,0.15
2010-08-16,-0.0051523995306909,0.9857490225103427,1.0619856722182734,-0.07178689101208668,-0.06697959712619461,0.15,0.15
2010-08-17,0.0,0.9857490225103427,1.0619856722182734,-0.07178689101208668,-0.07178689101208668,0.15,0.15
2010-08-18,0.0,0.9857490225103427,1.0619856722182734,-0.07178689101208668,-0.07178689101208668,0.15,0.15
2010-08-19,0.0,0.9857490225103427,1.0619856722182734,-0.07178689101208668,-0.07178689101208668,0.15,0.15
2010-08-20,0.0,0.9857490225103427,1.0619856722182734,-0.07178689101208668,-0.07178689101208668,0.15,0.15
2010-08-23,-0.0044999999999999,0.9813131519090462,1.0619856722182734,-0.07596385000253214,-0.07178689101208668,0.15,0.15
2010-08-24,-0.0010270095715537,0.9803053339093442,1.0619856722182734,-0.0769128439730411,-0.07596385000253214,0.15,0.15
2010-08-25,0.0043490319974601,0.9845687131737968,1.0619856722182734,-0.07289830839503542,-0.0769128439730411,0.15,0.15
2010-08-26,0.0061021449689631,0.9905766941934887,1.0619856722182734,-0.067240999471891,-0.07289830839503542,0.15,0.15
2010-08-27,-0.0001726202757005,0.9904057005714345,1.0619856722182734,-0.06740201258772427,-0.067240999471891,0.15,0.15
2010-08-30,-0.0020333519069214,0.9883918572515518,1.0619856722182734,-0.06929831248382012,-0.06740201258772427,0.15,0.15
2010-08-31,-0.0014077423675036,0.9870004561584031,1.0619856722182734,-0.07060850068084379,-0.06929831248382012,0.15,0.15
2010-09-01,-0.0039456679391274,0.9831060801026348,1.0619856722182734,-0.07427557092260495,-0.07060850068084379,0.15,0.15
2010-09-02,-0.0051011655737702,0.978091093211451,1.0619856722182734,-0.07899784451101266,-0.07427557092260495,0.15,0.15
2010-09-03,0.0054647933277645,0.9834361588915789,1.0619856722182734,-0.07396475807683967,-0.07899784451101266,0.15,0.15
2010-09-06,0.0011884454167701,0.9846049190872995,1.0619856722182734,-0.07286421573780855,-0.07396475807683967,0.15,0.15
2010-09-07,0.0038117562218484,0.9883579930136932,1.0619856722182734,-0.06933020014364877,-0.07286421573780855,0.15,0.15
2010-09-08,0.0029455522428305,0.9912692531167342,1.0619856722182734,-0.06658886362734717,-0.06933020014364877,0.15,0.15
2010-09-09,0.0039451855699972,0.9951799942701123,1.0619856722182734,-0.0629063834812551,-0.06658886362734717,0.15,0.15
2010-09-10,0.0095289143796324,1.0046629792278352,1.0619856722182734,-0.053976898643747884,-0.0629063834812551,0.15,0.15
2010-09-13,0.003946450698046,1.0086278321435098,1.0619856722182734,-0.05024346511503297,-0.053976898643747884,0.15,0.15
2010-09-14,-0.0027593157319453,1.0058447094985983,1.0619856722182734,-0.052864143263258945,-0.05024346511503297,0.15,0.15
2010-09-15,0.002395747321138,1.0082544592668603,1.0619856722182734,-0.050595045071728184,-0.052864143263258945,0.15,0.15
2010-09-16,-0.009277314566256,0.9989005654854113,1.0619856722182734,-0.059402973489359856,-0.050595045071728184,0.15,0.15
2010-09-17,0.0042644299072409,1.0031603069312272,1.0619856722182734,-0.05539186339884605,-0.059402973489359856,0.15,0.15
2010-09-20,0.0074224681175503,1.0106062323262162,1.0619856722182734,-0.048380539621345364,-0.05539186339884605,0.15,0.15
2010-09-21,-0.0003254849289934,1.0102772952284471,1.0619856722182734,-0.04869027741383547,-0.048380539621345364,0.15,0.15
2010-09-27,-0.000682822334546,1.0095874553271804,1.0619856722182734,-0.04933985293948806,-0.04869027741383547,0.15,0.15
2010-09-28,-0.0029065370799196,1.0066530519528503,1.0619856722182734,-0.05210298190732132,-0.04933985293948806,0.15,0.15
2010-09-29,-0.0024882543848347,1.0041482430823214,1.0619856722182734,-0.05446159081896207,-0.05210298190732132,0.15,0.15
2010-09-30,-0.0010388886332102,1.003105044886525,1.0619856722182734,-0.05544389992452403,-0.05446159081896207,0.15,0.15
2010-10-08,-5.8694501128608856e-05,1.0030461681363358,1.0619856722182734,-0.05549934017360603,-0.05544389992452403,0.15,0.15
2010-10-11,0.0018319594090725,1.0048837080017874,1.0619856722182734,-0.05376905330296178,-0.05549934017360603,0.15,0.15
2010-10-12,0.0006250967869374,1.005511857578905,1.0619856722182734,-0.05317756737848078,-0.05376905330296178,0.15,0.15
2010-10-13,-0.0045611987704917,1.0009255181304013,1.0619856722182734,-0.05749621269402794,-0.05317756737848078,0.15,0.15
2010-10-14,-6.14754098360315e-05,1.000863985823959,1.0619856722182734,-0.05755415350062454,-0.05749621269402794,0.15,0.15
2010-10-15,-0.0045611987704917,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.05755415350062454,0.15,0.15
2010-10-18,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-10-19,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-10-20,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-10-21,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-10-22,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-10-25,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-10-26,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-10-27,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-10-28,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-10-29,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-11-01,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-11-02,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-11-03,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-11-04,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-11-05,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-11-08,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-11-09,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-11-10,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-11-11,0.0,0.9962988462423893,1.0619856722182734,-0.061852836336932504,-0.061852836336932504,0.15,0.15
2010-11-12,-0.0044999999999999,0.9918155014342986,1.0619856722182734,-0.0660744985734163,-0.061852836336932504,0.15,0.15
2010-11-15,-0.0045611987704917,0.987291633788602,1.0619856722182734,-0.07033431842225402,-0.0660744985734163,0.15,0.15
2010-11-16,0.0093265843098304,0.9964996924495216,1.0619856722182734,-0.061663713063063064,-0.07033431842225402,0.15,0.15
2010-11-17,0.0169823844450642,1.0134226333260878,1.0619856722182734,-0.04572852549954576,-0.061663713063063064,0.15,0.15
2010-11-18,0.0014788391179292,1.0149213223592453,1.0619856722182734,-0.04431731151393059,-0.04572852549954576,0.15,0.15
2010-11-19,-0.0059624893369161,1.0088698647968695,1.0619856722182734,-0.0500155593535041,-0.04431731151393059,0.15,0.15
2010-11-22,-0.0031610854475293,1.005680740948809,1.0619856722182734,-0.053018541344211134,-0.0500155593535041,0.15,0.15
2010-11-23,0.0032997339443319,1.0089992198268787,1.0619856722182734,-0.04989375448043176,-0.053018541344211134,0.15,0.15
2010-11-24,-0.0099077246662825,0.9990023333683401,1.0619856722182734,-0.059307145564755026,-0.04989375448043176,0.15,0.15
2010-11-25,0.0014533101939975,1.0004541936432516,1.0619856722182734,-0.05794002704998369,-0.059307145564755026,0.15,0.15
2010-11-26,0.0037395321051261,1.0041954242200886,1.0619856722182734,-0.054417163536182867,-0.05794002704998369,0.15,0.15
2010-11-29,0.0086768092365905,1.0129086363523034,1.0619856722182734,-0.046212521646792126,-0.054417163536182867,0.15,0.15
2010-11-30,-0.0074955296459168,1.0053163496399196,1.0619856722182734,-0.05336166396669284,-0.046212521646792126,0.15,0.15
2010-12-01,0.0043418307692746,1.009681263099641,1.0619856722182734,-0.04925152051192849,-0.05336166396669284,0.15,0.15
2010-12-02,0.0129164239533168,1.0227227343515564,1.0619856722182734,-0.03697125007788926,-0.04925152051192849,0.15,0.15
2010-12-03,-0.0028947624594697,1.0197621949737092,1.0619856722182734,-0.03975898955055379,-0.03697125007788926,0.15,0.15
2010-12-06,-0.011052564230769,1.0084912078136523,1.0619856722182734,-0.05037211499556482,-0.03975898955055379,0.15,0.15
2010-12-07,-0.0026268080253039,1.005842095015519,1.0619856722182734,-0.05286660514494701,-0.05037211499556482,0.15,0.15
2010-12-08,-0.0045611987704917,1.0012542492884253,1.0619856722182734,-0.0571866688210515,-0.05286660514494701,0.15,0.15
2010-12-09,-0.0045611987704917,0.9966873296376214,1.0619856722182734,-0.06148702782802806,-0.0571866688210515,0.15,0.15
2010-12-10,0.0,0.9966873296376214,1.0619856722182734,-0.06148702782802806,-0.06148702782802806,0.15,0.15
2010-12-13,0.0,0.9966873296376214,1.0619856722182734,-0.06148702782802806,-0.06148702782802806,0.15,0.15
2010-12-14,0.0,0.9966873296376214,1.0619856722182734,-0.06148702782802806,-0.06148702782802806,0.15,0.15
2010-12-15,0.0,0.9966873296376214,1.0619856722182734,-0.06148702782802806,-0.06148702782802806,0.15,0.15
2010-12-16,-0.0044999999999999,0.9922022366542521,1.0619856722182734,-0.06571033620280187,-0.06148702782802806,0.15,0.15
2010-12-17,0.0076607033045412,0.9998032036073626,1.0619856722182734,-0.05855302028795195,-0.06571033620280187,0.15,0.15
2010-12-20,-0.0049425846414041,0.9948615916487863,1.0619856722182734,-0.06320620167057289,-0.05855302028795195,0.15,0.15
2010-12-21,0.007114609179065,1.00193964306063,1.0619856722182734,-0.056541279914087195,-0.06320620167057289,0.15,0.15
2010-12-22,0.0016291233398018,1.0035719263182128,1.0619856722182734,-0.055004269293055685,-0.056541279914087195,0.15,0.15
2010-12-23,0.0072863195126298,1.0108842720272726,1.0619856722182734,-0.048118728461053806,-0.055004269293055685,0.15,0.15
2010-12-24,0.0001642952287139,1.0110503554899486,1.0619856722182734,-0.04796233890983792,-0.048118728461053806,0.15,0.15
2010-12-27,-0.002869751355229,1.0081488923620765,1.0619856722182734,-0.050694450277980474,-0.04796233890983792,0.15,0.15
2010-12-28,-0.0061344988982301,1.0019644040926294,1.0619856722182734,-0.056517964126833964,-0.050694450277980474,0.15,0.15
2010-12-29,-0.0036162284596099,0.9983410718990336,1.0619856722182734,-0.05992981071608916,-0.056517964126833964,0.15,0.15
2010-12-30,0.0004872221242973,0.9988274857568575,1.0619856722182734,-0.059471787721477654,-0.05992981071608916,0.15,0.15
2010-12-31,-0.0016977724267778,0.9971317039924317,1.0619856722182734,-0.06106859058689085,-0.059471787721477654,0.15,0.15
2011-01-04,0.0003140172869107,0.997444820584812,1.0619856722182734,-0.060773749893111684,-0.06106859058689085,0.15,0.15
2011-01-05,-0.0026111421401671,0.9948403503812916,1.0619856722182734,-0.06322620313391691,-0.060773749893111684,0.15,0.15
2011-01-06,0.0037342879118624,0.9985553706759535,1.0619856722182734,-0.05972802006813038,-0.06322620313391691,0.15,0.15
2011-01-07,0.0058297405049008,1.0043766893667694,1.0619856722182734,-0.0542464784210982,-0.05972802006813038,0.15,0.15
2011-01-10,0.0009602406081188,1.0053411326497472,1.0619856722182734,-0.05333832748440681,-0.0542464784210982,0.15,0.15
2011-01-11,0.0015938620554865,1.0069435077338975,1.0619856722182734,-0.05182947936520088,-0.05333832748440681,0.15,0.15
2011-01-12,0.008876885766299,1.0158820302251679,1.0619856722182734,-0.04341267796655335,-0.05182947936520088,0.15,0.15
2011-01-13,0.0026931113059651,1.018617913606294,1.0619856722182734,-0.04083648183444222,-0.04341267796655335,0.15,0.15
2011-01-14,0.0051915543072849,1.0239061238231544,1.0619856722182734,-0.03585693234031928,-0.04083648183444222,0.15,0.15
2011-01-17,0.005684358484902,1.0297263732858517,1.0619856722182734,-0.03037639751300847,-0.03585693234031928,0.15,0.15
2011-01-18,0.0022240441599872,1.0320165302127429,1.0619856722182734,-0.028219911802511488,-0.03037639751300847,0.15,0.15
2011-01-19,-0.0081022519507696,1.0236548722676002,1.0619856722182734,-0.03609351891782864,-0.028219911802511488,0.2,0.15
2011-01-20,0.0061620566962141,1.029962691627869,1.0619856722182734,-0.030153872531551995,-0.03609351891782864,0.15,0.15
2011-01-21,0.0005864516737392,1.0305667149722633,1.0619856722182734,-0.02958510464682851,-0.030153872531551995,0.15,0.15
2011-01-24,0.0040504790206261,1.034741003830614,1.0619856722182734,-0.025654459471897484,-0.02958510464682851,0.2,0.15
2011-01-25,-0.0054459394609435,1.0291058669659965,1.0619856722182734,-0.030960686299653872,-0.025654459471897484,0.2,0.15
2011-01-26,-0.0006015198913802,1.0284868393166804,1.0619856722182734,-0.03154358272237401,-0.030960686299653872,0.15,0.15
2011-01-27,-0.0037320806716106,1.0246484434626608,1.0619856722182734,-0.035157940198592974,-0.03154358272237401,0.15,0.15
2011-01-28,0.0065252789033261,1.0313345603341137,1.0619856722182734,-0.02886207666072904,-0.035157940198592974,0.15,0.15
2011-01-31,-0.0023063465183832,1.0289559454615989,1.0619856722182734,-0.031101857229092533,-0.02886207666072904,0.2,0.2
2011-02-01,-0.0025692214109814,1.0263123298155623,1.0619856722182734,-0.0335911710825596,-0.031101857229092533,0.15,0.2
2011-02-09,-0.0037048942969628,1.022509951117926,1.0619856722182734,-0.037171613641350354,-0.0335911710825596,0.15,0.2
2011-02-10,-0.0045611987704917,1.0178460799860716,1.0619856722182734,-0.04156326529340382,-0.037171613641350354,0.15,0.2
2011-02-11,-6.14754098360315e-05,1.0177835074811545,1.0619856722182734,-0.04162218558447173,-0.04156326529340382,0.15,0.2
2011-02-14,-6.14754098360315e-05,1.0177209388229078,1.0619856722182734,-0.04168110225339061,-0.04162218558447173,0.15,0.2
2011-02-15,-0.0045611987704917,1.0130789113280452,1.0619856722182734,-0.04605218523153132,-0.04168110225339061,0.15,0.2
2011-02-16,0.0,1.0130789113280452,1.0619856722182734,-0.04605218523153132,-0.04605218523153132,0.15,0.2
2011-02-17,0.0,1.0130789113280452,1.0619856722182734,-0.04605218523153132,-0.04605218523153132,0.15,0.2
