date,holding,holding_fraction,is_signal,target,asset_component,cash_component,trade_cost,pending_entry_target,pending_entry_since,pending_entry_days,scale_raw,base_weight,weight,realized_vol,base_trade_cost,effective_turnover,scale_tc,return,nav,base_holding,base_fraction,effective_holding,effective_fraction,active_score_overlay,overlay_on,overlay_triggered,overlay_recovered,trade_id,score_peak_overlay,score_decay_ratio_overlay,waiting_for_new_peak,pre_suba_overheat_holding,pre_suba_overheat_fraction,suba_same_side_overheat_bias,suba_same_side_overheat_bias_mom,suba_same_side_overheat_signal,suba_same_side_overheat_on,suba_same_side_overheat_triggered,suba_same_side_overheat_recovered,suba_volume_rule_on,suba_volume_rule_scale,suba_volume_rule_name,suba_volume_zz2000_amount,suba_volume_zz2000_streak,suba_volume_zz2000_signal,suba_volume_cyb_amount,suba_volume_cyb_streak,suba_volume_cyb_signal,suba_volume_combined_signal,suba_volume_severe_ratio_value,suba_volume_severe_ratio_ma_value,suba_volume_severe_ratio_streak,suba_volume_severe_ratio_signal,suba_volume_old_combined_signal,suba_volume_combined_scale,suba_volume_clear_signal,suba_volume_clear_ratio_rule,suba_volume_clear_ratio_enabled,suba_volume_clear_ratio_unavailable,suba_volume_clear_ratio_numerator_source,suba_volume_clear_ratio_denominator_source,suba_volume_combined_unresolved,suba_volume_zz2000_source,suba_volume_cyb_source,suba_volume_partial_unavailable,suba_volume_unresolved
2010-09-29,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.0001211499702025,cash,0.0,cash,0.0,,False,False,False,1,,,False,cash,0.0,,,False,False,False,False,True,0.25,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,280526.38,7.0,True,True,,,,False,True,0.25,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-10-21,1.H00016,1.0,False,,-0.017487511738571215,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.017487511738571215,1.0203496048000256,1.H00016,1.0,1.H00016,1.0,117.04911236012963,False,False,False,2,117.04911236012963,1.0,False,1.H00016,1.0,0.13738053414792395,117.04911236012963,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,485364.69,1.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-10-22,1.H00016,1.0,False,,-0.006321132824108622,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.006321132824108622,1.0138998394210579,1.H00016,1.0,1.H00016,1.0,123.29276803990976,False,False,False,2,123.29276803990976,1.0,False,1.H00016,1.0,0.1271046207135098,123.29276803990976,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,559642.62,0.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-10-25,1.H00016,1.0,False,,0.028411846487115477,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.028411846487115477,1.042706606012,1.H00016,1.0,1.H00016,1.0,129.41392577815267,False,False,False,2,129.41392577815267,1.0,False,1.H00016,1.0,0.1553983245962991,129.41392577815267,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,671741.0,0.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-10-26,1.H00016,1.0,False,,-0.009694964277573881,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.009694964277573881,1.0325976027147235,1.H00016,1.0,1.H00016,1.0,125.7931577765866,False,False,False,2,129.41392577815267,0.9720218053830392,False,1.H00016,1.0,0.14092748831827784,125.7931577765866,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,589969.38,0.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-10-27,1.H00016,1.0,False,,-0.02061152006984246,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.02061152006984246,1.0113141965022978,1.H00016,1.0,1.H00016,1.0,115.3628298563323,False,False,False,2,129.41392577815267,0.8914251628073828,False,1.H00016,1.0,0.11477078860679968,115.3628298563323,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,562718.75,1.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-10-28,1.H00016,1.0,False,,-0.0005105327774199697,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.0005105327774199697,1.0107978874567132,1.H00016,1.0,1.H00016,1.0,102.71248586161568,False,False,False,2,129.41392577815267,0.7936741370298136,False,1.H00016,1.0,0.11164488291845598,102.71248586161568,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,536352.06,2.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-10-29,1.H00016,1.0,False,,-0.015623796493361652,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.015623796493361652,0.9950053869671696,1.H00016,1.0,1.H00016,1.0,84.72044655549766,False,False,False,2,129.41392577815267,0.6546470640318056,False,1.H00016,1.0,0.09194370680579311,84.72044655549766,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,767878.38,0.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-01,1.H00016,1.0,False,,0.02237450632358806,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.02237450632358806,1.0172681412898708,1.H00016,1.0,1.H00016,1.0,71.04601994913207,False,False,False,2,129.41392577815267,0.5489828047633949,False,1.H00016,1.0,0.11398629703010599,71.04601994913207,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,983659.62,0.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-02,0.399606,1.0,True,0.399606,-0.0030251274903928538,0.0,0.002,,,0,,1.0,1.0,,0.002,2.0,0.0,-0.005019077235412062,1.0121623939196127,0.399606,1.0,0.399606,1.0,75.92210338967226,False,False,False,3,75.92210338967226,1.0,False,0.399606,1.0,0.0763770902832479,75.92210338967226,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,865922.12,0.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-03,0.399606,1.0,False,,-0.032116416667905545,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.032116416667905545,0.9796553647409056,0.399606,1.0,0.399606,1.0,69.26354807446609,False,False,False,3,75.92210338967226,0.9122975389521157,False,0.399606,1.0,0.04055136951534011,69.26354807446609,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,545422.31,1.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-04,0.399606,1.0,False,,0.01642497979276314,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.01642497979276314,0.995746184310647,0.399606,1.0,0.399606,1.0,66.01029928168435,False,False,False,3,75.92210338967226,0.8694477146251428,False,0.399606,1.0,0.05652153457467213,66.01029928168435,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,454920.84,2.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-05,0.399606,0.25,True,0.399606,0.013714375302224413,0.0,0.00075,,,0,,0.25,0.25,,0.0,0.75,0.0,0.012954089520747614,1.0086451695221499,0.399606,1.0,0.399606,0.25,67.99623045796497,False,False,False,3,75.92210338967226,0.8956051982513243,False,0.399606,1.0,0.06928886838060366,67.99623045796497,True,False,False,False,True,0.25,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,479582.22,3.0,True,True,,,,False,True,0.25,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-08,0.399606,0.25,False,,0.008123730012102426,9.086247765188737e-05,0.0,,,0,,0.25,0.25,,0.0,0.0,0.0,0.008214592489754313,1.0169307785565336,0.399606,1.0,0.399606,0.25,69.93418084115541,False,False,False,3,75.92210338967226,0.9211307079075026,False,0.399606,1.0,0.10166921204280532,69.93418084115541,True,False,False,False,True,0.25,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,623522.0,4.0,True,True,,,,False,True,0.25,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-09,0.399606,1.0,True,0.399606,0.0019391544059591537,9.086247765188737e-05,0.00075,,,0,,1.0,1.0,,0.0,0.75,0.0,0.001278494370948513,1.0182309188325624,0.399606,1.0,0.399606,1.0,70.85417178468921,False,False,False,3,75.92210338967226,0.933248271863969,False,0.399606,1.0,0.10785390882598267,70.85417178468921,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,674654.75,0.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-10,0.399606,1.0,False,,0.023245652129142647,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.023245652129142647,1.0419003605588815,0.399606,1.0,0.399606,1.0,75.91635873397135,False,False,False,3,75.92210338967226,0.9999243348716061,False,0.399606,1.0,0.13116604782167496,75.91635873397135,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,791695.88,0.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-11,0.399606,1.0,False,,-0.007760953191012665,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.007760953191012665,1.0338142206308847,0.399606,1.0,0.399606,1.0,77.16383495199094,False,False,False,3,77.16383495199094,1.0,False,0.399606,1.0,0.1205261771723527,77.16383495199094,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,797245.94,0.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-12,0.399606,1.0,False,,-0.04456730425794808,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.04456730425794808,0.9877399077138346,0.399606,1.0,0.399606,1.0,65.78309585455447,False,False,False,3,77.16383495199094,0.8525120076715054,False,0.399606,1.0,0.06902888395656581,65.78309585455447,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,805011.25,0.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-15,0.399606,1.0,False,,0.06126173193227058,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.06126173193227058,1.0482505651590053,0.399606,1.0,0.399606,1.0,55.44115587807226,False,False,False,3,77.16383495199094,0.7184862690218301,False,0.399606,1.0,0.13183473231120924,55.44115587807226,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,772172.94,0.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-16,0.399606,1.0,False,,-0.019472279312573337,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.019472279312573337,1.0278387373646662,0.399606,1.0,0.399606,1.0,52.50010212727011,False,False,False,3,77.16383495199094,0.680371862802492,False,0.399606,1.0,0.10734782520007702,52.50010212727011,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,1038697.75,0.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-17,0.399606,1.0,False,,-0.03625230518676992,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,-0.03625230518676992,0.9905772137749381,0.399606,1.0,0.399606,1.0,44.4036954468392,False,False,False,3,77.16383495199094,0.5754469755743201,False,0.399606,1.0,0.06583591302036784,44.4036954468392,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,710650.38,1.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-18,0.399606,1.0,False,,0.016120867388262905,0.0,0.0,,,0,,1.0,1.0,,0.0,0.0,0.0,0.016120867388262905,1.006546177676039,0.399606,1.0,0.399606,1.0,34.180536689458016,False,False,False,3,77.16383495199094,0.4429605748693561,False,0.399606,1.0,0.08172904981495854,34.180536689458016,True,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,521980.69,2.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-19,cash,0.0,True,cash,0.04563245304553032,0.0,0.001,,,0,,0.0,0.0,,0.001,1.0,0.0,0.044586820592484866,1.0514248715181318,0.399606,1.0,cash,0.0,32.690835735392284,True,True,False,3,77.16383495199094,0.42365488645984944,False,cash,0.0,,,False,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,811127.75,0.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-22,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.0515522516099864,0.399606,1.0,cash,0.0,36.834114101004694,True,False,False,3,77.16383495199094,0.4773494490511234,False,cash,0.0,,,False,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,1060855.38,0.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-23,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.0516796471339354,0.399606,1.0,cash,0.0,39.73393836560413,True,False,False,3,77.16383495199094,0.5149295442654634,False,cash,0.0,,,False,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,768175.12,1.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-24,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.0518070580918482,0.399606,1.0,cash,0.0,42.33539636043017,True,False,False,3,77.16383495199094,0.5486429800536742,False,cash,0.0,,,False,False,False,False,False,1.0,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,759437.88,2.0,False,False,,,,False,False,1.0,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
2010-11-25,cash,0.0,False,,0.0,0.0001211499702025165,0.0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0001211499702025165,1.0519344844855947,0.399606,1.0,cash,0.0,39.95976517531318,True,False,False,3,77.16383495199094,0.5178561329951391,False,cash,0.0,,,False,False,False,False,True,0.25,Sub-A amount OR: ZZ2000<MA15x3 or CYB<MA10x3; scale=0.25; clear if ZZ2000/SZ50 amount ratio<MA30x15,,,,752684.31,3.0,True,True,,,,False,True,0.25,False,ZZ2000/SZ50 MA30/15,True,False,CSIndex official amount,CSIndex official amount,False,CSIndex official amount,Sohu amount,False,False
