case,window,ma,days,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,defense_days_pct,switch_count
volume_plus_stirrer,last_5y,48,16,2021-04-19,2026-04-17,1211,37.72033044572469,20.93456297548796,1.6933508001435127,-15.707665516652902,2.401396337713868,394.46326192932145,0.25451338020627645,0.02935925771096004,1.6643352008904984,3.05532617671346,21
volume_plus_stirrer,last_3y,48,16,2023-04-17,2026-04-17,727,36.16369779990978,21.66750307402234,1.5894137974977371,-15.707665516652924,2.3022961471626586,152.50836574486985,1.439548656199328,0.06033986893105259,1.6643352008905126,2.4759284731774414,10
volume_only,last_5y,49,16,2021-04-19,2026-04-17,1211,37.88889468026928,20.600870939163187,1.7235656957089314,-15.707665516652924,2.412127673593527,397.492947063358,0.42307761475086636,0.059574153276378716,1.664335200890477,8.340214698596201,29
volume_only,last_3y,49,16,2023-04-17,2026-04-17,727,37.87107845383757,21.25393544421933,1.6771827314853671,-15.707665516652858,2.410993435892026,162.12894669444032,3.1469293101271205,0.14810880291868256,1.6643352008905783,8.940852819807429,20
volume_plus_stirrer,last_5y,49,16,2021-04-19,2026-04-17,1211,38.00161411363978,20.92036621015118,1.704505492219047,-15.707665516652924,2.4193037516205895,399.527176768867,0.535797048121367,0.04051394978649436,1.664335200890477,3.3030553261767133,25
volume_plus_stirrer,last_3y,49,16,2023-04-17,2026-04-17,727,36.62684229106239,21.64469812058452,1.6071974346479427,-15.707665516652902,2.3317814001215815,155.09436344956512,1.9026931473519397,0.07812350608125818,1.6643352008905339,2.8885832187070153,14
volume_only,last_5y,50,16,2021-04-19,2026-04-17,1211,37.61943216910204,20.61539719803739,1.7126240068341008,-15.836504205681113,2.375488408332353,392.65684100453893,0.1536151035836255,0.048632464401548114,1.5354965118622879,8.175061932287365,27
volume_only,last_3y,50,16,2023-04-17,2026-04-17,727,37.42297891723538,21.27740184723321,1.6596340322597254,-15.836504205681145,2.3630833188432057,159.5808032588721,2.6988297735249347,0.13056010369304083,1.5354965118622914,8.665749656121045,18
volume_plus_stirrer,last_5y,50,16,2021-04-19,2026-04-17,1211,37.73193132612877,20.9346765567826,1.6937614826563405,-15.707665516652858,2.402134886697604,394.67129605663536,0.26611426061035814,0.029769940223787872,1.6643352008905428,3.137902559867878,23
volume_plus_stirrer,last_3y,50,16,2023-04-17,2026-04-17,727,36.18278668923034,21.667688679123252,1.5900759201378476,-15.707665516652892,2.3035114066358373,152.61460287420138,1.4586375455198919,0.06100199157116304,1.6643352008905445,2.613480055020633,12
volume_only,last_5y,51,16,2021-04-19,2026-04-17,1211,37.31626765306368,20.526059714192503,1.7080010349890966,-15.836504205681113,2.3563450095051293,387.26089931263255,-0.14954941245473208,0.04400949255654396,1.5354965118622879,9.083402146985962,27
volume_only,last_3y,51,16,2023-04-17,2026-04-17,727,36.919531278229535,21.132955040948193,1.6514383633071894,-15.836504205681145,2.331292992362868,156.7376825262603,2.195382134519086,0.12236443474050485,1.5354965118622914,10.178817056396149,18
volume_plus_stirrer,last_5y,51,16,2021-04-19,2026-04-17,1211,37.30033065690759,20.924206979307257,1.6788963148669862,-15.707665516652924,2.374657813878364,386.9785543813666,-0.16548640861082475,0.014904772434433555,1.664335200890477,3.4682080924855487,27
volume_plus_stirrer,last_3y,51,16,2023-04-17,2026-04-17,727,35.47332068343063,21.6507153171598,1.566027402908029,-15.707665516652902,2.2583445417667343,148.68613785348344,0.7491715397201801,0.03695347434134444,1.6643352008905339,3.1636863823933976,16
volume_only,last_5y,52,16,2021-04-19,2026-04-17,1211,37.370162943458695,20.52625517464246,1.7099761503980504,-15.836504205681157,2.359748241032424,388.2166957011025,-0.09565412205972024,0.04598460796549775,1.5354965118622435,9.000825763831543,27
volume_only,last_3y,52,16,2023-04-17,2026-04-17,727,36.919531278229535,21.132955040948193,1.6514383633071894,-15.836504205681145,2.331292992362868,156.7376825262603,2.195382134519086,0.12236443474050485,1.5354965118622914,10.178817056396149,18
volume_plus_stirrer,last_5y,52,16,2021-04-19,2026-04-17,1211,37.30033065690759,20.924206979307257,1.6788963148669862,-15.707665516652924,2.374657813878364,386.9785543813666,-0.16548640861082475,0.014904772434433555,1.664335200890477,3.4682080924855487,27
volume_plus_stirrer,last_3y,52,16,2023-04-17,2026-04-17,727,35.47332068343063,21.6507153171598,1.566027402908029,-15.707665516652902,2.2583445417667343,148.68613785348344,0.7491715397201801,0.03695347434134444,1.6643352008905339,3.1636863823933976,16
volume_only,last_5y,53,16,2021-04-19,2026-04-17,1211,37.74186760373019,20.46449471368603,1.7282445722847017,-15.836504205681157,2.3832196243278707,394.8495351499921,0.27605053821177705,0.06425302985214909,1.5354965118622435,9.413707679603633,27
volume_only,last_3y,53,16,2023-04-17,2026-04-17,727,37.53665930041781,21.03289886321842,1.6805387650412835,-15.836504205681145,2.370261694935932,160.2256825141167,2.8125101567073614,0.15146483647459896,1.5354965118622914,10.866574965612106,18
volume_plus_stirrer,last_5y,53,16,2021-04-19,2026-04-17,1211,37.217657051702524,20.920596080342378,1.676154313413312,-15.707665516652868,2.3693945489382435,385.51598143870825,-0.24816001381589103,0.012162770980759241,1.664335200890532,3.633360858794385,31
volume_plus_stirrer,last_3y,53,16,2023-04-17,2026-04-17,727,35.337590484721495,21.644874667389903,1.5615687829936165,-15.707665516652881,2.2497035251519364,147.9392433277054,0.6134413410110469,0.032494854426931896,1.6643352008905552,3.43878954607978,20
volume_only,last_5y,54,16,2021-04-19,2026-04-17,1211,38.011569846737345,20.449858879233037,1.7392874163198253,-15.707665516652902,2.4199375652886395,399.7071655246433,0.5457527812189298,0.07529587388727266,1.6643352008904984,9.57886044591247,29
volume_only,last_3y,54,16,2023-04-17,2026-04-17,727,37.9851295183095,21.009157219882184,1.698337291058963,-15.707665516652868,2.4182542897949175,162.78015632858973,3.2609803745990504,0.16926336249227836,1.6643352008905676,11.141678129298487,20
volume_plus_stirrer,last_5y,54,16,2021-04-19,2026-04-17,1211,37.4863328764959,20.90629103631437,1.6868930791537564,-15.707665516652924,2.3864993074084566,390.28199011667823,0.02051581097748567,0.022901536721203763,1.664335200890477,3.7985136251032205,33
volume_plus_stirrer,last_3y,54,16,2023-04-17,2026-04-17,727,35.77889012804807,21.621899956976197,1.5786768942480236,-15.707665516652913,2.2777980655442462,150.3731088037863,1.05474098433762,0.04960296568133904,1.6643352008905232,3.7138927097661623,22
volume_only,last_5y,55,16,2021-04-19,2026-04-17,1211,38.1371964687752,20.445113020490076,1.744274552551323,-15.707665516652913,2.4279353560427555,401.98281725567205,0.6713794032567861,0.08028301011877037,1.6643352008904877,9.661436829066886,29
volume_only,last_3y,55,16,2023-04-17,2026-04-17,727,37.9851295183095,21.009157219882184,1.698337291058963,-15.707665516652868,2.4182542897949175,162.78015632858973,3.2609803745990504,0.16926336249227836,1.6643352008905676,11.141678129298487,20
volume_plus_stirrer,last_5y,55,16,2021-04-19,2026-04-17,1211,37.4863328764959,20.90629103631437,1.6868930791537564,-15.707665516652924,2.3864993074084566,390.28199011667823,0.02051581097748567,0.022901536721203763,1.664335200890477,3.7985136251032205,33
volume_plus_stirrer,last_3y,55,16,2023-04-17,2026-04-17,727,35.77889012804807,21.621899956976197,1.5786768942480236,-15.707665516652913,2.2777980655442462,150.3731088037863,1.05474098433762,0.04960296568133904,1.6643352008905232,3.7138927097661623,22
volume_only,last_5y,56,16,2021-04-19,2026-04-17,1211,38.01007547798194,20.444524707071654,1.7396325449955383,-15.707665516652868,2.4198424290156053,399.68014566562255,0.5442584124635275,0.07564100256298567,1.664335200890532,9.90916597853014,29
volume_only,last_3y,56,16,2023-04-17,2026-04-17,727,37.77386798424585,21.008202615584317,1.690808145198926,-15.707665516652847,2.4048047078796655,161.57474375348465,3.049718840535398,0.16173421663224152,1.664335200890589,11.554332874828061,20
volume_plus_stirrer,last_5y,56,16,2021-04-19,2026-04-17,1211,37.46070912711832,20.90618393834734,1.6859728705897992,-15.707665516652957,2.3848680179370523,389.8258460113367,-0.00510793840009427,0.021981328157246516,1.6643352008904433,3.8810900082576385,33
volume_plus_stirrer,last_3y,56,16,2023-04-17,2026-04-17,727,35.736778425443184,21.621720595725122,1.5771939613906165,-15.707665516652936,2.2751171004727473,150.14016894464612,1.0126292817327354,0.04812003282393196,1.6643352008905001,3.851444291609354,22
volume_only,last_5y,57,16,2021-04-19,2026-04-17,1211,38.43944510751185,20.364743396522474,1.7615204615750304,-15.707665516652913,2.4471774667444515,407.4918423048931,0.973628041993436,0.09752891914247774,1.6643352008904877,10.817506193228736,31
volume_only,last_3y,57,16,2023-04-17,2026-04-17,727,37.28460991409774,20.98208703470946,1.6749959577687599,-15.707665516652924,2.3736569813362407,158.79731075089748,2.5604607703872944,0.1459220292020753,1.6643352008905126,11.691884456671252,20
volume_plus_stirrer,last_5y,57,16,2021-04-19,2026-04-17,1211,38.21713415877779,20.868113985071265,1.716028884390526,-15.707665516652835,2.433024443909952,403.43515050844456,0.7513170932593738,0.05203734195797338,1.6643352008905659,4.211395540875309,37
volume_plus_stirrer,last_3y,57,16,2023-04-17,2026-04-17,727,35.736778425443184,21.621720595725122,1.5771939613906165,-15.707665516652936,2.2751171004727473,150.14016894464612,1.0126292817327354,0.04812003282393196,1.6643352008905001,3.851444291609354,22
volume_only,last_5y,58,16,2021-04-19,2026-04-17,1211,36.991330050077686,20.15295062972761,1.7236294771580234,-15.707665516652868,2.354985851389592,381.5300110918911,-0.47448701544072946,0.05963793472547074,1.664335200890532,11.560693641618498,33
volume_only,last_3y,58,16,2023-04-17,2026-04-17,727,37.28460991409774,20.98208703470946,1.6749959577687599,-15.707665516652924,2.3736569813362407,158.79731075089748,2.5604607703872944,0.1459220292020753,1.6643352008905126,11.691884456671252,20
volume_plus_stirrer,last_5y,58,16,2021-04-19,2026-04-17,1211,37.977487339111526,20.789180481519562,1.7130614572371645,-15.707665516652892,2.4177677643344713,399.0912061634797,0.5116702735931113,0.04906991480461187,1.664335200890509,4.541701073492981,39
volume_plus_stirrer,last_3y,58,16,2023-04-17,2026-04-17,727,35.736778425443184,21.621720595725122,1.5771939613906165,-15.707665516652936,2.2751171004727473,150.14016894464612,1.0126292817327354,0.04812003282393196,1.6643352008905001,3.851444291609354,22
volume_only,last_5y,59,16,2021-04-19,2026-04-17,1211,36.991330050077686,20.15295062972761,1.7236294771580234,-15.707665516652868,2.354985851389592,381.5300110918911,-0.47448701544072946,0.05963793472547074,1.664335200890532,11.560693641618498,33
volume_only,last_3y,59,16,2023-04-17,2026-04-17,727,37.28460991409774,20.98208703470946,1.6749959577687599,-15.707665516652924,2.3736569813362407,158.79731075089748,2.5604607703872944,0.1459220292020753,1.6643352008905126,11.691884456671252,20
volume_plus_stirrer,last_5y,59,16,2021-04-19,2026-04-17,1211,37.977487339111526,20.789180481519562,1.7130614572371645,-15.707665516652892,2.4177677643344713,399.0912061634797,0.5116702735931113,0.04906991480461187,1.664335200890509,4.541701073492981,39
volume_plus_stirrer,last_3y,59,16,2023-04-17,2026-04-17,727,35.736778425443184,21.621720595725122,1.5771939613906165,-15.707665516652936,2.2751171004727473,150.14016894464612,1.0126292817327354,0.04812003282393196,1.6643352008905001,3.851444291609354,22
volume_only,last_5y,60,16,2021-04-19,2026-04-17,1211,35.86556906363165,20.15029238123181,1.6812346363548754,-15.707665516652924,2.2833163225692426,362.0905476564774,-1.6002480018867615,0.017243093922322705,1.664335200890477,10.982658959537572,33
volume_only,last_3y,60,16,2023-04-17,2026-04-17,727,37.28460991409774,20.98208703470946,1.6749959577687599,-15.707665516652924,2.3736569813362407,158.79731075089748,2.5604607703872944,0.1459220292020753,1.6643352008905126,11.691884456671252,20
volume_plus_stirrer,last_5y,60,16,2021-04-19,2026-04-17,1211,37.183556386241335,20.834234450273655,1.6809909738459423,-15.707665516652913,2.3672235919984526,384.9137332968546,-0.2822606792770799,0.016999431413389665,1.6643352008904877,3.8810900082576385,39
volume_plus_stirrer,last_3y,60,16,2023-04-17,2026-04-17,727,35.736778425443184,21.621720595725122,1.5771939613906165,-15.707665516652936,2.2751171004727473,150.14016894464612,1.0126292817327354,0.04812003282393196,1.6643352008905001,3.851444291609354,22
volume_only,last_5y,61,16,2021-04-19,2026-04-17,1211,35.86556906363165,20.15029238123181,1.6812346363548754,-15.707665516652924,2.2833163225692426,362.0905476564774,-1.6002480018867615,0.017243093922322705,1.664335200890477,10.982658959537572,33
volume_only,last_3y,61,16,2023-04-17,2026-04-17,727,37.28460991409774,20.98208703470946,1.6749959577687599,-15.707665516652924,2.3736569813362407,158.79731075089748,2.5604607703872944,0.1459220292020753,1.6643352008905126,11.691884456671252,20
volume_plus_stirrer,last_5y,61,16,2021-04-19,2026-04-17,1211,37.183556386241335,20.834234450273655,1.6809909738459423,-15.707665516652913,2.3672235919984526,384.9137332968546,-0.2822606792770799,0.016999431413389665,1.6643352008904877,3.8810900082576385,39
volume_plus_stirrer,last_3y,61,16,2023-04-17,2026-04-17,727,35.736778425443184,21.621720595725122,1.5771939613906165,-15.707665516652936,2.2751171004727473,150.14016894464612,1.0126292817327354,0.04812003282393196,1.6643352008905001,3.851444291609354,22
volume_only,last_5y,62,16,2021-04-19,2026-04-17,1211,35.86556906363165,20.15029238123181,1.6812346363548754,-15.707665516652924,2.2833163225692426,362.0905476564774,-1.6002480018867615,0.017243093922322705,1.664335200890477,10.982658959537572,33
volume_only,last_3y,62,16,2023-04-17,2026-04-17,727,37.28460991409774,20.98208703470946,1.6749959577687599,-15.707665516652924,2.3736569813362407,158.79731075089748,2.5604607703872944,0.1459220292020753,1.6643352008905126,11.691884456671252,20
volume_plus_stirrer,last_5y,62,16,2021-04-19,2026-04-17,1211,37.183556386241335,20.834234450273655,1.6809909738459423,-15.707665516652913,2.3672235919984526,384.9137332968546,-0.2822606792770799,0.016999431413389665,1.6643352008904877,3.8810900082576385,39
volume_plus_stirrer,last_3y,62,16,2023-04-17,2026-04-17,727,35.736778425443184,21.621720595725122,1.5771939613906165,-15.707665516652936,2.2751171004727473,150.14016894464612,1.0126292817327354,0.04812003282393196,1.6643352008905001,3.851444291609354,22
volume_only,last_5y,63,16,2021-04-19,2026-04-17,1211,36.09924676894312,20.164232203192388,1.6890778875222632,-15.707665516652881,2.298192989319233,366.0730969585575,-1.366570296575297,0.025086345089710527,1.6643352008905197,10.817506193228736,33
volume_only,last_3y,63,16,2023-04-17,2026-04-17,727,37.67779040219912,21.004318906555895,1.687624024178985,-15.707665516652924,2.3986881030955205,161.02776764844288,2.9536412584886733,0.1585500956123005,1.6643352008905126,11.416781292984869,20
volume_plus_stirrer,last_5y,63,16,2021-04-19,2026-04-17,1211,37.06639511005141,20.837540604053636,1.6764906113506468,-15.707665516652847,2.359764732114687,382.84911174961474,-0.3994219554670053,0.012499068918094158,1.6643352008905534,3.7159372419488026,39
volume_plus_stirrer,last_3y,63,16,2023-04-17,2026-04-17,727,35.54390577907331,21.627004284819332,1.5700138658275267,-15.707665516652947,2.2628382136982985,149.07514490599502,0.8197566353628645,0.04093993726084211,1.6643352008904895,3.576341127922971,22
volume_only,last_5y,64,16,2021-04-19,2026-04-17,1211,36.04515810527127,20.16441172984079,1.6870125730925505,-15.707665516652892,2.2947495327715663,365.1488362079989,-1.4206589602471453,0.023021030659997832,1.664335200890509,10.817506193228736,33
volume_only,last_3y,64,16,2023-04-17,2026-04-17,727,37.188080824267814,21.06086906556734,1.6660438632381152,-15.707665516652902,2.3675116321290313,158.2516647964225,2.4639316805573657,0.1369699346714306,1.6643352008905339,11.141678129298487,20
volume_plus_stirrer,last_5y,64,16,2021-04-19,2026-04-17,1211,37.5726146280924,20.80269115888865,1.6973844392964152,-15.707665516652936,2.391992278436201,391.8204431118757,0.10679756257398765,0.0333928968638626,1.6643352008904646,3.8810900082576385,39
volume_plus_stirrer,last_3y,64,16,2023-04-17,2026-04-17,727,35.74398987522005,21.621617902116405,1.5774563573487486,-15.707665516652902,2.275576204326805,150.18004864580013,1.0198407315096034,0.048382428782064,1.6643352008905339,3.7138927097661623,22
volume_only,last_5y,65,16,2021-04-19,2026-04-17,1211,36.26902023514691,20.109025364498063,1.6996057492009191,-15.707665516652881,2.309001308736514,368.9837106465074,-1.196796830371504,0.03561420676836646,1.6643352008905197,11.312964492155244,33
volume_only,last_3y,65,16,2023-04-17,2026-04-17,727,37.188080824267814,21.06086906556734,1.6660438632381152,-15.707665516652902,2.3675116321290313,158.2516647964225,2.4639316805573657,0.1369699346714306,1.6643352008905339,11.141678129298487,20
volume_plus_stirrer,last_5y,65,16,2021-04-19,2026-04-17,1211,37.36631470752847,20.783524949711214,1.6912451499754817,-15.707665516652947,2.3788585686341146,388.1484001807406,-0.09950235798994811,0.027253607542929048,1.664335200890454,4.293971924029727,41
volume_plus_stirrer,last_3y,65,16,2023-04-17,2026-04-17,727,35.74398987522005,21.621617902116405,1.5774563573487486,-15.707665516652902,2.275576204326805,150.18004864580013,1.0198407315096034,0.048382428782064,1.6643352008905339,3.7138927097661623,22
volume_only,last_5y,66,16,2021-04-19,2026-04-17,1211,36.26902023514691,20.109025364498063,1.6996057492009191,-15.707665516652881,2.309001308736514,368.9837106465074,-1.196796830371504,0.03561420676836646,1.6643352008905197,11.312964492155244,33
volume_only,last_3y,66,16,2023-04-17,2026-04-17,727,37.188080824267814,21.06086906556734,1.6660438632381152,-15.707665516652902,2.3675116321290313,158.2516647964225,2.4639316805573657,0.1369699346714306,1.6643352008905339,11.141678129298487,20
volume_plus_stirrer,last_5y,66,16,2021-04-19,2026-04-17,1211,37.36631470752847,20.783524949711214,1.6912451499754817,-15.707665516652947,2.3788585686341146,388.1484001807406,-0.09950235798994811,0.027253607542929048,1.664335200890454,4.293971924029727,41
volume_plus_stirrer,last_3y,66,16,2023-04-17,2026-04-17,727,35.74398987522005,21.621617902116405,1.5774563573487486,-15.707665516652902,2.275576204326805,150.18004864580013,1.0198407315096034,0.048382428782064,1.6643352008905339,3.7138927097661623,22
volume_only,last_5y,67,16,2021-04-19,2026-04-17,1211,36.444150030439104,20.102001085034445,1.7067773898422518,-15.707665516652892,2.3201506291181135,372.00136744061234,-1.021667035079311,0.04278584740969915,1.664335200890509,11.560693641618498,33
volume_only,last_3y,67,16,2023-04-17,2026-04-17,727,37.481628651602115,21.049650315667147,1.677395407975901,-15.707665516652902,2.3861998214734688,159.91337473041486,2.7574795078916665,0.14832147940921647,1.6643352008905339,11.554332874828061,20
volume_plus_stirrer,last_5y,67,16,2021-04-19,2026-04-17,1211,37.36631470752847,20.783524949711214,1.6912451499754817,-15.707665516652947,2.3788585686341146,388.1484001807406,-0.09950235798994811,0.027253607542929048,1.664335200890454,4.293971924029727,41
volume_plus_stirrer,last_3y,67,16,2023-04-17,2026-04-17,727,35.74398987522005,21.621617902116405,1.5774563573487486,-15.707665516652902,2.275576204326805,150.18004864580013,1.0198407315096034,0.048382428782064,1.6643352008905339,3.7138927097661623,22
volume_only,last_5y,68,16,2021-04-19,2026-04-17,1211,35.962970098562266,20.12587392935651,1.6867281257050128,-15.70766551665298,2.28951718257783,363.7472236514793,-1.5028469669561488,0.022736583272460198,1.6643352008904202,11.06523534269199,33
volume_only,last_3y,68,16,2023-04-17,2026-04-17,727,36.67568927570093,21.087735428893208,1.645710797223807,-15.707665516652892,2.334891154692481,155.36812864484406,1.951540131990484,0.11663686865712242,1.6643352008905445,10.729023383768913,20
volume_plus_stirrer,last_5y,68,16,2021-04-19,2026-04-17,1211,37.36631470752847,20.783524949711214,1.6912451499754817,-15.707665516652947,2.3788585686341146,388.1484001807406,-0.09950235798994811,0.027253607542929048,1.664335200890454,4.293971924029727,41
volume_plus_stirrer,last_3y,68,16,2023-04-17,2026-04-17,727,35.74398987522005,21.621617902116405,1.5774563573487486,-15.707665516652902,2.275576204326805,150.18004864580013,1.0198407315096034,0.048382428782064,1.6643352008905339,3.7138927097661623,22
volume_only,last_5y,69,16,2021-04-19,2026-04-17,1211,35.962970098562266,20.12587392935651,1.6867281257050128,-15.70766551665298,2.28951718257783,363.7472236514793,-1.5028469669561488,0.022736583272460198,1.6643352008904202,11.06523534269199,33
volume_only,last_3y,69,16,2023-04-17,2026-04-17,727,36.67568927570093,21.087735428893208,1.645710797223807,-15.707665516652892,2.334891154692481,155.36812864484406,1.951540131990484,0.11663686865712242,1.6643352008905445,10.729023383768913,20
volume_plus_stirrer,last_5y,69,16,2021-04-19,2026-04-17,1211,37.36631470752847,20.783524949711214,1.6912451499754817,-15.707665516652947,2.3788585686341146,388.1484001807406,-0.09950235798994811,0.027253607542929048,1.664335200890454,4.293971924029727,41
volume_plus_stirrer,last_3y,69,16,2023-04-17,2026-04-17,727,35.74398987522005,21.621617902116405,1.5774563573487486,-15.707665516652902,2.275576204326805,150.18004864580013,1.0198407315096034,0.048382428782064,1.6643352008905339,3.7138927097661623,22
volume_only,last_5y,70,16,2021-04-19,2026-04-17,1211,35.962970098562266,20.12587392935651,1.6867281257050128,-15.70766551665298,2.28951718257783,363.7472236514793,-1.5028469669561488,0.022736583272460198,1.6643352008904202,11.06523534269199,33
volume_only,last_3y,70,16,2023-04-17,2026-04-17,727,36.67568927570093,21.087735428893208,1.645710797223807,-15.707665516652892,2.334891154692481,155.36812864484406,1.951540131990484,0.11663686865712242,1.6643352008905445,10.729023383768913,20
volume_plus_stirrer,last_5y,70,16,2021-04-19,2026-04-17,1211,37.36631470752847,20.783524949711214,1.6912451499754817,-15.707665516652947,2.3788585686341146,388.1484001807406,-0.09950235798994811,0.027253607542929048,1.664335200890454,4.293971924029727,41
volume_plus_stirrer,last_3y,70,16,2023-04-17,2026-04-17,727,35.74398987522005,21.621617902116405,1.5774563573487486,-15.707665516652902,2.275576204326805,150.18004864580013,1.0198407315096034,0.048382428782064,1.6643352008905339,3.7138927097661623,22
volume_only,last_5y,71,16,2021-04-19,2026-04-17,1211,35.39541674270941,20.093845968441894,1.667440324537294,-15.707665516652947,2.253384928854253,354.16024411268916,-2.0704003228090073,0.0034487821047413103,1.664335200890454,11.230388109000826,33
volume_only,last_3y,71,16,2023-04-17,2026-04-17,727,36.334177345429765,21.076540109654516,1.6341109592510445,-15.707665516652892,2.3131494178373697,153.45820663138045,1.6100282017193166,0.10503703068435999,1.6643352008905445,10.866574965612106,20
volume_plus_stirrer,last_5y,71,16,2021-04-19,2026-04-17,1211,36.99869772402617,20.759429916908406,1.679539342215126,-15.707665516652881,2.3554549009718255,381.6593537933307,-0.46711934149224277,0.015547799782573257,1.6643352008905197,4.376548307184145,41
volume_plus_stirrer,last_3y,71,16,2023-04-17,2026-04-17,727,35.74398987522005,21.621617902116405,1.5774563573487486,-15.707665516652902,2.275576204326805,150.18004864580013,1.0198407315096034,0.048382428782064,1.6643352008905339,3.7138927097661623,22
volume_only,last_5y,72,16,2021-04-19,2026-04-17,1211,35.39541674270941,20.093845968441894,1.667440324537294,-15.707665516652947,2.253384928854253,354.16024411268916,-2.0704003228090073,0.0034487821047413103,1.664335200890454,11.230388109000826,33
volume_only,last_3y,72,16,2023-04-17,2026-04-17,727,36.334177345429765,21.076540109654516,1.6341109592510445,-15.707665516652892,2.3131494178373697,153.45820663138045,1.6100282017193166,0.10503703068435999,1.6643352008905445,10.866574965612106,20
volume_plus_stirrer,last_5y,72,16,2021-04-19,2026-04-17,1211,36.99869772402617,20.759429916908406,1.679539342215126,-15.707665516652881,2.3554549009718255,381.6593537933307,-0.46711934149224277,0.015547799782573257,1.6643352008905197,4.376548307184145,41
volume_plus_stirrer,last_3y,72,16,2023-04-17,2026-04-17,727,35.74398987522005,21.621617902116405,1.5774563573487486,-15.707665516652902,2.275576204326805,150.18004864580013,1.0198407315096034,0.048382428782064,1.6643352008905339,3.7138927097661623,22
volume_only,last_5y,73,16,2021-04-19,2026-04-17,1211,35.53854019783573,20.096588587173784,1.6727103461638857,-15.707665516652902,2.2624966237127087,356.5627658396142,-1.9272768676826857,0.008718803731333047,1.6643352008904984,11.147811725846408,33
volume_only,last_3y,73,16,2023-04-17,2026-04-17,727,36.334177345429765,21.076540109654516,1.6341109592510445,-15.707665516652892,2.3131494178373697,153.45820663138045,1.6100282017193166,0.10503703068435999,1.6643352008905445,10.866574965612106,20
volume_plus_stirrer,last_5y,73,16,2021-04-19,2026-04-17,1211,36.99869772402617,20.759429916908406,1.679539342215126,-15.707665516652881,2.3554549009718255,381.6593537933307,-0.46711934149224277,0.015547799782573257,1.6643352008905197,4.376548307184145,41
volume_plus_stirrer,last_3y,73,16,2023-04-17,2026-04-17,727,35.74398987522005,21.621617902116405,1.5774563573487486,-15.707665516652902,2.275576204326805,150.18004864580013,1.0198407315096034,0.048382428782064,1.6643352008905339,3.7138927097661623,22
volume_only,last_5y,74,16,2021-04-19,2026-04-17,1211,35.609694236629565,20.010295430832965,1.6817866227664904,-15.707665516652947,2.26702651637679,357.7609598256121,-1.85612282888885,0.01779508033393773,1.664335200890454,12.138728323699421,33
volume_only,last_3y,74,16,2023-04-17,2026-04-17,727,36.44215916891385,20.955741772573134,1.6462530261199855,-15.707665516652902,2.3200238845345105,154.06106688561167,1.718010025203398,0.11717909755330091,1.6643352008905339,12.104539202200826,20
volume_plus_stirrer,last_5y,74,16,2021-04-19,2026-04-17,1211,37.150250693389374,20.75206524133229,1.6856052286274166,-15.707665516652936,2.365103245546161,384.32610194912513,-0.31556637212904093,0.021613686194863924,1.6643352008904646,4.541701073492981,41
volume_plus_stirrer,last_3y,74,16,2023-04-17,2026-04-17,727,35.74398987522005,21.621617902116405,1.5774563573487486,-15.707665516652902,2.275576204326805,150.18004864580013,1.0198407315096034,0.048382428782064,1.6643352008905339,3.7138927097661623,22
volume_only,last_5y,75,16,2021-04-19,2026-04-17,1211,35.46024749261414,20.007034931376992,1.6762935162738901,-15.707665516652868,2.257512260814319,355.24726044059605,-2.005569572904278,0.012301973841337466,1.664335200890532,12.22130470685384,35
volume_only,last_3y,75,16,2023-04-17,2026-04-17,727,36.19200970209402,20.95058197586767,1.6374844428038813,-15.707665516652892,2.3040985730008137,152.6659432214395,1.4678605583835704,0.10841051423719672,1.6643352008905445,12.242090784044017,22
volume_plus_stirrer,last_5y,75,16,2021-04-19,2026-04-17,1211,36.999106200936914,20.748950606293874,1.6802972882485712,-15.707665516652892,2.3554809059125525,381.66652559495003,-0.4667108645815006,0.016305745816018513,1.664335200890509,4.624277456647398,43
volume_plus_stirrer,last_3y,75,16,2023-04-17,2026-04-17,727,35.495120413624726,21.61660322271228,1.5689309283203314,-15.707665516652936,2.2597323820012303,148.80623678848573,0.770971269914277,0.03985699975364687,1.6643352008905001,3.851444291609354,24
volume_only,last_5y,76,16,2021-04-19,2026-04-17,1211,35.46024749261414,20.007034931376992,1.6762935162738901,-15.707665516652868,2.257512260814319,355.24726044059605,-2.005569572904278,0.012301973841337466,1.664335200890532,12.22130470685384,35
volume_only,last_3y,76,16,2023-04-17,2026-04-17,727,36.19200970209402,20.95058197586767,1.6374844428038813,-15.707665516652892,2.3040985730008137,152.6659432214395,1.4678605583835704,0.10841051423719672,1.6643352008905445,12.242090784044017,22
volume_plus_stirrer,last_5y,76,16,2021-04-19,2026-04-17,1211,36.999106200936914,20.748950606293874,1.6802972882485712,-15.707665516652892,2.3554809059125525,381.66652559495003,-0.4667108645815006,0.016305745816018513,1.664335200890509,4.624277456647398,43
volume_plus_stirrer,last_3y,76,16,2023-04-17,2026-04-17,727,35.495120413624726,21.61660322271228,1.5689309283203314,-15.707665516652936,2.2597323820012303,148.80623678848573,0.770971269914277,0.03985699975364687,1.6643352008905001,3.851444291609354,24
volume_only,last_5y,77,16,2021-04-19,2026-04-17,1211,35.60343947887059,20.0097887388551,1.6815842477905765,-15.707665516652924,2.2666283185827076,357.65553251748923,-1.862377586647824,0.01759270535802382,1.664335200890477,12.138728323699421,35
