trade_id,strategy,symbol,name,entry_date,exit_date,entry_price,exit_price,side,is_open_trade
198,Sub-A,1.H11077,10Y国债,2020-09-17,2020-09-22,146.49,146.89,long,False
199,Sub-A,1.H11077,10Y国债,2020-09-29,2020-10-12,146.69,146.14,long,False
200,Sub-A,0.399606,创业板,2020-10-14,2020-10-26,2932.647,2777.221,long,False
201,Sub-A,1.H11077,10Y国债,2020-11-04,2020-11-09,146.83,146.73,long,False
202,Sub-A,1.H00905,中证500,2020-11-18,2020-11-23,7230.05,7380.46,long,False
203,Sub-A,1.H20955,中证红利,2020-11-23,2020-12-07,14226.78,14001.68,long,False
204,Sub-A,1.H00016,上证50,2020-12-07,2020-12-11,5109.94,4990.5,long,False
205,Sub-A,0.399606,创业板,2020-12-14,2021-01-28,2894.345,3356.386,long,False
206,Sub-A,1.H20955,中证红利,2021-02-25,2021-03-18,14201.98,14715.37,long,False
207,Sub-A,0.399606,创业板,2021-04-06,2021-05-20,3006.062,3340.515,long,False
208,Sub-A,0.399606,创业板,2021-06-03,2021-06-09,3405.564,3412.811,long,False
209,Sub-A,1.H00852,中证1000,2021-06-09,2021-06-18,7443.78,7497.87,long,False
210,Sub-A,0.399606,创业板,2021-07-05,2021-07-06,3568.549,3504.538,long,False
211,Sub-A,1.H00852,中证1000,2021-07-08,2021-07-16,7765.13,7912.49,long,False
212,Sub-A,1.H11077,10Y国债,2021-07-16,2021-07-21,152.41,152.78,long,False
213,Sub-A,1.H00852,中证1000,2021-07-21,2021-07-28,8100.01,7606.48,long,False
214,Sub-A,1.H11077,10Y国债,2021-07-28,2021-08-12,153.01,153.49,long,False
215,Sub-A,1.H00852,中证1000,2021-08-12,2021-08-16,8387.67,8289.94,long,False
216,Sub-A,1.H20955,中证红利,2021-08-19,2021-09-28,14451.82,15904.23,long,False
217,Sub-A,1.H00016,上证50,2021-10-15,2021-10-27,4890.74,4825.76,long,False
218,Sub-A,0.399606,创业板,2021-10-27,2021-11-22,3524.786,3734.385,long,False
219,Sub-A,1.H00852,中证1000,2021-11-22,2021-12-08,8707.74,8681.12,long,False
220,Sub-A,1.H20955,中证红利,2021-12-09,2022-01-21,15647.16,16473.58,long,False
221,Sub-A,1.H11077,10Y国债,2022-01-25,2022-02-14,157.83,156.84,long,False
222,Sub-A,1.H00852,中证1000,2022-02-28,2022-03-08,8130.54,7529.38,long,False
223,Sub-A,1.H20955,中证红利,2022-04-08,2022-04-19,17086.09,16869.0,long,False
224,Sub-A,1.H00852,中证1000,2022-05-20,2022-06-15,6880.43,7336.54,long,False
225,Sub-A,0.399606,创业板,2022-06-15,2022-07-11,2752.189,2960.347,long,False
226,Sub-A,1.H11077,10Y国债,2022-07-18,2022-08-22,158.87,161.18,long,False
227,Sub-A,1.H20955,中证红利,2022-08-25,2022-09-08,16255.98,16528.29,long,False
228,Sub-A,1.H00852,中证1000,2022-11-01,2022-11-16,7128.91,7419.37,long,False
229,Sub-A,1.H00016,上证50,2022-11-16,2022-12-21,3927.35,3987.59,long,False
230,Sub-A,1.H11077,10Y国债,2022-12-26,2023-01-09,160.63,160.81,long,False
231,Sub-A,0.399606,创业板,2023-01-11,2023-02-07,2618.197,2716.673,long,False
232,Sub-A,1.H00852,中证1000,2023-02-07,2023-02-21,7666.03,7739.27,long,False
233,Sub-A,1.H20955,中证红利,2023-02-24,2023-03-13,17521.63,17615.08,long,False
234,Sub-A,1.H11077,10Y国债,2023-03-16,2023-03-31,161.7,161.84,long,False
235,Sub-A,0.399606,创业板,2023-04-06,2023-04-20,2597.938,2555.808,long,False
236,Sub-A,1.H00016,上证50,2023-04-20,2023-04-24,4145.23,4012.86,long,False
237,Sub-A,1.H20955,中证红利,2023-04-24,2023-05-17,18501.52,18980.82,long,False
238,Sub-A,0.399606,创业板,2023-05-26,2023-05-30,2393.259,2383.784,long,False
239,Sub-A,1.H00852,中证1000,2023-06-20,2023-06-21,7460.09,7300.9,long,False
240,Sub-A,1.H00016,上证50,2023-07-19,2023-08-15,3957.78,4011.46,long,False
241,Sub-A,1.H20955,中证红利,2023-08-15,2023-08-16,19446.78,19464.33,long,False
242,Sub-A,1.H11077,10Y国债,2023-08-18,2023-09-04,166.78,166.15,long,False
243,Sub-A,1.H00852,中证1000,2023-10-10,2023-10-12,6759.18,6827.69,long,False
244,Sub-A,1.H11077,10Y国债,2023-10-26,2023-11-03,166.15,166.71,long,False
245,Sub-A,0.399606,创业板,2023-11-10,2023-11-22,2161.617,2103.7,long,False
246,Sub-A,1.H00852,中证1000,2023-11-22,2023-11-29,6860.77,6839.55,long,False
247,Sub-A,1.H20955,中证红利,2023-11-29,2023-12-07,18788.34,18652.82,long,False
248,Sub-A,1.H11077,10Y国债,2023-12-14,2023-12-28,167.43,168.35,long,False
249,Sub-A,1.H20955,中证红利,2024-01-15,2024-01-19,18722.6,18280.78,long,False
250,Sub-A,1.H11077,10Y国债,2024-01-22,2024-01-25,169.31,169.39,long,False
251,Sub-A,1.H00016,上证50,2024-02-07,2024-02-23,3717.31,3858.85,long,False
252,Sub-A,0.399606,创业板,2024-02-27,2024-03-06,1935.373,1977.017,long,False
253,Sub-A,1.H00852,中证1000,2024-03-06,2024-03-18,6022.38,6320.79,long,False
254,Sub-A,1.H20955,中证红利,2024-04-11,2024-04-29,19767.55,19906.33,long,False
255,Sub-A,1.H00852,中证1000,2024-05-09,2024-05-21,6302.45,6207.16,long,False
256,Sub-A,0.399606,创业板,2024-05-21,2024-05-23,2020.535,2011.027,long,False
257,Sub-A,1.H20955,中证红利,2024-05-23,2024-05-28,20290.92,20364.23,long,False
258,Sub-A,1.H11077,10Y国债,2024-06-07,2024-07-10,173.83,174.8,long,False
259,Sub-A,1.H00016,上证50,2024-07-16,2024-07-24,3932.23,3886.92,long,False
260,Sub-A,1.H00016,上证50,2024-08-30,2024-09-02,3814.54,3758.1,long,False
261,Sub-A,0.399606,创业板,2024-09-04,2024-09-11,1697.364,1703.062,long,False
262,Sub-A,0.399606,创业板,2024-09-27,2024-10-09,2061.162,2492.643,long,False
263,Sub-A,0.399606,创业板,2024-10-11,2024-10-25,2296.826,2448.052,long,False
264,Sub-A,1.H00852,中证1000,2024-10-28,2024-10-31,6908.02,6948.11,long,False
265,Sub-A,1.H00905,中证500,2024-11-15,2024-11-18,7231.82,7120.78,long,False
266,Sub-A,1.H11077,10Y国债,2024-11-18,2025-01-14,178.46,184.87,long,False
267,Sub-A,0.399606,创业板,2025-02-06,2025-02-13,2322.525,2383.208,long,False
268,Sub-A,1.H00852,中证1000,2025-02-13,2025-03-05,7062.45,7273.65,long,False
269,Sub-A,1.H20955,中证红利,2025-03-19,2025-04-07,21390.8,20310.71,long,False
270,Sub-A,1.H11077,10Y国债,2025-04-08,2025-04-29,184.89,185.45,long,False
271,Sub-A,0.399606,创业板,2025-05-07,2025-05-28,2196.832,2188.649,long,False
272,Sub-A,1.H00852,中证1000,2025-06-12,2025-06-13,7075.32,6979.11,long,False
273,Sub-A,0.399606,创业板,2025-06-18,2025-08-05,2270.955,2592.228,long,False
274,Sub-A,1.H00905,中证500,2025-08-05,2025-08-08,7798.65,7825.49,long,False
275,Sub-A,1.H00852,中证1000,2025-08-08,2025-08-20,7849.72,8387.38,long,False
276,Sub-A,0.399606,创业板,2025-08-20,2025-09-10,2886.361,3215.538,long,False
277,Sub-A,1.H00905,中证500,2025-09-29,2025-10-10,9109.48,9169.11,long,False
278,Sub-A,1.H11077,10Y国债,2025-10-14,2025-10-17,185.56,185.72,long,False
279,Sub-A,1.H20955,中证红利,2025-10-20,2025-11-05,23023.94,23465.04,long,False
280,Sub-A,0.399606,创业板,2025-12-12,2025-12-23,3541.296,3553.105,long,False
281,Sub-A,1.H00905,中证500,2025-12-23,2026-01-30,9005.51,10389.74,long,False
282,Sub-A,1.H20955,中证红利,2026-02-05,2026-03-05,23300.05,23276.06,long,False
283,Sub-A,1.H20955,中证红利,2026-03-06,2026-03-10,23451.67,23438.56,long,False
284,Sub-A,1.H20955,中证红利,2026-03-12,2026-03-23,23813.36,22716.44,long,False
285,Sub-A,1.H11077,10Y国债,2026-04-08,2026-04-14,187.95,188.34,long,False
286,Sub-A,0.399606,创业板,2026-04-16,2026-04-17,4022.117,4079.818,long,True
