symbol,name,date,open,high,low,close,volume
0.399606,创业板,2015-04-02,2546.655,2546.655,2546.655,2546.655,0.0
0.399606,创业板,2015-04-03,2582.494,2582.494,2582.494,2582.494,0.0
0.399606,创业板,2015-04-07,2630.391,2630.391,2630.391,2630.391,0.0
0.399606,创业板,2015-04-08,2560.07,2560.07,2560.07,2560.07,0.0
0.399606,创业板,2015-04-09,2568.983,2568.983,2568.983,2568.983,0.0
0.399606,创业板,2015-04-10,2627.011,2627.011,2627.011,2627.011,0.0
0.399606,创业板,2015-04-13,2652.683,2652.683,2652.683,2652.683,0.0
0.399606,创业板,2015-04-14,2633.259,2633.259,2633.259,2633.259,0.0
0.399606,创业板,2015-04-15,2512.744,2512.744,2512.744,2512.744,0.0
0.399606,创业板,2015-04-16,2556.635,2556.635,2556.635,2556.635,0.0
0.399606,创业板,2015-04-17,2535.772,2535.772,2535.772,2535.772,0.0
0.399606,创业板,2015-04-20,2495.49,2495.49,2495.49,2495.49,0.0
0.399606,创业板,2015-04-21,2640.847,2640.847,2640.847,2640.847,0.0
0.399606,创业板,2015-04-22,2712.321,2712.321,2712.321,2712.321,0.0
0.399606,创业板,2015-04-23,2785.683,2785.683,2785.683,2785.683,0.0
0.399606,创业板,2015-04-24,2815.129,2815.129,2815.129,2815.129,0.0
0.399606,创业板,2015-04-27,2828.251,2828.251,2828.251,2828.251,0.0
0.399606,创业板,2015-04-28,2767.127,2767.127,2767.127,2767.127,0.0
0.399606,创业板,2015-04-29,2880.166,2880.166,2880.166,2880.166,0.0
0.399606,创业板,2015-04-30,2942.608,2942.608,2942.608,2942.608,0.0
0.399606,创业板,2015-05-04,2929.67,2929.67,2929.67,2929.67,0.0
0.399606,创业板,2015-05-05,2866.027,2866.027,2866.027,2866.027,0.0
0.399606,创业板,2015-05-06,2931.095,2931.095,2931.095,2931.095,0.0
0.399606,创业板,2015-05-07,2889.382,2889.382,2889.382,2889.382,0.0
0.399606,创业板,2015-05-08,3061.932,3061.932,3061.932,3061.932,0.0
0.399606,创业板,2015-05-11,3240.312,3240.312,3240.312,3240.312,0.0
0.399606,创业板,2015-05-12,3346.918,3346.918,3346.918,3346.918,0.0
0.399606,创业板,2015-05-13,3287.115,3287.115,3287.115,3287.115,0.0
0.399606,创业板,2015-05-14,3235.057,3235.057,3235.057,3235.057,0.0
0.399606,创业板,2015-05-15,3238.91,3238.91,3238.91,3238.91,0.0
0.399606,创业板,2015-05-18,3376.088,3376.088,3376.088,3376.088,0.0
0.399606,创业板,2015-05-19,3421.808,3421.808,3421.808,3421.808,0.0
0.399606,创业板,2015-05-20,3507.998,3507.998,3507.998,3507.998,0.0
0.399606,创业板,2015-05-21,3632.805,3632.805,3632.805,3632.805,0.0
0.399606,创业板,2015-05-22,3621.86,3621.86,3621.86,3621.86,0.0
0.399606,创业板,2015-05-25,3571.721,3571.721,3571.721,3571.721,0.0
0.399606,创业板,2015-05-26,3726.698,3726.698,3726.698,3726.698,0.0
0.399606,创业板,2015-05-27,3737.594,3737.594,3737.594,3737.594,0.0
0.399606,创业板,2015-05-28,3536.079,3536.079,3536.079,3536.079,0.0
0.399606,创业板,2015-05-29,3649.315,3649.315,3649.315,3649.315,0.0
0.399606,创业板,2015-06-01,3830.511,3830.511,3830.511,3830.511,0.0
0.399606,创业板,2015-06-02,4019.107,4019.107,4019.107,4019.107,0.0
0.399606,创业板,2015-06-03,4102.247,4102.247,4102.247,4102.247,0.0
0.399606,创业板,2015-06-04,4062.411,4062.411,4062.411,4062.411,0.0
0.399606,创业板,2015-06-05,4003.038,4003.038,4003.038,4003.038,0.0
0.399606,创业板,2015-06-08,3816.577,3816.577,3816.577,3816.577,0.0
0.399606,创业板,2015-06-09,3817.996,3817.996,3817.996,3817.996,0.0
0.399606,创业板,2015-06-10,3951.23,3951.23,3951.23,3951.23,0.0
0.399606,创业板,2015-06-11,3979.617,3979.617,3979.617,3979.617,0.0
0.399606,创业板,2015-06-12,4018.326,4018.326,4018.326,4018.326,0.0
0.399606,创业板,2015-06-15,3808.491,3808.491,3808.491,3808.491,0.0
0.399606,创业板,2015-06-16,3700.099,3700.099,3700.099,3700.099,0.0
0.399606,创业板,2015-06-17,3855.379,3855.379,3855.379,3855.379,0.0
0.399606,创业板,2015-06-18,3611.473,3611.473,3611.473,3611.473,0.0
0.399606,创业板,2015-06-19,3416.258,3416.258,3416.258,3416.258,0.0
0.399606,创业板,2015-06-23,3497.724,3497.724,3497.724,3497.724,0.0
0.399606,创业板,2015-06-24,3487.072,3487.072,3487.072,3487.072,0.0
0.399606,创业板,2015-06-25,3304.625,3304.625,3304.625,3304.625,0.0
0.399606,创业板,2015-06-26,3010.194,3010.194,3010.194,3010.194,0.0
0.399606,创业板,2015-06-29,2772.174,2772.174,2772.174,2772.174,0.0
0.399606,创业板,2015-06-30,2946.194,2946.194,2946.194,2946.194,0.0
0.399606,创业板,2015-07-01,2843.957,2843.957,2843.957,2843.957,0.0
0.399606,创业板,2015-07-02,2730.562,2730.562,2730.562,2730.562,0.0
0.399606,创业板,2015-07-03,2685.171,2685.171,2685.171,2685.171,0.0
0.399606,创业板,2015-07-06,2570.497,2570.497,2570.497,2570.497,0.0
0.399606,创业板,2015-07-07,2424.332,2424.332,2424.332,2424.332,0.0
0.399606,创业板,2015-07-08,2436.955,2436.955,2436.955,2436.955,0.0
0.399606,创业板,2015-07-09,2510.873,2510.873,2510.873,2510.873,0.0
0.399606,创业板,2015-07-10,2614.094,2614.094,2614.094,2614.094,0.0
0.399606,创业板,2015-07-13,2765.86,2765.86,2765.86,2765.86,0.0
0.399606,创业板,2015-07-14,2810.16,2810.16,2810.16,2810.16,0.0
0.399606,创业板,2015-07-15,2669.976,2669.976,2669.976,2669.976,0.0
0.399606,创业板,2015-07-16,2708.165,2708.165,2708.165,2708.165,0.0
0.399606,创业板,2015-07-17,2869.257,2869.257,2869.257,2869.257,0.0
0.399606,创业板,2015-07-20,2936.242,2936.242,2936.242,2936.242,0.0
0.399606,创业板,2015-07-21,2971.905,2971.905,2971.905,2971.905,0.0
0.399606,创业板,2015-07-22,2986.828,2986.828,2986.828,2986.828,0.0
0.399606,创业板,2015-07-23,3059.585,3059.585,3059.585,3059.585,0.0
0.399606,创业板,2015-07-24,2987.292,2987.292,2987.292,2987.292,0.0
0.399606,创业板,2015-07-27,2766.296,2766.296,2766.296,2766.296,0.0
0.399606,创业板,2015-07-28,2661.679,2661.679,2661.679,2661.679,0.0
0.399606,创业板,2015-07-29,2777.036,2777.036,2777.036,2777.036,0.0
0.399606,创业板,2015-07-30,2640.266,2640.266,2640.266,2640.266,0.0
0.399606,创业板,2015-07-31,2618.26,2618.26,2618.26,2618.26,0.0
0.399606,创业板,2015-08-03,2473.349,2473.349,2473.349,2473.349,0.0
0.399606,创业板,2015-08-04,2624.773,2624.773,2624.773,2624.773,0.0
0.399606,创业板,2015-08-05,2579.29,2579.29,2579.29,2579.29,0.0
0.399606,创业板,2015-08-06,2557.524,2557.524,2557.524,2557.524,0.0
0.399606,创业板,2015-08-07,2656.556,2656.556,2656.556,2656.556,0.0
0.399606,创业板,2015-08-10,2790.286,2790.286,2790.286,2790.286,0.0
0.399606,创业板,2015-08-11,2782.239,2782.239,2782.239,2782.239,0.0
0.399606,创业板,2015-08-12,2703.146,2703.146,2703.146,2703.146,0.0
0.399606,创业板,2015-08-13,2767.133,2767.133,2767.133,2767.133,0.0
0.399606,创业板,2015-08-14,2756.581,2756.581,2756.581,2756.581,0.0
0.399606,创业板,2015-08-17,2748.607,2748.607,2748.607,2748.607,0.0
0.399606,创业板,2015-08-18,2581.487,2581.487,2581.487,2581.487,0.0
0.399606,创业板,2015-08-19,2650.06,2650.06,2650.06,2650.06,0.0
0.399606,创业板,2015-08-20,2586.275,2586.275,2586.275,2586.275,0.0
0.399606,创业板,2015-08-21,2414.26,2414.26,2414.26,2414.26,0.0
0.399606,创业板,2015-08-24,2219.075,2219.075,2219.075,2219.075,0.0
0.399606,创业板,2015-08-25,2052.168,2052.168,2052.168,2052.168,0.0
0.399606,创业板,2015-08-26,1948.39,1948.39,1948.39,1948.39,0.0
0.399606,创业板,2015-08-27,2019.992,2019.992,2019.992,2019.992,0.0
0.399606,创业板,2015-08-28,2146.408,2146.408,2146.408,2146.408,0.0
0.399606,创业板,2015-08-31,2058.517,2058.517,2058.517,2058.517,0.0
0.399606,创业板,2015-09-01,1947.828,1947.828,1947.828,1947.828,0.0
0.399606,创业板,2015-09-02,1912.305,1912.305,1912.305,1912.305,0.0
0.399606,创业板,2015-09-07,1951.982,1951.982,1951.982,1951.982,0.0
0.399606,创业板,2015-09-08,2062.94,2062.94,2062.94,2062.94,0.0
0.399606,创业板,2015-09-09,2135.68,2135.68,2135.68,2135.68,0.0
0.399606,创业板,2015-09-10,2102.074,2102.074,2102.074,2102.074,0.0
0.399606,创业板,2015-09-11,2124.122,2124.122,2124.122,2124.122,0.0
0.399606,创业板,2015-09-14,1965.068,1965.068,1965.068,1965.068,0.0
0.399606,创业板,2015-09-15,1853.056,1853.056,1853.056,1853.056,0.0
0.399606,创业板,2015-09-16,1985.716,1985.716,1985.716,1985.716,0.0
0.399606,创业板,2015-09-17,1992.986,1992.986,1992.986,1992.986,0.0
0.399606,创业板,2015-09-18,2044.532,2044.532,2044.532,2044.532,0.0
0.399606,创业板,2015-09-21,2143.251,2143.251,2143.251,2143.251,0.0
0.399606,创业板,2015-09-22,2142.897,2142.897,2142.897,2142.897,0.0
0.399606,创业板,2015-09-23,2142.147,2142.147,2142.147,2142.147,0.0
0.399606,创业板,2015-09-24,2171.634,2171.634,2171.634,2171.634,0.0
0.399606,创业板,2015-09-25,2083.368,2083.368,2083.368,2083.368,0.0
0.399606,创业板,2015-09-28,2187.781,2187.781,2187.781,2187.781,0.0
0.399606,创业板,2015-09-29,2163.359,2163.359,2163.359,2163.359,0.0
0.399606,创业板,2015-09-30,2146.975,2146.975,2146.975,2146.975,0.0
0.399606,创业板,2015-10-08,2257.936,2257.936,2257.936,2257.936,0.0
0.399606,创业板,2015-10-09,2285.094,2285.094,2285.094,2285.094,0.0
0.399606,创业板,2015-10-12,2388.311,2388.311,2388.311,2388.311,0.0
0.399606,创业板,2015-10-13,2414.348,2414.348,2414.348,2414.348,0.0
0.399606,创业板,2015-10-14,2376.168,2376.168,2376.168,2376.168,0.0
0.399606,创业板,2015-10-15,2478.772,2478.772,2478.772,2478.772,0.0
0.399606,创业板,2015-10-16,2524.642,2524.642,2524.642,2524.642,0.0
0.399606,创业板,2015-10-19,2508.735,2508.735,2508.735,2508.735,0.0
0.399606,创业板,2015-10-20,2588.695,2588.695,2588.695,2588.695,0.0
0.399606,创业板,2015-10-21,2417.133,2417.133,2417.133,2417.133,0.0
0.399606,创业板,2015-10-22,2534.032,2534.032,2534.032,2534.032,0.0
0.399606,创业板,2015-10-23,2616.754,2616.754,2616.754,2616.754,0.0
0.399606,创业板,2015-10-26,2605.512,2605.512,2605.512,2605.512,0.0
0.399606,创业板,2015-10-27,2643.119,2643.119,2643.119,2643.119,0.0
0.399606,创业板,2015-10-28,2561.966,2561.966,2561.966,2561.966,0.0
0.399606,创业板,2015-10-29,2562.008,2562.008,2562.008,2562.008,0.0
0.399606,创业板,2015-10-30,2554.793,2554.793,2554.793,2554.793,0.0
0.399606,创业板,2015-11-02,2507.126,2507.126,2507.126,2507.126,0.0
0.399606,创业板,2015-11-03,2504.273,2504.273,2504.273,2504.273,0.0
0.399606,创业板,2015-11-04,2664.107,2664.107,2664.107,2664.107,0.0
0.399606,创业板,2015-11-05,2643.907,2643.907,2643.907,2643.907,0.0
0.399606,创业板,2015-11-06,2743.582,2743.582,2743.582,2743.582,0.0
0.399606,创业板,2015-11-09,2808.741,2808.741,2808.741,2808.741,0.0
0.399606,创业板,2015-11-10,2831.41,2831.41,2831.41,2831.41,0.0
0.399606,创业板,2015-11-11,2891.271,2891.271,2891.271,2891.271,0.0
0.399606,创业板,2015-11-12,2869.232,2869.232,2869.232,2869.232,0.0
0.399606,创业板,2015-11-13,2793.836,2793.836,2793.836,2793.836,0.0
0.399606,创业板,2015-11-16,2883.523,2883.523,2883.523,2883.523,0.0
0.399606,创业板,2015-11-17,2800.94,2800.94,2800.94,2800.94,0.0
0.399606,创业板,2015-11-18,2743.328,2743.328,2743.328,2743.328,0.0
0.399606,创业板,2015-11-19,2856.298,2856.298,2856.298,2856.298,0.0
0.399606,创业板,2015-11-20,2886.604,2886.604,2886.604,2886.604,0.0
0.399606,创业板,2015-11-23,2856.117,2856.117,2856.117,2856.117,0.0
0.399606,创业板,2015-11-24,2902.993,2902.993,2902.993,2902.993,0.0
0.399606,创业板,2015-11-25,2987.031,2987.031,2987.031,2987.031,0.0
0.399606,创业板,2015-11-26,2920.672,2920.672,2920.672,2920.672,0.0
0.399606,创业板,2015-11-27,2731.355,2731.355,2731.355,2731.355,0.0
0.399606,创业板,2015-11-30,2755.096,2755.096,2755.096,2755.096,0.0
0.399606,创业板,2015-12-01,2737.328,2737.328,2737.328,2737.328,0.0
0.399606,创业板,2015-12-02,2693.946,2693.946,2693.946,2693.946,0.0
0.399606,创业板,2015-12-03,2791.735,2791.735,2791.735,2791.735,0.0
0.399606,创业板,2015-12-04,2775.281,2775.281,2775.281,2775.281,0.0
0.399606,创业板,2015-12-07,2822.688,2822.688,2822.688,2822.688,0.0
0.399606,创业板,2015-12-08,2774.762,2774.762,2774.762,2774.762,0.0
0.399606,创业板,2015-12-09,2750.283,2750.283,2750.283,2750.283,0.0
0.399606,创业板,2015-12-10,2778.73,2778.73,2778.73,2778.73,0.0
0.399606,创业板,2015-12-11,2753.768,2753.768,2753.768,2753.768,0.0
0.399606,创业板,2015-12-14,2792.913,2792.913,2792.913,2792.913,0.0
0.399606,创业板,2015-12-15,2830.473,2830.473,2830.473,2830.473,0.0
0.399606,创业板,2015-12-16,2848.425,2848.425,2848.425,2848.425,0.0
0.399606,创业板,2015-12-17,2923.252,2923.252,2923.252,2923.252,0.0
0.399606,创业板,2015-12-18,2917.643,2917.643,2917.643,2917.643,0.0
0.399606,创业板,2015-12-21,2917.294,2917.294,2917.294,2917.294,0.0
0.399606,创业板,2015-12-22,2927.532,2927.532,2927.532,2927.532,0.0
0.399606,创业板,2015-12-23,2869.895,2869.895,2869.895,2869.895,0.0
0.399606,创业板,2015-12-24,2882.099,2882.099,2882.099,2882.099,0.0
0.399606,创业板,2015-12-25,2881.017,2881.017,2881.017,2881.017,0.0
0.399606,创业板,2015-12-28,2819.943,2819.943,2819.943,2819.943,0.0
0.399606,创业板,2015-12-29,2834.722,2834.722,2834.722,2834.722,0.0
0.399606,创业板,2015-12-30,2865.33,2865.33,2865.33,2865.33,0.0
0.399606,创业板,2015-12-31,2797.844,2797.844,2797.844,2797.844,0.0
0.399606,创业板,2016-01-04,2568.156,2568.156,2568.156,2568.156,0.0
0.399606,创业板,2016-01-05,2491.341,2491.341,2491.341,2491.341,0.0
0.399606,创业板,2016-01-06,2544.577,2544.577,2544.577,2544.577,0.0
0.399606,创业板,2016-01-07,2326.194,2326.194,2326.194,2326.194,0.0
0.399606,创业板,2016-01-08,2318.428,2318.428,2318.428,2318.428,0.0
0.399606,创业板,2016-01-11,2171.392,2171.392,2171.392,2171.392,0.0
0.399606,创业板,2016-01-12,2213.835,2213.835,2213.835,2213.835,0.0
0.399606,创业板,2016-01-13,2123.371,2123.371,2123.371,2123.371,0.0
0.399606,创业板,2016-01-14,2242.165,2242.165,2242.165,2242.165,0.0
0.399606,创业板,2016-01-15,2178.138,2178.138,2178.138,2178.138,0.0
0.399606,创业板,2016-01-18,2242.085,2242.085,2242.085,2242.085,0.0
0.399606,创业板,2016-01-19,2310.908,2310.908,2310.908,2310.908,0.0
0.399606,创业板,2016-01-20,2272.716,2272.716,2272.716,2272.716,0.0
0.399606,创业板,2016-01-21,2177.624,2177.624,2177.624,2177.624,0.0
0.399606,创业板,2016-01-22,2215.954,2215.954,2215.954,2215.954,0.0
0.399606,创业板,2016-01-25,2225.478,2225.478,2225.478,2225.478,0.0
0.399606,创业板,2016-01-26,2055.613,2055.613,2055.613,2055.613,0.0
0.399606,创业板,2016-01-27,2059.136,2059.136,2059.136,2059.136,0.0
0.399606,创业板,2016-01-28,1965.323,1965.323,1965.323,1965.323,0.0
0.399606,创业板,2016-01-29,2055.632,2055.632,2055.632,2055.632,0.0
0.399606,创业板,2016-02-01,2054.22,2054.22,2054.22,2054.22,0.0
0.399606,创业板,2016-02-02,2139.361,2139.361,2139.361,2139.361,0.0
0.399606,创业板,2016-02-03,2155.057,2155.057,2155.057,2155.057,0.0
0.399606,创业板,2016-02-04,2192.19,2192.19,2192.19,2192.19,0.0
0.399606,创业板,2016-02-05,2161.73,2161.73,2161.73,2161.73,0.0
0.399606,创业板,2016-02-15,2182.195,2182.195,2182.195,2182.195,0.0
0.399606,创业板,2016-02-16,2269.91,2269.91,2269.91,2269.91,0.0
0.399606,创业板,2016-02-17,2283.739,2283.739,2283.739,2283.739,0.0
0.399606,创业板,2016-02-18,2258.555,2258.555,2258.555,2258.555,0.0
0.399606,创业板,2016-02-19,2279.27,2279.27,2279.27,2279.27,0.0
0.399606,创业板,2016-02-22,2314.896,2314.896,2314.896,2314.896,0.0
0.399606,创业板,2016-02-23,2286.603,2286.603,2286.603,2286.603,0.0
0.399606,创业板,2016-02-24,2271.782,2271.782,2271.782,2271.782,0.0
0.399606,创业板,2016-02-25,2100.04,2100.04,2100.04,2100.04,0.0
0.399606,创业板,2016-02-26,2077.131,2077.131,2077.131,2077.131,0.0
0.399606,创业板,2016-02-29,1938.651,1938.651,1938.651,1938.651,0.0
0.399606,创业板,2016-03-01,1994.66,1994.66,1994.66,1994.66,0.0
0.399606,创业板,2016-03-02,2079.898,2079.898,2079.898,2079.898,0.0
0.399606,创业板,2016-03-03,2069.045,2069.045,2069.045,2069.045,0.0
0.399606,创业板,2016-03-04,1965.921,1965.921,1965.921,1965.921,0.0
0.399606,创业板,2016-03-07,2013.641,2013.641,2013.641,2013.641,0.0
0.399606,创业板,2016-03-08,2064.009,2064.009,2064.009,2064.009,0.0
0.399606,创业板,2016-03-09,2031.662,2031.662,2031.662,2031.662,0.0
0.399606,创业板,2016-03-10,1996.772,1996.772,1996.772,1996.772,0.0
0.399606,创业板,2016-03-11,1994.994,1994.994,1994.994,1994.994,0.0
0.399606,创业板,2016-03-14,2085.995,2085.995,2085.995,2085.995,0.0
0.399606,创业板,2016-03-15,2058.973,2058.973,2058.973,2058.973,0.0
0.399606,创业板,2016-03-16,2038.989,2038.989,2038.989,2038.989,0.0
0.399606,创业板,2016-03-17,2152.154,2152.154,2152.154,2152.154,0.0
0.399606,创业板,2016-03-18,2245.546,2245.546,2245.546,2245.546,0.0
0.399606,创业板,2016-03-21,2296.237,2296.237,2296.237,2296.237,0.0
0.399606,创业板,2016-03-22,2290.739,2290.739,2290.739,2290.739,0.0
0.399606,创业板,2016-03-23,2329.306,2329.306,2329.306,2329.306,0.0
0.399606,创业板,2016-03-24,2288.747,2288.747,2288.747,2288.747,0.0
0.399606,创业板,2016-03-25,2285.002,2285.002,2285.002,2285.002,0.0
0.399606,创业板,2016-03-28,2268.091,2268.091,2268.091,2268.091,0.0
0.399606,创业板,2016-03-29,2219.487,2219.487,2219.487,2219.487,0.0
0.399606,创业板,2016-03-30,2318.715,2318.715,2318.715,2318.715,0.0
0.399606,创业板,2016-03-31,2307.892,2307.892,2307.892,2307.892,0.0
0.399606,创业板,2016-04-01,2274.414,2274.414,2274.414,2274.414,0.0
0.399606,创业板,2016-04-05,2350.912,2350.912,2350.912,2350.912,0.0
0.399606,创业板,2016-04-06,2368.981,2368.981,2368.981,2368.981,0.0
0.399606,创业板,2016-04-07,2319.19,2319.19,2319.19,2319.19,0.0
0.399606,创业板,2016-04-08,2299.852,2299.852,2299.852,2299.852,0.0
0.399606,创业板,2016-04-11,2354.729,2354.729,2354.729,2354.729,0.0
0.399606,创业板,2016-04-12,2335.116,2335.116,2335.116,2335.116,0.0
0.399606,创业板,2016-04-13,2366.068,2366.068,2366.068,2366.068,0.0
0.399606,创业板,2016-04-14,2397.401,2397.401,2397.401,2397.401,0.0
0.399606,创业板,2016-04-15,2382.221,2382.221,2382.221,2382.221,0.0
0.399606,创业板,2016-04-18,2337.43,2337.43,2337.43,2337.43,0.0
0.399606,创业板,2016-04-19,2344.748,2344.748,2344.748,2344.748,0.0
0.399606,创业板,2016-04-20,2213.421,2213.421,2213.421,2213.421,0.0
0.399606,创业板,2016-04-21,2177.23,2177.23,2177.23,2177.23,0.0
0.399606,创业板,2016-04-22,2204.842,2204.842,2204.842,2204.842,0.0
0.399606,创业板,2016-04-25,2194.431,2194.431,2194.431,2194.431,0.0
0.399606,创业板,2016-04-26,2224.212,2224.212,2224.212,2224.212,0.0
0.399606,创业板,2016-04-27,2214.91,2214.91,2214.91,2214.91,0.0
0.399606,创业板,2016-04-28,2223.802,2223.802,2223.802,2223.802,0.0
0.399606,创业板,2016-04-29,2207.003,2207.003,2207.003,2207.003,0.0
0.399606,创业板,2016-05-03,2288.261,2288.261,2288.261,2288.261,0.0
0.399606,创业板,2016-05-04,2281.849,2281.849,2281.849,2281.849,0.0
0.399606,创业板,2016-05-05,2295.345,2295.345,2295.345,2295.345,0.0
0.399606,创业板,2016-05-06,2197.511,2197.511,2197.511,2197.511,0.0
0.399606,创业板,2016-05-09,2119.527,2119.527,2119.527,2119.527,0.0
0.399606,创业板,2016-05-10,2120.267,2120.267,2120.267,2120.267,0.0
0.399606,创业板,2016-05-11,2100.35,2100.35,2100.35,2100.35,0.0
0.399606,创业板,2016-05-12,2100.075,2100.075,2100.075,2100.075,0.0
0.399606,创业板,2016-05-13,2090.491,2090.491,2090.491,2090.491,0.0
0.399606,创业板,2016-05-16,2124.314,2124.314,2124.314,2124.314,0.0
0.399606,创业板,2016-05-17,2148.707,2148.707,2148.707,2148.707,0.0
0.399606,创业板,2016-05-18,2086.57,2086.57,2086.57,2086.57,0.0
0.399606,创业板,2016-05-19,2104.12,2104.12,2104.12,2104.12,0.0
0.399606,创业板,2016-05-20,2133.15,2133.15,2133.15,2133.15,0.0
0.399606,创业板,2016-05-23,2167.336,2167.336,2167.336,2167.336,0.0
0.399606,创业板,2016-05-24,2144.104,2144.104,2144.104,2144.104,0.0
0.399606,创业板,2016-05-25,2135.725,2135.725,2135.725,2135.725,0.0
0.399606,创业板,2016-05-26,2155.1,2155.1,2155.1,2155.1,0.0
0.399606,创业板,2016-05-27,2138.485,2138.485,2138.485,2138.485,0.0
0.399606,创业板,2016-05-30,2126.776,2126.776,2126.776,2126.776,0.0
0.399606,创业板,2016-05-31,2231.416,2231.416,2231.416,2231.416,0.0
0.399606,创业板,2016-06-01,2241.162,2241.162,2241.162,2241.162,0.0
0.399606,创业板,2016-06-02,2261.621,2261.621,2261.621,2261.621,0.0
0.399606,创业板,2016-06-03,2278.711,2278.711,2278.711,2278.711,0.0
0.399606,创业板,2016-06-06,2272.867,2272.867,2272.867,2272.867,0.0
0.399606,创业板,2016-06-07,2270.207,2270.207,2270.207,2270.207,0.0
0.399606,创业板,2016-06-08,2259.683,2259.683,2259.683,2259.683,0.0
0.399606,创业板,2016-06-13,2123.465,2123.465,2123.465,2123.465,0.0
0.399606,创业板,2016-06-14,2127.308,2127.308,2127.308,2127.308,0.0
0.399606,创业板,2016-06-15,2200.156,2200.156,2200.156,2200.156,0.0
0.399606,创业板,2016-06-16,2171.991,2171.991,2171.991,2171.991,0.0
0.399606,创业板,2016-06-17,2194.255,2194.255,2194.255,2194.255,0.0
0.399606,创业板,2016-06-20,2190.889,2190.889,2190.889,2190.889,0.0
0.399606,创业板,2016-06-21,2162.52,2162.52,2162.52,2162.52,0.0
0.399606,创业板,2016-06-22,2217.141,2217.141,2217.141,2217.141,0.0
0.399606,创业板,2016-06-23,2209.747,2209.747,2209.747,2209.747,0.0
0.399606,创业板,2016-06-24,2199.284,2199.284,2199.284,2199.284,0.0
0.399606,创业板,2016-06-27,2265.904,2265.904,2265.904,2265.904,0.0
0.399606,创业板,2016-06-28,2291.65,2291.65,2291.65,2291.65,0.0
0.399606,创业板,2016-06-29,2284.7,2284.7,2284.7,2284.7,0.0
0.399606,创业板,2016-06-30,2303.317,2303.317,2303.317,2303.317,0.0
0.399606,创业板,2016-07-01,2286.141,2286.141,2286.141,2286.141,0.0
0.399606,创业板,2016-07-04,2324.987,2324.987,2324.987,2324.987,0.0
0.399606,创业板,2016-07-05,2322.233,2322.233,2322.233,2322.233,0.0
0.399606,创业板,2016-07-06,2317.825,2317.825,2317.825,2317.825,0.0
0.399606,创业板,2016-07-07,2309.951,2309.951,2309.951,2309.951,0.0
0.399606,创业板,2016-07-08,2315.501,2315.501,2315.501,2315.501,0.0
0.399606,创业板,2016-07-11,2294.56,2294.56,2294.56,2294.56,0.0
0.399606,创业板,2016-07-12,2324.311,2324.311,2324.311,2324.311,0.0
0.399606,创业板,2016-07-13,2363.627,2363.627,2363.627,2363.627,0.0
0.399606,创业板,2016-07-14,2371.601,2371.601,2371.601,2371.601,0.0
0.399606,创业板,2016-07-15,2341.448,2341.448,2341.448,2341.448,0.0
0.399606,创业板,2016-07-18,2327.198,2327.198,2327.198,2327.198,0.0
0.399606,创业板,2016-07-19,2351.865,2351.865,2351.865,2351.865,0.0
0.399606,创业板,2016-07-20,2346.503,2346.503,2346.503,2346.503,0.0
0.399606,创业板,2016-07-21,2342.979,2342.979,2342.979,2342.979,0.0
0.399606,创业板,2016-07-22,2327.33,2327.33,2327.33,2327.33,0.0
0.399606,创业板,2016-07-25,2323.075,2323.075,2323.075,2323.075,0.0
0.399606,创业板,2016-07-26,2357.896,2357.896,2357.896,2357.896,0.0
0.399606,创业板,2016-07-27,2229.465,2229.465,2229.465,2229.465,0.0
0.399606,创业板,2016-07-28,2213.286,2213.286,2213.286,2213.286,0.0
0.399606,创业板,2016-07-29,2195.358,2195.358,2195.358,2195.358,0.0
0.399606,创业板,2016-08-01,2171.326,2171.326,2171.326,2171.326,0.0
0.399606,创业板,2016-08-02,2185.844,2185.844,2185.844,2185.844,0.0
0.399606,创业板,2016-08-03,2180.775,2180.775,2180.775,2180.775,0.0
0.399606,创业板,2016-08-04,2202.847,2202.847,2202.847,2202.847,0.0
0.399606,创业板,2016-08-05,2181.542,2181.542,2181.542,2181.542,0.0
0.399606,创业板,2016-08-08,2203.821,2203.821,2203.821,2203.821,0.0
0.399606,创业板,2016-08-09,2228.554,2228.554,2228.554,2228.554,0.0
0.399606,创业板,2016-08-10,2210.448,2210.448,2210.448,2210.448,0.0
0.399606,创业板,2016-08-11,2175.688,2175.688,2175.688,2175.688,0.0
0.399606,创业板,2016-08-12,2196.836,2196.836,2196.836,2196.836,0.0
0.399606,创业板,2016-08-15,2268.591,2268.591,2268.591,2268.591,0.0
0.399606,创业板,2016-08-16,2276.746,2276.746,2276.746,2276.746,0.0
0.399606,创业板,2016-08-17,2284.089,2284.089,2284.089,2284.089,0.0
0.399606,创业板,2016-08-18,2277.261,2277.261,2277.261,2277.261,0.0
0.399606,创业板,2016-08-19,2280.325,2280.325,2280.325,2280.325,0.0
0.399606,创业板,2016-08-22,2241.893,2241.893,2241.893,2241.893,0.0
0.399606,创业板,2016-08-23,2248.883,2248.883,2248.883,2248.883,0.0
0.399606,创业板,2016-08-24,2267.513,2267.513,2267.513,2267.513,0.0
0.399606,创业板,2016-08-25,2255.608,2255.608,2255.608,2255.608,0.0
0.399606,创业板,2016-08-26,2265.009,2265.009,2265.009,2265.009,0.0
0.399606,创业板,2016-08-29,2268.579,2268.579,2268.579,2268.579,0.0
0.399606,创业板,2016-08-30,2270.99,2270.99,2270.99,2270.99,0.0
