window,trade_count,win_rate,avg_profit_pct,median_profit_pct,avg_mfe_pct,avg_mae_pct,median_profit_capture,avg_giveback_pct,profit_then_loss_rate,deep_mae_profit_rate
1Y,17,0.7058823529411765,0.027384548887906122,0.0033346548834098932,0.04090829539165003,-0.008268432811294177,0.9234909828198856,0.013523746503743902,0.11764705882352941,0.0
3Y,52,0.6153846153846154,0.0149445567446413,0.0033458124337277795,0.03127881495746016,-0.010121578534841748,0.7802779956539099,0.016334258212818864,0.21153846153846154,0.0
5Y,80,0.65,0.015238734841893536,0.0033637091870273306,0.03161717763646902,-0.011440292218337325,0.6784500451522901,0.016378442794575482,0.1875,0.0
10Y,183,0.5792349726775956,0.011349148094394423,0.00242766222688795,0.026546036306215163,-0.011834906429025203,0.6433158896289297,0.015196888211820745,0.22404371584699453,0.0
FULL,286,0.5944055944055944,0.014787703935800764,0.0025853927672100374,0.030464118061911995,-0.012127008191062365,0.7041261594041114,0.01567641412611123,0.2062937062937063,0.0
