variant,window,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate
baseline_no_dd_gate,1Y,36.997880210626,21.82818988662608,1.4110840495408352,-16.934199485207017,2.1848024314905317,38.63104640978614,53.84615384615385
baseline_no_dd_gate,3Y,26.49203150182531,21.491935564992136,1.0605936114471293,-22.40893424911434,1.182208453437376,107.96755089590758,60.526315789473685
baseline_no_dd_gate,5Y,30.668177812100627,21.029051110017786,1.2369520966438534,-22.408934249114342,1.3685692265045006,302.3683719606466,65.07936507936508
dd_gate_only,1Y,35.6571071542078,21.727436613920183,1.3714656111057326,-17.335524792927533,2.0568807451825757,37.223474308730545,53.84615384615385
dd_gate_only,3Y,25.16628257795215,20.955606652698552,1.0323871771699937,-21.693168627533524,1.1601017357146461,101.25136425248988,60.526315789473685
dd_gate_only,5Y,29.84660681647735,20.702380882916874,1.2228536914793955,-21.69316862753345,1.3758528008949038,289.37412803242717,65.07936507936508
score_decay40_rec70_x0p00,1Y,40.75745250238194,21.430742228051876,1.5593054326953049,-16.173201949603804,2.520060815995708,42.58067634727085,61.53846153846154
score_decay40_rec70_x0p00,3Y,28.24317728945751,20.800449105487154,1.1550887707010031,-20.04175529919376,1.4092167511192832,117.06988954042927,63.1578947368421
score_decay40_rec70_x0p00,5Y,31.87882067508683,20.553295650281623,1.305843481279765,-20.041755299193635,1.5906201926519603,322.15274868860905,66.66666666666666
score_decay40_rec80_x0p00,1Y,40.75745250238194,21.430742228051876,1.5593054326953049,-16.173201949603804,2.520060815995708,42.58067634727085,61.53846153846154
score_decay40_rec80_x0p00,3Y,28.24317728945751,20.800449105487154,1.1550887707010031,-20.04175529919376,1.4092167511192832,117.06988954042927,63.1578947368421
score_decay40_rec80_x0p00,5Y,31.87882067508683,20.553295650281623,1.305843481279765,-20.041755299193635,1.5906201926519603,322.15274868860905,66.66666666666666
score_decay40_rec90_x0p00,1Y,40.75745250238194,21.430742228051876,1.5593054326953049,-16.173201949603804,2.520060815995708,42.58067634727085,61.53846153846154
score_decay40_rec90_x0p00,3Y,28.24317728945751,20.800449105487154,1.1550887707010031,-20.04175529919376,1.4092167511192832,117.06988954042927,63.1578947368421
score_decay40_rec90_x0p00,5Y,31.87882067508683,20.553295650281623,1.305843481279765,-20.041755299193635,1.5906201926519603,322.15274868860905,66.66666666666666
score_decay40_rec70_x0p10,1Y,40.24749311182836,21.433721598111237,1.542218939744793,-16.288929298023994,2.4708495184340187,42.044701758994705,61.53846153846154
score_decay40_rec70_x0p10,3Y,27.9363163315552,20.80290344456467,1.1434786210514616,-20.207371711359563,1.3824814394764073,115.4556822985818,63.1578947368421
score_decay40_rec70_x0p10,5Y,31.67782425988557,20.556402856411886,1.2982506043631075,-20.20737171135953,1.567637034264973,318.81477229969687,66.66666666666666
score_decay40_rec80_x0p10,1Y,40.24749311182836,21.433721598111237,1.542218939744793,-16.288929298023994,2.4708495184340187,42.044701758994705,61.53846153846154
score_decay40_rec80_x0p10,3Y,27.9363163315552,20.80290344456467,1.1434786210514616,-20.207371711359563,1.3824814394764073,115.4556822985818,63.1578947368421
score_decay40_rec80_x0p10,5Y,31.67782425988557,20.556402856411886,1.2982506043631075,-20.20737171135953,1.567637034264973,318.81477229969687,66.66666666666666
score_decay40_rec90_x0p10,1Y,40.24749311182836,21.433721598111237,1.542218939744793,-16.288929298023994,2.4708495184340187,42.044701758994705,61.53846153846154
score_decay40_rec90_x0p10,3Y,27.9363163315552,20.80290344456467,1.1434786210514616,-20.207371711359563,1.3824814394764073,115.4556822985818,63.1578947368421
score_decay40_rec90_x0p10,5Y,31.67782425988557,20.556402856411886,1.2982506043631075,-20.20737171135953,1.567637034264973,318.81477229969687,66.66666666666666
score_decay40_rec60_x0p00,1Y,40.75745250238194,21.430742228051876,1.5593054326953049,-16.173201949603804,2.520060815995708,42.58067634727085,61.53846153846154
score_decay40_rec60_x0p00,3Y,28.24317728945751,20.800449105487154,1.1550887707010031,-20.04175529919376,1.4092167511192832,117.06988954042927,63.1578947368421
score_decay40_rec60_x0p00,5Y,31.87882067508683,20.553295650281623,1.305843481279765,-20.041755299193635,1.5906201926519603,322.15274868860905,66.66666666666666
score_decay40_rec50_x0p00,1Y,40.75745250238194,21.430742228051876,1.5593054326953049,-16.173201949603804,2.520060815995708,42.58067634727085,61.53846153846154
score_decay40_rec50_x0p00,3Y,28.24317728945751,20.800449105487154,1.1550887707010031,-20.04175529919376,1.4092167511192832,117.06988954042927,63.1578947368421
score_decay40_rec50_x0p00,5Y,31.87882067508683,20.553295650281623,1.305843481279765,-20.041755299193635,1.5906201926519603,322.15274868860905,66.66666666666666
score_decay40_rec70_x0p20,1Y,39.73749207608432,21.442668005058398,1.5247098536102106,-16.404769271478877,2.422313378413156,41.50875677155255,61.53846153846154
score_decay40_rec70_x0p20,3Y,27.629263102201197,20.80826790167164,1.1317073957075598,-20.37288358171052,1.356178323573448,113.84864191924228,63.1578947368421
score_decay40_rec70_x0p20,5Y,31.476328132475206,20.562139115776464,1.2904915880553995,-20.372883581710582,1.545010945860043,315.48993156516605,66.66666666666666
score_decay40_rec80_x0p20,1Y,39.73749207608432,21.442668005058398,1.5247098536102106,-16.404769271478877,2.422313378413156,41.50875677155255,61.53846153846154
score_decay40_rec80_x0p20,3Y,27.629263102201197,20.80826790167164,1.1317073957075598,-20.37288358171052,1.356178323573448,113.84864191924228,63.1578947368421
score_decay40_rec80_x0p20,5Y,31.476328132475206,20.562139115776464,1.2904915880553995,-20.372883581710582,1.545010945860043,315.48993156516605,66.66666666666666
score_decay40_rec90_x0p20,1Y,39.73749207608432,21.442668005058398,1.5247098536102106,-16.404769271478877,2.422313378413156,41.50875677155255,61.53846153846154
score_decay40_rec90_x0p20,3Y,27.629263102201197,20.80826790167164,1.1317073957075598,-20.37288358171052,1.356178323573448,113.84864191924228,63.1578947368421
score_decay40_rec90_x0p20,5Y,31.476328132475206,20.562139115776464,1.2904915880553995,-20.372883581710582,1.545010945860043,315.48993156516605,66.66666666666666
score_decay40_rec60_x0p10,1Y,40.24749311182836,21.433721598111237,1.542218939744793,-16.288929298023994,2.4708495184340187,42.044701758994705,61.53846153846154
