variant,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate,rebalanced_days,signal_days,risk_gate_days,overlay_days,combined_derisk_days,avg_combined_scale,dd_enter,dd_exit,dd_scale_defense,annual_delta,max_dd_delta,vs_score_only_annual_delta,vs_score_only_max_dd_delta
dd12_exit4_x0p70,27.931162985451508,18.975176900388956,1.232582229362417,-22.86330411429764,1.2216590763005537,1416.7480409578377,63.1578947368421,635,445,616,78,674,0.904321907600596,0.12,0.04,0.7,-2.2659077050355876,-0.4543698651832635,-2.6981884805247205,-2.0906884071968577
dd15_exit4_x0p60,28.363666251149677,19.186346671198994,1.2386816634769253,-22.986914926140724,1.2339048690215715,1474.3237259060984,63.1578947368421,628,445,362,78,433,0.9180327868852459,0.15,0.04,0.6,-1.8334044393374178,-0.5779806770263463,-2.2656852148265507,-2.2142992190399404
dd8_exit4_x0p40,22.0005913008964,16.98050054630134,1.0778740558304603,-23.049436985863814,0.9544958219321943,798.15366864909,61.65413533834586,652,445,961,78,998,0.7652757078986587,0.08,0.04,0.4,-8.196479389590696,-0.6405027367494363,-8.628760165079829,-2.2768212787630304
dd18_exit10_x0p40,28.231102986906322,19.506743672150424,1.2161610234939773,-23.077929938449596,1.2232944229487042,1456.468912177845,64.66165413533834,629,445,218,78,291,0.9233233979135618,0.18,0.1,0.4,-1.9659677035807732,-0.6689956893352189,-2.398248479069906,-2.305314231348813
dd10_exit8_x0p70,27.537455004082823,19.039373868227266,1.2129153527260115,-23.089395631312776,1.1926451191618803,1366.0088813447342,63.1578947368421,649,445,622,78,680,0.9036512667660209,0.1,0.08,0.7,-2.6596156864042726,-0.6804613821983985,-3.0918964618934055,-2.3167799242119926
dd12_exit10_x0p60,27.948240984724947,19.253777975751337,1.218155301361301,-23.168368295275403,1.2063102860128598,1418.9846774818122,61.65413533834586,646,445,443,78,513,0.9061102831594635,0.12,0.1,0.6,-2.248829705762148,-0.7594340461610258,-2.681110481251281,-2.39575258817462
dd10_exit4_x0p60,24.99902032782957,18.190613302974526,1.150801929502994,-23.3623068115291,1.0700578726880159,1074.2307591088816,63.90977443609023,645,445,821,78,864,0.8538002980625932,0.1,0.04,0.6,-5.198050362657526,-0.9533725624147209,-5.6303311381466585,-2.589691104428315
dd10_exit6_x0p50,24.727385174001924,18.215211824738486,1.137592669342637,-23.393391944866806,1.0570243610793617,1046.3675535817888,64.66165413533834,645,445,708,78,760,0.8438897168405365,0.1,0.06,0.5,-5.469685516485171,-0.9844576957524289,-5.901966291974304,-2.620776237766023
dd18_exit4_x0p70,28.594047194929416,19.566682140669045,1.227460554710289,-23.506212695403413,1.2164463737929556,1505.797205848637,63.90977443609023,628,445,240,78,313,0.944672131147541,0.18,0.04,0.7,-1.6030234955576788,-1.0972784462890353,-2.0353042710468117,-2.7335969883026294
dd12_exit8_x0p70,28.347578659549665,19.26499754605756,1.233698562255457,-23.59346480899794,1.20150130084915,1472.14701843399,63.1578947368421,636,445,499,78,562,0.9168405365126677,0.12,0.08,0.7,-1.84949203093743,-1.1845305598835623,-2.281772806426563,-2.8208491018971564
dd12_exit6_x0p30,25.38555198703221,18.252841747574966,1.16434832880074,-23.693225862757448,1.0714265813392203,1114.941935579655,61.65413533834586,634,445,569,78,627,0.8277570789865871,0.12,0.06,0.3,-4.811518703454887,-1.2842916136430702,-5.24379947894402,-2.9206101556566644
dd18_exit10_x0p30,27.822340827656223,19.452459574005964,1.2026642054692454,-23.743036779455146,1.171810543280247,1402.5662462563937,64.66165413533834,629,445,218,78,291,0.9153874813710878,0.18,0.1,0.3,-2.374729862830872,-1.3341025303407683,-2.807010638320005,-2.9704210723543625
dd18_exit8_x0p50,27.80209456671965,19.446308876893863,1.2022216217526667,-23.78094524829564,1.169091231506544,1399.9410805116192,64.66165413533834,629,445,224,78,297,0.9301415797317437,0.18,0.08,0.5,-2.394976123767446,-1.3720109991812635,-2.8272568992565787,-3.0083295411948576
dd18_exit6_x0p50,27.61980269947506,19.390696799902667,1.1977856705828516,-23.78094524829564,1.1614257722347914,1376.4919539746707,64.66165413533834,628,445,231,78,304,0.9288375558867362,0.18,0.06,0.5,-2.577267991012036,-1.3720109991812635,-3.009548766501169,-3.0083295411948576
dd15_exit4_x0p50,27.784908980351197,19.015822300141565,1.2244283409456036,-23.94904991853084,1.1601674836734261,1397.7160408135762,63.1578947368421,628,445,362,78,433,0.904806259314456,0.15,0.04,0.5,-2.412161710135898,-1.540115669416462,-2.8444424856250308,-3.176434211430056
dd12_exit4_x0p60,27.02157128319522,18.663265842114736,1.2119863457531816,-24.115754461184885,1.120494543377747,1301.8611592198374,62.40601503759399,635,445,616,78,674,0.8821162444113263,0.12,0.04,0.6,-3.1754994072918734,-1.7068202120705074,-3.6077801827810063,-3.3431387540841015
dd12_exit10_x0p50,27.269189028598497,19.095202780388856,1.1989322727106229,-24.17263978708334,1.1281014100565796,1332.3256105105584,60.902255639097746,646,445,443,78,513,0.8899031296572281,0.12,0.1,0.5,-2.9278816618885983,-1.7637055379689635,-3.3601624373777312,-3.4000240799825576
dd10_exit8_x0p60,26.501809284613987,18.745407334717296,1.185675145872144,-24.3960166960931,1.0863170662142612,1239.8227493136199,62.40601503759399,649,445,622,78,680,0.8812220566318927,0.1,0.08,0.6,-3.695261405873108,-1.9870824469787216,-4.127542181362241,-3.6234009889923158
dd18_exit8_x0p40,27.230151943830627,19.360679491998145,1.1836140874690313,-24.699871828171162,1.102441022093628,1327.4832445346788,64.66165413533834,629,445,224,78,297,0.9219821162444113,0.18,0.08,0.4,-2.966918746656468,-2.2909375790567843,-3.399199522145601,-3.9272561210703785
dd18_exit6_x0p40,27.01131592383408,19.29816690890011,1.1779421344193581,-24.699871828171162,1.093581218224243,1300.612244716297,64.66165413533834,628,445,231,78,304,0.9204172876304024,0.18,0.06,0.4,-3.185754766653016,-2.2909375790567843,-3.618035542142149,-3.9272561210703785
dd10_exit4_x0p50,23.59364001007245,17.83329636047062,1.1071205979738807,-24.749197873370697,0.9533092801952345,936.4456290667068,63.90977443609023,645,445,821,78,864,0.8245156482861401,0.1,0.04,0.5,-6.603430680414647,-2.3402636242563197,-7.03571145590378,-3.976582166269914
dd15_exit4_x0p40,27.20130319613947,18.87571784794013,1.207967459703305,-24.914395398550656,1.09179061988082,1323.9142654441728,63.1578947368421,628,445,362,78,433,0.8915797317436661,0.15,0.04,0.4,-2.995767494347625,-2.505461149436279,-3.428048269836758,-4.141779691449873
dd18_exit4_x0p60,27.91143769069273,19.414606075889527,1.2082738438120293,-24.925399189968832,1.1197990241988027,1414.1684264977532,63.90977443609023,628,445,240,78,313,0.9359165424739195,0.18,0.04,0.6,-2.285632999794366,-2.516464940854455,-2.717913775283499,-4.152783482868049
dd12_exit8_x0p60,27.57865051309456,19.032167502058382,1.2150271786506088,-25.047217841486074,1.1010664213338552,1371.2446841214287,62.40601503759399,636,445,499,78,562,0.8988077496274216,0.12,0.08,0.6,-2.6184201773925366,-2.638283592371696,-3.0507009528816695,-4.27460213438529
dd8_exit6_x0p30,21.945973551545393,17.260581089632353,1.0605520587654604,-25.14441841341038,0.8727970236066726,793.7249600577063,61.65413533834586,660,445,842,78,885,0.7604694485842026,0.08,0.06,0.3,-8.251097138941702,-2.735484164296004,-8.683377914430835,-4.371802706309598
dd12_exit10_x0p40,26.586751952089436,18.964841677527865,1.1776319015018242,-25.178753824260536,1.0559200879303348,1249.787606397773,60.902255639097746,646,445,443,78,513,0.8736959761549925,0.12,0.1,0.4,-3.610318738397659,-2.7698195751461583,-4.042599513886792,-4.4061381171597525
dd12_exit4_x0p50,26.107134477322557,18.39573582702006,1.1878167293653288,-25.378309448490395,1.0287184231207929,1194.3941027268534,62.40601503759399,635,445,616,78,674,0.8599105812220567,0.12,0.04,0.5,-4.089936213164538,-2.9693751993760173,-4.522216988653671,-4.6056937413896115
dd10_exit6_x0p40,23.542839299232,17.97026361699623,1.0977506431060091,-25.382782082330845,0.9275121703708104,931.7525847844798,63.90977443609023,645,445,708,78,760,0.8184798807749628,0.1,0.06,0.4,-6.654231391255095,-2.9738478332164675,-7.086512166744228,-4.610166375230062
dd18_exit8_x0p30,26.65607543783135,19.294470527911532,1.1636691655216351,-25.617718914508398,1.0405327471500552,1257.9700310623903,64.66165413533834,629,445,224,78,297,0.913822652757079,0.18,0.08,0.3,-3.540995252655744,-3.2087846653940204,-3.973276028144877,-4.845103207407615
dd10_exit8_x0p50,25.463913034978304,18.493716163015577,1.1549224642325555,-25.702756056575314,0.9907074937383648,1123.3501033429968,62.40601503759399,649,445,622,78,680,0.8587928464977646,0.1,0.08,0.5,-4.733157655508791,-3.2938218074609367,-5.1654384309979235,-4.930140349474531
dd8_exit4_x0p30,20.55956754908457,16.691169987241306,1.0227409836371852,-25.94362852778145,0.7924707805258845,687.7465848672075,60.902255639097746,652,445,961,78,998,0.7309985096870343,0.08,0.04,0.3,-9.637503141402526,-3.5346942786670716,-10.069783916891659,-5.171012820680666
dd18_exit6_x0p30,26.400679866208755,19.226581564500872,1.1566464078927634,-25.994559750258382,1.015623273479226,1228.046244696986,64.66165413533834,628,445,231,78,304,0.9119970193740686,0.18,0.06,0.3,-3.7963908242783404,-3.585625501144005,-4.228671599767473,-5.221944043157599
dd12_exit10_x0p30,25.900991985534706,18.863278909637327,1.1542709469428392,-26.18629426050372,0.9891049007495754,1171.2274037763802,60.902255639097746,646,445,443,78,513,0.857488822652757,0.12,0.1,0.3,-4.296078704952389,-3.777360011389341,-4.728359480441522,-5.413678553402935
dd15_exit4_x0p30,26.61289212412592,18.766714637791093,1.1892864470962201,-26.258068621948162,1.0135129322451832,1252.8677156783006,63.1578947368421,628,445,362,78,433,0.8783532041728763,0.15,0.04,0.3,-3.5841785663611745,-3.8491343728337846,-4.016459341850307,-5.485452914847379
dd18_exit4_x0p50,27.226784686386885,19.285500349127606,1.1873686409027404,-26.332385094214573,1.0339657645508464,1327.0662504439474,63.90977443609023,628,445,240,78,313,0.9271609538002981,0.18,0.04,0.5,-2.9702860041002097,-3.923450845100195,-3.4025667795893426,-5.559769387113789
dd12_exit8_x0p50,26.805700013341905,18.83338892949268,1.193730091526436,-26.491116104109864,1.0118750719296132,1275.7845535095885,62.40601503759399,636,445,499,78,562,0.8807749627421758,0.12,0.08,0.5,-3.39137067714519,-4.082181854995486,-3.823651452634323,-5.71850039700908
dd12_exit4_x0p40,25.188004178705725,18.174546317165692,1.159967553966413,-26.649817375814955,0.9451473465467031,1093.9777151296812,62.40601503759399,635,445,616,78,674,0.8377049180327869,0.12,0.04,0.4,-5.00906651178137,-4.240883126700577,-5.441347287270503,-5.8772016687141715
dd10_exit8_x0p40,24.423918864543893,18.286042213242766,1.1206188105359587,-27.71636770935963,0.8812092233967621,1015.9513168003512,62.40601503759399,649,445,622,78,680,0.8363636363636364,0.1,0.08,0.4,-5.773151825943202,-5.307433460245253,-6.205432601432335,-6.943752002258847
dd18_exit4_x0p40,26.540114219119214,19.17982865429933,1.1647571938554584,-27.726912167480442,0.957196894439866,1244.3080940140358,63.90977443609023,628,445,240,78,313,0.9184053651266766,0.18,0.04,0.4,-3.656956471367881,-5.317977918366065,-4.089237246857014,-6.954296460379659
dd12_exit8_x0p40,26.028814928724774,18.66974888046897,1.1697718504423174,-27.92467311518609,0.932108133239694,1185.5475534778884,62.40601503759399,636,445,499,78,562,0.8627421758569301,0.12,0.08,0.4,-4.168255761762321,-5.515738866071711,-4.600536537251454,-7.152057408085305
dd10_exit4_x0p40,22.189674862397556,17.536780666512872,1.057974255785787,-27.961081684925272,0.7935914322785563,813.6401950990921,63.1578947368421,645,445,821,78,864,0.7952309985096869,0.1,0.04,0.4,-8.007395828089539,-5.552147435810895,-8.439676603578672,-7.188465977824489
dd10_exit6_x0p30,22.357375548803017,17.778480318261664,1.053648211004902,-28.189331726728913,0.7931147770915024,827.5781733051474,61.65413533834586,645,445,708,78,760,0.7930700447093889,0.1,0.06,0.3,-7.8396951416840785,-5.780397477614535,-8.271975917173211,-7.416716019628129
dd12_exit4_x0p30,24.264331949614572,18.00140507911503,1.1284112042080974,-28.29426532562011,0.8575706656586527,1000.2522170627161,61.65413533834586,635,445,616,78,674,0.8154992548435172,0.12,0.04,0.3,-5.932738740872523,-5.885331076505732,-6.365019516361656,-7.5216496185193265
dd12_exit8_x0p30,25.24808301160808,18.542177069930638,1.1431608876142045,-29.34741887620352,0.8603169879474681,1100.3183350190175,62.40601503759399,636,445,499,78,562,0.844709388971684,0.12,0.08,0.3,-4.948987678879014,-6.938484627089142,-5.381268454368147,-8.574803169102736
dd18_exit4_x0p30,25.85145212314044,19.09797981129007,1.1404711971968418,-29.46788686635281,0.877275396107832,1165.7165157261566,63.90977443609023,628,445,240,78,313,0.9096497764530551,0.18,0.04,0.3,-4.345618567346655,-7.0589526172384325,-4.777899342835788,-8.695271159252027
dd10_exit8_x0p30,23.381978574985318,18.123894767644007,1.0828018877531715,-30.788281919836034,0.7594440844690642,917.01922679703,61.65413533834586,649,445,622,78,680,0.813934426229508,0.1,0.08,0.3,-6.815092115501777,-8.379347670721657,-7.24737289099091,-10.015666212735251
dd10_exit4_x0p30,20.787386583705757,17.304189418140442,1.0034189236250524,-31.52375147481296,0.6594198219179145,704.3359000664016,61.65413533834586,645,445,821,78,864,0.7659463487332341,0.1,0.04,0.3,-9.409684106781338,-9.114817225698584,-9.84196488227047,-10.751135767712178
