variant,window,annual,vol,sharpe,max_dd,calmar,win_rate,years,total_return,yearly
baseline_combo,full,28.586213488274637,12.33339278799864,1.1741707700134425,-14.363325563973412,1.9902224844067842,70.23809523809523,6.937713894592744,472.2154236122628,"{2019: np.float64(15.780186550527553), 2020: np.float64(34.841762412066004), 2021: np.float64(42.590819214309114), 2022: np.float64(19.46134077888113), 2023: np.float64(11.250067793669082), 2024: np.float64(30.004515305222657), 2025: np.float64(42.50698556071828), 2026: np.float64(4.396772238770286)}"
baseline_combo,1Y,34.04906822673999,14.262140734215315,1.2215587219309447,-13.465523842220179,2.528610741453785,44.44444444444444,0.6872005475701575,22.308250128676544,"{2025: np.float64(17.157118468126733), 2026: np.float64(4.396772238770286)}"
baseline_combo,3Y,23.81642600056537,14.006524644017285,0.8693359382885127,-13.977776560107996,1.7038780022093414,53.84615384615385,2.0670773442847366,55.51770804202945,"{2024: np.float64(4.5337721321710545), 2025: np.float64(42.50698556071828), 2026: np.float64(4.396772238770286)}"
baseline_combo,5Y,26.24543632343088,13.105547969148567,1.0188190236895749,-14.363325563973483,1.827253459272723,64.28571428571429,3.4469541409993156,123.29851439009758,"{2022: np.float64(3.777663394575792), 2023: np.float64(11.250067793669082), 2024: np.float64(30.004515305222657), 2025: np.float64(42.50698556071828), 2026: np.float64(4.396772238770286)}"
adk_pair_score_40_70_0_combo,full,29.272865906600252,12.397001586227606,1.1972356212110513,-13.667515290327378,2.141784024731761,69.04761904761905,6.937713894592744,493.75363116312514,"{2019: np.float64(14.931848222227305), 2020: np.float64(33.01088737740028), 2021: np.float64(44.5459760217596), 2022: np.float64(18.810605302488682), 2023: np.float64(12.361733327239888), 2024: np.float64(32.09251993139692), 2025: np.float64(44.88339944988831), 2026: np.float64(5.1725005716676264)}"
adk_pair_score_40_70_0_combo,1Y,38.77396148191616,14.172753640534697,1.389789698953082,-12.807048032778845,3.0275486890247163,44.44444444444444,0.6872005475701575,25.25472733125973,"{2025: np.float64(19.094560508150703), 2026: np.float64(5.1725005716676264)}"
adk_pair_score_40_70_0_combo,3Y,25.88288311868949,14.11499789169151,0.9413383677984674,-13.293518125423146,1.9470303402370104,53.84615384615385,2.0670773442847366,60.930685662526244,"{2024: np.float64(5.61315934320572), 2025: np.float64(44.88339944988831), 2026: np.float64(5.1725005716676264)}"
adk_pair_score_40_70_0_combo,5Y,28.185233453864278,13.20412513952868,1.0886701306344295,-13.667515290327248,2.062206103680856,64.28571428571429,3.4469541409993156,135.34915105729414,"{2022: np.float64(4.062715226678781), 2023: np.float64(12.361733327239888), 2024: np.float64(32.09251993139692), 2025: np.float64(44.88339944988831), 2026: np.float64(5.1725005716676264)}"
