variant,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate,rebalanced_days,signal_days,risk_gate_days,overlay_days,combined_derisk_days,avg_combined_scale,decay_ratio_threshold,recovery_ratio_threshold,derisk_scale,annual_delta,max_dd_delta,vs_dd_only_annual_delta,vs_dd_only_max_dd_delta
score_decay30_rec80_x0p10,29.06022959548371,19.929039660378052,1.2267078073258788,-21.297859654471363,1.3644671374000101,1571.2417041978522,64.66165413533834,623,445,257,42,297,0.9669001490312965,0.3,0.8,0.1,-1.1368410950033834,1.1110745946430143,-0.39529360385916945,0.39530897306215707
score_decay30_rec80_x0p20,29.10644230299324,19.931596268964906,1.2283658173059124,-21.34153148318018,1.363840375088957,1577.8595898483659,64.66165413533834,623,445,257,42,297,0.9684500745156484,0.3,0.8,0.2,-1.0906283874938545,1.0674027659341974,-0.34908089634964057,0.35163714435334015
score_decay30_rec80_x0p30,29.152084909915963,19.93635546616263,1.2298869082592656,-21.38526610783723,1.3631855111324693,1584.4192183963592,64.66165413533834,623,445,257,42,297,0.9699999999999999,0.3,0.8,0.3,-1.0449857805711318,1.023668141277149,-0.30343828942691786,0.3079025196962917
score_decay30_rec80_x0p50,29.24165520808708,19.952478355735455,1.2325170027271224,-21.47292383359346,1.361791968094246,1597.359849586216,63.90977443609023,623,445,257,42,297,0.9730998509687036,0.3,0.8,0.5,-0.9554154824000136,0.9360104155209186,-0.2138679912557997,0.22024479394006136
score_decay30_rec90_x0p00,29.013447937900814,19.92868554666617,1.2249133811328043,-21.254250599561132,1.3650656748396435,1564.5665285908642,64.66165413533834,621,445,257,42,297,0.9653502235469449,0.3,0.9,0.0,-1.183622752586281,1.1546836495532453,-0.4420752614420671,0.4389180279723881
score_decay30_rec90_x0p10,29.06022959548371,19.929039660378052,1.2267078073258788,-21.297859654471363,1.3644671374000101,1571.2417041978522,64.66165413533834,623,445,257,42,297,0.9669001490312965,0.3,0.9,0.1,-1.1368410950033834,1.1110745946430143,-0.39529360385916945,0.39530897306215707
score_decay30_rec90_x0p20,29.10644230299324,19.931596268964906,1.2283658173059124,-21.34153148318018,1.363840375088957,1577.8595898483659,64.66165413533834,623,445,257,42,297,0.9684500745156484,0.3,0.9,0.2,-1.0906283874938545,1.0674027659341974,-0.34908089634964057,0.35163714435334015
score_decay30_rec90_x0p30,29.152084909915963,19.93635546616263,1.2298869082592656,-21.38526610783723,1.3631855111324693,1584.4192183963592,64.66165413533834,623,445,257,42,297,0.9699999999999999,0.3,0.9,0.3,-1.0449857805711318,1.023668141277149,-0.30343828942691786,0.3079025196962917
score_decay30_rec90_x0p50,29.24165520808708,19.952478355735455,1.2325170027271224,-21.47292383359346,1.361791968094246,1597.359849586216,63.90977443609023,623,445,257,42,297,0.9730998509687036,0.3,0.9,0.5,-0.9554154824000136,0.9360104155209186,-0.2138679912557997,0.22024479394006136
score_decay35_rec50_x0p00,28.451405218896863,19.913184902613484,1.203867989324652,-20.668934937338015,1.3765298166138193,1486.2434250018116,64.66165413533834,633,445,257,53,307,0.9613263785394932,0.35,0.5,0.0,-1.7456654715902324,1.7399993117763621,-1.0041179804460185,1.024233690195505
score_decay35_rec50_x0p10,28.55454925228196,19.91378021635752,1.2078539807195132,-20.77115744355883,1.3747211405947322,1500.3608843126403,64.66165413533834,634,445,257,53,307,0.9632786885245902,0.35,0.5,0.1,-1.6425214382051365,1.6377768055555464,-0.9009739470609226,0.9220111839746892
score_decay35_rec50_x0p20,28.657091214007412,19.916869172687356,1.2116863916875802,-20.87342517390308,1.3728983612059908,1514.509108584981,64.66165413533834,634,445,257,53,307,0.9652309985096872,0.35,0.5,0.2,-1.539979476479683,1.5355090752112979,-0.7984319853354691,0.8197434536304407
score_decay35_rec50_x0p30,28.759029196967933,19.92245211621919,1.2153638335637298,-20.975737908353334,1.3710616199831043,1528.6866529245754,64.66165413533834,634,445,257,53,307,0.9671833084947837,0.35,0.5,0.3,-1.4380414935191617,1.433196340761043,-0.6964940023749477,0.7174307191801859
score_decay35_rec50_x0p50,28.961085591565784,19.941096666263253,1.2222491300063865,-21.18049750817992,1.3673468047849677,1557.1238205035493,63.90977443609023,634,445,257,53,307,0.9710879284649775,0.35,0.5,0.5,-1.2359850989213115,1.228436740934459,-0.49443760777709755,0.5126711193536018
score_decay35_rec60_x0p00,28.65141450451951,19.906058835727265,1.2120151740968315,-20.668934937337895,1.3862066231947672,1513.7229004082506,64.66165413533834,633,445,257,54,308,0.9609538002980625,0.35,0.6,0.0,-1.5456561859675837,1.739999311776483,-0.8041086948233698,1.0242336901956257
score_decay35_rec60_x0p10,28.734842232894753,19.90677380499669,1.215223445472346,-20.771157443558717,1.3834011085311777,1525.3125211054985,64.66165413533834,634,445,257,54,308,0.9629433681073025,0.35,0.6,0.1,-1.4622284575923423,1.63777680555566,-0.7206809664481284,0.9220111839748029
score_decay35_rec60_x0p20,28.81760435985081,19.910115087666092,1.2182691476795289,-20.87342517390312,1.3805881938283833,1536.884420037715,64.66165413533834,634,445,257,54,308,0.9649329359165425,0.35,0.6,0.2,-1.3794663306362835,1.5355090752112588,-0.6379188394920696,0.8197434536304016
score_decay35_rec60_x0p30,28.899699081149997,19.9160828666007,1.2211511464268958,-20.97573790835336,1.3777679339538758,1548.436974900946,64.66165413533834,634,445,257,54,308,0.9669225037257824,0.35,0.6,0.3,-1.2973716093370982,1.4331963407610182,-0.5558241181928842,0.717430719180161
score_decay35_rec60_x0p50,29.06187908937403,19.93589345673162,1.226420468818313,-21.18049750818,1.3721055928053723,1571.4775106601792,63.90977443609023,634,445,257,54,308,0.9709016393442622,0.35,0.6,0.5,-1.135191601113064,1.2284367409343773,-0.39364410996885013,0.51267111935352
score_decay35_rec70_x0p00,28.99563170345354,19.89228929534586,1.2260990771906997,-20.668934937337962,1.402860466267838,1562.0307497554254,64.66165413533834,631,445,257,59,313,0.959090909090909,0.35,0.7,0.0,-1.201438987033555,1.7399993117764154,-0.459891495889341,1.0242336901955582
score_decay35_rec70_x0p10,29.04505153569865,19.893406369001468,1.227959795472387,-20.77115744355874,1.3983357265777068,1569.0733160086913,64.66165413533834,633,445,257,59,313,0.9612667660208644,0.35,0.7,0.1,-1.1520191547884444,1.6377768055556388,-0.4104716636442305,0.9220111839747815
score_decay35_rec70_x0p20,29.093713078268536,19.897368222648794,1.2296428558072798,-20.873425173903158,1.3938159566951538,1576.0343286032166,64.66165413533834,633,445,257,59,313,0.9634426229508197,0.35,0.7,0.2,-1.1033576122185593,1.5355090752112197,-0.3618101210743454,0.8197434536303625
score_decay35_rec70_x0p30,29.14161479631383,19.9041746626299,1.2311476546122955,-20.97573790835328,1.3893010545630726,1582.912424881282,64.66165413533834,633,445,257,59,313,0.9656184798807749,0.35,0.7,0.3,-1.0554558941732637,1.4331963407610964,-0.31390840302904977,0.7174307191802392
score_decay35_rec70_x0p50,29.235132628657023,19.926314440690632,1.2336211979448655,-21.18049750817989,1.3802854544548087,1596.4144594342674,63.90977443609023,633,445,257,59,313,0.9699701937406854,0.35,0.7,0.5,-0.9619380618300717,1.2284367409344874,-0.22039057068585777,0.5126711193536302
score_decay35_rec80_x0p00,28.99563170345354,19.89228929534586,1.2260990771906997,-20.668934937337962,1.402860466267838,1562.0307497554254,64.66165413533834,631,445,257,59,313,0.959090909090909,0.35,0.8,0.0,-1.201438987033555,1.7399993117764154,-0.459891495889341,1.0242336901955582
score_decay35_rec80_x0p10,29.04505153569865,19.893406369001468,1.227959795472387,-20.77115744355874,1.3983357265777068,1569.0733160086913,64.66165413533834,633,445,257,59,313,0.9612667660208644,0.35,0.8,0.1,-1.1520191547884444,1.6377768055556388,-0.4104716636442305,0.9220111839747815
score_decay35_rec80_x0p20,29.093713078268536,19.897368222648794,1.2296428558072798,-20.873425173903158,1.3938159566951538,1576.0343286032166,64.66165413533834,633,445,257,59,313,0.9634426229508197,0.35,0.8,0.2,-1.1033576122185593,1.5355090752112197,-0.3618101210743454,0.8197434536303625
score_decay35_rec80_x0p30,29.14161479631383,19.9041746626299,1.2311476546122955,-20.97573790835328,1.3893010545630726,1582.912424881282,64.66165413533834,633,445,257,59,313,0.9656184798807749,0.35,0.8,0.3,-1.0554558941732637,1.4331963407610964,-0.31390840302904977,0.7174307191802392
score_decay35_rec80_x0p50,29.235132628657023,19.926314440690632,1.2336211979448655,-21.18049750817989,1.3802854544548087,1596.4144594342674,63.90977443609023,633,445,257,59,313,0.9699701937406854,0.35,0.8,0.5,-0.9619380618300717,1.2284367409344874,-0.22039057068585777,0.5126711193536302
score_decay35_rec90_x0p00,28.99563170345354,19.89228929534586,1.2260990771906997,-20.668934937337962,1.402860466267838,1562.0307497554254,64.66165413533834,631,445,257,59,313,0.959090909090909,0.35,0.9,0.0,-1.201438987033555,1.7399993117764154,-0.459891495889341,1.0242336901955582
score_decay35_rec90_x0p10,29.04505153569865,19.893406369001468,1.227959795472387,-20.77115744355874,1.3983357265777068,1569.0733160086913,64.66165413533834,633,445,257,59,313,0.9612667660208644,0.35,0.9,0.1,-1.1520191547884444,1.6377768055556388,-0.4104716636442305,0.9220111839747815
score_decay35_rec90_x0p20,29.093713078268536,19.897368222648794,1.2296428558072798,-20.873425173903158,1.3938159566951538,1576.0343286032166,64.66165413533834,633,445,257,59,313,0.9634426229508197,0.35,0.9,0.2,-1.1033576122185593,1.5355090752112197,-0.3618101210743454,0.8197434536303625
score_decay35_rec90_x0p30,29.14161479631383,19.9041746626299,1.2311476546122955,-20.97573790835328,1.3893010545630726,1582.912424881282,64.66165413533834,633,445,257,59,313,0.9656184798807749,0.35,0.9,0.3,-1.0554558941732637,1.4331963407610964,-0.31390840302904977,0.7174307191802392
score_decay35_rec90_x0p50,29.235132628657023,19.926314440690632,1.2336211979448655,-21.18049750817989,1.3802854544548087,1596.4144594342674,63.90977443609023,633,445,257,59,313,0.9699701937406854,0.35,0.9,0.5,-0.9619380618300717,1.2284367409344874,-0.22039057068585777,0.5126711193536302
score_decay40_rec50_x0p00,29.31502587790531,19.88042466497909,1.239107409078136,-20.04175529919377,1.4626975252554142,1608.027336208521,64.66165413533834,636,445,257,72,323,0.9544709388971685,0.4,0.5,0.0,-0.8820448125817855,2.367178949920607,-0.14049732143757154,1.6514133283397499
score_decay40_rec50_x0p10,29.332949962487966,19.881724000096174,1.2397337763572245,-20.207371711359535,1.4515964956490857,1610.64259871792,64.66165413533834,638,445,257,72,323,0.9571087928464979,0.4,0.5,0.1,-0.8641207279991292,2.2015625377548425,-0.12257323685491528,1.4857969161739852
score_decay40_rec50_x0p20,29.350015859100086,19.886093033485395,1.2401660368107732,-20.372883581710628,1.4406412200503864,1613.1360287039342,64.66165413533834,638,445,257,72,323,0.9597466467958271,0.4,0.5,0.2,-0.847054831387009,2.0360506674037495,-0.10550734024279507,1.3202850458228923
score_decay40_rec50_x0p30,29.36622251682779,19.89353125695052,1.2404041499139928,-20.53829052267243,1.4298279832204202,1615.5069780226559,64.66165413533834,638,445,257,72,323,0.9623845007451565,0.4,0.5,0.3,-0.8308481736593052,1.8706437264419478,-0.08930068251509127,1.1548781048610905
score_decay40_rec50_x0p50,29.396053936766787,19.917606154624902,1.2402991112034414,-20.868788068438644,1.408613372293743,1619.8789620109287,63.90977443609023,638,445,257,72,323,0.9676602086438151,0.4,0.5,0.5,-0.8010167537203081,1.540146180675734,-0.059469262576094195,0.8243805590948767
score_decay40_rec60_x0p00,29.516379891137355,19.87326572800376,1.2472827230742025,-20.041755299193735,1.4727442507156434,1637.616549590965,64.66165413533834,636,445,257,73,324,0.9540983606557377,0.4,0.6,0.0,-0.6806907993497404,2.3671789499206426,0.060856691794473505,1.6514133283397854
score_decay40_rec60_x0p10,29.514334621185867,19.874689177100255,1.2471281487881587,-20.2073717113595,1.460572658471685,1637.3136659903128,64.66165413533834,638,445,257,73,324,0.95677347242921,0.4,0.6,0.1,-0.6827360693012281,2.201562537754878,0.05881142184298582,1.4857969161740208
score_decay40_rec60_x0p20,29.511393500740546,19.879314973665416,1.2467701635748636,-20.37288358171058,1.4485624179011123,1636.8782002403623,64.66165413533834,638,445,257,73,324,0.9594485842026825,0.4,0.6,0.2,-0.6856771897465492,2.0360506674037993,0.05587030139766469,1.320285045822942
score_decay40_rec60_x0p30,29.507555762752457,19.88714239739024,1.2462091274481937,-20.5382905226724,1.4367094345159255,1636.310129511508,64.66165413533834,638,445,257,73,324,0.9621236959761551,0.4,0.6,0.3,-0.6895149277346384,1.8706437264419762,0.052032563409575516,1.154878104861119
score_decay40_rec60_x0p50,29.49718739744638,19.912391532787673,1.2444808007054833,-20.868788068438736,1.4134595310811051,1634.776225222142,63.90977443609023,638,445,257,73,324,0.9674739195230998,0.4,0.6,0.5,-0.6998832930407168,1.5401461806756416,0.041664198103497085,0.8243805590947844
score_decay40_rec70_x0p00,29.862911374478628,19.859437192523995,1.2614180821750756,-20.041755299193795,1.4900347264333629,1689.6332362721587,64.66165413533834,634,445,257,78,329,0.9522354694485843,0.4,0.7,0.0,-0.33415931600846704,2.367178949920582,0.4073881751357469,1.651413328339725
score_decay40_rec70_x0p10,29.826422248351015,19.86127077643854,1.2599097795617296,-20.207371711359485,1.4760169048399414,1684.0900403999526,64.66165413533834,637,445,257,78,329,0.9550968703427718,0.4,0.7,0.1,-0.37064844213607984,2.201562537754892,0.3708990490081341,1.485796916174035
score_decay40_rec70_x0p20,29.78898929254008,19.866525143117062,1.2581825129306845,-20.372883581710525,1.4621881665923195,1678.419693272152,64.66165413533834,637,445,257,78,329,0.9579582712369598,0.4,0.7,0.2,-0.40808139794701503,2.0360506674038525,0.3334660931971989,1.3202850458229953
score_decay40_rec70_x0p30,29.750612288056978,19.87519909390869,1.2562374235611837,-20.538290522672416,1.4485437458981794,1672.6233607309848,64.66165413533834,637,445,257,78,329,0.9608196721311476,0.4,0.7,0.3,-0.4464584024301175,1.870643726441962,0.29508908871409645,1.1548781048611048
score_decay40_rec70_x0p50,29.671025297545928,19.902792154354294,1.2517000055526646,-20.8687880684388,1.4217895739915685,1660.657534176027,63.90977443609023,637,445,257,78,329,0.9665424739195231,0.4,0.7,0.5,-0.5260453929411675,1.5401461806755776,0.21550209820304644,0.8243805590947204
score_decay40_rec80_x0p00,29.862911374478628,19.859437192523995,1.2614180821750756,-20.041755299193795,1.4900347264333629,1689.6332362721587,64.66165413533834,634,445,257,78,329,0.9522354694485843,0.4,0.8,0.0,-0.33415931600846704,2.367178949920582,0.4073881751357469,1.651413328339725
score_decay40_rec80_x0p10,29.826422248351015,19.86127077643854,1.2599097795617296,-20.207371711359485,1.4760169048399414,1684.0900403999526,64.66165413533834,637,445,257,78,329,0.9550968703427718,0.4,0.8,0.1,-0.37064844213607984,2.201562537754892,0.3708990490081341,1.485796916174035
score_decay40_rec80_x0p20,29.78898929254008,19.866525143117062,1.2581825129306845,-20.372883581710525,1.4621881665923195,1678.419693272152,64.66165413533834,637,445,257,78,329,0.9579582712369598,0.4,0.8,0.2,-0.40808139794701503,2.0360506674038525,0.3334660931971989,1.3202850458229953
score_decay40_rec80_x0p30,29.750612288056978,19.87519909390869,1.2562374235611837,-20.538290522672416,1.4485437458981794,1672.6233607309848,64.66165413533834,637,445,257,78,329,0.9608196721311476,0.4,0.8,0.3,-0.4464584024301175,1.870643726441962,0.29508908871409645,1.1548781048611048
score_decay40_rec80_x0p50,29.671025297545928,19.902792154354294,1.2517000055526646,-20.8687880684388,1.4217895739915685,1660.657534176027,63.90977443609023,637,445,257,78,329,0.9665424739195231,0.4,0.8,0.5,-0.5260453929411675,1.5401461806755776,0.21550209820304644,0.8243805590947204
score_decay40_rec90_x0p00,29.862911374478628,19.859437192523995,1.2614180821750756,-20.041755299193795,1.4900347264333629,1689.6332362721587,64.66165413533834,634,445,257,78,329,0.9522354694485843,0.4,0.9,0.0,-0.33415931600846704,2.367178949920582,0.4073881751357469,1.651413328339725
score_decay40_rec90_x0p10,29.826422248351015,19.86127077643854,1.2599097795617296,-20.207371711359485,1.4760169048399414,1684.0900403999526,64.66165413533834,637,445,257,78,329,0.9550968703427718,0.4,0.9,0.1,-0.37064844213607984,2.201562537754892,0.3708990490081341,1.485796916174035
score_decay40_rec90_x0p20,29.78898929254008,19.866525143117062,1.2581825129306845,-20.372883581710525,1.4621881665923195,1678.419693272152,64.66165413533834,637,445,257,78,329,0.9579582712369598,0.4,0.9,0.2,-0.40808139794701503,2.0360506674038525,0.3334660931971989,1.3202850458229953
score_decay40_rec90_x0p30,29.750612288056978,19.87519909390869,1.2562374235611837,-20.538290522672416,1.4485437458981794,1672.6233607309848,64.66165413533834,637,445,257,78,329,0.9608196721311476,0.4,0.9,0.3,-0.4464584024301175,1.870643726441962,0.29508908871409645,1.1548781048611048
score_decay40_rec90_x0p50,29.671025297545928,19.902792154354294,1.2517000055526646,-20.8687880684388,1.4217895739915685,1660.657534176027,63.90977443609023,637,445,257,78,329,0.9665424739195231,0.4,0.9,0.5,-0.5260453929411675,1.5401461806755776,0.21550209820304644,0.8243805590947204
score_decay45_rec50_x0p00,28.29413638113616,19.84083092122756,1.201380807132827,-21.04355737461531,1.3445510128086597,1464.9357239640913,64.66165413533834,638,445,257,95,346,0.9459016393442624,0.45,0.5,0.0,-1.902934309350936,1.3653768744990664,-1.1613868182067222,0.6496112529182092
score_decay45_rec50_x0p10,28.414638937465874,19.840685439872072,1.2061026575397293,-21.107362856273806,1.346195596813749,1481.2386205658852,64.66165413533834,642,445,257,95,346,0.9493964232488824,0.45,0.5,0.1,-1.7824317530212213,1.3015713928405717,-1.0408842618770073,0.5858057712597144
score_decay45_rec50_x0p20,28.534180597632286,19.84481653899793,1.2105645748793177,-21.171426348658596,1.3477684558291552,1497.5639790845162,64.66165413533834,642,445,257,95,346,0.9528912071535024,0.45,0.5,0.2,-1.6628900928548092,1.2375079004557819,-0.9213426017105952,0.5217422788749246
score_decay45_rec50_x0p30,28.652758030575363,19.85322380184372,1.2147638634911433,-21.235747404728105,1.3492700532026423,1513.908943502651,64.66165413533834,642,445,257,95,346,0.9563859910581223,0.45,0.5,0.3,-1.544312659911732,1.1731868443862723,-0.8027651687675181,0.4574212228054151
score_decay45_rec50_x0p50,28.887006921459335,19.882851365124598,1.2223663385081862,-21.365160410187823,1.3520613169693205,1546.6460736826145,63.90977443609023,642,445,257,95,346,0.963375558867362,0.45,0.5,0.5,-1.3100637690277601,1.0437738389265547,-0.5685162778835462,0.3280082173456975
score_decay45_rec60_x0p00,28.493900786386806,19.833683226524165,1.2095581384426994,-21.04355737461538,1.354043913732889,1492.0460728938424,64.66165413533834,638,445,257,96,347,0.9455290611028316,0.45,0.6,0.0,-1.7031699041002888,1.365376874498999,-0.9616224129560749,0.6496112529181417
score_decay45_rec60_x0p10,28.594735699058617,19.83365675207283,1.2135000259077262,-21.1073628562738,1.3547280109679511,1505.8921172427579,64.66165413533834,642,445,257,96,347,0.9490611028315945,0.45,0.6,0.1,-1.602334991428478,1.3015713928405788,-0.860787500284264,0.5858057712597216
score_decay45_rec60_x0p20,28.694540399656752,19.83804072834745,1.2171721907532689,-21.171426348658546,1.355342806247671,1519.7044497747067,64.66165413533834,642,445,257,96,347,0.9525931445603577,0.45,0.6,0.2,-1.502530290830343,1.2375079004558316,-0.7609827996861291,0.5217422788749744
score_decay45_rec60_x0p30,28.793311812975997,19.846834486448632,1.220572404720105,-21.235747404728063,1.3558887880991308,1533.480063102292,64.66165413533834,642,445,257,96,347,0.9561251862891207,0.45,0.6,0.3,-1.4037588775110983,1.173186844386315,-0.6622113863668844,0.4574212228054577
score_decay45_rec60_x0p50,28.987742520807448,19.87763400897492,1.2265508037367463,-21.36516041018779,1.356776263986527,1560.9090075966838,63.90977443609023,642,445,257,96,347,0.9631892697466468,0.45,0.6,0.5,-1.2093281696796474,1.0437738389265867,-0.4677806785354335,0.3280082173457295
score_decay45_rec70_x0p00,28.837696544709026,19.819870902663713,1.2236944056757415,-21.04355737461538,1.3703812540504978,1539.7050122468625,64.66165413533834,636,445,257,101,352,0.9436661698956782,0.45,0.7,0.0,-1.3593741457780695,1.365376874498999,-0.6178266546338556,0.6496112529181417
score_decay45_rec70_x0p10,28.904607390463568,19.820246088314335,1.2262848724868602,-21.10736285627384,1.3694087502680192,1549.1300266704875,64.66165413533834,641,445,257,101,352,0.9473845007451563,0.45,0.7,0.1,-1.2924633000235275,1.3015713928405361,-0.5509158088793136,0.5858057712596789
score_decay45_rec70_x0p20,28.970385341764594,19.82525233778656,1.228589115783695,-21.17142634865859,1.3683719209405154,1558.4434592830082,64.66165413533834,641,445,257,101,352,0.9511028315946349,0.45,0.7,0.2,-1.2266853487225013,1.237507900455789,-0.4851378575782874,0.5217422788749317
score_decay45_rec70_x0p30,29.035027863189143,19.834888399934368,1.2306058159265998,-21.23574740472795,1.3672712954159907,1567.6427038746183,64.66165413533834,641,445,257,101,352,0.9548211624441132,0.45,0.7,0.3,-1.1620428272979524,1.1731868443864286,-0.42049533615373846,0.4574212228055714
score_decay45_rec70_x0p50,29.160896538659454,19.868028791589936,1.2337743375882015,-21.365160410187777,1.364880767511315,1585.6882837620587,63.90977443609023,641,445,257,101,352,0.9622578241430699,0.45,0.7,0.5,-1.036174151827641,1.043773838926601,-0.29462666068342713,0.3280082173457437
score_decay45_rec80_x0p00,28.837696544709026,19.819870902663713,1.2236944056757415,-21.04355737461538,1.3703812540504978,1539.7050122468625,64.66165413533834,636,445,257,101,352,0.9436661698956782,0.45,0.8,0.0,-1.3593741457780695,1.365376874498999,-0.6178266546338556,0.6496112529181417
score_decay45_rec80_x0p10,28.904607390463568,19.820246088314335,1.2262848724868602,-21.10736285627384,1.3694087502680192,1549.1300266704875,64.66165413533834,641,445,257,101,352,0.9473845007451563,0.45,0.8,0.1,-1.2924633000235275,1.3015713928405361,-0.5509158088793136,0.5858057712596789
score_decay45_rec80_x0p20,28.970385341764594,19.82525233778656,1.228589115783695,-21.17142634865859,1.3683719209405154,1558.4434592830082,64.66165413533834,641,445,257,101,352,0.9511028315946349,0.45,0.8,0.2,-1.2266853487225013,1.237507900455789,-0.4851378575782874,0.5217422788749317
score_decay45_rec80_x0p30,29.035027863189143,19.834888399934368,1.2306058159265998,-21.23574740472795,1.3672712954159907,1567.6427038746183,64.66165413533834,641,445,257,101,352,0.9548211624441132,0.45,0.8,0.3,-1.1620428272979524,1.1731868443864286,-0.42049533615373846,0.4574212228055714
