variant,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate,rebalanced_days,signal_days,risk_gate_days,overlay_days,combined_derisk_days,avg_combined_scale,annual_delta,max_dd_delta,sharpe_delta,calmar_delta
baseline_no_dd_gate,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466,1741.129933881622,64.66165413533834,598,445,0,0,0,1.0,0.0,0.0,0.0,0.0
dd_gate_only,28.020477673949284,19.35230517785657,1.215915204009689,-21.374559416852605,1.3109265612210352,1428.4784386476595,63.90977443609023,601,445,346,0,346,0.9355439642324889,-2.1765930165378116,1.034374832261772,-0.033667704341683535,-0.03661948245931135
pair_score_decay_only,30.629351465976228,20.15514259267247,1.2748550110711399,-20.772615707100783,1.4745062392650954,1809.7465577091384,64.66165413533834,626,445,0,78,78,0.9709388971684053,0.4322807754891329,1.6363185420135942,0.02527210271976732,0.1269601955847488
dd_gate_plus_pair_score_decay,28.362742656451868,19.178852358139213,1.239035890330717,-21.315064488080697,1.3306430610290767,1474.1986861917687,63.90977443609023,629,445,346,78,417,0.9077868852459017,-1.8343280340352273,1.0938697610336803,-0.010547018020655496,-0.016902982651269882
