variant,start,end,days,annual,vol,sharpe,max_dd,calmar
v6.4_baseline_today_sample,2015-04-03,2026-04-17,2684,30.72632594044833,20.97647190397935,1.236512582980402,-23.834484585247782,1.2891542013652861
v6.4_dd15_0.5x_8_today_sample,2015-04-03,2026-04-17,2684,28.11277168079167,19.922233127131467,1.1903427152656623,-21.699050476449074,1.2955761226189915
v6.6_baseline_today_sample,2015-04-03,2026-04-17,2684,30.197070690487095,20.326233705441744,1.2495829083513725,-22.408934249114377,1.3475460436803466
v6.6_dd15_0.5x_8_today_sample,2015-04-03,2026-04-17,2684,28.020477673949284,19.35230517785657,1.215915204009689,-21.374559416852605,1.3109265612210352
v6.6_pair_score_40_70_0_today_sample,2015-04-03,2026-04-17,2684,30.629351465976228,20.15514259267247,1.2748550110711399,-20.772615707100783,1.4745062392650954
v6.6_dd15_0.5x_8_plus_pair_score_40_70_0_today_sample,2015-04-03,2026-04-17,2684,28.362742656451868,19.178852358139213,1.239035890330717,-21.315064488080697,1.3306430610290767
