ma_window,slope_window,segment,start,end,rows,avg_weight,avg_turnover,cagr,vol,sharpe,max_dd,calmar,total_return,final_nav,mode,r2_window,r2_threshold,switch_buffer,entry_fraction,entry_wait_days,target_vol,vol_window,scale_threshold
60,20,last_1y,2025-05-06,2026-05-06,243,0.7352713680811461,0.18364197530864199,1.1354202378595524,0.2040784815761834,3.836175406395194,-0.06206860989266427,18.29298641975458,1.1343116514475864,2.1343116514475864,formal,20,0.2,1.03,0.5,,0.275,60,0.0
60,20,last_3y,2023-05-04,2026-05-06,727,0.6056993368040714,0.1778555514618635,0.4843097360304245,0.19064307196388836,2.1840789794940183,-0.12648484870811094,3.828994073021868,2.2781606111074275,3.2781606111074275,formal,20,0.2,1.03,0.5,,0.275,60,0.0
60,20,last_5y,2021-05-06,2026-05-06,1211,0.7113694614835342,0.21298595038214266,0.3638941573778116,0.18430621104234432,1.78732050869185,-0.17409490657398063,2.090205650118643,3.7185774999136063,4.718577499913606,formal,20,0.2,1.03,0.5,,0.275,60,0.0
60,20,last_10y,2016-05-04,2026-05-06,2429,0.7116243115779471,0.23525433162520507,0.3346857985734173,0.18828662378170666,1.6348128780330866,-0.17409490657398163,1.9224330289708536,16.95995724406803,17.95995724406803,formal,20,0.2,1.03,0.5,,0.275,60,0.0
60,20,full_common,2010-09-29,2026-05-06,3786,0.7235241912999972,0.23350182766316238,0.32947797979724136,0.20874114170912858,1.476354891229723,-0.3034837455120024,1.0856528056927217,84.00799606686357,85.00799606686357,formal,20,0.2,1.03,0.5,,0.275,60,0.0
60,20,last_1y,2025-05-06,2026-05-06,243,0.7210899272612394,0.18008331866545121,1.1070642931627641,0.2001780547368749,3.839869756747673,-0.06088383465020575,18.18322218899566,1.1059896967434604,2.1059896967434604,formal,20,0.2,1.03,0.5,,0.275,60,0.05
60,20,last_3y,2023-05-04,2026-05-06,727,0.5976103319897604,0.17509335767907908,0.47715526626178995,0.18801916864991391,2.1860477477039293,-0.12463443605062563,3.8284384427107514,2.2308897185083905,3.2308897185083905,formal,20,0.2,1.03,0.5,,0.275,60,0.05
60,20,last_5y,2021-05-06,2026-05-06,1211,0.7016711151670469,0.2098487376362966,0.35889095000033344,0.181759326924856,1.7894740673788982,-0.171531198136605,2.092277987322853,3.632675403797103,4.632675403797103,formal,20,0.2,1.03,0.5,,0.275,60,0.05
60,20,last_10y,2016-05-04,2026-05-06,2429,0.7051848039744584,0.23319462472271066,0.3311051655367927,0.18652494951832183,1.6340261226869017,-0.17153119813660422,1.9302912189367836,16.48371828888922,17.48371828888922,formal,20,0.2,1.03,0.5,,0.275,60,0.05
60,20,full_common,2010-09-29,2026-05-06,3786,0.7184057589772782,0.23162345577921248,0.3280916255429316,0.2074766290037769,1.4790238932369357,-0.302455299818033,1.0847607092364466,82.63559174596512,83.63559174596512,formal,20,0.2,1.03,0.5,,0.275,60,0.05
60,20,last_1y,2025-05-06,2026-05-06,243,0.7210899272612394,0.18008331866545121,1.1070642931627641,0.2001780547368749,3.839869756747673,-0.06088383465020575,18.18322218899566,1.1059896967434604,2.1059896967434604,formal,20,0.2,1.03,0.5,,0.275,60,0.1
60,20,last_3y,2023-05-04,2026-05-06,727,0.5976103319897604,0.17509335767907908,0.47715526626178995,0.18801916864991391,2.1860477477039293,-0.12463443605062563,3.8284384427107514,2.2308897185083905,3.2308897185083905,formal,20,0.2,1.03,0.5,,0.275,60,0.1
60,20,last_5y,2021-05-06,2026-05-06,1211,0.7016711151670469,0.2098487376362966,0.35889095000033344,0.181759326924856,1.7894740673788982,-0.171531198136605,2.092277987322853,3.632675403797103,4.632675403797103,formal,20,0.2,1.03,0.5,,0.275,60,0.1
60,20,last_10y,2016-05-04,2026-05-06,2429,0.7059296102559625,0.23331822084401668,0.3319294977848233,0.18673290741507192,1.6357472271580884,-0.1715311981366031,1.9350969467401669,16.59233913635018,17.59233913635018,formal,20,0.2,1.03,0.5,,0.275,60,0.1
60,20,full_common,2010-09-29,2026-05-06,3786,0.7195306382271651,0.23207503405060437,0.3278696095096667,0.20805799540165565,1.4746646240482029,-0.29721236340376955,1.1031492961961633,82.41774567149434,83.41774567149434,formal,20,0.2,1.03,0.5,,0.275,60,0.1
60,20,last_1y,2025-05-06,2026-05-06,243,0.7353395061728395,0.18364197530864199,1.1362004558146537,0.20413326097688345,3.837000216705946,-0.062068609892664495,18.305556669941375,1.135090930508471,2.135090930508471,formal,20,0.2,1.03,0.5,,0.275,80,0.0
60,20,last_3y,2023-05-04,2026-05-06,727,0.6081197996574356,0.17746309748067854,0.4903507065909063,0.19315226727518972,2.17928186524347,-0.12648484870811094,3.876754501422447,2.3184319714755093,3.3184319714755093,formal,20,0.2,1.03,0.5,,0.275,80,0.0
60,20,last_5y,2021-05-06,2026-05-06,1211,0.7128225386878246,0.2127503483637104,0.3672292860906694,0.1858724310105926,1.7869675321329899,-0.17409490657398063,2.109362607541981,3.776544011462769,4.776544011462769,formal,20,0.2,1.03,0.5,,0.275,80,0.0
60,20,last_10y,2016-05-04,2026-05-06,2429,0.7116744794771093,0.23505750035401543,0.3350183690038664,0.18796329914507567,1.6385733443718737,-0.17409490657398052,1.9243433113392232,17.00477761555981,18.00477761555981,formal,20,0.2,1.03,0.5,,0.275,80,0.0
60,20,full_common,2010-09-29,2026-05-06,3786,0.7249996736400129,0.23394567227722826,0.3314812842717503,0.21025935609903704,1.4743791019284676,-0.28193425542783024,1.1757396552211554,86.02841506505486,87.02841506505486,formal,20,0.2,1.03,0.5,,0.275,80,0.0
60,20,last_1y,2025-05-06,2026-05-06,243,0.7353395061728395,0.18364197530864199,1.1362004558146537,0.20413326097688345,3.837000216705946,-0.062068609892664495,18.305556669941375,1.135090930508471,2.135090930508471,formal,20,0.2,1.03,0.5,,0.275,80,0.05
60,20,last_3y,2023-05-04,2026-05-06,727,0.6101018026661179,0.17761189377207373,0.4918336633670157,0.19350437517023847,2.1808339390588376,-0.12648484870811094,3.8884788841548934,2.328368128556076,3.328368128556076,formal,20,0.2,1.03,0.5,,0.275,80,0.05
60,20,last_5y,2021-05-06,2026-05-06,1211,0.7140123951595935,0.2128396752867858,0.3680471797130067,0.1860932978018273,1.7882909335216244,-0.17409490657398063,2.114060583137205,3.790846095099889,4.790846095099889,formal,20,0.2,1.03,0.5,,0.275,80,0.05
60,20,last_10y,2016-05-04,2026-05-06,2429,0.7108646497618036,0.23454887411172537,0.33548982274315464,0.1876758826979707,1.6426668921027008,-0.17409490657398063,1.9270513385214412,17.068487746559953,18.068487746559953,formal,20,0.2,1.03,0.5,,0.275,80,0.05
60,20,full_common,2010-09-29,2026-05-06,3786,0.7242498546347015,0.23334607612575728,0.3330444956720735,0.21003040208499912,1.4813415185089756,-0.27645304661587466,1.204705463545972,87.63610384929925,88.63610384929925,formal,20,0.2,1.03,0.5,,0.275,80,0.05
60,20,last_1y,2025-05-06,2026-05-06,243,0.7353395061728395,0.18364197530864199,1.1362004558146537,0.20413326097688345,3.837000216705946,-0.062068609892664495,18.305556669941375,1.135090930508471,2.135090930508471,formal,20,0.2,1.03,0.5,,0.275,80,0.1
60,20,last_3y,2023-05-04,2026-05-06,727,0.5990478230995745,0.17292469395587154,0.486221828268359,0.18940332342706778,2.204113537012017,-0.11976105420438832,4.05993276778072,2.2908718449437098,3.2908718449437098,formal,20,0.2,1.03,0.5,,0.275,80,0.1
60,20,last_5y,2021-05-06,2026-05-06,1211,0.6898209458191886,0.20466382520275878,0.36113198739287955,0.1802732324085659,1.8119708652936735,-0.16477043791036272,2.1917280306637292,3.670996605438286,4.670996605438286,formal,20,0.2,1.03,0.5,,0.275,80,0.1
60,20,last_10y,2016-05-04,2026-05-06,2429,0.6848072810780342,0.22477085918639847,0.3276625764678722,0.182088755162355,1.6550822521230695,-0.16477043791036372,1.9886005076112194,16.036588399875818,17.036588399875818,formal,20,0.2,1.03,0.5,,0.275,80,0.1
60,20,full_common,2010-09-29,2026-05-06,3786,0.7079264531427268,0.22696067596293984,0.327565121893592,0.20731260881287286,1.4781203212399643,-0.2802986402113721,1.1686290081413755,82.11984051034705,83.11984051034705,formal,20,0.2,1.03,0.5,,0.275,80,0.1
60,20,last_1y,2025-05-06,2026-05-06,243,0.7353395061728395,0.18364197530864199,1.1362004558146537,0.20413326097688345,3.837000216705946,-0.062068609892664495,18.305556669941375,1.135090930508471,2.135090930508471,formal,20,0.2,1.03,0.5,,0.275,100,0.0
60,20,last_3y,2023-05-04,2026-05-06,727,0.607286548058409,0.1765896006309252,0.4910845820994625,0.19252166035951845,2.188145162472498,-0.12648484870811094,3.882556583775012,2.3233466311151254,3.3233466311151254,formal,20,0.2,1.03,0.5,,0.275,100,0.0
60,20,last_5y,2021-05-06,2026-05-06,1211,0.7123223125007955,0.21222596173301622,0.36763408022729815,0.18547986614283118,1.7918245243139341,-0.17409490657398063,2.1116877424043086,3.7836181622278797,4.78361816222788,formal,20,0.2,1.03,0.5,,0.275,100,0.0
60,20,last_10y,2016-05-04,2026-05-06,2429,0.7129198044059769,0.2342253548762337,0.33294983626986197,0.18914234985637535,1.6212787769422108,-0.17409490657397897,1.9124616729001203,16.72762836781774,17.72762836781774,formal,20,0.2,1.03,0.5,,0.275,100,0.0
60,20,full_common,2010-09-29,2026-05-06,3786,0.7251192930794497,0.2328538754727458,0.33575250652621125,0.2095700952867561,1.4937979963135273,-0.2659754105443799,1.262344161210303,90.4871266084823,91.4871266084823,formal,20,0.2,1.03,0.5,,0.275,100,0.0
60,20,last_1y,2025-05-06,2026-05-06,243,0.7353395061728395,0.18364197530864199,1.1362004558146537,0.20413326097688345,3.837000216705946,-0.062068609892664495,18.305556669941375,1.135090930508471,2.135090930508471,formal,20,0.2,1.03,0.5,,0.275,100,0.05
60,20,last_3y,2023-05-04,2026-05-06,727,0.6101766150829603,0.17692210450388154,0.49297169212025116,0.19291171140747324,2.190721014066714,-0.12648484870811094,3.897476236524438,2.3360066372524435,3.3360066372524435,formal,20,0.2,1.03,0.5,,0.275,100,0.05
60,20,last_5y,2021-05-06,2026-05-06,1211,0.714057307320654,0.21242557388465882,0.36867461573862315,0.18572446553647728,1.7938296828872786,-0.17409490657398063,2.117664571547686,3.8018409484775617,4.801840948477562,formal,20,0.2,1.03,0.5,,0.275,100,0.05
60,20,last_10y,2016-05-04,2026-05-06,2429,0.7141941497376599,0.23429481529071747,0.33457796862396494,0.1894357493936286,1.6255307633307647,-0.1740949065739804,1.9218136544493813,16.94544662232178,17.94544662232178,formal,20,0.2,1.03,0.5,,0.275,100,0.05
60,20,full_common,2010-09-29,2026-05-06,3786,0.7234016142921771,0.23203144528065942,0.33671539687998653,0.20921356519193765,1.499439773457389,-0.2658525033142126,1.266549656980362,91.5213870661688,92.5213870661688,formal,20,0.2,1.03,0.5,,0.275,100,0.05
60,20,last_1y,2025-05-06,2026-05-06,243,0.7353395061728395,0.18364197530864199,1.1362004558146537,0.20413326097688345,3.837000216705946,-0.062068609892664495,18.305556669941375,1.135090930508471,2.135090930508471,formal,20,0.2,1.03,0.5,,0.275,100,0.1
60,20,last_3y,2023-05-04,2026-05-06,727,0.6043350549828443,0.17425442231302637,0.49070190943351055,0.19178719810967554,2.194510273454177,-0.12238420006508333,4.009520094689981,2.320783321222439,3.320783321222439,formal,20,0.2,1.03,0.5,,0.275,100,0.1
60,20,last_5y,2021-05-06,2026-05-06,1211,0.6998308512095869,0.2075499787368578,0.3650908423279615,0.18303132824762483,1.8031283108924172,-0.16841106369676606,2.1678554503125094,3.7393114846008864,4.739311484600886,formal,20,0.2,1.03,0.5,,0.275,100,0.1
60,20,last_10y,2016-05-04,2026-05-06,2429,0.7070560790156764,0.23186537271589205,0.33156533186939874,0.18836477556379,1.6216949389809407,-0.16841106369676695,1.9687859252905124,16.54427895055848,17.54427895055848,formal,20,0.2,1.03,0.5,,0.275,100,0.1
60,20,full_common,2010-09-29,2026-05-06,3786,0.7188069977003526,0.23032485623559174,0.3359625477670627,0.20854108284981424,1.500893096754934,-0.26309911103650163,1.2769429225492601,90.71180918096654,91.71180918096654,formal,20,0.2,1.03,0.5,,0.275,100,0.1
60,20,last_1y,2025-05-06,2026-05-06,243,0.7353395061728395,0.18364197530864199,1.1362004558146537,0.20413326097688345,3.837000216705946,-0.062068609892664495,18.305556669941375,1.135090930508471,2.135090930508471,formal,20,0.2,1.03,0.5,,0.3,60,0.0
60,20,last_3y,2023-05-04,2026-05-06,727,0.6109225199523851,0.17840666325064375,0.48871025506496024,0.1921837138946194,2.183574830293683,-0.12648484870811094,3.863784951767281,2.3074636451254764,3.3074636451254764,formal,20,0.2,1.03,0.5,,0.3,60,0.0
60,20,last_5y,2021-05-06,2026-05-06,1211,0.7145050966188142,0.21331679949068377,0.3663241514742659,0.18526756051233403,1.7886355605353397,-0.17409490657398063,2.104163520249793,3.7607562255465954,4.760756225546595,formal,20,0.2,1.03,0.5,,0.3,60,0.0
60,20,last_10y,2016-05-04,2026-05-06,2429,0.7173909775817932,0.23644760203028062,0.33757896196057446,0.19032536561818103,1.6307605473613942,-0.1740949065739812,1.939051340465961,17.353253334967757,18.353253334967757,formal,20,0.2,1.03,0.5,,0.3,60,0.0
60,20,full_common,2010-09-29,2026-05-06,3786,0.7350492211935178,0.23675054876191493,0.3358458501038828,0.21392286551072032,1.468212911264724,-0.312312473905451,1.075352021339872,90.58691320665906,91.58691320665906,formal,20,0.2,1.03,0.5,,0.3,60,0.0
60,20,last_1y,2025-05-06,2026-05-06,243,0.7353395061728395,0.18364197530864199,1.1362004558146537,0.20413326097688345,3.837000216705946,-0.062068609892664495,18.305556669941375,1.135090930508471,2.135090930508471,formal,20,0.2,1.03,0.5,,0.3,60,0.05
60,20,last_3y,2023-05-04,2026-05-06,727,0.6072705304331352,0.1763993245927859,0.4875289790597763,0.19066742875440704,2.1953261818627436,-0.12351324588730661,3.947179717911368,2.2995804426381663,3.2995804426381663,formal,20,0.2,1.03,0.5,,0.3,60,0.05
60,20,last_5y,2021-05-06,2026-05-06,1211,0.7045404865623804,0.2097378525352755,0.36398448701600716,0.18287065978574077,1.8002932239891414,-0.1699769166989381,2.141375982602943,3.7201400313331767,4.720140031333177,formal,20,0.2,1.03,0.5,,0.3,60,0.05
60,20,last_10y,2016-05-04,2026-05-06,2429,0.7095383457367133,0.23377287217950926,0.33460951612108736,0.18826718554414146,1.634680380322061,-0.16997691669893766,1.9685585703013204,16.949690860689277,17.949690860689277,formal,20,0.2,1.03,0.5,,0.3,60,0.05
60,20,full_common,2010-09-29,2026-05-06,3786,0.7299385936169881,0.23485166840213115,0.33463441751751954,0.21276987998581054,1.4707195797793764,-0.31261875149578244,1.0704233700518573,89.29974376975187,90.29974376975187,formal,20,0.2,1.03,0.5,,0.3,60,0.05
60,20,last_1y,2025-05-06,2026-05-06,243,0.7353395061728395,0.18364197530864199,1.1362004558146537,0.20413326097688345,3.837000216705946,-0.062068609892664495,18.305556669941375,1.135090930508471,2.135090930508471,formal,20,0.2,1.03,0.5,,0.3,60,0.1
60,20,last_3y,2023-05-04,2026-05-06,727,0.6121643978690363,0.17847446272815035,0.49000667410613397,0.19250819618562176,2.184762725445649,-0.12648484870811094,3.8740345512601455,2.3161297057736703,3.3161297057736703,formal,20,0.2,1.03,0.5,,0.3,60,0.1
60,20,last_5y,2021-05-06,2026-05-06,1211,0.7152506335679516,0.21335750157173022,0.3670394958484964,0.18547067879817256,1.7897102939006335,-0.17409490657398063,2.1082724536373787,3.77323013504601,4.77323013504601,formal,20,0.2,1.03,0.5,,0.3,60,0.1
60,20,last_10y,2016-05-04,2026-05-06,2429,0.7057199277743362,0.23163781126613167,0.3350750967255043,0.18760690100738295,1.641606862829956,-0.17409490657398075,1.9246691549997519,17.012432828270303,18.012432828270303,formal,20,0.2,1.03,0.5,,0.3,60,0.1
