strategy,start,end,days,key
Sub-B,2016-12-02,2016-12-08,5,BTC-USD:0.286825|DBC:0.043730|GLD:0.080964|QQQ:0.043501|UUP:0.107212
Sub-B,2016-12-09,2016-12-15,5,BTC-USD:0.309690|DBC:0.024309|EMXC:0.026802|GLD:0.073915|QQQ:0.148927
Sub-B,2016-12-16,2016-12-22,5,BTC-USD:0.310473|DBC:0.026911|EMXC:0.030246|QQQ:0.109448|UUP:0.077646
Sub-B,2016-12-23,2016-12-29,4,BTC-USD:0.299233|DBC:0.030119|EMXC:0.031949|QQQ:0.116052|UUP:0.080673
Sub-B,2016-12-30,2017-01-05,4,BTC-USD:0.288802|DBC:0.041907|EMXC:0.054006|QQQ:0.141412|UUP:0.041566
Sub-B,2017-01-06,2017-01-12,5,BTC-USD:0.268825|DBC:0.048224|EMXC:0.055726|QQQ:0.154643|UUP:0.039782
Sub-B,2017-01-13,2017-01-19,4,BTC-USD:0.049628|DBC:0.043681|EMXC:0.059753|QQQ:1.010315|TLT:0.034912
Sub-B,2017-01-20,2017-01-26,5,BTC-USD:0.045024|DBC:0.037973|EMXC:0.072789|QQQ:1.018935|TLT:0.033289
Sub-B,2017-01-27,2017-02-02,5,BTC-USD:0.048209|DBC:0.038420|EMXC:0.073822|QQQ:1.019507|TLT:0.031774
Sub-B,2017-02-03,2017-02-09,5,BTC-USD:0.045106|DBC:0.034565|EMXC:0.077085|GLD:0.057575|QQQ:1.039125
Sub-B,2017-02-10,2017-02-16,5,BTC-USD:0.070616|DBC:0.034519|EMXC:0.074029|GLD:0.053677|QQQ:1.011784
Sub-B,2017-02-17,2017-02-23,4,BTC-USD:0.086648|EMXC:0.341093|GLD:0.055277|QQQ:1.027483
Sub-B,2017-02-24,2017-03-02,5,BTC-USD:0.073476|EMXC:0.356881|GLD:0.055482|QQQ:1.024250
Sub-B,2017-03-03,2017-03-09,5,BTC-USD:0.087278|EMXC:0.070873|QQQ:1.117368
Sub-B,2017-03-10,2017-03-16,5,BTC-USD:0.071245|EFA:0.036394|EMXC:0.047993|QQQ:1.125784
Sub-B,2017-03-17,2017-03-23,5,BTC-USD:0.065269|EMXC:0.243590|QQQ:1.317251
Sub-B,2017-03-24,2017-03-30,5,BTC-USD:0.071793|EMXC:0.297702|QQQ:1.198433
Sub-B,2017-03-31,2017-04-06,5,BTC-USD:0.051788|EMXC:0.327529|QQQ:1.184976
Sub-B,2017-04-07,2017-04-13,5,BTC-USD:0.049859|EMXC:0.340495|QQQ:1.173557
Sub-B,2017-04-17,2017-04-20,4,BTC-USD:0.053557|DBC:0.042943|EMXC:0.076311|QQQ:1.118723
Sub-B,2017-04-21,2017-04-27,5,BTC-USD:0.055514|EMXC:0.092910|QQQ:1.168203
Sub-B,2017-04-28,2017-05-04,5,BTC-USD:0.109004|EFA:0.029833|EMXC:0.326530|QQQ:1.022901
Sub-B,2017-05-05,2017-05-11,5,BTC-USD:0.115889|EFA:0.030423|EMXC:0.318927|QQQ:1.024861
Sub-B,2017-05-12,2017-05-18,5,BTC-USD:0.090218|EFA:0.027825|EMXC:0.296845|QQQ:1.122636
Sub-B,2017-05-19,2017-05-25,5,BTC-USD:0.103823|EFA:0.037071|EMXC:0.375683|QQQ:0.899485
Sub-B,2017-05-26,2017-06-01,4,BTC-USD:0.083853|EFA:0.043189|EMXC:0.366954|QQQ:0.921178
Sub-B,2017-06-02,2017-06-08,5,BTC-USD:0.078854|EFA:0.042527|EMXC:0.357525|QQQ:0.955520
Sub-B,2017-06-09,2017-06-15,5,BTC-USD:0.075995|EFA:0.045186|EMXC:0.393037|QQQ:0.889974
Sub-B,2017-06-16,2017-06-22,5,BTC-USD:0.070718|EFA:0.046626|EMXC:0.421005|QQQ:0.809013
Sub-B,2017-06-23,2017-06-29,5,BTC-USD:0.073982|EFA:0.047828|EMXC:0.497191|QQQ:0.662060
Sub-B,2017-06-30,2017-07-06,4,BTC-USD:0.086667|EFA:0.049224|EMXC:0.499040|QQQ:0.629710
Sub-B,2017-07-07,2017-07-13,5,BTC-USD:0.107404|EMXC:0.518218|QQQ:0.638634
Sub-B,2017-07-14,2017-07-20,5,BTC-USD:0.121266|EMXC:0.465163|QQQ:0.695452
Sub-B,2017-07-21,2017-07-27,5,BTC-USD:0.063064|EMXC:0.488780|QQQ:0.788806
Sub-B,2017-07-28,2017-08-03,5,BTC-USD:0.055687|EMXC:0.462140|QQQ:0.816244
Sub-B,2017-08-04,2017-08-10,5,BTC-USD:0.039943|EMXC:0.406855|QQQ:0.946371
Sub-B,2017-08-11,2017-08-17,5,BTC-USD:0.039136|EMXC:0.511163|QQQ:0.778350
Sub-B,2017-08-18,2017-08-24,5,BTC-USD:0.043000|EMXC:0.611349|QQQ:0.593813
Sub-B,2017-08-25,2017-08-31,5,BTC-USD:0.052269|EMXC:0.576906|QQQ:0.625551
Sub-B,2017-09-01,2017-09-07,4,BTC-USD:0.052641|EMXC:0.614265|QQQ:0.575585
Sub-B,2017-09-08,2017-09-14,5,BTC-USD:0.054541|EMXC:0.619937|QQQ:0.563018
Sub-B,2017-09-15,2017-09-21,5,BTC-USD:0.052941|EMXC:0.571168|QQQ:0.657431
Sub-B,2017-09-22,2017-09-28,5,BTC-USD:0.031417|EMXC:0.574077|QQQ:0.684415
Sub-B,2017-09-29,2017-10-05,5,BTC-USD:0.035593|EFA:0.045309|EMXC:0.497272|QQQ:0.732597
Sub-B,2017-10-06,2017-10-12,5,BTC-USD:0.037104|EFA:0.051003|EMXC:0.468019|QQQ:0.760924
Sub-B,2017-10-13,2017-10-19,5,BTC-USD:0.040834|EFA:0.050926|EMXC:0.419741|QQQ:0.855162
Sub-B,2017-10-20,2017-10-26,5,BTC-USD:0.061742|EFA:0.054376|EMXC:0.338728|QQQ:0.952448
Sub-B,2017-10-27,2017-11-02,5,BTC-USD:0.052732|EFA:0.053193|EMXC:0.339159|QQQ:0.955649
Sub-B,2017-11-03,2017-11-09,5,BTC-USD:0.073593|EMXC:0.478695|QQQ:0.750898
Sub-B,2017-11-10,2017-11-16,5,BTC-USD:0.097557|EMXC:0.430868|QQQ:0.792564
Sub-B,2017-11-17,2017-11-22,4,BTC-USD:0.073344|EMXC:0.492536|QQQ:0.745840
Sub-B,2017-11-24,2017-11-30,5,BTC-USD:0.086709|EMXC:0.434405|QQQ:0.812879
Sub-B,2017-12-01,2017-12-07,5,BTC-USD:0.062745|EMXC:0.403099|QQQ:0.894114
Sub-B,2017-12-08,2017-12-14,5,BTC-USD:0.049198|EMXC:0.112384|QQQ:0.982794
Sub-B,2017-12-15,2017-12-21,5,BTC-USD:0.042422|EMXC:0.453397|QQQ:0.792691
Sub-B,2017-12-22,2017-12-28,4,BTC-USD:0.036441|EMXC:0.478904|QQQ:0.729331
Sub-B,2017-12-29,2018-01-04,4,BTC-USD:0.029445|EMXC:0.447766|QQQ:0.805835
Sub-B,2018-01-05,2018-01-11,5,BTC-USD:0.031700|EMXC:0.460071|QQQ:0.779639
Sub-B,2018-01-12,2018-01-18,4,BTC-USD:0.038211|EMXC:0.485086|QQQ:0.730724
Sub-B,2018-01-19,2018-01-25,5,BTC-USD:0.034558|EMXC:0.511796|QQQ:0.699499
Sub-B,2018-01-26,2018-02-01,5,BTC-USD:0.039767|DBC:0.043872|EMXC:0.519752|QQQ:0.619273
Sub-B,2018-02-02,2018-02-02,1,BTC-USD:0.046578|DBC:0.046691|EMXC:0.454178|QQQ:0.700323
Sub-B,2018-02-26,2018-03-01,4,BTC-USD:0.099478|EMXC:0.449202|QQQ:0.484062
Sub-B,2018-03-02,2018-03-08,5,BTC-USD:0.101669|DBC:0.052233|EMXC:0.416912|QQQ:0.455000
Sub-B,2018-03-09,2018-03-15,5,BTC-USD:0.112188|DBC:0.049980|EMXC:0.389723|QQQ:0.479476
Sub-B,2018-03-16,2018-03-22,5,BTC-USD:0.091187|DBC:0.048977|EMXC:0.383349|QQQ:0.510394
Sub-B,2018-03-23,2018-03-26,2,BTC-USD:0.119516|DBC:0.046735|EMXC:0.430205|QQQ:0.437927
Sub-B,2018-04-17,2018-04-19,3,BTC-USD:0.162429|DBC:0.051607|EMXC:0.108535|QQQ:0.471917
Sub-B,2018-04-20,2018-04-26,5,BTC-USD:0.103281|DBC:0.519986|EMXC:0.110731|QQQ:0.304776
Sub-B,2018-04-27,2018-05-03,5,BTC-USD:0.083931|DBC:0.500509|EMXC:0.112238|QQQ:0.355417
Sub-B,2018-05-04,2018-05-10,5,BTC-USD:0.089921|DBC:0.488239|EMXC:0.106499|QQQ:0.388000
Sub-B,2018-05-11,2018-05-17,5,BTC-USD:0.084485|DBC:0.562475|EFA:0.060778|QQQ:0.358947
Sub-B,2018-05-18,2018-05-24,5,BTC-USD:0.065429|DBC:0.605608|EFA:0.059746|QQQ:0.308441
Sub-B,2018-05-25,2018-05-31,4,BTC-USD:0.081928|DBC:0.520522|EFA:0.049060|QQQ:0.411880
Sub-B,2018-06-01,2018-06-07,5,BTC-USD:0.101742|DBC:0.415591|EFA:0.036116|QQQ:0.536996
Sub-B,2018-06-08,2018-06-14,5,BTC-USD:0.115798|DBC:0.393203|EMXC:0.027429|QQQ:0.570775
Sub-B,2018-06-15,2018-06-21,5,BTC-USD:0.099131|DBC:0.069463|EMXC:0.026083|QQQ:0.681831
Sub-B,2018-06-22,2018-06-28,5,BTC-USD:0.108837|DBC:0.061929|EFA:0.032909|QQQ:0.671462
Sub-B,2018-06-29,2018-07-05,4,BTC-USD:0.110359|DBC:0.062152|EFA:0.042830|QQQ:0.614710
Sub-B,2018-07-06,2018-07-12,5,BTC-USD:0.098069|DBC:0.058598|EFA:0.042779|QQQ:0.641631
Sub-B,2018-07-13,2018-07-19,5,BTC-USD:0.123348|DBC:0.055737|EMXC:0.033479|QQQ:0.695469
Sub-B,2018-07-20,2018-07-26,5,BTC-USD:0.109270|DBC:0.032526|EMXC:0.039151|QQQ:0.683587
Sub-B,2018-07-27,2018-08-02,5,BTC-USD:0.098230|DBC:0.054647|EMXC:0.034663|QQQ:0.714893
Sub-B,2018-08-03,2018-08-09,5,BTC-USD:0.109414|DBC:0.059561|EMXC:0.039036|QQQ:0.683780
Sub-B,2018-08-10,2018-08-16,5,BTC-USD:0.086262|DBC:0.064070|EMXC:0.037895|QQQ:0.718251
Sub-B,2018-08-17,2018-08-23,5,BTC-USD:0.103169|DBC:0.037699|EFA:0.041950|QQQ:0.687250
Sub-B,2018-08-24,2018-08-30,5,BTC-USD:0.102799|DBC:0.034525|EFA:0.037933|QQQ:0.703615
Sub-B,2018-08-31,2018-09-06,4,BTC-USD:0.084463|DBC:0.031368|EFA:0.031157|QQQ:0.749544
Sub-B,2018-09-07,2018-09-13,5,BTC-USD:0.097960|DBC:0.035643|EFA:0.033671|QQQ:0.720507
Sub-B,2018-09-14,2018-09-20,5,BTC-USD:0.102626|DBC:0.038000|EFA:0.036112|QQQ:0.728208
Sub-B,2018-09-21,2018-09-27,5,BTC-USD:0.126399|DBC:0.041739|EFA:0.037947|QQQ:0.665804|UUP:0.038094
Sub-B,2018-09-28,2018-10-04,5,BTC-USD:0.118506|DBC:0.101466|QQQ:0.700343|UUP:0.040964
Sub-B,2018-10-05,2018-10-11,5,BTC-USD:0.160300|DBC:0.393417|QQQ:0.588544|UUP:0.045107
Sub-B,2018-10-12,2018-10-18,5,BTC-USD:0.285340|DBC:0.087842|QQQ:0.086370|UUP:0.041365
Sub-B,2018-10-19,2018-10-25,5,BTC-USD:0.287371|DBC:0.095757|QQQ:0.088270|UUP:0.057242
Sub-B,2018-10-26,2018-11-01,5,BTC-USD:0.297969|DBC:0.077954|QQQ:0.058907
Sub-B,2018-11-02,2018-11-08,5,BTC-USD:0.294795|DBC:0.086843|QQQ:0.050358
Sub-B,2018-11-09,2018-11-15,5,BTC-USD:0.298303|DBC:0.087427|QQQ:0.085084
Sub-B,2018-11-16,2018-11-21,4,BTC-USD:0.018022|DBC:0.045521|QQQ:0.107716
Sub-B,2018-11-23,2018-11-29,5,BTC-USD:0.012267|DBC:0.046596|QQQ:0.071368
Sub-B,2018-11-30,2018-12-06,4,BTC-USD:0.009171|DBC:0.045037|QQQ:0.113557
Sub-B,2018-12-07,2018-12-13,5,BTC-USD:0.013772|QQQ:0.091950
Sub-B,2018-12-14,2018-12-20,5,BTC-USD:0.009303|DBC:0.043501|QQQ:0.096961
Sub-B,2018-12-21,2018-12-26,3,BTC-USD:0.012615|QQQ:0.074098
Sub-B,2019-01-11,2019-01-17,5,BTC-USD:0.010691|DBC:0.048237|QQQ:0.041579|TLT:0.027778
Sub-B,2019-01-18,2019-01-24,4,BTC-USD:0.010521|DBC:0.050907|QQQ:0.040155
Sub-B,2019-01-25,2019-01-31,5,BTC-USD:0.011802|DBC:0.049068|QQQ:0.044926
Sub-B,2019-02-01,2019-02-07,5,BTC-USD:0.015004|DBC:0.045453|QQQ:0.045753
Sub-B,2019-02-08,2019-02-14,5,BTC-USD:0.013880|DBC:0.043758|QQQ:0.051391
Sub-B,2019-02-15,2019-02-21,4,BTC-USD:0.013727|DBC:0.043637|GLD:0.055556|QQQ:0.051940
Sub-B,2019-02-22,2019-02-28,5,BTC-USD:0.010414|DBC:0.042069|GLD:0.055556|QQQ:0.099064|TLT:0.036874
Sub-B,2019-03-01,2019-03-07,5,BTC-USD:0.009015|DBC:0.036592|GLD:0.055556|QQQ:0.125105|TLT:0.030729
Sub-B,2019-03-08,2019-03-14,5,DBC:0.025417|GLD:0.055556|QQQ:0.113774|TLT:0.028807
Sub-B,2019-03-15,2019-03-21,5,DBC:0.026801|GLD:0.055556|QQQ:0.110527|TLT:0.029047
Sub-B,2019-03-22,2019-03-28,5,DBC:0.030224|GLD:0.055042|QQQ:0.575779|TLT:0.060643
Sub-B,2019-03-29,2019-04-04,5,DBC:0.035136|GLD:0.049679|QQQ:0.084660|TLT:0.064361
Sub-B,2019-04-05,2019-04-11,5,BTC-USD:0.097042|DBC:0.050309|GLD:0.057014|QQQ:0.811524|TLT:0.058247
Sub-B,2019-04-12,2019-04-18,5,BTC-USD:0.082427|DBC:0.048069|GLD:0.055556|QQQ:0.849749|TLT:0.030101
Sub-B,2019-04-22,2019-04-25,4,BTC-USD:0.074942|DBC:0.047111|GLD:0.055556|QQQ:0.874527|TLT:0.028616
Sub-B,2019-04-26,2019-05-02,5,BTC-USD:0.048222|DBC:0.041591|GLD:0.056478|QQQ:0.941480|TLT:0.052150
Sub-B,2019-05-03,2019-05-09,5,BTC-USD:0.084656|EMXC:0.026476|GLD:0.055588|QQQ:0.906992|TLT:0.056421
Sub-B,2019-05-10,2019-05-16,5,BTC-USD:0.124343|GLD:0.056777|QQQ:0.780573|TLT:0.104606
Sub-B,2019-05-17,2019-05-23,5,BTC-USD:0.098357|GLD:0.083216|QQQ:0.795554|TLT:0.133734
Sub-B,2019-05-24,2019-05-30,4,BTC-USD:0.258155|GLD:0.079287|QQQ:0.075387|TLT:0.136730
Sub-B,2019-05-31,2019-06-06,5,BTC-USD:0.257499|GLD:0.081511|QQQ:0.074275|TLT:0.136831
Sub-B,2019-06-07,2019-06-13,5,BTC-USD:0.258716|GLD:0.080176|QQQ:0.077992|TLT:0.134423
Sub-B,2019-06-14,2019-06-20,5,BTC-USD:0.263480|GLD:0.144617|QQQ:0.083238|TLT:0.122593
Sub-B,2019-06-21,2019-06-27,5,BTC-USD:0.089562|GLD:0.059170|QQQ:0.510598|TLT:0.586813
Sub-B,2019-06-28,2019-07-03,4,BTC-USD:0.063214|GLD:0.198268|QQQ:0.451988|TLT:0.570226
Sub-B,2019-07-05,2019-07-11,5,BTC-USD:0.041319|GLD:0.153391|QQQ:0.536829|TLT:0.566221
Sub-B,2019-07-12,2019-07-18,5,BTC-USD:0.049443|GLD:0.099959|QQQ:0.990679|TLT:0.074968
Sub-B,2019-07-19,2019-07-25,5,BTC-USD:0.042484|GLD:0.579563|QQQ:1.000134|TLT:0.031841
Sub-B,2019-07-26,2019-08-01,5,BTC-USD:0.043702|GLD:0.131405|QQQ:0.835176|TLT:0.131538
Sub-B,2019-08-02,2019-08-08,5,BTC-USD:0.062741|GLD:0.620599|QQQ:0.129554|TLT:0.484572
Sub-B,2019-08-09,2019-08-15,5,BTC-USD:0.063952|GLD:0.602374|QQQ:0.084110|TLT:0.508621
Sub-B,2019-08-16,2019-08-22,5,BTC-USD:0.089793|GLD:0.631153|QQQ:0.069269|TLT:0.474772
Sub-B,2019-08-23,2019-08-29,5,BTC-USD:0.101792|GLD:0.647226|QQQ:0.089713|TLT:0.445091
Sub-B,2019-08-30,2019-09-05,4,BTC-USD:0.088869|GLD:0.821372|QQQ:0.030801|TLT:0.397917
Sub-B,2019-09-06,2019-09-12,5,BTC-USD:0.107169|GLD:0.702107|QQQ:0.091180|TLT:0.418075
Sub-B,2019-09-13,2019-09-19,5,BTC-USD:0.117062|GLD:0.647504|QQQ:0.095984|TLT:0.418911
Sub-B,2019-09-20,2019-09-26,5,BTC-USD:0.135932|GLD:0.655714|QQQ:0.103598|TLT:0.394244
Sub-B,2019-09-27,2019-10-03,5,BTC-USD:0.105587|GLD:0.733692|QQQ:0.052022|TLT:0.406380
Sub-B,2019-10-04,2019-10-10,5,BTC-USD:0.126045|GLD:0.766426|QQQ:0.056159|TLT:0.379739
Sub-B,2019-10-11,2019-10-17,5,BTC-USD:0.116701|GLD:0.756695|QQQ:0.051636|TLT:0.407899
Sub-B,2019-10-18,2019-10-24,5,BTC-USD:0.119787|GLD:0.676440|QQQ:0.061865|TLT:0.438038
Sub-B,2019-10-25,2019-10-31,5,BTC-USD:0.130827|GLD:0.821096|QQQ:0.458522|TLT:0.103038
Sub-B,2019-11-01,2019-11-07,5,BTC-USD:0.071689|GLD:0.833041|QQQ:0.531728|TLT:0.102828
Sub-B,2019-11-08,2019-11-14,5,BTC-USD:0.078085|GLD:0.220114|QQQ:0.836076|TLT:0.056974
Sub-B,2019-11-15,2019-11-21,5,BTC-USD:0.069348|GLD:0.213472|QQQ:0.864220|TLT:0.056174
Sub-B,2019-11-22,2019-11-27,4,BTC-USD:0.062157|GLD:0.230083|QQQ:0.810627|TLT:0.084265
Sub-B,2019-11-29,2019-12-05,5,BTC-USD:0.100848|GLD:0.131276|QQQ:0.863400|TLT:0.076626
Sub-B,2019-12-06,2019-12-12,5,BTC-USD:0.100742|GLD:0.154260|QQQ:0.845623|TLT:0.075015
Sub-B,2019-12-13,2019-12-19,5,BTC-USD:0.114149|GLD:0.167650|QQQ:0.814555|TLT:0.075290
Sub-B,2019-12-20,2019-12-26,4,BTC-USD:0.084920|GLD:0.170903|QQQ:0.861594|TLT:0.077543
Sub-B,2019-12-27,2020-01-02,4,BTC-USD:0.085317|GLD:0.235283|QQQ:0.919886|TLT:0.019694
Sub-B,2020-01-03,2020-01-09,5,BTC-USD:0.071576|EMXC:0.330843|GLD:0.216520|QQQ:0.774427|TLT:0.020858
Sub-B,2020-01-10,2020-01-16,5,BTC-USD:0.060871|EFA:0.038939|EMXC:0.023596|GLD:0.685104|QQQ:0.702346|TLT:0.021439
Sub-B,2020-01-17,2020-01-23,4,BTC-USD:0.070309|EFA:0.043996|EMXC:0.026722|GLD:0.649654|QQQ:0.646441
Sub-B,2020-01-24,2020-01-30,5,BTC-USD:0.077758|EMXC:0.023224|GLD:0.734376|QQQ:0.654848
Sub-B,2020-01-31,2020-02-06,5,BTC-USD:0.095542|GLD:0.749463|QQQ:0.587535|TLT:0.039523
Sub-B,2020-02-07,2020-02-13,5,BTC-USD:0.099956|GLD:0.785328|QQQ:0.503286|TLT:0.067655
Sub-B,2020-02-14,2020-02-20,4,BTC-USD:0.117267|GLD:0.806597|QQQ:0.472511|TLT:0.063751
Sub-B,2020-02-21,2020-02-27,5,BTC-USD:0.105936|GLD:0.758258|QQQ:0.486847|TLT:0.096440
Sub-B,2020-04-17,2020-04-23,5,BTC-USD:0.137063|GLD:0.459913|QQQ:0.031550|TLT:0.371773
Sub-B,2020-04-24,2020-04-30,5,BTC-USD:0.128945|GLD:0.396469|QQQ:0.024038|TLT:0.446652
Sub-B,2020-05-01,2020-05-07,5,BTC-USD:0.130320|GLD:0.084981|QQQ:0.246900|TLT:0.542421
Sub-B,2020-05-08,2020-05-14,5,BTC-USD:0.134592|GLD:0.101432|QQQ:0.301004|TLT:0.499029
Sub-B,2020-05-15,2020-05-21,5,BTC-USD:0.110296|GLD:0.160454|QQQ:0.315182|TLT:0.516281
Sub-B,2020-05-22,2020-05-28,4,BTC-USD:0.098306|GLD:0.227814|QQQ:0.361848|TLT:0.491396
Sub-B,2020-05-29,2020-06-04,5,BTC-USD:0.100185|GLD:0.194791|QQQ:0.448261|TLT:0.435589
Sub-B,2020-06-05,2020-06-11,5,BTC-USD:0.083324|GLD:0.627894|QQQ:0.492283|TLT:0.064473
Sub-B,2020-06-12,2020-06-18,5,BTC-USD:0.117792|GLD:0.097534|QQQ:0.437643|TLT:0.483018
Sub-B,2020-06-19,2020-06-25,5,BTC-USD:0.126960|GLD:0.093527|QQQ:0.424012|TLT:0.476443
Sub-B,2020-06-26,2020-07-02,5,BTC-USD:0.139727|GLD:0.097893|QQQ:0.400615|TLT:0.481078
Sub-B,2020-07-06,2020-07-09,4,BTC-USD:0.182608|GLD:0.601212|QQQ:0.311805|TLT:0.104639
Sub-B,2020-07-10,2020-07-16,5,BTC-USD:0.133118|GLD:0.768331|QQQ:0.249465|TLT:0.091375
Sub-B,2020-07-17,2020-07-23,5,BTC-USD:0.173852|GLD:0.701436|QQQ:0.310298|TLT:0.071060
Sub-B,2020-07-24,2020-07-30,5,BTC-USD:0.232819|GLD:0.739207|QQQ:0.285776|TLT:0.032621
Sub-B,2020-07-31,2020-08-06,5,BTC-USD:0.106672|GLD:0.714198|QQQ:0.359042|TLT:0.036045
Sub-B,2020-08-07,2020-08-13,5,BTC-USD:0.113017|GLD:0.677604|QQQ:0.397548|TLT:0.040346
Sub-B,2020-08-14,2020-08-20,5,BTC-USD:0.158546|GLD:0.434489|QQQ:0.499392|TLT:0.044587
Sub-B,2020-08-21,2020-08-27,5,BTC-USD:0.143634|GLD:0.363233|QQQ:0.573010|TLT:0.042917
Sub-B,2020-08-28,2020-09-03,5,BTC-USD:0.207618|GLD:0.325316|QQQ:0.544704|TLT:0.040121
Sub-B,2020-09-04,2020-09-10,4,BTC-USD:0.171268|GLD:0.413018|QQQ:0.447400|TLT:0.085933
Sub-B,2020-09-11,2020-09-17,5,BTC-USD:0.175103|GLD:0.514853|QQQ:0.327482|TLT:0.037650
Sub-B,2020-09-18,2020-09-24,5,BTC-USD:0.138744|GLD:0.652402|QQQ:0.241907|TLT:0.033110
Sub-B,2020-09-25,2020-10-01,5,BTC-USD:0.134261|GLD:0.603909|QQQ:0.265291|TLT:0.077993
Sub-B,2020-10-02,2020-10-08,5,BTC-USD:0.138157|GLD:0.626067|QQQ:0.241153|TLT:0.087809
Sub-B,2020-10-09,2020-10-15,5,BTC-USD:0.220101|GLD:0.615968|QQQ:0.313066
Sub-B,2020-10-16,2020-10-22,5,BTC-USD:0.225146|GLD:0.581655|QQQ:0.342219
Sub-B,2020-10-23,2020-10-29,5,BTC-USD:0.188221|GLD:0.635464|QQQ:0.333442
Sub-B,2020-10-30,2020-11-05,5,BTC-USD:0.182784|GLD:0.655417|QQQ:0.308845
Sub-B,2020-11-06,2020-11-12,5,BTC-USD:0.173767|EMXC:0.042426|GLD:0.620299|QQQ:0.340007
Sub-B,2020-11-13,2020-11-19,5,BTC-USD:0.195549|EMXC:0.415470|GLD:0.089884|QQQ:0.345068
Sub-B,2020-11-20,2020-11-25,4,BTC-USD:0.213778|EMXC:0.395301|GLD:0.091734|QQQ:0.343501
Sub-B,2020-11-27,2020-12-03,5,BTC-USD:0.182293|EMXC:0.430634|GLD:0.083995|QQQ:0.345332
Sub-B,2020-12-04,2020-12-10,5,BTC-USD:0.104602|EMXC:0.384474|GLD:0.071966|QQQ:0.487058
Sub-B,2020-12-11,2020-12-17,5,BTC-USD:0.088208|EMXC:0.333792|GLD:0.075523|QQQ:0.562782
Sub-B,2020-12-18,2020-12-24,5,BTC-USD:0.074599|EMXC:0.350410|GLD:0.071436|QQQ:0.566732
Sub-B,2020-12-28,2020-12-31,4,BTC-USD:0.074898|EMXC:0.315023|GLD:0.077226|QQQ:0.609862
Sub-B,2021-01-04,2021-01-07,4,BTC-USD:0.075992|EMXC:0.354271|GLD:0.090074|QQQ:0.568978
Sub-B,2021-01-08,2021-01-14,5,BTC-USD:0.091585|EMXC:0.416901|GLD:0.117373|QQQ:0.505997
Sub-B,2021-01-15,2021-01-21,4,BTC-USD:0.071541|EMXC:0.431808|GLD:0.056073|QQQ:0.575190
Sub-B,2021-01-22,2021-01-28,5,BTC-USD:0.068756|EMXC:0.448109|GLD:0.048478|QQQ:0.524193
Sub-B,2021-01-29,2021-02-04,5,BTC-USD:0.079956|EMXC:0.395088|GLD:0.100823|QQQ:0.516311
Sub-B,2021-02-05,2021-02-11,5,BTC-USD:0.097471|EMXC:0.407386|GLD:0.054486|QQQ:0.523088
Sub-B,2021-02-12,2021-02-18,4,BTC-USD:0.084338|EMXC:0.402299|GLD:0.055870|QQQ:0.538775
Sub-B,2021-02-19,2021-02-25,5,BTC-USD:0.080304|EMXC:0.438521|QQQ:0.561178
Sub-B,2021-02-26,2021-03-04,5,BTC-USD:0.075319|DBC:0.472486|EMXC:0.378634|QQQ:0.084929
Sub-B,2021-03-05,2021-03-11,5,BTC-USD:0.077246|DBC:0.401483|EMXC:0.457017|QQQ:0.067520
Sub-B,2021-03-12,2021-03-18,5,BTC-USD:0.120003|DBC:0.400188|EMXC:0.421304|QQQ:0.062124
Sub-B,2021-03-19,2021-03-25,5,BTC-USD:0.156460|DBC:0.034213|EMXC:0.492680|QQQ:0.363439
Sub-B,2021-03-26,2021-04-01,5,BTC-USD:0.177900|DBC:0.029384|EMXC:0.482657|QQQ:0.349571
Sub-B,2021-04-05,2021-04-08,4,BTC-USD:0.176983|DBC:0.027514|EMXC:0.470981|QQQ:0.365757
Sub-B,2021-04-09,2021-04-15,5,BTC-USD:0.161254|DBC:0.026248|EMXC:0.456545|QQQ:0.404862
Sub-B,2021-04-16,2021-04-22,5,BTC-USD:0.151171|DBC:0.024642|EMXC:0.477600|QQQ:0.394766
Sub-B,2021-04-23,2021-04-29,5,BTC-USD:0.117888|DBC:0.334539|EMXC:0.127251|QQQ:0.482715
Sub-B,2021-04-30,2021-05-06,5,BTC-USD:0.104288|DBC:0.400824|EMXC:0.126773|QQQ:0.406212
Sub-B,2021-05-07,2021-05-13,5,BTC-USD:0.082580|DBC:0.468707|EMXC:0.106809|QQQ:0.379361
Sub-B,2021-05-14,2021-05-20,5,BTC-USD:0.090571|DBC:0.451878|EMXC:0.100401|QQQ:0.389453
Sub-B,2021-05-21,2021-05-27,5,BTC-USD:0.083503|DBC:0.445356|EMXC:0.107326|QQQ:0.396880
Sub-B,2021-05-28,2021-06-03,4,BTC-USD:0.082219|DBC:0.434994|EMXC:0.072901|GLD:0.065926|QQQ:0.394834
Sub-B,2021-06-04,2021-06-10,5,BTC-USD:0.088938|DBC:0.431500|EMXC:0.440873|QQQ:0.048081
Sub-B,2021-06-11,2021-06-17,5,BTC-USD:0.066666|DBC:0.346531|EMXC:0.550074|QQQ:0.046481
Sub-B,2021-06-18,2021-06-24,5,BTC-USD:0.073684|DBC:0.374393|EMXC:0.086928|QQQ:0.518791
Sub-B,2021-06-25,2021-07-01,5,BTC-USD:0.067764|DBC:0.355560|EMXC:0.082983|QQQ:0.528470
Sub-B,2021-07-02,2021-07-08,4,BTC-USD:0.056404|DBC:0.370786|EMXC:0.090112|QQQ:0.521743
