version,candidate,name,lbs,abs_threshold,rebalance_threshold,min_turnover,official_weight,ema_weight,ema_half_life,ema_abs_threshold,target_vol,vol_window,max_lev,volreg_enabled,volreg_enter,volreg_exit,year,return
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,-0.005248206380984555
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.1773356878219734
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.1922157744552706
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.021207488491470916
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.043354444972996564
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.16215067480901801
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.018803187405985966
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.030171564435615417
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.03503584332097143
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.8303849666294281
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,0.011427376260024324
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.18781667086086595
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.5685999784615872
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.41089212947531295
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.0748486396732213
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.15445566298406566
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.43037541669651835
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.36637200125763036
V7.5,lbs_100_200_300,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.22591671267817626
V7.5,lbs_120_240_360,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.0594477038254515
V7.5,lbs_120_240_360,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.16160499417689467
V7.5,lbs_120_240_360,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.2028618935963542
V7.5,lbs_120_240_360,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.02169988505957443
V7.5,lbs_120_240_360,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.06930867273154973
V7.5,lbs_120_240_360,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.1437386274891792
V7.5,lbs_120_240_360,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.0246615399497081
V7.5,lbs_120_240_360,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.016620032990862788
V7.5,lbs_120_240_360,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.0850728620793475
V7.5,lbs_120_240_360,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.8503846695887571
V7.5,lbs_120_240_360,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,0.0009625046817087757
