version,candidate,segment,start,end,name,lbs,abs_threshold,rebalance_threshold,min_turnover,official_weight,ema_weight,ema_half_life,ema_abs_threshold,target_vol,vol_window,max_lev,volreg_enabled,volreg_enter,volreg_exit,days,cagr,vol,sharpe,maxdd,calmar,final_nav,monthly_win_rate,avg_bil,avg_cash,avg_risky,max_risky,annual_turnover,total_trade_cost
V7.5,lbs_100_200_300,full_common,2008-08-07,2026-05-05,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4463,0.19800582495070884,0.1402641386734882,1.3586624505663116,-0.11722883171383436,1.6890539814817744,24.520682406788687,0.6308411214953271,0.14847710392288696,0.04884606766748824,0.9540180257947172,1.6412740667623966,15.879727315619121,0.2812350119428894
V7.5,lbs_100_200_300,1Y,2025-05-05,2026-05-05,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,252,0.6173926963387826,0.1758142238152101,2.8251679985527174,-0.10341757452315992,5.969901142871226,1.6173926963387826,0.8461538461538461,0.003477210262287864,0.0,1.2243765928858301,1.5686493064754172,13.880078607874665,0.013880078607874668
V7.5,lbs_100_200_300,3Y,2023-05-05,2026-05-05,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,752,0.38996762792039985,0.17285766307033001,1.9925743543791719,-0.10341757452316025,3.7708061682791354,2.671432108618812,0.7567567567567568,0.029073618549719245,0.02925531914893617,1.1409596641631,1.5686493064754172,15.942979862108288,0.04757587641391045
V7.5,lbs_100_200_300,5Y,2021-05-05,2026-05-05,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.28401501220165426,0.15946780103864852,1.6481973398532281,-0.1034175745231598,2.7462934951936107,3.476379432971984,0.7049180327868853,0.1265464882013925,0.041401273885350316,0.9743450109454267,1.5686493064754172,14.847489745372544,0.07400177428645999
V7.5,lbs_100_200_300,10Y,2016-05-05,2026-05-05,lbs_100_200_300,"(100, 200, 300)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.31370950599880976,0.15294021848868183,1.8615519459685,-0.10980870687240529,2.8568727829873417,15.21149895209532,0.6859504132231405,0.12064800066727911,0.049323786793953855,0.9976548071807005,1.6412740667623966,15.788714234844349,0.1575112205809472
V7.5,lbs_120_240_360,full_common,2008-10-31,2026-05-05,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4403,0.20674111030440456,0.14161892938355564,1.3983692116825661,-0.1355858513370063,1.5247985557913255,26.66734839019013,0.6415094339622641,0.1446552240132514,0.04247104247104247,0.9691094861286697,1.638710372203661,15.375782856502326,0.26864909490944344
V7.5,lbs_120_240_360,1Y,2025-05-05,2026-05-05,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,252,0.5842908071960942,0.17920955895080984,2.6593859642884743,-0.10851793036941626,5.3842789408815115,1.5842908071960942,0.8461538461538461,0.0036913023754562902,0.0,1.2159557648065638,1.5294288735923467,13.388582477072084,0.013388582477072085
V7.5,lbs_120_240_360,3Y,2023-05-05,2026-05-05,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,752,0.38328436618464057,0.17449767502922617,1.9478986108040033,-0.12039267270648102,3.1836187167228447,2.6332840936795394,0.7567567567567568,0.025937535664449236,0.02925531914893617,1.1482822117837124,1.5294288735923467,14.514816355446161,0.043314055155934575
V7.5,lbs_120_240_360,5Y,2021-05-05,2026-05-05,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.27900301723046916,0.16034821991734438,1.6156798000500001,-0.12039267270648124,2.3174418422513288,3.409270580834796,0.7049180327868853,0.12344711884236033,0.041401273885350316,0.9766333492867842,1.5294288735923467,14.052215393675764,0.07003802593038397
V7.5,lbs_120_240_360,10Y,2016-05-05,2026-05-05,lbs_120_240_360,"(120, 240, 360)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.31256736253022965,0.1544496310936542,1.8392466204188456,-0.1355858513370063,2.3053095839131905,15.080078162464412,0.7024793388429752,0.1170231194427401,0.049323786793953855,1.001752351781827,1.638710372203661,15.060441352799051,0.15024583159101912
