candidate,field,ma,zz_days,cyb_days,scale,avg_ann,worst_dd,ann_full,dd_full,ann_10y,dd_10y,ann_5y,dd_5y,ann_3y,dd_3y,trigger_days,neighbor_count,ridge_width_same_scale,neighbor_med_ann,neighbor_min_ann,neighbor_med_dd,neighbor_worst_dd,neighbor_ann_range,neighbor_dd_range,neighbor_scale_count,ridge_width_with_scale,neighbor_scale_med_ann,neighbor_scale_min_ann,neighbor_scale_med_dd,neighbor_scale_worst_dd,roll3_ann_return_median,roll3_ann_return_p25,roll3_ann_return_min,roll3_max_dd_median,roll3_max_dd_worst,roll5_ann_return_median,roll5_ann_return_p25,roll5_ann_return_min,roll5_max_dd_median,roll5_max_dd_worst,rank_dd,rank_width,rank_med_ann,rank_roll_dd,defense_robust_score
amount_ma20_zz2_cyb5_scale0,amount,20,2,5,0.0,0.4200634433073153,-0.2581357373709957,0.3228072995644575,-0.2581357373709957,0.307163020425597,-0.2402152574061827,0.4201194865495663,-0.1506538028828282,0.6301639666896404,-0.105932701829202,1582.0,18,18,0.42716603855524493,0.3918461459668317,-0.24749480949075842,-0.2581357373709957,0.1193870640512264,0.017920479964811914,36,36,0.429636673011222,0.3918461459668317,-0.2507433531482275,-0.2649660151672613,0.2432531947653652,0.1710517404068485,0.0210252950815514,-0.1702608794830046,-0.2581357373709962,0.3032643063243168,0.2080200399560199,0.1467757360304116,-0.2402152574061823,-0.2581357373709962,60.0,53.0,57.0,60.0,-57.449999999999996
amount_ma20_zz2_cyb5_scale0.5,amount,20,2,5,0.5,0.428997041879325,-0.259346250638082,0.3452630721353824,-0.259346250638082,0.2982872944056198,-0.2593462506380812,0.4192568553874984,-0.1531049780804846,0.6531809455887994,-0.1104507956579674,1582.0,18,18,0.4316151519378463,0.41388871026786,-0.26288642595889367,-0.2768353358434762,0.05808228585278008,0.024016637625579096,54,36,0.43022212890901546,0.4038552780145704,-0.2647463866551044,-0.2986767284010375,0.2174891363604154,0.1648646568792587,-0.0054726826162767,-0.1648326872626503,-0.2593462506380831,0.3382163142656876,0.1960099634052981,0.1372420646816119,-0.2528247068371623,-0.2593462506380832,69.0,53.0,52.0,69.0,-61.64999999999999
amount_ma20_zz2_cyb4_scale0.5,amount,20,2,4,0.5,0.4200712867227534,-0.2593462506380829,0.3361385348955397,-0.2593462506380829,0.292525674140796,-0.2593462506380822,0.4038700816192913,-0.1537368952485538,0.6477508562353866,-0.1163476407064871,1667.0,18,18,0.4316049359662043,0.41388871026786,-0.26379915222307443,-0.2733277118960965,0.05808228585278008,0.020509013678199406,54,36,0.4302052166453947,0.4038552780145704,-0.26379915222307443,-0.2969768657741439,0.2066522564094554,0.1581162039415248,0.0070125836714673,-0.1648326872626503,-0.2593462506380831,0.3214920397921269,0.1944218793261282,0.1394132672009411,-0.2454354284902564,-0.2593462506380838,70.0,53.0,54.0,70.0,-62.5
amount_ma20_zz2_cyb3_scale0.25,amount,20,2,3,0.25,0.4235640251071358,-0.260660586038195,0.3280118932122455,-0.260660586038195,0.3056224637415963,-0.2447032647154907,0.4170134081740522,-0.1513872843005294,0.6436083353006494,-0.1052487266723128,1772.0,12,12,0.42617817255430324,0.4038552780145704,-0.257175404149657,-0.2606605860381964,0.0705360289432942,0.016040242241500025,36,35,0.42776640048230963,0.3918461459668317,-0.25824688975648963,-0.2733277118960965,0.235192565162238,0.1685929632361213,0.0197346338788897,-0.1648326872626502,-0.2606605860381966,0.3313371499264455,0.2146556883891524,0.1515009787427081,-0.2447032647154899,-0.2606605860381966,73.0,81.0,91.0,73.0,-78.1
amount_ma20_zz2_cyb6_scale0.25,amount,20,2,6,0.25,0.4183784626967856,-0.2541833764734978,0.3279857499489631,-0.2541833764734978,0.2904799827200439,-0.2541833764734977,0.4053328544387511,-0.1648208810786462,0.6497152636793841,-0.1052487266723126,1516.0,12,12,0.4342411593717233,0.4099730473186287,-0.2554787399440897,-0.2649660151672613,0.0823492731580518,0.01749966533504041,36,34,0.43343157210972516,0.4001088888877044,-0.2577236641197935,-0.2768353358434762,0.2051454260027356,0.1489094136756243,-0.0041240246007272,-0.1648326872626502,-0.2541833764734985,0.3155742090502663,0.1867978300435355,0.1291721282193383,-0.2474663498322206,-0.2541833764734985,31.0,86.0,12.0,31.0,-44.65
amount_ma20_zz4_cyb3_scale0,amount,20,4,3,0.0,0.4316395355327481,-0.2649998641491267,0.3307082568632744,-0.2649998641491267,0.317166904957465,-0.2432791343300567,0.4125152064785378,-0.1498929466962524,0.6661677738317151,-0.106370223245118,1605.0,18,15,0.43144406659297563,0.3965164581994352,-0.2649998641491276,-0.2731168046751705,0.09029680098008858,0.031817704225504034,36,33,0.43189999976833315,0.3965164581994352,-0.26283022509366155,-0.2828417256129509,0.2753208928602531,0.1694317348718957,0.0076740963562298,-0.1702608794830047,-0.2649998641491289,0.3182420881776273,0.2370583893556894,0.1599373614932817,-0.2432791343300553,-0.2649998641491289,92.0,92.0,26.0,92.0,-82.10000000000001
amount_ma20_zz2_cyb4_scale0,amount,20,2,4,0.0,0.4018137938362518,-0.2436625191553393,0.3040428961667196,-0.2436625191553393,0.2947324078939755,-0.2402152574061832,0.3891942895508387,-0.1498929466962524,0.6192855817334735,-0.1059327018292023,1667.0,18,14,0.42669806448328607,0.3918461459668317,-0.247236921966431,-0.2649998641491284,0.1193870640512264,0.030249799339688493,36,32,0.4294235639459665,0.3918461459668317,-0.2554787399440897,-0.2649998641491284,0.221890228828007,0.1591185583473682,0.0263590861416809,-0.1702608794830046,-0.2436625191553406,0.3013494371922994,0.2084417509241223,0.1385447386421074,-0.2402152574061824,-0.2436625191553406,7.0,97.0,64.0,7.0,-42.55
amount_ma30_zz2_cyb5_scale0.25,amount,30,2,5,0.25,0.410248617144539,-0.2487540076369959,0.3159866132068791,-0.2487540076369959,0.2750104368190733,-0.2487540076369955,0.3878966202743148,-0.1552529294492596,0.6621007982778886,-0.1163385027011457,1687.0,12,12,0.4242098138968662,0.4038552780145704,-0.2573297480879154,-0.2649660151672613,0.04852420462223972,0.01621200753026572,36,30,0.4248650471841827,0.3918461459668317,-0.257728415101186,-0.2768353358434762,0.2023149669705165,0.1349026141490543,0.0105777695241371,-0.1718493550318134,-0.2487540076369971,0.2952712248673187,0.1614822590362297,0.1109182125857428,-0.2081826525275947,-0.2487540076369971,24.0,111.0,146.0,25.0,-68.6
amount_ma30_zz2_cyb4_scale0.25,amount,30,2,4,0.25,0.4038552780145704,-0.2487540076369963,0.3096259393408378,-0.2487540076369961,0.2719798216997655,-0.2487540076369963,0.3905586784562935,-0.1506538028828282,0.6432566725613846,-0.1163385027011451,1763.0,12,12,0.4245648100723042,0.4038552780145704,-0.2573297480879154,-0.260660586038195,0.04852420462223972,0.015957321322704165,36,30,0.4255777727407677,0.3918461459668317,-0.257728415101186,-0.2733277118960965,0.1843059198108722,0.1358653449619095,0.0092181286418768,-0.1718493550318134,-0.2487540076369969,0.2967943257639192,0.1566920719481982,0.1081368049765263,-0.2256601975977848,-0.2487540076369969,25.0,111.0,137.0,24.0,-67.39999999999999
amount_ma30_zz3_cyb6_scale0.25,amount,30,3,6,0.25,0.4354090363004676,-0.2645267581429475,0.3457768393773761,-0.264526758142947,0.2952235003341055,-0.2645267581429475,0.4050017671412604,-0.1698775074602064,0.6956340383491284,-0.1173329948201509,1508.0,12,12,0.4293194387402258,0.4099730473186287,-0.26207094976811884,-0.283718634111916,0.04240643531818139,0.0349646264749201,36,30,0.43066277098291383,0.4001088888877044,-0.26372406039788426,-0.2951753546567037,0.2113134543934175,0.1536766597831296,-0.0016857690363228,-0.1718493550318134,-0.264526758142948,0.3148068584014076,0.1983354225390386,0.1324680258003356,-0.2104958800171602,-0.264526758142948,89.0,111.0,41.0,89.0,-88.39999999999999
