date,return_no_overlay,nav_no_overlay,return_amount_ma15_zz3_cyb5_scale0,nav_amount_ma15_zz3_cyb5_scale0,current_rule_weight,current_rule_holding
2011-02-17,0.008471569551600666,1.064539547683903,0.008471569551600666,1.064539547683903,1.2179730160081677,1.H00905
2011-02-18,-0.011272437371322441,1.0525395923033403,-0.011272437371322441,1.0525395923033403,1.2167872891621692,1.H00905
2011-02-21,0.02496822966034684,1.0788196425705778,0.02496822966034684,1.0788196425705778,1.223834371520416,1.H00905
2011-02-22,-0.03236721538122789,1.0439012548419966,-0.03236721538122789,1.0439012548419966,1.2128873964774949,1.H00905
2011-02-23,0.017094227203664936,1.0617459400704565,0.017094227203664936,1.0617459400704565,1.2149880757142604,1.H00905
2011-02-24,0.011849966758403108,1.074327594166161,0.011849966758403108,1.074327594166161,1.212021885539137,1.H00905
2011-02-25,0.0011843922241072669,1.0756000194148352,0.0011843922241072669,1.0756000194148352,1.2231958220986967,1.H00905
2011-02-28,0.012657411336860491,1.089214331294504,0.012657411336860491,1.089214331294504,1.2232405747693842,1.H00852
2011-03-01,0.005918552197311966,1.0956609031683306,0.005918552197311966,1.0956609031683306,1.2276906302679786,1.H00852
2011-03-02,-0.002547165819934083,1.092870073165542,-0.002547165819934083,1.092870073165542,1.2420044123459604,1.H00852
2011-03-03,-0.022248944694844064,1.0685548673490317,-0.022248944694844064,1.0685548673490317,1.2729171662681658,1.H00852
2011-03-04,0.015342890780991825,1.084949587972265,0.015342890780991825,1.084949587972265,1.3002680359518646,1.H00852
2011-03-07,0.01187710257058372,1.0978356455125242,0.01187710257058372,1.0978356455125242,1.304500934020855,1.H00905
2011-03-08,0.006938353171251244,1.1054528169450788,0.005626957398407129,1.104013119920276,0.0,cash
2011-03-09,0.0038777118085091544,1.1097394443870965,0.0001211499702025165,1.1041468710768576,0.0,cash
2011-03-10,-0.009897125879566038,1.0987562134124778,-0.0012262235504383323,1.1027929401804004,1.347210306152378,1.H00905
2011-03-11,-0.0010227388325309006,1.0976324727655362,-0.0010256776030928005,1.1016618301608085,1.369016214776611,1.H00905
2011-03-14,0.01331991395090637,1.1122528428524938,0.01334855775560606,1.1163674267278567,1.372035662966128,1.H00905
2011-03-15,-0.015625484386001087,1.094873353423217,-0.015661071424569184,1.0988839167218092,1.470211972660211,1.H00905
2011-03-16,0.016357841706142517,1.1127831184267873,0.01640679878353013,1.1169130840299213,1.5,1.H00852
2011-03-17,-0.028622163678186596,1.080932857872853,-0.028622163678186596,1.0849446149245088,1.5,1.H00852
2011-03-18,0.011232368566595596,1.0930742941282243,0.011232368566595596,1.097131112713684,1.5,1.H00852
2011-03-21,-0.009403924074835146,1.0827951064580885,-0.009403924074835146,1.0868137750295852,0.0,cash
2011-03-22,-0.0013790317547527353,1.081301897622392,-0.0013790317547527353,1.0853150243223166,1.5,1.H00852
2011-03-23,0.01620199907630271,1.0988211499688745,0.01620199907630271,1.1028992973438843,1.5,1.H00852
2011-03-24,0.006965502328751594,1.1064749912478642,0.005455054075258481,1.1089156726504596,0.0,cash
2011-03-25,0.007945997266665339,1.1152670385039534,0.0001211499702025165,1.1090500177511584,0.0,cash
2011-03-28,-0.0025067371393636684,1.1124713571982274,-0.0013790317547527353,1.1075206025590705,1.5,1.H00852
2011-03-29,-0.025806062234904115,1.0837628521198217,-0.025806062234904115,1.0789398569629927,0.0,cash
2011-03-30,0.0001211499702025165,1.0838941499570627,0.0001211499702025165,1.079070570494514,0.0,cash
2011-03-31,0.0001211499702025165,1.0840254637010327,0.0001211499702025165,1.0792012998619758,0.0,cash
2011-04-01,0.0001211499702025165,1.0841567933536589,0.0001211499702025165,1.0793320450672965,0.0,cash
2011-04-06,-0.0013790317547527353,1.0826617067084934,0.0001211499702025165,1.079462806112395,0.0,cash
2011-04-07,-0.0010054529590841632,1.0815731412917962,0.0001211499702025165,1.0795935829991903,0.0,cash
2011-04-08,0.007465892053949652,1.089648049613132,0.0001211499702025165,1.0797243757296016,0.0,cash
2011-04-11,-0.006478739773700171,1.0825885034547686,0.0001211499702025165,1.0798551843055482,0.0,cash
2011-04-12,-0.0070470909264575,1.0749594038349854,0.0001211499702025165,1.07998600872895,0.0,cash
2011-04-13,0.023070342008379097,1.099759084926582,0.0001211499702025165,1.0801168490017266,0.0,cash
2011-04-14,-0.00625363613261154,1.0928815917759171,0.0001211499702025165,1.0802477051257984,0.0,cash
2011-04-15,0.007430316140693893,1.101002047507157,0.0001211499702025165,1.0803785771030856,0.0,cash
2011-04-18,0.00013605929153026608,1.1011518490657142,0.0001211499702025165,1.0805094649355091,0.0,cash
2011-04-19,-0.0337297811782693,1.064010238152681,-0.0013790317547527353,1.079019408072052,1.5,1.H00016
2011-04-20,-0.008405492983601714,1.0550667075614082,-0.008405492983601714,1.0699497180083324,1.5,1.H20955
2011-04-21,0.013733616664862502,1.0695565892789152,0.013733616664862502,1.0846439972861366,1.5,1.H20955
2011-04-22,-0.0022587913957459183,1.0671406840577886,-0.0022587913957459183,1.0821940127576193,1.5,1.H20955
2011-04-25,-0.01715666824975348,1.0488321053655942,-0.01715666824975348,1.0636271690988672,1.5,1.H20955
2011-04-26,-0.020443414127965798,1.0273903962848991,-0.020443414127965798,1.0418829984032232,0.0,cash
2011-04-27,0.0001211499702025165,1.0275148646007954,0.0001211499702025165,1.0420092224974342,0.0,cash
2011-04-28,0.0001211499702025165,1.0276393479960244,0.0001211499702025165,1.0421354618836904,0.0,cash
2011-04-29,0.0001211499702025165,1.027763846472413,0.0001211499702025165,1.0422617165638446,0.0,cash
2011-05-03,0.0001211499702025165,1.0278883600317883,0.0001211499702025165,1.0423879865397496,0.0,cash
2011-05-04,0.0001211499702025165,1.0280128886759776,0.0001211499702025165,1.0425142718132583,0.0,cash
2011-05-05,0.0001211499702025165,1.0281374324068084,0.0001211499702025165,1.0426405723862242,0.0,cash
2011-05-06,0.0001211499702025165,1.0282619912261086,0.0001211499702025165,1.0427668882605008,0.0,cash
2011-05-09,0.0001211499702025165,1.028386565135706,0.0001211499702025165,1.0428932194379417,0.0,cash
2011-05-10,0.0001211499702025165,1.028511154137429,0.0001211499702025165,1.043019565920401,0.0,cash
2011-05-11,0.0001211499702025165,1.0286357582331056,0.0001211499702025165,1.0431459277097328,0.0,cash
2011-05-12,0.0001211499702025165,1.0287603774245648,0.0001211499702025165,1.0432723048077917,0.0,cash
2011-05-13,0.0001211499702025165,1.0288850117136354,0.0001211499702025165,1.0433986972164322,0.0,cash
2011-05-16,0.0001211499702025165,1.0290096611021464,0.0001211499702025165,1.0435251049375094,0.0,cash
2011-05-17,0.0001211499702025165,1.029134325591927,0.0001211499702025165,1.0436515279728782,0.0,cash
2011-05-18,0.0001211499702025165,1.0292590051848067,0.0001211499702025165,1.043777966324394,0.0,cash
2011-05-19,0.0001211499702025165,1.0293836998826156,0.0001211499702025165,1.0439044199939123,0.0,cash
2011-05-20,0.0001211499702025165,1.0295084096871834,0.0001211499702025165,1.0440308889832888,0.0,cash
2011-05-23,0.0001211499702025165,1.0296331346003402,0.0001211499702025165,1.0441573732943796,0.0,cash
2011-05-24,0.0001211499702025165,1.0297578746239167,0.0001211499702025165,1.044283872929041,0.0,cash
2011-05-25,0.0001211499702025165,1.0298826297597432,0.0001211499702025165,1.0444103878891293,0.0,cash
2011-05-26,0.0001211499702025165,1.0300074000096506,0.0001211499702025165,1.0445369181765012,0.0,cash
2011-05-27,0.0001211499702025165,1.0301321853754701,0.0001211499702025165,1.0446634637930137,0.0,cash
2011-05-30,0.0001211499702025165,1.030256985859033,0.0001211499702025165,1.044790024740524,0.0,cash
2011-05-31,0.0001211499702025165,1.0303818014621706,0.0001211499702025165,1.0449166010208892,0.0,cash
2011-06-01,0.0001211499702025165,1.030506632186715,0.0001211499702025165,1.0450431926359671,0.0,cash
2011-06-02,0.0001211499702025165,1.0306314780344978,0.0001211499702025165,1.0451697995876152,0.0,cash
2011-06-03,0.0001211499702025165,1.0307563390073515,0.0001211499702025165,1.045296421877692,0.0,cash
2011-06-07,0.0001211499702025165,1.0308812151071083,0.0001211499702025165,1.0454230595080551,0.0,cash
2011-06-08,0.0001211499702025165,1.0310061063356009,0.0001211499702025165,1.0455497124805635,0.0,cash
2011-06-09,0.0001211499702025165,1.031131012694662,0.0001211499702025165,1.0456763807970757,0.0,cash
2011-06-10,0.0001211499702025165,1.031255934186125,0.0001211499702025165,1.0458030644594507,0.0,cash
2011-06-13,0.0001211499702025165,1.0313808708118228,0.0001211499702025165,1.0459297634695477,0.0,cash
2011-06-14,0.0001211499702025165,1.0315058225735891,0.0001211499702025165,1.046056477829226,0.0,cash
2011-06-15,0.0001211499702025165,1.0316307894732577,0.0001211499702025165,1.0461832075403452,0.0,cash
2011-06-16,0.0001211499702025165,1.0317557715126624,0.0001211499702025165,1.046309952604765,0.0,cash
2011-06-17,0.0001211499702025165,1.0318807686936375,0.0001211499702025165,1.0464367130243457,0.0,cash
2011-06-20,0.0001211499702025165,1.0320057810180174,0.0001211499702025165,1.0465634888009474,0.0,cash
2011-06-21,0.0001211499702025165,1.0321308084876366,0.0001211499702025165,1.0466902799364306,0.0,cash
2011-06-22,0.0001211499702025165,1.03225585110433,0.0001211499702025165,1.0468170864326563,0.0,cash
2011-06-23,0.0001211499702025165,1.0323809088699327,0.0001211499702025165,1.046943908291485,0.0,cash
2011-06-24,0.0001211499702025165,1.03250598178628,0.0001211499702025165,1.0470707455147783,0.0,cash
2011-06-27,-0.0013790317547527353,1.0310821232504246,-0.0013790317547527353,1.0456268017072408,1.5,0.399606
2011-06-28,-0.0009964793213805834,1.0300546712359604,-0.0009964793213805834,1.0445848562214581,0.0,cash
2011-06-29,0.0001211499702025165,1.0301794623286875,0.0001211499702025165,1.0447114076456634,0.0,cash
2011-06-30,0.0001211499702025165,1.0303042685398518,0.0001211499702025165,1.04483797440157,0.0,cash
2011-07-01,0.0001211499702025165,1.030429089871285,0.0001211499702025165,1.044964556491035,0.0,cash
2011-07-04,0.0001211499702025165,1.0305539263248187,0.0001211499702025165,1.0450911539159167,0.0,cash
2011-07-05,-0.0013790317547527353,1.0291327597354316,-0.0013790317547527353,1.0436499400280554,1.5,0.399606
2011-07-06,0.018383637173916778,1.0480519629941996,0.018383637173916778,1.0628360218621111,1.5,0.399606
2011-07-07,0.009232713195657105,1.0577283261826704,0.009232713195657105,1.0726488820259772,1.5,0.399606
2011-07-08,-0.00820420298240887,1.0490505082944241,-0.00820420298240887,1.0638486528689821,1.5,0.399606
2011-07-11,0.014018931510999089,1.0637570755217824,0.014018931510999089,1.078762674271621,1.5,0.399606
2011-07-12,-0.019614967853628595,1.0428915146813527,-0.019614967853628595,1.0576027790940887,1.5,0.399606
2011-07-13,0.036240390590513094,1.0806863105169366,0.036240390590513094,1.0959307168980705,1.5,0.399606
2011-07-14,0.03228360317156875,1.1155747585186122,0.03228360317156875,1.1313113092659408,1.5,0.399606
2011-07-15,0.029684919815158528,1.148690505773052,0.029684919815158528,1.1648941947674822,1.5,0.399606
2011-07-18,-0.007966847816747391,1.1395390633250155,-0.007966847816747391,1.1556136599951572,1.5,0.399606
2011-07-19,-0.029901611656839133,1.1054650087856728,-0.029901611656839133,1.1210589491086436,1.5,0.399606
2011-07-20,0.005640160490066881,1.111700008851377,0.005640160490066881,1.127381901500442,1.5,0.399606
2011-07-21,-0.024968855348566965,1.0839421321393665,-0.024968855348566965,1.0992324658792851,1.5,0.399606
2011-07-22,0.01407609576657709,1.099199805396788,0.01407609576657709,1.1147053673387326,1.5,0.399606
2011-07-25,-0.060011582763690896,1.0332350853013856,-0.060011582763690896,1.0478101339295538,1.5,0.399606
2011-07-26,0.009205730579158855,1.0427467691216044,0.007691921983290273,1.0558698077330408,0.0,cash
2011-07-27,0.03859560688970376,1.0829922135081305,0.0001211499702025165,1.0559977263287854,0.0,cash
2011-07-28,0.0062500783084744604,1.0897609996500244,0.0001211499702025165,1.056125660421864,0.0,cash
2011-07-29,-0.010037576054065633,1.0788224407352827,0.0001211499702025165,1.0562536100141542,0.0,cash
2011-08-01,0.02155771538388196,1.1020793878623987,0.0001211499702025165,1.0563815751075336,0.0,cash
2011-08-02,0.0001211499702025165,1.102212904747399,0.0001211499702025165,1.0565095557038804,0.0,cash
2011-08-03,0.0001211499702025165,1.102346437807966,0.0001211499702025165,1.0566375518050726,0.0,cash
2011-08-04,0.0001211499702025165,1.1024799870460593,0.0001211499702025165,1.0567655634129887,0.0,cash
2011-08-05,0.0001211499702025165,1.102613552463639,0.0001211499702025165,1.0568935905295072,0.0,cash
2011-08-08,0.0001211499702025165,1.1027471340626647,0.0001211499702025165,1.057021633156507,0.0,cash
2011-08-09,0.0001211499702025165,1.1028807318450973,0.0001211499702025165,1.0571496912958673,0.0,cash
2011-08-10,0.0001211499702025165,1.1030143458128971,0.0001211499702025165,1.0572777649494673,0.0,cash
2011-08-11,0.0001211499702025165,1.1031479759680254,0.0001211499702025165,1.0574058541191869,0.0,cash
2011-08-12,0.0001211499702025165,1.1032816223124429,0.0001211499702025165,1.0575339588069053,0.0,cash
2011-08-15,0.0001211499702025165,1.103415284848111,0.0001211499702025165,1.0576620790145028,0.0,cash
2011-08-16,0.0001211499702025165,1.1035489635769913,0.0001211499702025165,1.0577902147438598,0.0,cash
2011-08-17,0.0001211499702025165,1.1036826585010457,0.0001211499702025165,1.0579183659968565,0.0,cash
2011-08-18,0.0001211499702025165,1.1038163696222363,0.0001211499702025165,1.0580465327753736,0.0,cash
2011-08-19,0.0001211499702025165,1.103950096942525,0.0001211499702025165,1.0581747150812923,0.0,cash
2011-08-22,0.0001211499702025165,1.1040838404638749,0.0001211499702025165,1.0583029129164936,0.0,cash
2011-08-23,0.0001211499702025165,1.1042176001882482,0.0001211499702025165,1.0584311262828587,0.0,cash
2011-08-24,0.0001211499702025165,1.104351376117608,0.0001211499702025165,1.0585593551822694,0.0,cash
2011-08-25,0.0001211499702025165,1.1044851682539178,0.0001211499702025165,1.0586875996166074,0.0,cash
2011-08-26,0.0001211499702025165,1.104618976599141,0.0001211499702025165,1.0588158595877548,0.0,cash
2011-08-29,0.0001211499702025165,1.1047528011552412,0.0001211499702025165,1.0589441350975939,0.0,cash
2011-08-30,0.0001211499702025165,1.1048866419241823,0.0001211499702025165,1.0590724261480071,0.0,cash
2011-08-31,0.0001211499702025165,1.1050204989079286,0.0001211499702025165,1.0592007327408772,0.0,cash
2011-09-01,0.0001211499702025165,1.1051543721084445,0.0001211499702025165,1.0593290548780874,0.0,cash
2011-09-02,0.0001211499702025165,1.1052882615276947,0.0001211499702025165,1.0594573925615205,0.0,cash
2011-09-05,0.0001211499702025165,1.1054221671676439,0.0001211499702025165,1.0595857457930602,0.0,cash
2011-09-06,0.0001211499702025165,1.1055560890302574,0.0001211499702025165,1.05971411457459,0.0,cash
2011-09-07,0.0001211499702025165,1.1056900271175005,0.0001211499702025165,1.059842498907994,0.0,cash
2011-09-08,0.0001211499702025165,1.105823981431339,0.0001211499702025165,1.059970898795156,0.0,cash
2011-09-09,0.0001211499702025165,1.1059579519737388,0.0001211499702025165,1.0600993142379604,0.0,cash
2011-09-13,0.0001211499702025165,1.1060919387466657,0.0001211499702025165,1.060227745238292,0.0,cash
2011-09-14,0.0001211499702025165,1.106225941752086,0.0001211499702025165,1.0603561917980355,0.0,cash
2011-09-15,0.0001211499702025165,1.1063599609919665,0.0001211499702025165,1.060484653919076,0.0,cash
2011-09-16,0.0001211499702025165,1.106493996468274,0.0001211499702025165,1.0606131316032985,0.0,cash
2011-09-19,0.0001211499702025165,1.1066280481829756,0.0001211499702025165,1.0607416248525887,0.0,cash
2011-09-20,0.0001211499702025165,1.106762116138038,0.0001211499702025165,1.0608701336688322,0.0,cash
2011-09-21,0.0001211499702025165,1.1068962003354295,0.0001211499702025165,1.060998658053915,0.0,cash
2011-09-22,0.0001211499702025165,1.1070303007771174,0.0001211499702025165,1.0611271980097232,0.0,cash
2011-09-23,0.0001211499702025165,1.1071644174650699,0.0001211499702025165,1.0612557535381433,0.0,cash
2011-09-26,0.0001211499702025165,1.1072985504012551,0.0001211499702025165,1.0613843246410617,0.0,cash
2011-09-27,0.0001211499702025165,1.1074326995876416,0.0001211499702025165,1.0615129113203654,0.0,cash
2011-09-28,0.0001211499702025165,1.1075668650261978,0.0001211499702025165,1.0616415135779413,0.0,cash
2011-09-29,-0.0013790317547527353,1.1060394951488148,-0.0013790317547527353,1.0601774762185536,1.5,1.H11077
2011-09-30,0.005083962006569465,1.1116625579199166,0.005083962006569465,1.0655673782278694,1.5,1.H11077
2011-10-10,0.011511690639898653,1.124459673382649,0.011511690639898653,1.0778338602419966,1.5,1.H11077
2011-10-11,0.006771482384798855,1.1320739322533764,0.006771482384798855,1.085132393240365,1.5,1.H11077
2011-10-12,-0.010913362945741745,1.1197191985492823,-0.010913362945741745,1.0732899495887516,1.5,1.H11077
2011-10-13,-0.00020633341479692202,1.119488163063432,-0.00020633341479692202,1.0730684940083857,1.5,1.H11077
2011-10-14,0.005916101399738194,1.1261111685519218,0.005916101399738194,1.0794168760278036,1.5,1.H11077
2011-10-17,-0.0019480979741632876,1.1239173936657831,-0.0019480979741632876,1.077314066198336,1.5,1.H11077
2011-10-18,0.006481390512087959,1.1312019411974592,0.006481390512087959,1.084296559365533,1.5,1.H11077
2011-10-19,-0.000205320715102153,1.1309696820059676,-0.000205320715102153,1.0840739308205811,1.5,1.H11077
2011-10-20,-6.057498510125825e-05,1.1309011735343302,-6.057498510125825e-05,1.084008263058373,1.5,1.H11077
2011-10-21,-0.0017976913718993348,1.1288681622521968,-0.0017976913718993348,1.0820595507568054,1.5,1.H11077
2011-10-24,-0.0038758464414641036,1.1244928426026495,-0.0038758464414641036,1.0778656540975524,0.0,cash
2011-10-25,0.0001211499702025165,1.1246290748770238,0.0001211499702025165,1.0779962374894287,0.0,cash
2011-10-26,0.0001211499702025165,1.124765323655934,0.0001211499702025165,1.078126836701479,0.0,cash
2011-10-27,0.0001211499702025165,1.1249015889413798,0.0001211499702025165,1.0782574517356198,0.0,cash
2011-10-28,-0.0013790317547527353,1.1233503139292578,-0.0013790317547527353,1.0767705004698775,1.5,1.H00016
2011-10-31,-0.012518081129234693,1.1092881235629402,-0.012518081129234693,1.063291399987429,1.5,1.H00016
