date,return_no_overlay,nav_no_overlay,return_amount_ma15_zz3_cyb5_scale0,nav_amount_ma15_zz3_cyb5_scale0,current_rule_weight,current_rule_holding
2010-09-29,0.0001211499702025165,1.0001211499702025,0.0001211499702025165,1.0001211499702025,0.0,cash
2010-09-30,0.0001211499702025165,1.0002423146177204,0.0001211499702025165,1.0002423146177204,0.0,cash
2010-10-08,0.0001211499702025165,1.0003634939443315,0.0001211499702025165,1.0003634939443315,0.0,cash
2010-10-11,0.0001211499702025165,1.0004846879518146,0.0001211499702025165,1.0004846879518146,0.0,cash
2010-10-12,0.0001211499702025165,1.000605896641948,0.0001211499702025165,1.000605896641948,0.0,cash
2010-10-13,0.0001211499702025165,1.0007271200165107,0.0001211499702025165,1.0007271200165107,0.0,cash
2010-10-14,-0.0008789711797676514,0.9998475097192042,-0.0008789711797676514,0.9998475097192042,1.0,1.H00016
2010-10-15,0.04329755804443258,1.0431384653068527,0.04329755804443258,1.0431384653068527,1.0,1.H00016
2010-10-18,-0.005623550115990694,1.037272323869282,-0.005623550115990694,1.037272323869282,1.0,1.H00016
2010-10-19,0.01634260339321192,1.054224054069033,0.01634260339321192,1.054224054069033,1.0,1.H00016
2010-10-20,0.0030117501790825063,1.0573991135526686,0.0030117501790825063,1.0573991135526686,1.0,1.H00016
2010-10-21,-0.017487511738571215,1.0389078341420614,-0.017487511738571215,1.0389078341420614,1.0,1.H00016
2010-10-22,-0.006321132824108622,1.0323407597304424,-0.006321132824108622,1.0323407597304424,1.0,1.H00016
2010-10-25,0.028411846487115477,1.0616714669182958,0.028411846487115477,1.0616714669182958,1.0,1.H00016
2010-10-26,-0.009694964277573881,1.0513785999720036,-0.009694964277573881,1.0513785999720036,1.0,1.H00016
2010-10-27,-0.02061152006984246,1.0297080888576777,-0.02061152006984246,1.0297080888576777,1.0,1.H00016
2010-10-28,-0.0005105327774199697,1.0291823891271414,-0.0005105327774199697,1.0291823891271414,1.0,1.H00016
2010-10-29,-0.015623796493361652,1.0131026529248672,-0.015623796493361652,1.0131026529248672,1.0,1.H00016
2010-11-01,0.020329757310940888,1.0336987839899001,0.020329757310940888,1.0336987839899001,1.0,0.399606
2010-11-02,-0.029232961720243922,1.0034807070072607,-0.029232961720243922,1.0034807070072607,1.0,0.399606
2010-11-03,-0.03211090153957641,0.971258036827686,-0.03211090153957641,0.971258036827686,1.0,0.399606
2010-11-04,0.016424916723464245,0.9872108691995761,0.016424916723464245,0.9872108691995761,1.0,0.399606
2010-11-05,0.013713379044596907,1.000748866045856,0.013713379044596907,1.000748866045856,1.0,0.399606
2010-11-08,0.03248737585480854,1.033260570593361,0.03248737585480854,1.033260570593361,1.0,0.399606
2010-11-09,0.007760262044197219,1.0412789433811023,0.007760262044197219,1.0412789433811023,1.0,0.399606
2010-11-10,0.023244777536017835,1.0654832407729358,0.023244777536017835,1.0654832407729358,1.0,0.399606
2010-11-11,-0.0077618418404402645,1.0572131283744166,-0.0077618418404402645,1.0572131283744166,1.0,0.399606
2010-11-12,-0.044563012611341546,1.0101005264017917,-0.044563012611341546,1.0101005264017917,1.0,0.399606
2010-11-15,0.06126254188319802,1.071981852206722,0.06126254188319802,1.071981852206722,1.0,0.399606
2010-11-16,-0.01947396802755419,1.0511061118907299,-0.01947396802755419,1.0511061118907299,1.0,0.399606
2010-11-17,-0.03625316006564061,1.013000193770382,-0.03625316006564061,1.013000193770382,1.0,0.399606
2010-11-18,0.016116265370738514,1.0293259737137952,0.016116265370738514,1.0293259737137952,1.0,0.399606
2010-11-19,0.04563447132673293,1.0762987203470988,0.04563447132673293,1.0762987203470988,1.0,0.399606
2010-11-22,0.018876096918665652,1.0966150393058065,0.018876096918665652,1.0966150393058065,1.0,0.399606
2010-11-23,0.007286423615834536,1.1046054410256836,0.007286423615834536,1.1046054410256836,1.0,0.399606
2010-11-24,0.02108497294742273,1.127896016867286,0.02108497294742273,1.127896016867286,1.0,0.399606
2010-11-25,-0.018285374180588843,1.107272016162072,-0.018285374180588843,1.107272016162072,1.0,0.399606
2010-11-26,0.008150961190309891,1.1162973473929252,0.008150961190309891,1.1162973473929252,1.0,0.399606
2010-11-29,0.020137479432375427,1.1387767622664655,0.020137479432375427,1.1387767622664655,1.0,0.399606
2010-11-30,-0.03164453323290051,1.1027407031680696,-0.03164453323290051,1.1027407031680696,1.0,0.399606
2010-12-01,-0.0036610215349234254,1.0987035457063348,-0.0036610215349234254,1.0987035457063348,1.0,0.399606
2010-12-02,0.0005685675492190789,1.0993282328886353,0.0005685675492190789,1.0993282328886353,1.0,0.399606
2010-12-03,-0.016894671223930624,1.0807554438267972,-0.016894671223930624,1.0807554438267972,1.0,0.399606
2010-12-06,-0.02132214985118419,1.057711414301039,-0.02132214985118419,1.057711414301039,0.0,cash
2010-12-07,0.0001211499702025165,1.0578395560073646,0.0001211499702025165,1.0578395560073646,0.0,cash
2010-12-08,0.0001211499702025165,1.0579677132380538,0.0001211499702025165,1.0579677132380538,0.0,cash
2010-12-09,0.0001211499702025165,1.0580958859949878,0.0001211499702025165,1.0580958859949878,0.0,cash
2010-12-10,0.0001211499702025165,1.0582240742800475,0.0001211499702025165,1.0582240742800475,0.0,cash
2010-12-13,0.0001211499702025165,1.058352278095114,0.0001211499702025165,1.058352278095114,0.0,cash
2010-12-14,0.0001211499702025165,1.058480497442069,0.0001211499702025165,1.058480497442069,0.0,cash
2010-12-15,0.0001211499702025165,1.058608732322794,0.0001211499702025165,1.058608732322794,0.0,cash
2010-12-16,0.0001211499702025165,1.058736982739171,0.0001211499702025165,1.058736982739171,0.0,cash
2010-12-17,0.0001211499702025165,1.0588652486930823,0.0001211499702025165,1.0588652486930823,0.0,cash
2010-12-20,0.0001211499702025165,1.05899353018641,0.0001211499702025165,1.05899353018641,0.0,cash
2010-12-21,0.0001211499702025165,1.0591218272210368,0.0001211499702025165,1.0591218272210368,0.0,cash
2010-12-22,0.0001211499702025165,1.0592501397988454,0.0001211499702025165,1.0592501397988454,0.0,cash
2010-12-23,0.0001211499702025165,1.059378467921719,0.0001211499702025165,1.059378467921719,0.0,cash
2010-12-24,0.0001211499702025165,1.059506811591541,0.0001211499702025165,1.059506811591541,0.0,cash
2010-12-27,0.0001211499702025165,1.0596351708101945,0.0001211499702025165,1.0596351708101945,0.0,cash
2010-12-28,0.0001211499702025165,1.0597635455795638,0.0001211499702025165,1.0597635455795638,0.0,cash
2010-12-29,0.0001211499702025165,1.0598919359015324,0.0001211499702025165,1.0598919359015324,0.0,cash
2010-12-30,0.0001211499702025165,1.0600203417779848,0.0001211499702025165,1.0600203417779848,0.0,cash
2010-12-31,0.0001211499702025165,1.0601487632108053,0.0001211499702025165,1.0601487632108053,0.0,cash
2011-01-04,0.0001211499702025165,1.0602772002018785,0.0001211499702025165,1.0602772002018785,0.0,cash
2011-01-05,0.0001211499702025165,1.0604056527530894,0.0001211499702025165,1.0604056527530894,0.0,cash
2011-01-06,0.0001211499702025165,1.060534120866323,0.0001211499702025165,1.060534120866323,0.0,cash
2011-01-07,0.0001211499702025165,1.0606626045434648,0.0001211499702025165,1.0606626045434648,0.0,cash
2011-01-10,0.0001211499702025165,1.0607911037864002,0.0001211499702025165,1.0607911037864002,0.0,cash
2011-01-11,0.0001211499702025165,1.060919618597015,0.0001211499702025165,1.060919618597015,0.0,cash
2011-01-12,0.0001211499702025165,1.0610481489771952,0.0001211499702025165,1.0610481489771952,0.0,cash
2011-01-13,0.0001211499702025165,1.0611766949288273,0.0001211499702025165,1.0611766949288273,0.0,cash
2011-01-14,0.0001211499702025165,1.0613052564537975,0.0001211499702025165,1.0613052564537975,0.0,cash
2011-01-17,0.0001211499702025165,1.0614338335539926,0.0001211499702025165,1.0614338335539926,0.0,cash
2011-01-18,0.0001211499702025165,1.0615624262312995,0.0001211499702025165,1.0615624262312995,0.0,cash
2011-01-19,0.0001211499702025165,1.0616910344876056,0.0001211499702025165,1.0616910344876056,0.0,cash
2011-01-20,0.0001211499702025165,1.061819658324798,0.0001211499702025165,1.061819658324798,0.0,cash
2011-01-21,0.0001211499702025165,1.0619482977447645,0.0001211499702025165,1.0619482977447645,0.0,cash
2011-01-24,0.0001211499702025165,1.062076952749393,0.0001211499702025165,1.062076952749393,0.0,cash
2011-01-25,0.0001211499702025165,1.0622056233405712,0.0001211499702025165,1.0622056233405712,0.0,cash
2011-01-26,0.0001211499702025165,1.0623343095201878,0.0001211499702025165,1.0623343095201878,0.0,cash
2011-01-27,0.0001211499702025165,1.0624630112901312,0.0001211499702025165,1.0624630112901312,0.0,cash
2011-01-28,0.0001211499702025165,1.0625917286522903,0.0001211499702025165,1.0625917286522903,0.0,cash
2011-01-31,0.0001211499702025165,1.062720461608554,0.0001211499702025165,1.062720461608554,0.0,cash
2011-02-01,0.0001211499702025165,1.0628492101608114,0.0001211499702025165,1.0628492101608114,0.0,cash
2011-02-09,0.0001211499702025165,1.0629779743109522,0.0001211499702025165,1.0629779743109522,0.0,cash
2011-02-10,0.0001211499702025165,1.0631067540608659,0.0001211499702025165,1.0631067540608659,0.0,cash
2011-02-11,0.0001211499702025165,1.0632355494124424,0.0001211499702025165,1.0632355494124424,0.0,cash
2011-02-14,-0.0010367780714127806,1.0621332101100651,-0.0010367780714127806,1.0621332101100651,1.157787775660833,1.H20955
2011-02-15,-0.005070291195336196,1.05674788544657,-0.005070291195336196,1.05674788544657,0.0,cash
2011-02-16,-0.0010890970783318243,1.0555969844119968,-0.0010890970783318243,1.0555969844119968,1.2101004449015003,1.H00905
