field,ma,zz_days,cyb_days,scale,candidate,ann_return_full,max_dd_full,ann_vol_full,sharpe_full,ann_return_last_10y,max_dd_last_10y,ann_vol_last_10y,sharpe_last_10y,ann_return_last_5y,max_dd_last_5y,ann_vol_last_5y,sharpe_last_5y,ann_return_last_3y,max_dd_last_3y,ann_vol_last_3y,sharpe_last_3y,ann_return_last_1y,max_dd_last_1y,ann_vol_last_1y,sharpe_last_1y,trigger_days,avg_ann_10_5_3,worst_dd_10_5_3,avg_ann_full_10_5_3,worst_dd_full_10_5_3,current_rule
none,0,0,0,1.0,no_overlay,0.35337354785761255,-0.3200774302574301,0.25753428860679,1.298378467438311,0.2799876698960837,-0.32007743025743085,0.25050111117710927,1.1041286863346937,0.40635619654854027,-0.1856762069789658,0.2723785484668772,1.3807972387431802,0.6579030423557919,-0.16712424022580197,0.30534853286216035,1.798519020106561,1.1153688659622971,-0.12654519327726688,0.2822531025808937,2.7850375313397477,,0.44808230293347195,-0.32007743025743085,0.4244051141645071,-0.32007743025743085,False
amount,10,2,3,0.0,amount_ma10_zz2_cyb3_scale0,0.26684904450293234,-0.27524469367067417,0.21804204542397296,1.18822817054908,0.2293259405434278,-0.25591364641200864,0.20488554678272156,1.1026659153992764,0.361116544156143,-0.12187498713736655,0.23346414927255596,1.4288352784216642,0.5162495640881535,-0.11042970323166923,0.271822936200654,1.6559267535620015,0.6618484995042813,-0.10165886434883598,0.22145339302139977,2.395011790103498,1659.0,0.3688973495959081,-0.25591364641200864,0.34338527332266416,-0.27524469367067417,False
amount,10,2,3,0.25,amount_ma10_zz2_cyb3_scale0.25,0.29345111183115247,-0.2684261544072293,0.2208195237825689,1.2699474084886684,0.24554835178085743,-0.2603319118751931,0.2080898422846747,1.1516982190056342,0.3766043021053256,-0.13110510191152158,0.236131416219574,1.463278998481452,0.5566124389460785,-0.10234825008970527,0.274055705421953,1.7406341112010808,0.78100983342081,-0.09615388248327084,0.22585151788505298,2.6585389049299377,1659.0,0.39292169761075385,-0.2603319118751931,0.3680540511658535,-0.2684261544072293,False
amount,10,2,3,0.5,amount_ma10_zz2_cyb3_scale0.5,0.3180374492996316,-0.27407002864778685,0.22913063963035216,1.3140322534844353,0.26031021768960483,-0.27407002864778596,0.2176480500808462,1.164457787163004,0.3903164340710208,-0.1404652478301074,0.24417310861589167,1.463584426134513,0.5956146193824032,-0.10636673002404695,0.2810738419373223,1.7922336278043645,0.9038516427864671,-0.10636673002404706,0.23989360213724836,2.793748547089648,1659.0,0.4154137570476763,-0.27407002864778596,0.3910696801106651,-0.27407002864778685,False
amount,10,2,3,0.75,amount_ma10_zz2_cyb3_scale0.75,0.3387780497632382,-0.2972590950657936,0.24197145638492648,1.321153716574748,0.2726266653796674,-0.29725909506579395,0.2325133824693063,1.1461166928066044,0.4005893765193911,-0.15138928133214125,0.2566434387958955,1.4332872903561498,0.6299796924429579,-0.12613747446254508,0.2918895922662065,1.8094827137494334,1.0180977980939412,-0.1164970272622311,0.25991021636013817,2.8211395898039684,1659.0,0.43439857811400545,-0.29725909506579395,0.41049344602631366,-0.29725909506579395,False
amount,10,2,4,0.0,amount_ma10_zz2_cyb4_scale0,0.2855721972870391,-0.25881834533546466,0.22065584752313772,1.243065576720446,0.24631506149087268,-0.23410288596736584,0.20732034455079673,1.158158909942049,0.3630330378350566,-0.12622740143705125,0.23558202999183414,1.424067376157374,0.5261898932239715,-0.11042970323166856,0.27248863246563343,1.6765462143121688,0.729165533405763,-0.08795034121552081,0.2231550310518444,2.5558938372798483,1531.0,0.37851266418330026,-0.23410288596736584,0.35527754745923495,-0.25881834533546466,False
amount,10,2,4,0.25,amount_ma10_zz2_cyb4_scale0.25,0.3074977503724552,-0.2561061558629997,0.2232869765349877,1.3066103177903348,0.258301804339105,-0.2441862343083635,0.21036907913538583,1.189780322785324,0.37793788420733154,-0.13433947401147917,0.2380934009181625,1.4572374837218607,0.5642052536573321,-0.1023482500897055,0.2746793607768593,1.7550339281824943,0.8346929488664934,-0.09615388248327073,0.22748605184616283,2.7712734743355445,1531.0,0.4001483140679229,-0.2441862343083635,0.37698567314405595,-0.2561061558629997,False
amount,10,2,4,0.5,amount_ma10_zz2_cyb4_scale0.5,0.3272879112470657,-0.26250454477417096,0.23103921003565903,1.3352626813050197,0.26872443444072336,-0.2625045447741705,0.21940488595841298,1.1871286028731052,0.39110310438101714,-0.14260115891787473,0.2456852855253337,1.4583818593067748,0.6007034165523084,-0.10636673002404695,0.281553719936625,1.8009758515223906,0.941527524588851,-0.10636673002404706,0.24113260672290482,2.8617015372195205,1531.0,0.420176985124683,-0.2625045447741705,0.39695471665527865,-0.26250454477417096,False
amount,10,2,4,0.75,amount_ma10_zz2_cyb4_scale0.75,0.34303447953412225,-0.29170087741966055,0.2429782359295263,1.3297068798115013,0.27634775369655307,-0.2917008774196592,0.23339291585562877,1.1551504073921115,0.4007460343070952,-0.1550970487941441,0.2574428353948891,1.4300668792750912,0.6321712405503104,-0.12613747446254497,0.29210101699682556,1.8129873458061239,1.0363930054637716,-0.11649702726223088,0.260399219370685,2.8509114409663194,1531.0,0.4364216761846529,-0.2917008774196592,0.4130748770220202,-0.29170087741966055,False
amount,10,2,5,0.0,amount_ma10_zz2_cyb5_scale0,0.27346080628907354,-0.25807813753250375,0.22290310376989858,1.190415181885458,0.24442396363802676,-0.23410288596736561,0.2087526996614882,1.144388295735885,0.3702086492570451,-0.12622740143705125,0.23735534229455885,1.4373316044242974,0.5205153145230299,-0.11042970323166856,0.2730073759218275,1.660224132778264,0.7406299391122031,-0.08795034121552037,0.22319491110869838,2.5850114271933973,1434.0,0.3783826424727006,-0.23410288596736561,0.35215218342679383,-0.25807813753250375,False
amount,10,2,5,0.25,amount_ma10_zz2_cyb5_scale0.25,0.2980458463200595,-0.25551486178298466,0.22535346895950836,1.2645772054449347,0.2568014870406661,-0.2441862343083634,0.21169747584264692,1.1780213225114273,0.38326598379368915,-0.13433947401147917,0.2397625273057282,1.4648652592158256,0.5598037140646832,-0.1023482500897055,0.2751623061025203,1.7421880592530474,0.843800898678341,-0.09615388248327095,0.22752813898598187,2.792519133709151,1434.0,0.3999570616330128,-0.2441862343083634,0.3744792578047745,-0.25551486178298466,False
amount,10,2,5,0.5,amount_ma10_zz2_cyb5_scale0.5,0.32060726654664506,-0.2625045447741706,0.2325996238801288,1.3062278883322929,0.26765767868686097,-0.2625045447741705,0.22042586888298937,1.1788454276266762,0.39461357425108967,-0.14260115891787473,0.24699261878863576,1.462180113520211,0.5976733959442344,-0.11217111019408821,0.28193084869283297,1.7922189448532932,0.9479424515378334,-0.10636673002404706,0.2411671195697121,2.874977178115131,1434.0,0.41998154962739503,-0.2625045447741705,0.39513797885720753,-0.2625045447741706,False
amount,10,2,5,0.75,amount_ma10_zz2_cyb5_scale0.75,0.3395306594209915,-0.29170087741966033,0.24382547625639875,1.3152509695948305,0.27575926949756724,-0.2917008774196591,0.23394942787483194,1.150994136032255,0.40243274407062923,-0.16174358309435877,0.2581735571846506,1.431415447126399,0.6305296363480519,-0.1300708308636287,0.29230907526829614,1.8084606899060969,1.0394407291849879,-0.11649702726223099,0.2604061255903922,2.856575850664615,1434.0,0.4362405499720828,-0.2917008774196591,0.41206307733430997,-0.29170087741966033,False
amount,10,2,6,0.0,amount_ma10_zz2_cyb6_scale0,0.2615669544451209,-0.24775329492933973,0.22478608633324826,1.1406667036424964,0.22855658287310288,-0.23410288596736595,0.21104312915990164,1.0736034436851638,0.3455279687380086,-0.13666047351064603,0.23952526767177684,1.3505786020643846,0.5200089042891396,-0.11042970323166856,0.2732867037762112,1.6575867551707215,0.7644173580289946,-0.08795034121552037,0.22342445128402855,2.6431883397230127,1359.0,0.36469781863341705,-0.23410288596736595,0.338915102586343,-0.24775329492933973,False
amount,10,2,6,0.25,amount_ma10_zz2_cyb6_scale0.25,0.2888184327474388,-0.24695583876703597,0.22708978272943045,1.2252915148703287,0.24470276501023047,-0.24418623430836417,0.21378338069564015,1.1234754275370202,0.36441562667538396,-0.14605856391102157,0.24173816932072995,1.3980989981360248,0.5593947673897763,-0.1023482500897055,0.275415228526915,1.7398882646040166,0.862634589262335,-0.09615388248327095,0.22776328853015854,2.8343914302140747,1359.0,0.3895043863584636,-0.24418623430836417,0.3643328979557074,-0.24695583876703597,False
amount,10,2,6,0.5,amount_ma10_zz2_cyb6_scale0.5,0.31429563249833725,-0.2625045447741696,0.23393421920922042,1.2796715468482571,0.25948797200964346,-0.26250454477416985,0.22200816096011639,1.1429736087801496,0.38180832166366097,-0.15545770443654838,0.24850649437245736,1.4176650684122838,0.5973345477316254,-0.11403080184784142,0.2821223720450392,1.7904413479293984,0.9609915538725895,-0.10636673002404706,0.24134873517704505,2.900602987404456,1359.0,0.41287694713497664,-0.26250454477416985,0.3882316184758168,-0.26250454477416985,False
