candidate,rolling_years,window_start,window_end,ann_return,max_dd,sharpe_repo
no_overlay,3,2021-02-01,2024-01-31,0.10987257899102953,-0.18567620697896514,0.6137067362285632
no_overlay,3,2021-03-01,2024-02-29,0.1797890211066473,-0.18567620697896614,0.9077723353975775
no_overlay,3,2021-03-31,2024-03-29,0.17656762589151165,-0.1856762069789648,0.8939234499422152
no_overlay,3,2021-04-30,2024-04-30,0.14244834669797157,-0.18567620697896514,0.756377772860932
no_overlay,3,2021-05-31,2024-05-31,0.10633416108238625,-0.18567620697896525,0.6126055148421576
no_overlay,3,2021-06-30,2024-06-28,0.09666669294802333,-0.18567620697896536,0.5786878829910639
no_overlay,3,2021-08-02,2024-07-31,0.15210560248470983,-0.18567620697896592,0.8628037989166171
no_overlay,3,2021-08-31,2024-08-30,0.15696886393650522,-0.18567620697896559,0.8875909859645696
no_overlay,3,2021-09-30,2024-09-30,0.28671626346903056,-0.18567620697896525,1.171662931577445
no_overlay,3,2021-11-01,2024-10-31,0.4299355199138879,-0.18567620697896547,1.403073123881015
no_overlay,3,2021-11-30,2024-11-29,0.4081013281383794,-0.18567620697896503,1.3501852445746605
no_overlay,3,2021-12-31,2024-12-31,0.42759720570057613,-0.1856762069789658,1.413049926799153
no_overlay,3,2022-02-07,2025-01-27,0.41651651520388855,-0.15055452783997236,1.381053742721428
no_overlay,3,2022-02-28,2025-02-28,0.40763819263410617,-0.15055452783997203,1.349143126519115
no_overlay,3,2022-03-31,2025-03-31,0.4530058917896822,-0.0952650159707562,1.4596987611242849
no_overlay,3,2022-05-05,2025-04-30,0.42152689872202487,-0.14031692536571472,1.3583841141725577
no_overlay,3,2022-05-31,2025-05-30,0.43378597611339065,-0.1671242402258014,1.392567450961594
no_overlay,3,2022-06-30,2025-06-30,0.3763401412154057,-0.1671242402258014,1.2689332180313124
no_overlay,3,2022-08-01,2025-07-31,0.4184569196983525,-0.16712424022580108,1.373506859668006
no_overlay,3,2022-08-31,2025-08-29,0.5421970307357045,-0.16712424022580152,1.6388219756225983
no_overlay,3,2022-09-30,2025-09-30,0.5793591184700024,-0.1671242402258013,1.660231443006815
no_overlay,3,2022-10-31,2025-10-31,0.5740921289340633,-0.16712424022580152,1.6446647746636296
no_overlay,3,2022-11-30,2025-11-28,0.5694483829167682,-0.16712424022580152,1.6502765963919208
no_overlay,3,2023-01-03,2025-12-31,0.5754906709827567,-0.16712424022580163,1.664978380534732
no_overlay,3,2023-01-31,2026-01-30,0.6198998168287375,-0.16712424022580163,1.7397572475617546
no_overlay,3,2023-02-28,2026-02-27,0.6046239887149474,-0.1671242402258012,1.7148066522761443
no_overlay,3,2023-03-31,2026-03-31,0.6082167991010559,-0.16712424022580163,1.7273265384328824
no_overlay,3,2023-05-04,2026-04-30,0.6590596590645501,-0.16712424022580208,1.8146574427897373
no_overlay,5,2010-09-30,2015-09-30,0.468672197340795,-0.2474663498322216,1.6188305239946772
no_overlay,5,2010-11-01,2015-10-30,0.542368920675246,-0.24746634983222093,1.7355009145090472
no_overlay,5,2010-11-30,2015-11-30,0.5339067597795668,-0.2474663498322215,1.7109957166978782
no_overlay,5,2010-12-31,2015-12-31,0.5441191958739893,-0.24746634983222104,1.7374716373850185
no_overlay,5,2011-01-31,2016-01-29,0.5440385968900294,-0.2474663498322206,1.735478906772398
no_overlay,5,2011-02-28,2016-02-29,0.539785467920523,-0.2474663498322205,1.7317746076285618
no_overlay,5,2011-03-31,2016-03-31,0.5596782038852046,-0.2474663498322207,1.7634884764647232
no_overlay,5,2011-05-03,2016-04-29,0.5671743787885026,-0.24746634983222016,1.758913449191468
no_overlay,5,2011-05-31,2016-05-31,0.5656715305921558,-0.24746634983221938,1.7582705950944089
no_overlay,5,2011-06-30,2016-06-30,0.5745390690037648,-0.24746634983222182,1.7570994237422575
no_overlay,5,2011-08-01,2016-07-29,0.562913080422689,-0.24746634983222093,1.7380973917907638
no_overlay,5,2011-08-31,2016-08-31,0.5378496383703888,-0.24746634983222005,1.6806988704660049
no_overlay,5,2011-09-30,2016-09-30,0.5397281876006461,-0.24746634983222027,1.683519286656648
no_overlay,5,2011-10-31,2016-10-31,0.5323764427581748,-0.24746634983222138,1.6660874289377738
no_overlay,5,2011-11-30,2016-11-30,0.5710714583231162,-0.2474663498322205,1.7714743967526942
no_overlay,5,2012-01-04,2016-12-30,0.564530725953104,-0.2474663498322207,1.7494089851534498
no_overlay,5,2012-01-31,2017-01-26,0.5559545143038507,-0.24746634983222138,1.7402970453117859
no_overlay,5,2012-02-28,2017-02-28,0.5105556381468559,-0.24746634983222093,1.651127326414853
no_overlay,5,2012-04-05,2017-03-31,0.518570972625555,-0.2274076221943554,1.690012972191938
no_overlay,5,2012-05-02,2017-04-28,0.5106484238210565,-0.22740762219435695,1.670389538846475
no_overlay,5,2012-05-31,2017-05-31,0.5344217340195978,-0.1847039036684136,1.7353355386732803
no_overlay,5,2012-07-02,2017-06-30,0.5449779550399978,-0.18470390366841294,1.7599845439182225
no_overlay,5,2012-07-31,2017-07-31,0.5449712333966616,-0.18470390366841338,1.758261315449209
no_overlay,5,2012-08-31,2017-08-31,0.575208227808409,-0.18470390366841338,1.832775187194098
no_overlay,5,2012-10-08,2017-09-29,0.572640492835254,-0.18470390366841338,1.813187316782455
no_overlay,5,2012-10-31,2017-10-31,0.597598706759934,-0.1847039036684136,1.8821536968284998
no_overlay,5,2012-11-30,2017-11-30,0.6069211336896998,-0.18470390366841327,1.8943954058550831
no_overlay,5,2012-12-31,2017-12-29,0.5620434693168979,-0.18470390366841272,1.8091736897906645
no_overlay,5,2013-01-31,2018-01-31,0.5151602265438571,-0.18470390366841316,1.7188743658382704
no_overlay,5,2013-02-28,2018-02-28,0.521472609548919,-0.18470390366841327,1.738356508653375
no_overlay,5,2013-04-01,2018-03-30,0.5046783986769645,-0.18685544456912662,1.6884897642764978
no_overlay,5,2013-05-02,2018-04-27,0.5210764936317906,-0.1902981069951586,1.7308872427086843
no_overlay,5,2013-05-31,2018-05-31,0.4494974989165059,-0.2122973222240223,1.5711380054587682
no_overlay,5,2013-07-01,2018-06-29,0.478109754773296,-0.2122973222240221,1.649326595831679
no_overlay,5,2013-07-31,2018-07-31,0.4829743359052774,-0.23315545612547606,1.6680931098134901
no_overlay,5,2013-09-02,2018-08-31,0.43606312282676973,-0.2769381029997524,1.5481365803428717
no_overlay,5,2013-09-30,2018-09-28,0.43972169287761753,-0.27693810299975186,1.574031987617136
no_overlay,5,2013-10-31,2018-10-31,0.42327057418291236,-0.3136323535319695,1.5437769452551198
no_overlay,5,2013-12-02,2018-11-30,0.4052001130258802,-0.3200774302574305,1.470933652124689
no_overlay,5,2013-12-31,2018-12-28,0.4364673869884079,-0.3200774302574311,1.5949317095118873
no_overlay,5,2014-02-07,2019-01-31,0.4014905035506511,-0.32007743025743096,1.5109048251232542
no_overlay,5,2014-02-28,2019-02-28,0.4527458098438304,-0.32007743025742963,1.639733162782003
no_overlay,5,2014-03-31,2019-03-29,0.5090109865552224,-0.3200774302574304,1.7648193288916543
no_overlay,5,2014-04-30,2019-04-30,0.5193327238996577,-0.32007743025743085,1.7965997750731029
no_overlay,5,2014-06-03,2019-05-31,0.5222133363709338,-0.3200774302574304,1.8022908872158294
no_overlay,5,2014-06-30,2019-06-28,0.5347885612611016,-0.32007743025742974,1.8455265152182532
no_overlay,5,2014-07-31,2019-07-31,0.510020518852053,-0.3200774302574301,1.773872993453507
no_overlay,5,2014-09-01,2019-08-30,0.49187367968054563,-0.3200774302574302,1.7419625114156323
no_overlay,5,2014-09-30,2019-09-30,0.4615515893368669,-0.32007743025743074,1.6551060830177184
no_overlay,5,2014-10-31,2019-10-31,0.46830466201345367,-0.32007743025743074,1.67566907662127
no_overlay,5,2014-12-01,2019-11-29,0.4133468418970503,-0.32007743025743185,1.5374359901386077
no_overlay,5,2014-12-31,2019-12-31,0.36367058145276077,-0.3200774302574301,1.4165358632091776
no_overlay,5,2015-02-02,2020-01-23,0.3682550261366153,-0.3200774302574305,1.4299232761140246
no_overlay,5,2015-03-02,2020-02-28,0.3027424987958012,-0.3200774302574305,1.192524888870694
no_overlay,5,2015-03-31,2020-03-31,0.2672360091788557,-0.3200774302574303,1.089694949494718
no_overlay,5,2015-04-30,2020-04-30,0.22306138418537458,-0.32007743025743063,0.9588708955835761
no_overlay,5,2015-06-01,2020-05-29,0.1941917516163294,-0.32007743025743063,0.87086496807635
no_overlay,5,2015-06-30,2020-06-30,0.22706576314218174,-0.3200774302574303,0.9843276917705158
no_overlay,5,2015-07-31,2020-07-31,0.23188928174335133,-0.3200774302574305,0.9845064968858794
no_overlay,5,2015-08-31,2020-08-31,0.2163941929165707,-0.32007743025743063,0.9379275726914065
no_overlay,5,2015-09-30,2020-09-30,0.22134369560963796,-0.3200774302574305,0.9545924522722655
no_overlay,5,2015-11-02,2020-10-30,0.1366796397129888,-0.32007743025743074,0.6804200073459158
no_overlay,5,2015-11-30,2020-11-30,0.12201722021739458,-0.32007743025743085,0.6382986375342952
no_overlay,5,2015-12-31,2020-12-31,0.14532389704045312,-0.32007743025743074,0.7235003169818027
no_overlay,5,2016-02-01,2021-01-29,0.14705755224235872,-0.3200774302574311,0.714831334427597
no_overlay,5,2016-02-29,2021-02-26,0.12752034534631917,-0.32007743025743063,0.6367390570301045
no_overlay,5,2016-03-31,2021-03-31,0.12313898647759025,-0.3200774302574303,0.6250511404772561
no_overlay,5,2016-05-03,2021-04-30,0.15113177653919974,-0.32007743025742963,0.7409223069272101
no_overlay,5,2016-05-31,2021-05-31,0.1733450411180384,-0.3200774302574311,0.8143700342710607
no_overlay,5,2016-06-30,2021-06-30,0.16937827505589986,-0.3200774302574305,0.8061438268295463
no_overlay,5,2016-08-01,2021-07-30,0.13227281011584813,-0.32007743025743096,0.6608256085344623
no_overlay,5,2016-08-31,2021-08-31,0.14627099391468623,-0.3200774302574301,0.7156799034889657
no_overlay,5,2016-09-30,2021-09-30,0.1616151299956321,-0.3200774302574305,0.7662069859406222
no_overlay,5,2016-10-31,2021-10-29,0.16015085165207976,-0.3200774302574311,0.7577809787534256
no_overlay,5,2016-11-30,2021-11-30,0.14852321522456635,-0.3200774302574303,0.7146419699945507
no_overlay,5,2017-01-03,2021-12-31,0.1533737284844503,-0.3200774302574316,0.7288693595554133
no_overlay,5,2017-02-03,2022-01-28,0.1563125852263041,-0.32007743025743074,0.7366173210702344
no_overlay,5,2017-02-28,2022-02-28,0.1563692477695915,-0.3200774302574311,0.7397921894485002
no_overlay,5,2017-03-31,2022-03-31,0.13788926500948118,-0.32007743025743063,0.6706212930718227
no_overlay,5,2017-05-02,2022-04-29,0.13713342247121663,-0.32007743025743063,0.6657336737360194
no_overlay,5,2017-05-31,2022-05-31,0.1227828415797747,-0.32007743025743085,0.6101928571604088
no_overlay,5,2017-06-30,2022-06-30,0.17245563797221464,-0.3200774302574302,0.7854600710261714
no_overlay,5,2017-07-31,2022-07-29,0.17166063424119482,-0.3200774302574305,0.7776856628457892
no_overlay,5,2017-08-31,2022-08-31,0.1615880311422686,-0.3200774302574301,0.7440637716769997
no_overlay,5,2017-10-09,2022-09-30,0.1686257264876445,-0.3200774302574302,0.7680921479865682
no_overlay,5,2017-10-31,2022-10-31,0.1614019957849977,-0.32007743025742996,0.7461077975001138
no_overlay,5,2017-11-30,2022-11-30,0.15866826752733298,-0.2960366633331738,0.733665214929494
no_overlay,5,2018-01-02,2022-12-30,0.16631861156773864,-0.2960366633331746,0.7570186880477802
no_overlay,5,2018-01-31,2023-01-31,0.17777597176747983,-0.27453164091889903,0.7998825466328483
no_overlay,5,2018-02-28,2023-02-28,0.19000746832298065,-0.27453164091890003,0.8390449556620844
no_overlay,5,2018-04-02,2023-03-31,0.2036862166998168,-0.1997553411566365,0.8980073856763744
no_overlay,5,2018-05-02,2023-04-28,0.2009110388069617,-0.19975534115663685,0.8841850488427366
no_overlay,5,2018-05-31,2023-05-31,0.20761760611287783,-0.1997553411566365,0.906754685792863
no_overlay,5,2018-07-02,2023-06-30,0.20780883022150998,-0.19975534115663696,0.9073002194861971
no_overlay,5,2018-07-31,2023-07-31,0.23140075705917584,-0.1997553411566363,0.9857869550677695
no_overlay,5,2018-08-31,2023-08-31,0.2378756176018728,-0.19975534115663618,1.0081385924478197
no_overlay,5,2018-10-08,2023-09-28,0.23526554753096107,-0.19975534115663662,0.9949220659309492
no_overlay,5,2018-10-31,2023-10-31,0.2520215066443503,-0.19975534115663673,1.0631379551317306
no_overlay,5,2018-11-30,2023-11-30,0.24042739951707093,-0.19975534115663673,1.0373544211348174
no_overlay,5,2019-01-02,2023-12-29,0.2410142727115414,-0.19975534115663562,1.0373544211348174
no_overlay,5,2019-01-31,2024-01-31,0.23722453461947923,-0.19975534115663662,1.0274898897997227
no_overlay,5,2019-02-28,2024-02-29,0.21004728030643371,-0.1997553411566364,0.9468673299578739
no_overlay,5,2019-04-01,2024-03-29,0.1737597989074271,-0.19975534115663685,0.8195453220264551
no_overlay,5,2019-04-30,2024-04-30,0.16157371670073029,-0.19975534115663685,0.7780103711160199
no_overlay,5,2019-05-31,2024-05-31,0.15804591321813977,-0.19975534115663707,0.7622142124484947
no_overlay,5,2019-07-01,2024-06-28,0.14128083147280668,-0.1997553411566373,0.7009055860566865
no_overlay,5,2019-07-31,2024-07-31,0.13428753930787396,-0.1997553411566354,0.6800372993640419
no_overlay,5,2019-09-02,2024-08-30,0.13896573944440105,-0.19975534115663662,0.6982977482064191
no_overlay,5,2019-09-30,2024-09-30,0.24284602901668428,-0.1997553411566364,0.9867246261553312
no_overlay,5,2019-10-31,2024-10-31,0.31939939746788704,-0.1997553411566364,1.1312751176785776
no_overlay,5,2019-12-02,2024-11-29,0.324965769847785,-0.19975534115663696,1.1454180157171683
no_overlay,5,2019-12-31,2024-12-31,0.3127462706806723,-0.1997553411566364,1.117547912523698
no_overlay,5,2020-02-03,2025-01-27,0.2937292524190862,-0.1997553411566365,1.0685219498588092
no_overlay,5,2020-02-28,2025-02-28,0.2962447457907631,-0.19975534115663574,1.0920885016117985
no_overlay,5,2020-03-31,2025-03-31,0.30631409020450096,-0.1997553411566354,1.1300977717682144
no_overlay,5,2020-04-30,2025-04-30,0.2752746316454604,-0.19975534115663707,1.0311076328012143
no_overlay,5,2020-06-01,2025-05-30,0.28146728449468017,-0.1997553411566365,1.0460662786048358
no_overlay,5,2020-06-30,2025-06-30,0.2745105966548318,-0.1997553411566365,1.0264660147349411
no_overlay,5,2020-07-31,2025-07-31,0.2879291736748666,-0.18567620697896414,1.0729349166924047
no_overlay,5,2020-08-31,2025-08-29,0.3581384034259856,-0.18567620697896414,1.2549713394844524
no_overlay,5,2020-09-30,2025-09-30,0.37993293143396234,-0.1856762069789647,1.282436731047147
no_overlay,5,2020-11-02,2025-10-31,0.4078564762197123,-0.18567620697896525,1.358361402858246
no_overlay,5,2020-11-30,2025-11-28,0.40480187488814123,-0.18567620697896559,1.3511524823431316
no_overlay,5,2020-12-31,2025-12-31,0.40070184086403127,-0.18567620697896514,1.3505049094476906
no_overlay,5,2021-02-01,2026-01-30,0.4372943797016977,-0.18567620697896514,1.455710621992543
no_overlay,5,2021-03-01,2026-02-27,0.44034977230315,-0.18567620697896614,1.4626539491701227
no_overlay,5,2021-03-31,2026-03-31,0.4256097691668099,-0.1856762069789648,1.4339419812769925
no_overlay,5,2021-04-30,2026-04-30,0.42806808398230634,-0.18567620697896514,1.4366649189187042
