field,ma,zz_days,cyb_days,scale,candidate,segment,ann_return,ann_vol,max_dd,sharpe_repo,total_return,years,rows,start,end
amount,20,2,4,0.0,amount_ma20_zz2_cyb4_scale0,last_3y,0.6192855817334735,0.27642748565993763,-0.10593270182920234,1.8708871469812913,3.241705618074791,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,2,4,0.0,amount_ma20_zz2_cyb4_scale0,last_1y,0.9213738139849208,0.2277607421876505,-0.10593270182920222,2.97012189688938,0.9205151867049985,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,2,4,0.25,amount_ma20_zz2_cyb4_scale0.25,full,0.32116533315553997,0.22896982110117808,-0.24875400763699562,1.325086471856457,77.38817234479889,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,2,4,0.25,amount_ma20_zz2_cyb4_scale0.25,last_10y,0.29445356911991993,0.21646437779065716,-0.2487540076369954,1.2926893511316293,12.18552974716196,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,2,4,0.25,amount_ma20_zz2_cyb4_scale0.25,last_5y,0.39746991185147795,0.24074760688788813,-0.1513872843005294,1.502197860247309,4.3285966698959255,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,2,4,0.25,amount_ma20_zz2_cyb4_scale0.25,last_3y,0.6347090582487374,0.2784158955486599,-0.10524872667231278,1.8936014134008812,3.3639838158912045,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,2,4,0.25,amount_ma20_zz2_cyb4_scale0.25,last_1y,0.9851667574554956,0.23188484464481524,-0.10524872667231266,3.0619286869540754,0.9842352617324008,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,2,4,0.5,amount_ma20_zz2_cyb4_scale0.5,full,0.3361385348955397,0.23538147296212364,-0.2593462506380829,1.3430845084272365,92.51861551887254,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,2,4,0.5,amount_ma20_zz2_cyb4_scale0.5,last_10y,0.292525674140796,0.2240250969761675,-0.25934625063808225,1.2498671021377847,11.990594459868545,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,2,4,0.5,amount_ma20_zz2_cyb4_scale0.5,last_5y,0.4038700816192913,0.24772728571914326,-0.15373689524855383,1.4851992157232936,4.451722654576212,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,2,4,0.5,amount_ma20_zz2_cyb4_scale0.5,last_3y,0.6477508562353866,0.28448334256916946,-0.11634764070648718,1.8871806484600995,3.469194703931512,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,2,4,0.5,amount_ma20_zz2_cyb4_scale0.5,last_1y,1.0445600087172418,0.24444807570301688,-0.104564480841835,3.037006158084074,1.043559409174538,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,2,4,0.75,amount_ma20_zz2_cyb4_scale0.75,full,0.3472014369945371,0.24531111967107305,-0.2902039068986185,1.3319694295364455,105.40917927375246,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,2,4,0.75,amount_ma20_zz2_cyb4_scale0.75,last_10y,0.28795341612368963,0.23584125222167207,-0.2902039068986212,1.1838097985949265,11.538608082589077,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,2,4,0.75,amount_ma20_zz2_cyb4_scale0.75,last_5y,0.40713732453373486,0.25863215747812274,-0.16505565314516824,1.4422306762823935,4.515449135624821,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,2,4,0.75,amount_ma20_zz2_cyb4_scale0.75,last_3y,0.6559328347110462,0.29384012579920604,-0.13390845590097178,1.8531653503844225,3.536055642083303,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,2,4,0.75,amount_ma20_zz2_cyb4_scale0.75,last_1y,1.089910562839869,0.2624758386128494,-0.10387996432737612,2.928901759171201,1.0888564020062437,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,2,5,0.0,amount_ma20_zz2_cyb5_scale0,full,0.32280729956445753,0.22922953124222914,-0.2581357373709957,1.3292529794003745,78.92783046358174,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,2,5,0.0,amount_ma20_zz2_cyb5_scale0,last_10y,0.30716302042559707,0.2164319701746306,-0.24021525740618277,1.3379126163264503,13.537887311909882,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,2,5,0.0,amount_ma20_zz2_cyb5_scale0,last_5y,0.4201194865495663,0.2396610256668215,-0.15065380288282826,1.575031635327096,4.774576951152683,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,2,5,0.0,amount_ma20_zz2_cyb5_scale0,last_3y,0.6301639666896404,0.27673008435642404,-0.105932701829202,1.8933694697153434,3.327709237363364,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,2,5,0.0,amount_ma20_zz2_cyb5_scale0,last_1y,0.934112564840003,0.2277870569597263,-0.10593270182920222,2.9987568381819263,0.933239500731013,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,2,5,0.25,amount_ma20_zz2_cyb5_scale0.25,full,0.3351701090881596,0.23125276243777898,-0.25548680949422786,1.359781907506667,91.46273968549595,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,2,5,0.25,amount_ma20_zz2_cyb5_scale0.25,last_10y,0.3035499916142994,0.21883862189846232,-0.24875400763699596,1.312972612675718,13.141285997063154,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,2,5,0.25,amount_ma20_zz2_cyb5_scale0.25,last_5y,0.4206403053546579,0.2419437843406191,-0.15065380288282826,1.5639553142635327,4.785172195725018,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,2,5,0.25,amount_ma20_zz2_cyb5_scale0.25,last_3y,0.6429019740927737,0.2787219391748962,-0.10524872667231289,1.9097868011717727,3.4298826325989085,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,2,5,0.25,amount_ma20_zz2_cyb5_scale0.25,last_1y,0.9950217030507349,0.2319190842786474,-0.10524872667231289,3.082822961399012,0.9940788242382226,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,2,5,0.5,amount_ma20_zz2_cyb5_scale0.5,full,0.34526307213538243,0.23714581795491027,-0.25934625063808203,1.3634912486097663,103.03664047925007,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,2,5,0.5,amount_ma20_zz2_cyb5_scale0.5,last_10y,0.29828729440561985,0.22585810342565604,-0.25934625063808125,1.2612151706024264,12.58101060555736,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,2,5,0.5,amount_ma20_zz2_cyb5_scale0.5,last_5y,0.41925685538749846,0.24868597969716816,-0.15310497808048462,1.5242757858854055,4.757062220779046,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,2,5,0.5,amount_ma20_zz2_cyb5_scale0.5,last_3y,0.6531809455887994,0.28472990033299905,-0.11045079565796745,1.8973615710880052,3.513494073187881,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,2,5,0.5,amount_ma20_zz2_cyb5_scale0.5,last_1y,1.051142739932592,0.24445916154260877,-0.10456448084183545,3.05000609813326,1.0501344081615098,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,2,5,0.75,amount_ma20_zz2_cyb5_scale0.75,full,0.3515450163246854,0.24626852881277536,-0.2902039068986201,1.3407920019029267,110.91083547582548,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,2,5,0.75,amount_ma20_zz2_cyb5_scale0.75,last_10y,0.2905999607667413,0.23683152606441515,-0.29020390689861986,1.1885079721770249,11.798472752672525,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,2,5,0.75,amount_ma20_zz2_cyb5_scale0.75,last_5y,0.4147604166723857,0.25917841108826484,-0.16947102708676398,1.460586466152684,4.6664539604181625,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,2,5,0.75,amount_ma20_zz2_cyb5_scale0.75,last_3y,0.6585681505793151,0.2939805487894787,-0.1338235460963375,1.8578356417795057,3.5577318090410364,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,2,5,0.75,amount_ma20_zz2_cyb5_scale0.75,last_1y,1.0929711886286326,0.2624709589236238,-0.10387996432737612,2.9345181661517827,1.0919133886418986,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,2,6,0.0,amount_ma20_zz2_cyb6_scale0,full,0.3133522148354595,0.23005696473929818,-0.24752326914929557,1.294186300339332,70.43478167701882,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,2,6,0.0,amount_ma20_zz2_cyb6_scale0,last_10y,0.2897856208275924,0.21751998488863022,-0.2475232691492968,1.2709390007390187,11.71800108502703,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,2,6,0.0,amount_ma20_zz2_cyb6_scale0,last_5y,0.399871192417252,0.24128921021314922,-0.16888421423336453,1.5064993347869058,4.3745287467335725,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,2,6,0.0,amount_ma20_zz2_cyb6_scale0,last_3y,0.6391970541774483,0.27681059115465106,-0.10593270182920245,1.9128909234349631,3.4000009846534276,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,2,6,0.0,amount_ma20_zz2_cyb6_scale0,last_1y,0.9664430502016637,0.22803019378459255,-0.10593270182920234,3.0683564800147227,0.9655330892723646,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,2,6,0.25,amount_ma20_zz2_cyb6_scale0.25,full,0.3279857499489631,0.2320056693580737,-0.25418337647349787,1.3329184721796756,83.97110654928338,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,2,6,0.25,amount_ma20_zz2_cyb6_scale0.25,last_10y,0.29047998272004394,0.2198279644881872,-0.25418337647349776,1.262331964929249,11.786588020672593,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,2,6,0.25,amount_ma20_zz2_cyb6_scale0.25,last_5y,0.4053328544387511,0.2434173353641019,-0.16482088107864623,1.5114482678879477,4.480180311754225,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,2,6,0.25,amount_ma20_zz2_cyb6_scale0.25,last_3y,0.6497152636793841,0.2788074647510783,-0.10524872667231266,1.9241518237825659,3.4851869813838627,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,2,6,0.25,amount_ma20_zz2_cyb6_scale0.25,last_1y,1.0199454823381906,0.2321852863317741,-0.10524872667231255,3.132925696035017,1.01897366682137,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,2,6,0.5,amount_ma20_zz2_cyb6_scale0.5,full,0.34037221489235425,0.23770814292532277,-0.26292136265282107,1.3455421401229468,97.26853098501532,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,2,6,0.5,amount_ma20_zz2_cyb6_scale0.5,last_10y,0.28956001468153914,0.22661517018274582,-0.26292136265282084,1.22807646468952,11.695787772217475,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,2,6,0.5,amount_ma20_zz2_cyb6_scale0.5,last_5y,0.40898386359336647,0.24981339977768846,-0.16707589601622586,1.48944414340471,4.551727948942836,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,2,6,0.5,amount_ma20_zz2_cyb6_scale0.5,last_3y,0.6577419041563113,0.2848024471964627,-0.11045079565796745,1.9066386921301743,3.5509283028514247,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,2,6,0.5,amount_ma20_zz2_cyb6_scale0.5,last_1y,1.0681663043494312,0.24468289667357324,-0.10456448084183512,3.0811593636868224,1.0671379094471676,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,2,6,0.75,amount_ma20_zz2_cyb6_scale0.75,full,0.3490886612868276,0.24657739289567188,-0.29192014608427164,1.3320626576567534,107.76770708793705,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,2,6,0.75,amount_ma20_zz2_cyb6_scale0.75,last_10y,0.28620739230681846,0.23724574864711734,-0.29192014608427086,1.1725180365587873,11.369775567094493,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,2,6,0.75,amount_ma20_zz2_cyb6_scale0.75,last_5y,0.4095332835291865,0.2597964605466113,-0.1763785825227676,1.4434853786297457,4.56255912859606,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,2,6,0.75,amount_ma20_zz2_cyb6_scale0.75,last_3y,0.6607184660313519,0.2940160538641599,-0.1338235460963375,1.8620599850251625,3.5754697773069077,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,2,6,0.75,amount_ma20_zz2_cyb6_scale0.75,last_1y,1.1011222900215274,0.2625761610683775,-0.10387996432737623,2.948225032617442,1.1000547832779488,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,3,0.0,amount_ma20_zz3_cyb3_scale0,full,0.32507804188328326,0.2295949781905139,-0.2649998641491267,1.3348693529378304,81.10377699959889,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,3,3,0.0,amount_ma20_zz3_cyb3_scale0,last_10y,0.3220039424501633,0.21860100899715007,-0.24234537308250514,1.378140346237739,15.274127343838675,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,3,3,0.0,amount_ma20_zz3_cyb3_scale0,last_5y,0.4371840094143735,0.24302500242485134,-0.14989294669625242,1.6055327965530863,5.1299096149947445,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,3,3,0.0,amount_ma20_zz3_cyb3_scale0,last_3y,0.6732245843556681,0.2834613509966334,-0.10637022324511802,1.9468656029755338,3.67954542366315,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,3,3,0.0,amount_ma20_zz3_cyb3_scale0,last_1y,0.9923541761830277,0.25135832114379386,-0.10637022324511802,2.8567574508631344,0.9914143818258485,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,3,0.25,amount_ma20_zz3_cyb3_scale0.25,full,0.336621205893459,0.2315445444343034,-0.260660586038195,1.3629557941033235,93.0490771426857,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,3,3,0.25,amount_ma20_zz3_cyb3_scale0.25,last_10y,0.3141903202535863,0.2208040928918157,-0.2556229620596503,1.3397985368537897,14.338061291400294,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,3,3,0.25,amount_ma20_zz3_cyb3_scale0.25,last_5y,0.43232721662975027,0.24501358636160667,-0.1513872843005294,1.5806566340180535,5.027044756799633,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,3,3,0.25,amount_ma20_zz3_cyb3_scale0.25,last_3y,0.6730287811630979,0.28494484571431367,-0.10637022324511802,1.9377984015754464,3.6779039182358124,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,3,3,0.25,amount_ma20_zz3_cyb3_scale0.25,last_1y,1.031498512232924,0.25354809991122046,-0.10637022324511802,2.9108466837300147,1.030513212082527,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,3,0.5,amount_ma20_zz3_cyb3_scale0.5,full,0.3460517642176648,0.23727327430961104,-0.27071689655513864,1.365278233268878,103.99595219914912,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,3,3,0.5,amount_ma20_zz3_cyb3_scale0.5,last_10y,0.3050486722262229,0.22725843868350473,-0.27071689655513753,1.277493470971691,13.304598403504963,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,3,3,0.5,amount_ma20_zz3_cyb3_scale0.5,last_5y,0.4261240751456883,0.25084956980101347,-0.15373689524855383,1.532355031939939,4.897677798890244,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,3,3,0.5,amount_ma20_zz3_cyb3_scale0.5,last_3y,0.6714411049468587,0.2893015432289931,-0.10637022324511802,1.90968034530184,3.6646078896998864,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,3,3,0.5,amount_ma20_zz3_cyb3_scale0.5,last_1y,1.0690636090689685,0.26002911720021327,-0.10637022324511802,2.9150046230688287,1.068034153983008,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,3,0.75,amount_ma20_zz3_cyb3_scale0.75,full,0.3520087753737169,0.24627415604760647,-0.2957145923549621,1.3421113872921329,111.51371774976216,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,3,3,0.75,amount_ma20_zz3_cyb3_scale0.75,last_10y,0.29393691215065765,0.23750388481458187,-0.29571459235496267,1.1965687601577495,12.133032476159665,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,3,3,0.75,amount_ma20_zz3_cyb3_scale0.75,last_5y,0.41791549747022616,0.26015642535742284,-0.16257141962729849,1.4645270597606586,4.729911936948222,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,3,3,0.75,amount_ma20_zz3_cyb3_scale0.75,last_3y,0.6671372608769004,0.29623465058826615,-0.12909275164667855,1.8632025165040391,3.6286919794805614,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,3,3,0.75,amount_ma20_zz3_cyb3_scale0.75,last_1y,1.0999627319276124,0.2699483936535313,-0.10637022324511802,2.872405080558621,1.0988966073671809,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,4,0.0,amount_ma20_zz3_cyb4_scale0,full,0.32564785207349645,0.23236649935627818,-0.24775632219534083,1.3235057401384624,81.65843742664333,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,3,4,0.0,amount_ma20_zz3_cyb4_scale0,last_10y,0.3156758292989308,0.22068182975182016,-0.24775632219534227,1.3455139849487125,14.512201313054716,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,3,4,0.0,amount_ma20_zz3_cyb4_scale0,last_5y,0.4148315902958568,0.24495309822297598,-0.14989294669625242,1.5307901203253396,4.667879245628647,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,3,4,0.0,amount_ma20_zz3_cyb4_scale0,last_3y,0.6688391189445284,0.2840779361556626,-0.10637022324511802,1.934005984288802,3.642872003422509,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,3,4,0.0,amount_ma20_zz3_cyb4_scale0,last_1y,1.0531087159710002,0.25177384515372836,-0.10637022324511802,2.971544387125328,1.0520980721160118,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,4,0.25,amount_ma20_zz3_cyb4_scale0.25,full,0.33671966285245203,0.234122208477659,-0.25961514139328834,1.3507851751428968,93.15762791752228,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,3,4,0.25,amount_ma20_zz3_cyb4_scale0.25,last_10y,0.3093635334525544,0.22272079448583113,-0.25961514139328934,1.3136851708085489,13.784314083267821,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,3,4,0.25,amount_ma20_zz3_cyb4_scale0.25,last_5y,0.41544328543391496,0.24677477825963082,-0.1513872843005294,1.5230570206242775,4.68014055593886,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,3,4,0.25,amount_ma20_zz3_cyb4_scale0.25,last_3y,0.6696132701795467,0.2855176257128748,-0.10637022324511802,1.9273175306641441,3.649331864611728,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,3,4,0.25,amount_ma20_zz3_cyb4_scale0.25,last_1y,1.0774482745507807,0.25398236938930685,-0.10637022324511802,2.9942095673701488,1.0764088999706978,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,4,0.5,amount_ma20_zz3_cyb4_scale0.5,full,0.34579562712619283,0.23927591953114888,-0.2733277118960965,1.355017404817095,103.68350013617304,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,3,4,0.5,amount_ma20_zz3_cyb4_scale0.5,last_10y,0.3017834046592647,0.2287374722995053,-0.27332771189609595,1.259773750838551,12.950935569151873,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,3,4,0.5,amount_ma20_zz3_cyb4_scale0.5,last_5y,0.41477665316474477,0.25220589996066733,-0.15373689524855383,1.4937789697028312,4.666779078550894,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,3,4,0.5,amount_ma20_zz3_cyb4_scale0.5,last_3y,0.6690378235009444,0.28974581943851574,-0.10941466688008605,1.902225301726676,3.644529511357928,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,3,4,0.5,amount_ma20_zz3_cyb4_scale0.5,last_1y,1.0997550441587305,0.26037347841096997,-0.10637022324511813,2.967946677765105,1.0986891671140957,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,4,0.75,amount_ma20_zz3_cyb4_scale0.75,full,0.3516530429885505,0.2473792439070643,-0.2969768657741435,1.3361369997656327,111.05099830649509,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,3,4,0.75,amount_ma20_zz3_cyb4_scale0.75,last_10y,0.29231143720962116,0.2383188294418604,-0.29697686577414306,1.1880242665811505,11.969093236877528,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,3,4,0.75,amount_ma20_zz3_cyb4_scale0.75,last_5y,0.4121925984979773,0.26090937989264723,-0.16753072707607097,1.4455467519622585,4.615223643146235,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,3,4,0.75,amount_ma20_zz3_cyb4_scale0.75,last_3y,0.6658517730226536,0.2964814715992402,-0.13159025493622545,1.8592944863443732,3.618000342058976,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,3,4,0.75,amount_ma20_zz3_cyb4_scale0.75,last_1y,1.1151964334687001,0.27013332461239337,-0.10637022324511802,2.8973357938656,1.1141121156598972,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,5,0.0,amount_ma20_zz3_cyb5_scale0,full,0.34616881413728806,0.23497763839819164,-0.2581357373709957,1.3766385258420017,104.13902746776922,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,3,5,0.0,amount_ma20_zz3_cyb5_scale0,last_10y,0.3306646056193141,0.22356066237761446,-0.24775632219534127,1.3816224745957253,16.371481130176853,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,3,5,0.0,amount_ma20_zz3_cyb5_scale0,last_5y,0.45240844906633493,0.2468800900552977,-0.16489727394793574,1.6269829034409033,5.461493169861497,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,3,5,0.0,amount_ma20_zz3_cyb5_scale0,last_3y,0.7015111015156845,0.2850401127400836,-0.10637022324511802,1.996546868112343,3.920739422358075,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,3,5,0.0,amount_ma20_zz3_cyb5_scale0,last_1y,1.1469367560417596,0.2539192800629456,-0.10637022324511802,3.1242144517173664,1.1458142911939948,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,5,0.25,amount_ma20_zz3_cyb5_scale0.25,full,0.35195224771536937,0.23658327377356647,-0.2596151413932901,1.3869802614051607,111.44006996861414,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,3,5,0.25,amount_ma20_zz3_cyb5_scale0.25,last_10y,0.32027049776416106,0.2254297736482027,-0.25961514139328923,1.3373232676466795,15.062135878972946,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,3,5,0.25,amount_ma20_zz3_cyb5_scale0.25,last_5y,0.44337609181899196,0.24864554385857066,-0.16178361557294862,1.5920831288297221,5.263087041394629,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,3,5,0.25,amount_ma20_zz3_cyb5_scale0.25,last_3y,0.693919093248718,0.2864676297561008,-0.10637022324511802,1.9723862636628557,3.8552096124327804,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,3,5,0.25,amount_ma20_zz3_cyb5_scale0.25,last_1y,1.147818748049139,0.25610213950320415,-0.10637022324511802,3.10134366904593,1.146695218578086,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,5,0.5,amount_ma20_zz3_cyb5_scale0.5,full,0.35569935156752,0.24119680339161018,-0.27332771189609506,1.3764763544711134,116.42095339124069,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,3,5,0.5,amount_ma20_zz3_cyb5_scale0.5,last_10y,0.30870157155561984,0.2308497436943351,-0.27332771189609584,1.273271818193333,13.709791225432808,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,3,5,0.5,amount_ma20_zz3_cyb5_scale0.5,last_5y,0.4332039292788967,0.2537097626653634,-0.15894431962111522,1.5374418838123602,5.045510277416576,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,3,5,0.5,amount_ma20_zz3_cyb5_scale0.5,last_3y,0.6850611874705477,0.2905196809485712,-0.10637022324511802,1.9308528930252713,3.779491532033581,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,3,5,0.5,amount_ma20_zz3_cyb5_scale0.5,last_1y,1.146478836399432,0.2620852610397292,-0.10637022324511813,3.0340560815012383,1.1453569241935924,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,5,0.75,amount_ma20_zz3_cyb5_scale0.75,full,0.35640095402608707,0.24843904343769807,-0.2969768657741422,1.3455800819174013,117.37622616154773,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,3,5,0.75,amount_ma20_zz3_cyb5_scale0.75,last_10y,0.29555913201604667,0.23948194449570429,-0.29697686577414395,1.1938807197225039,12.298500407395391,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,3,5,0.75,amount_ma20_zz3_cyb5_scale0.75,last_5y,0.42129725048674893,0.2617728605193509,-0.17193301226872304,1.4661922521800028,4.798558891619702,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,3,5,0.75,amount_ma20_zz3_cyb5_scale0.75,last_3y,0.6737399047016512,0.29693151910158416,-0.13382354609633806,1.8728486576574652,3.6838674183093323,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,3,5,0.75,amount_ma20_zz3_cyb5_scale0.75,last_1y,1.1383032140497034,0.2711154520708024,-0.10637022324511802,2.927799320814911,1.1371911573685232,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,6,0.0,amount_ma20_zz3_cyb6_scale0,full,0.33604959072193297,0.23584022443902028,-0.2565293335003753,1.3405382256698557,92.42117087299022,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,3,6,0.0,amount_ma20_zz3_cyb6_scale0,last_10y,0.3120529319497385,0.22471715386711635,-0.2565293335003751,1.3131406175162206,14.09059027249567,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,3,6,0.0,amount_ma20_zz3_cyb6_scale0,last_5y,0.4287493239067368,0.2486230900122427,-0.19713135723243447,1.5512332892344998,4.952153570424735,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,3,6,0.0,amount_ma20_zz3_cyb6_scale0,last_3y,0.7103577438550976,0.2851519403311755,-0.10637022324511802,2.0140904983620076,3.9978389453013774,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,3,6,0.0,amount_ma20_zz3_cyb6_scale0,last_1y,1.168601049635388,0.2542176557262112,-0.10637022324511813,3.1602778332161776,1.1674523631047937,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,6,0.25,amount_ma20_zz3_cyb6_scale0.25,full,0.34427573739903794,0.23736205621763495,-0.26496601516726137,1.3592699515375923,101.84727761905714,15.66050650239562,3802,2010-09-29,2026-05-28
amount,20,3,6,0.25,amount_ma20_zz3_cyb6_scale0.25,last_10y,0.3063303303774061,0.22647319987351536,-0.26496601516726115,1.2854543049069402,13.44560597235353,9.99315537303217,2427,2016-05-30,2026-05-28
amount,20,3,6,0.25,amount_ma20_zz3_cyb6_scale0.25,last_5y,0.42558546758685245,0.25021188178921433,-0.18625435514141642,1.534100664791496,4.886550782242812,4.999315537303217,1211,2021-05-28,2026-05-28
amount,20,3,6,0.25,amount_ma20_zz3_cyb6_scale0.25,last_3y,0.7004571805659146,0.28657607900443216,-0.10637022324511802,1.9852115509944317,3.911607572597082,2.9979466119096507,726,2023-05-29,2026-05-28
amount,20,3,6,0.25,amount_ma20_zz3_cyb6_scale0.25,last_1y,1.16381642123434,0.2564004704092658,-0.10637022324511802,3.126928705464028,1.1626735386280584,0.999315537303217,243,2025-05-28,2026-05-28
amount,20,3,6,0.5,amount_ma20_zz3_cyb6_scale0.5,full,0.35049053436339217,0.24178106928530788,-0.2768353358434762,1.3578491961704375,109.55125621402567,15.66050650239562,3802,2010-09-29,2026-05-28
