field,ma,zz_days,cyb_days,scale,candidate,segment,ann_return,ann_vol,max_dd,sharpe_repo,total_return,years,rows,start,end
amount,10,2,3,0.25,amount_ma10_zz2_cyb3_scale0.25,full,0.29345111183115247,0.2208195237825689,-0.2684261544072293,1.2699474084886684,55.24214696162764,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,3,0.25,amount_ma10_zz2_cyb3_scale0.25,last_10y,0.24554835178085743,0.2080898422846747,-0.2603319118751931,1.1516982190056342,7.97332104349444,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,3,0.25,amount_ma10_zz2_cyb3_scale0.25,last_5y,0.3766043021053256,0.236131416219574,-0.13110510191152158,1.463278998481452,3.9425446646789943,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,3,0.25,amount_ma10_zz2_cyb3_scale0.25,last_3y,0.5566124389460785,0.274055705421953,-0.10234825008970527,1.7406341112010808,2.768312132789145,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,3,0.25,amount_ma10_zz2_cyb3_scale0.25,last_1y,0.78100983342081,0.22585151788505298,-0.09615388248327084,2.6585389049299377,0.7803063692418606,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,2,3,0.5,amount_ma10_zz2_cyb3_scale0.5,full,0.3180374492996316,0.22913063963035216,-0.27407002864778685,1.3140322534844353,74.53170857934415,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,3,0.5,amount_ma10_zz2_cyb3_scale0.5,last_10y,0.26031021768960483,0.2176480500808462,-0.27407002864778596,1.164457787163004,9.094547163625005,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,3,0.5,amount_ma10_zz2_cyb3_scale0.5,last_5y,0.3903164340710208,0.24417310861589167,-0.1404652478301074,1.463584426134513,4.1936218544835295,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,3,0.5,amount_ma10_zz2_cyb3_scale0.5,last_3y,0.5956146193824032,0.2810738419373223,-0.10636673002404695,1.7922336278043645,3.0585166344492505,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,3,0.5,amount_ma10_zz2_cyb3_scale0.5,last_1y,0.9038516427864671,0.23989360213724836,-0.10636673002404706,2.793748547089648,0.9030127789695499,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,2,3,0.75,amount_ma10_zz2_cyb3_scale0.75,full,0.3387780497632382,0.24197145638492648,-0.2972590950657936,1.321153716574748,95.4540772618502,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,3,0.75,amount_ma10_zz2_cyb3_scale0.75,last_10y,0.2726266653796674,0.2325133824693063,-0.29725909506579395,1.1461166928066044,10.124834231291887,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,3,0.75,amount_ma10_zz2_cyb3_scale0.75,last_5y,0.4005893765193911,0.2566434387958955,-0.15138928133214125,1.4332872903561498,4.388327637940344,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,3,0.75,amount_ma10_zz2_cyb3_scale0.75,last_3y,0.6299796924429579,0.2918895922662065,-0.12613747446254508,1.8094827137494334,3.3262427906688092,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,3,0.75,amount_ma10_zz2_cyb3_scale0.75,last_1y,1.0180977980939412,0.25991021636013817,-0.1164970272622311,2.8211395898039684,1.0171281350006547,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,2,4,0.0,amount_ma10_zz2_cyb4_scale0,full,0.2855721972870391,0.22065584752313772,-0.25881834533546466,1.243065576720446,50.110014147271805,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,4,0.0,amount_ma10_zz2_cyb4_scale0,last_10y,0.24631506149087268,0.20732034455079673,-0.23410288596736584,1.158158909942049,8.028672444139778,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,4,0.0,amount_ma10_zz2_cyb4_scale0,last_5y,0.3630330378350566,0.23558202999183414,-0.12622740143705125,1.424067376157374,3.703702529455043,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,4,0.0,amount_ma10_zz2_cyb4_scale0,last_3y,0.5261898932239715,0.27248863246563343,-0.11042970323166856,1.6765462143121688,2.5518016122445446,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,4,0.0,amount_ma10_zz2_cyb4_scale0,last_1y,0.729165533405763,0.2231550310518444,-0.08795034121552081,2.5558938372798483,0.7285174971796262,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,2,4,0.25,amount_ma10_zz2_cyb4_scale0.25,full,0.3074977503724552,0.2232869765349877,-0.2561061558629997,1.3066103177903348,65.60767269877235,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,4,0.25,amount_ma10_zz2_cyb4_scale0.25,last_10y,0.258301804339105,0.21036907913538583,-0.2441862343083635,1.189780322785324,8.934938973051421,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,4,0.25,amount_ma10_zz2_cyb4_scale0.25,last_5y,0.37793788420733154,0.2380934009181625,-0.13433947401147917,1.4572374837218607,3.966528193654436,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,4,0.25,amount_ma10_zz2_cyb4_scale0.25,last_3y,0.5642052536573321,0.2746793607768593,-0.1023482500897055,1.7550339281824943,2.8236863455146604,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,4,0.25,amount_ma10_zz2_cyb4_scale0.25,last_1y,0.8346929488664934,0.22748605184616283,-0.09615388248327073,2.7712734743355445,0.8339310036338796,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,2,4,0.5,amount_ma10_zz2_cyb4_scale0.5,full,0.3272879112470657,0.23103921003565903,-0.26250454477417096,1.3352626813050197,83.27453358272874,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,4,0.5,amount_ma10_zz2_cyb4_scale0.5,last_10y,0.26872443444072336,0.21940488595841298,-0.2625045447741705,1.1871286028731052,9.788610891908723,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,4,0.5,amount_ma10_zz2_cyb4_scale0.5,last_5y,0.39110310438101714,0.2456852855253337,-0.14260115891787473,1.4583818593067748,4.208329777881715,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,4,0.5,amount_ma10_zz2_cyb4_scale0.5,last_3y,0.6007034165523084,0.281553719936625,-0.10636673002404695,1.8009758515223906,3.0974445608096026,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,4,0.5,amount_ma10_zz2_cyb4_scale0.5,last_1y,0.941527524588851,0.24113260672290482,-0.10636673002404706,2.8617015372195205,0.9406460306675632,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,2,4,0.75,amount_ma10_zz2_cyb4_scale0.75,full,0.34303447953412225,0.2429782359295263,-0.29170087741966055,1.3297068798115013,100.37009173797824,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,4,0.75,amount_ma10_zz2_cyb4_scale0.75,last_10y,0.27634775369655307,0.23339291585562877,-0.2917008774196592,1.1551504073921115,10.454202726815668,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,4,0.75,amount_ma10_zz2_cyb4_scale0.75,last_5y,0.4007460343070952,0.2574428353948891,-0.1550970487941441,1.4300668792750912,4.391341357531383,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,4,0.75,amount_ma10_zz2_cyb4_scale0.75,last_3y,0.6321712405503104,0.29210101699682556,-0.12613747446254497,1.8129873458061239,3.3437045013115227,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,4,0.75,amount_ma10_zz2_cyb4_scale0.75,last_1y,1.0363930054637716,0.260399219370685,-0.11649702726223088,2.8509114409663194,1.0354019789269024,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,2,5,0.0,amount_ma10_zz2_cyb5_scale0,full,0.27346080628907354,0.22290310376989858,-0.25807813753250375,1.190415181885458,43.068412560013215,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,5,0.0,amount_ma10_zz2_cyb5_scale0,last_10y,0.24442396363802676,0.2087526996614882,-0.23410288596736561,1.144388295735885,7.892699836200888,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,5,0.0,amount_ma10_zz2_cyb5_scale0,last_5y,0.3702086492570451,0.23735534229455885,-0.12622740143705125,1.4373316044242974,3.828807556225284,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,5,0.0,amount_ma10_zz2_cyb5_scale0,last_3y,0.5205153145230299,0.2730073759218275,-0.11042970323166856,1.660224132778264,2.512357377286865,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,5,0.0,amount_ma10_zz2_cyb5_scale0,last_1y,0.7406299391122031,0.22319491110869838,-0.08795034121552037,2.5850114271933973,0.739969736446378,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,2,5,0.25,amount_ma10_zz2_cyb5_scale0.25,full,0.2980458463200595,0.22535346895950836,-0.25551486178298466,1.2645772054449347,58.45375369377455,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,5,0.25,amount_ma10_zz2_cyb5_scale0.25,last_10y,0.2568014870406661,0.21169747584264692,-0.2441862343083634,1.1780213225114273,8.817194952921877,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,5,0.25,amount_ma10_zz2_cyb5_scale0.25,last_5y,0.38326598379368915,0.2397625273057282,-0.13433947401147917,1.4648652592158256,4.063281129735512,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,5,0.25,amount_ma10_zz2_cyb5_scale0.25,last_3y,0.5598037140646832,0.2751623061025203,-0.1023482500897055,1.7421880592530474,2.791520450406737,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,5,0.25,amount_ma10_zz2_cyb5_scale0.25,last_1y,0.843800898678341,0.22752813898598187,-0.09615388248327095,2.792519133709151,0.8430289240336402,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,2,5,0.5,amount_ma10_zz2_cyb5_scale0.5,full,0.32060726654664506,0.2325996238801288,-0.2625045447741706,1.3062278883322929,76.87123132482745,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,5,0.5,amount_ma10_zz2_cyb5_scale0.5,last_10y,0.26765767868686097,0.22042586888298937,-0.2625045447741705,1.1788454276266762,9.698303256899582,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,5,0.5,amount_ma10_zz2_cyb5_scale0.5,last_5y,0.39461357425108967,0.24699261878863576,-0.14260115891787473,1.462180113520211,4.2743696879679485,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,5,0.5,amount_ma10_zz2_cyb5_scale0.5,last_3y,0.5976733959442344,0.28193084869283297,-0.11217111019408821,1.7922189448532932,3.074235894387275,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,5,0.5,amount_ma10_zz2_cyb5_scale0.5,last_1y,0.9479424515378334,0.2411671195697121,-0.10636673002404706,2.874977178115131,0.947053649083976,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,2,5,0.75,amount_ma10_zz2_cyb5_scale0.75,full,0.3395306594209915,0.24382547625639875,-0.29170087741966033,1.3152509695948305,96.30674165415542,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,5,0.75,amount_ma10_zz2_cyb5_scale0.75,last_10y,0.27575926949756724,0.23394942787483194,-0.2917008774196591,1.150994136032255,10.401536394772451,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,5,0.75,amount_ma10_zz2_cyb5_scale0.75,last_5y,0.40243274407062923,0.2581735571846506,-0.16174358309435877,1.431415447126399,4.423875103350621,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,5,0.75,amount_ma10_zz2_cyb5_scale0.75,last_3y,0.6305296363480519,0.29230907526829614,-0.1300708308636287,1.8084606899060969,3.3306202019417688,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,5,0.75,amount_ma10_zz2_cyb5_scale0.75,last_1y,1.0394407291849879,0.2604061255903922,-0.11649702726223099,2.856575850664615,1.0384461328531809,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,2,6,0.0,amount_ma10_zz2_cyb6_scale0,full,0.2615669544451209,0.22478608633324826,-0.24775329492933973,1.1406667036424964,37.04577895565192,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,6,0.0,amount_ma10_zz2_cyb6_scale0,last_10y,0.22855658287310288,0.21104312915990164,-0.23410288596736595,1.0736034436851638,6.822395256319308,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,6,0.0,amount_ma10_zz2_cyb6_scale0,last_5y,0.3455279687380086,0.23952526767177684,-0.13666047351064603,1.3505786020643846,3.4093586583499187,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,6,0.0,amount_ma10_zz2_cyb6_scale0,last_3y,0.5200089042891396,0.2732867037762112,-0.11042970323166856,1.6575867551707215,2.5088515560637767,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,6,0.0,amount_ma10_zz2_cyb6_scale0,last_1y,0.7644173580289946,0.22342445128402855,-0.08795034121552037,2.6431883397230127,0.7637317469888307,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,2,6,0.25,amount_ma10_zz2_cyb6_scale0.25,full,0.2888184327474388,0.22708978272943045,-0.24695583876703597,1.2252915148703287,52.168993771203766,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,6,0.25,amount_ma10_zz2_cyb6_scale0.25,last_10y,0.24470276501023047,0.21378338069564015,-0.24418623430836417,1.1234754275370202,7.912629518256997,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,6,0.25,amount_ma10_zz2_cyb6_scale0.25,last_5y,0.36441562667538396,0.24173816932072995,-0.14605856391102157,1.3980989981360248,3.7276036334415394,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,6,0.25,amount_ma10_zz2_cyb6_scale0.25,last_3y,0.5593947673897763,0.275415228526915,-0.1023482500897055,1.7398882646040166,2.788541108962359,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,6,0.25,amount_ma10_zz2_cyb6_scale0.25,last_1y,0.862634589262335,0.22776328853015854,-0.09615388248327095,2.8343914302140747,0.8618417781007945,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,2,6,0.5,amount_ma10_zz2_cyb6_scale0.5,full,0.31429563249833725,0.23393421920922042,-0.2625045447741696,1.2796715468482571,71.24262393095044,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,6,0.5,amount_ma10_zz2_cyb6_scale0.5,last_10y,0.25948797200964346,0.22200816096011639,-0.26250454477416985,1.1429736087801496,9.028926607188097,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,6,0.5,amount_ma10_zz2_cyb6_scale0.5,last_5y,0.38180832166366097,0.24850649437245736,-0.15545770443654838,1.4176650684122838,4.036662933876501,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,6,0.5,amount_ma10_zz2_cyb6_scale0.5,last_3y,0.5973345477316254,0.2821223720450392,-0.11403080184784142,1.7904413479293984,3.0716459213479315,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,6,0.5,amount_ma10_zz2_cyb6_scale0.5,last_1y,0.9609915538725895,0.24134873517704505,-0.10636673002404706,2.900602987404456,0.9600878400420838,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,2,6,0.75,amount_ma10_zz2_cyb6_scale0.75,full,0.3362532883164251,0.24455095996823087,-0.2917008774196589,1.302078164266628,92.64447659981893,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,2,6,0.75,amount_ma10_zz2_cyb6_scale0.75,last_10y,0.27159178282628216,0.2347964958594471,-0.2917008774196592,1.1337881557443596,10.034760376114406,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,2,6,0.75,amount_ma10_zz2_cyb6_scale0.75,last_5y,0.3958662601538887,0.2590004190611831,-0.16871540810974694,1.4095544071114414,4.298097051150796,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,2,6,0.75,amount_ma10_zz2_cyb6_scale0.75,last_3y,0.6302110915682102,0.29239936988452186,-0.13324949674422892,1.8073239530175467,3.3280843083454315,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,2,6,0.75,amount_ma10_zz2_cyb6_scale0.75,last_1y,1.0457257325730742,0.2604563762377028,-0.11649702726223099,2.867868052703174,1.0447237647985874,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,3,3,0.0,amount_ma10_zz3_cyb3_scale0,full,0.3095503322378179,0.2251081756006589,-0.27524469367067417,1.3047176237035716,67.26418312244694,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,3,3,0.0,amount_ma10_zz3_cyb3_scale0,last_10y,0.28544632517649693,0.2145356328639792,-0.25776993202440457,1.2698435338849667,11.296826257416345,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,3,3,0.0,amount_ma10_zz3_cyb3_scale0,last_5y,0.37327271837274223,0.24125993257249279,-0.15212667166890526,1.426986134936489,3.8830331490751586,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,3,3,0.0,amount_ma10_zz3_cyb3_scale0,last_3y,0.5420436168411198,0.28071210680507136,-0.11040783781967944,1.672086212492792,2.6635636257027206,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,3,3,0.0,amount_ma10_zz3_cyb3_scale0,last_1y,0.7959364353199065,0.24853164069641548,-0.10637022324511802,2.4699803672504266,0.7952168201095695,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,3,3,0.25,amount_ma10_zz3_cyb3_scale0.25,full,0.3251000995309361,0.22735700347600077,-0.2684261544072293,1.3458618378778566,81.12518320421398,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,3,3,0.25,amount_ma10_zz3_cyb3_scale0.25,last_10y,0.287199306529186,0.21704477060893862,-0.2617356330555042,1.263920502521317,11.465436381621437,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,3,3,0.25,amount_ma10_zz3_cyb3_scale0.25,last_5y,0.3846865838046676,0.24334622679212914,-0.15112311272044276,1.4508562205655262,4.0893307013469595,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,3,3,0.25,amount_ma10_zz3_cyb3_scale0.25,last_3y,0.5744601895687349,0.2823062658381441,-0.10637022324511802,1.73801893965454,2.8993324498145276,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,3,3,0.25,amount_ma10_zz3_cyb3_scale0.25,last_1y,0.8809410053452424,0.2508200594883572,-0.10637022324511802,2.633673319061741,0.8801278162160586,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,3,3,0.5,amount_ma10_zz3_cyb3_scale0.5,full,0.3381748161125542,0.23401933486348206,-0.2754918084500103,1.355981526343854,94.77570276367383,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,3,3,0.5,amount_ma10_zz3_cyb3_scale0.5,last_10y,0.28750333957183494,0.22442299410201713,-0.27549180845001064,1.2306920912289308,11.494890526301324,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,3,3,0.5,amount_ma10_zz3_cyb3_scale0.5,last_5y,0.39457834632061917,0.24953436930581963,-0.15226548099915072,1.4495319734597412,4.27370366006964,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,3,3,0.5,amount_ma10_zz3_cyb3_scale0.5,last_3y,0.6056472124453198,0.2871862256967536,-0.112322863017708,1.7817246117547996,3.1355008026722393,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,3,3,0.5,amount_ma10_zz3_cyb3_scale0.5,last_1y,0.9666184208443738,0.25785502609054284,-0.11232286301770811,2.741088218318113,0.9657082587787906,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,3,3,0.75,amount_ma10_zz3_cyb3_scale0.75,full,0.3483696915651775,0.24453226909772569,-0.29796046550322774,1.3389393009228074,106.86347458492276,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,3,3,0.75,amount_ma10_zz3_cyb3_scale0.75,last_10y,0.2857449297104184,0.2360695269694798,-0.29796046550322763,1.1756117530450294,11.325401623872915,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,3,3,0.75,amount_ma10_zz3_cyb3_scale0.75,last_5y,0.4021602648129676,0.25941490342526796,-0.15566065310625143,1.42494288688065,4.418608835992211,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,3,3,0.75,amount_ma10_zz3_cyb3_scale0.75,last_3y,0.6340385380126867,0.2950204379113561,-0.12991656723664802,1.801671419076711,3.358619671260132,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,3,3,0.75,amount_ma10_zz3_cyb3_scale0.75,last_1y,1.0471008061696225,0.26872555178721785,-0.11945240741960905,2.7897035535553765,1.046097223861894,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,3,4,0.0,amount_ma10_zz3_cyb4_scale0,full,0.3235786883433798,0.22813273453951097,-0.25881834533546466,1.3370105651650166,79.66088782697145,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,3,4,0.0,amount_ma10_zz3_cyb4_scale0,last_10y,0.2933966612293928,0.21767838041092913,-0.2344304427219176,1.2828863435360018,12.078339084616962,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,3,4,0.0,amount_ma10_zz3_cyb4_scale0,last_5y,0.3648255723280307,0.2441930379490176,-0.15632914391886332,1.3874743650380463,3.734709092381377,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,3,4,0.0,amount_ma10_zz3_cyb4_scale0,last_3y,0.5493135539941525,0.28219385210930453,-0.10637022324511813,1.6814582295778113,2.715587823740583,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,3,4,0.0,amount_ma10_zz3_cyb4_scale0,last_1y,0.8282290602633422,0.25051112367978484,-0.10637022324511802,2.5233966427326338,0.8274742141328999,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,3,4,0.25,amount_ma10_zz3_cyb4_scale0.25,full,0.3353593261108365,0.23020256562262206,-0.2561061558629997,1.365464199865108,91.66816188649312,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,3,4,0.25,amount_ma10_zz3_cyb4_scale0.25,last_10y,0.2929349392339822,0.21997417005793554,-0.24444877876016313,1.270160618372009,12.031758275005314,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,3,4,0.25,amount_ma10_zz3_cyb4_scale0.25,last_5y,0.3780404494520011,0.24603927642122783,-0.1542829698292324,1.41808135925421,3.9683766052103824,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,3,4,0.25,amount_ma10_zz3_cyb4_scale0.25,last_3y,0.57973738564566,0.2836758015161094,-0.10637022324511791,1.7427920609649017,2.938645708501189,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,3,4,0.25,amount_ma10_zz3_cyb4_scale0.25,last_1y,0.9054943943816685,0.25266050287141356,-0.10637022324511802,2.667530708114877,0.9046536823541147,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,3,4,0.5,amount_ma10_zz3_cyb4_scale0.5,full,0.34478245714086486,0.2362363263340964,-0.2631871393799021,1.36625056048012,102.45608298966515,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,3,4,0.5,amount_ma10_zz3_cyb4_scale0.5,last_10y,0.2910823214035432,0.22668865639462146,-0.2631871393799037,1.2328616130387524,11.84635460970951,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,3,4,0.5,amount_ma10_zz3_cyb4_scale0.5,last_5y,0.3898185893343913,0.2516027608770289,-0.15437206895739874,1.4260731833795117,4.184331117477106,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,3,4,0.5,amount_ma10_zz3_cyb4_scale0.5,last_3y,0.6087999721660657,0.2882325718706563,-0.112322863017708,1.78310497438922,3.159892630716433,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,3,4,0.5,amount_ma10_zz3_cyb4_scale0.5,last_1y,0.9822240154068875,0.25921021827774404,-0.11232286301770822,2.758531223758487,0.9812959122607412,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,3,4,0.75,amount_ma10_zz3_cyb4_scale0.75,full,0.3512882008283449,0.24572229350313923,-0.2920417940875124,1.3424103477333063,110.57828020157743,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,3,4,0.75,amount_ma10_zz3_cyb4_scale0.75,last_10y,0.2869922936453231,0.23724214293348853,-0.29204179408751263,1.1750482998398832,11.4454171381259,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,3,4,0.75,amount_ma10_zz3_cyb4_scale0.75,last_5y,0.39958542243658357,0.26055541403792115,-0.15891675930415405,1.4127814504808416,4.369045949509867,4.999315537303217,1211,2021-05-28,2026-05-28
amount,10,3,4,0.75,amount_ma10_zz3_cyb4_scale0.75,last_3y,0.6353594295529588,0.29559070382871194,-0.12991656723664846,1.8014962496901699,3.369190971108976,2.9979466119096507,726,2023-05-29,2026-05-28
amount,10,3,4,0.75,amount_ma10_zz3_cyb4_scale0.75,last_1y,1.054176411396126,0.2694176392457084,-0.11945240741960927,2.7960075766869323,1.0531645113397787,0.999315537303217,243,2025-05-28,2026-05-28
amount,10,3,5,0.0,amount_ma10_zz3_cyb5_scale0,full,0.30426310023829894,0.2310896730222247,-0.25807813753250375,1.2594014506026823,63.07337238362251,15.66050650239562,3802,2010-09-29,2026-05-28
amount,10,3,5,0.0,amount_ma10_zz3_cyb5_scale0,last_10y,0.28224952828479455,0.2203163935303452,-0.21659713183518225,1.231006622572493,10.994618734601678,9.99315537303217,2427,2016-05-30,2026-05-28
amount,10,3,5,0.0,amount_ma10_zz3_cyb5_scale0,last_5y,0.36371563953387676,0.24619401183763223,-0.15912196052537386,1.3748939834060134,3.7154906967522487,4.999315537303217,1211,2021-05-28,2026-05-28
