field,ma,zz_days,cyb_days,scale,candidate,ann_return_full,max_dd_full,ann_vol_full,sharpe_full,ann_return_last_10y,max_dd_last_10y,ann_vol_last_10y,sharpe_last_10y,ann_return_last_5y,max_dd_last_5y,ann_vol_last_5y,sharpe_last_5y,ann_return_last_3y,max_dd_last_3y,ann_vol_last_3y,sharpe_last_3y,ann_return_last_1y,max_dd_last_1y,ann_vol_last_1y,sharpe_last_1y,trigger_days,avg_ann_10_5_3,worst_dd_10_5_3,avg_ann_full_10_5_3,worst_dd_full_10_5_3,current_rule,rank_avg_ann,rank_worst_dd,rank_10y_ann,rank_5y_ann,rank_3y_ann
amount,15,3,5,0.0,amount_ma15_zz3_cyb5_scale0,0.3756766821547137,-0.2581262354082108,0.2319740076467996,1.4846982969139093,0.3902885831040776,-0.2169475420834263,0.2202840319621229,1.5973534973950991,0.5189331150952803,-0.1648972739479353,0.2452934967231347,1.8185893309704215,0.760034459718161,-0.106370223245118,0.2815290124510956,2.138190247403616,1.2763363516128936,-0.106370223245118,0.2437986929311329,3.483159589449335,1330.0,0.5564187193058396,-0.2169475420834263,0.5112332100180581,-0.2581262354082108,True,1.0,65.0,1.0,1.0,1.0
