candidate,rolling_years,count,ann_return_median,ann_return_p25,ann_return_min,max_dd_median,max_dd_worst,sharpe_median
amount_ma10_zz2_cyb6_scale0.5,3,152,0.1919932198746891,0.13388522680229797,0.0038910292767981858,-0.16052952134305198,-0.26250454477417107,0.9505599300924565
amount_ma10_zz2_cyb6_scale0.5,5,128,0.2863003050333287,0.17049089467459755,0.11170617509316716,-0.24699656783798507,-0.26250454477417196,1.1336548060597007
amount_ma10_zz2_cyb6_scale0.75,3,152,0.20550843519095485,0.14389385669754157,-0.01617331998978455,-0.1800058403385611,-0.29170087741966033,0.9361352479491837
amount_ma10_zz2_cyb6_scale0.75,5,128,0.30128386375933547,0.17359911397633282,0.11953483398135578,-0.24700413151004685,-0.29170087741966033,1.143922783236968
amount_ma10_zz3_cyb3_scale0,3,152,0.2517657968170768,0.17020644733516566,-0.01268028398773835,-0.1634300643801352,-0.27524469367067517,1.2104470849494224
amount_ma10_zz3_cyb3_scale0,5,128,0.3074031160366396,0.22302937681247176,0.1397092088847678,-0.25776993202440385,-0.27524469367067517,1.3645963116029254
amount_ma10_zz3_cyb3_scale0.25,3,152,0.23628899817901283,0.16712173024892218,-0.00900974762179041,-0.1624659816368058,-0.26842615440723094,1.156119508712364
amount_ma10_zz3_cyb3_scale0.25,5,128,0.3168132842338447,0.2162944113838542,0.1378593439855187,-0.2617356330555037,-0.26842615440723094,1.333517463430522
amount_ma10_zz3_cyb3_scale0.5,3,152,0.22333163120686206,0.16237714376306378,-0.01659427969180849,-0.16167646708511813,-0.275491808450012,1.0856977164196935
amount_ma10_zz3_cyb3_scale0.5,5,128,0.3183911517160478,0.21063439966133102,0.1347610692103458,-0.261603682576358,-0.275491808450012,1.2727811648415988
amount_ma10_zz3_cyb3_scale0.75,3,152,0.21790300692829212,0.15515128108014897,-0.025193333242479077,-0.17685079257836378,-0.2979604655032295,0.993882839696045
amount_ma10_zz3_cyb3_scale0.75,5,128,0.3184533682771209,0.19247808109394288,0.13005309691920375,-0.25476627312468597,-0.2979604655032295,1.190245334121269
amount_ma10_zz3_cyb4_scale0,3,152,0.2711265562749027,0.1729783667040835,0.03751194931227464,-0.19078945333264707,-0.2588183453354651,1.218963018710758
amount_ma10_zz3_cyb4_scale0,5,128,0.3114222188589697,0.2466491332239718,0.15477981262871654,-0.2344304427219172,-0.2588183453354651,1.3539392750713368
amount_ma10_zz3_cyb4_scale0.25,3,152,0.25189121234648604,0.17270887587672068,0.02838746233794831,-0.1831640347544775,-0.2561061558629998,1.1658672314480376
amount_ma10_zz3_cyb4_scale0.25,5,128,0.31573596542695226,0.2329391508925252,0.15339143614873763,-0.24444877876016202,-0.2561061558629998,1.3289093882072338
amount_ma10_zz3_cyb4_scale0.5,3,152,0.233171348544002,0.16822923476089363,0.00782655083397521,-0.17559308003523322,-0.2631871393799029,1.1110347010347454
amount_ma10_zz3_cyb4_scale0.5,5,128,0.3178170232307497,0.21776743635912738,0.14997050370599974,-0.25339037282339477,-0.26318713937990323,1.2576857982539336
amount_ma10_zz3_cyb4_scale0.75,3,152,0.22266659074993256,0.1574342317855676,-0.014240919902285043,-0.17243367056957037,-0.2920417940875132,1.0034652761589442
amount_ma10_zz3_cyb4_scale0.75,5,128,0.3176029444820534,0.19676058312490363,0.1398687170143207,-0.25052242525094953,-0.2920417940875134,1.1800513622649196
amount_ma10_zz3_cyb5_scale0,3,152,0.2599437077594957,0.15770302467497255,0.01961379475320202,-0.17613696875740892,-0.2580781375325052,1.182970397882639
amount_ma10_zz3_cyb5_scale0,5,128,0.30093853951614447,0.23488739008755588,0.15667778125430654,-0.2165971318351811,-0.2580781375325052,1.2853198588008423
amount_ma10_zz3_cyb5_scale0.25,3,152,0.24583280228029258,0.15533460946632738,0.006940572571552561,-0.17212110441806217,-0.2555148617829862,1.1437534014317832
amount_ma10_zz3_cyb5_scale0.25,5,128,0.31569084328341235,0.22655484526538017,0.15379259936008904,-0.2313094330808293,-0.2555148617829862,1.2749211656056327
amount_ma10_zz3_cyb5_scale0.5,3,152,0.22871625415946462,0.15749428998372916,-0.006345927039440369,-0.1688063478529349,-0.2546838811081661,1.0694762384296805
amount_ma10_zz3_cyb5_scale0.5,5,128,0.31729765909374463,0.211909759309087,0.1451163153804529,-0.2529948424496953,-0.2546838811081661,1.2201210174437105
amount_ma10_zz3_cyb5_scale0.75,3,152,0.21783606544742795,0.15219739115720343,-0.02126219058474832,-0.17582300917895166,-0.28797526673629414,0.9773681354703342
amount_ma10_zz3_cyb5_scale0.75,5,128,0.31770018190915794,0.1935859900656819,0.1347479918612562,-0.2501270815433047,-0.28797526673629414,1.1781266698244148
amount_ma10_zz3_cyb6_scale0,3,152,0.22785945329324142,0.13635607061641486,0.0018484425632272483,-0.18574824196107675,-0.24775329492934017,1.0704048945315117
amount_ma10_zz3_cyb6_scale0,5,128,0.27663313230038766,0.20555029998037688,0.1288215645772388,-0.2339945565971392,-0.24775329492934017,1.1605656271689617
amount_ma10_zz3_cyb6_scale0.25,3,152,0.2220021049044124,0.14277801442557647,-0.006321039453766497,-0.17938588436689396,-0.24947433317320655,1.0363711258162007
amount_ma10_zz3_cyb6_scale0.25,5,128,0.29175585700514184,0.20457098445544386,0.13104851409997886,-0.24695583876703597,-0.24947433317320666,1.1648918547403544
amount_ma10_zz3_cyb6_scale0.5,3,152,0.21297772407858784,0.14623682482049472,-0.01514293283485768,-0.17307664743931406,-0.27074240691848417,0.997390024363108
amount_ma10_zz3_cyb6_scale0.5,5,128,0.3012146949801746,0.1955788395711004,0.1300205904838707,-0.24699656783798496,-0.2707424069184846,1.1565478926436215
amount_ma10_zz3_cyb6_scale0.75,3,152,0.21211402681998437,0.14874351019959142,-0.025694410406305268,-0.1789789761667021,-0.2957239569439589,0.949042354616923
amount_ma10_zz3_cyb6_scale0.75,5,128,0.3096373883794701,0.1852788836950181,0.12723801145567348,-0.24700413151004702,-0.29572395694395925,1.150779911028104
amount_ma10_zz4_cyb3_scale0,3,152,0.2969522630523118,0.17325508801928774,-0.012176602031135575,-0.1766771655699093,-0.27524469367067517,1.3223030616011429
amount_ma10_zz4_cyb3_scale0,5,128,0.31688266897527995,0.24928012702449354,0.17816241417840528,-0.2552845948524315,-0.27524469367067517,1.35257595892144
amount_ma10_zz4_cyb3_scale0.25,3,152,0.27123112831028895,0.1701211579985477,-0.00872899834668428,-0.17245264022593232,-0.2715999787572816,1.230306130135919
amount_ma10_zz4_cyb3_scale0.25,5,128,0.32498437984940776,0.24352445516981397,0.16627772329838342,-0.26842615440722933,-0.2715999787572816,1.3887843639368749
amount_ma10_zz4_cyb3_scale0.5,3,152,0.2414846529611877,0.17134998808205804,-0.016479184040302353,-0.16836734165484762,-0.2878430196905173,1.1245797741289967
amount_ma10_zz4_cyb3_scale0.5,5,128,0.33261526872366143,0.2213414227054225,0.15335597152850666,-0.261603682576358,-0.2878430196905173,1.2888114921132026
amount_ma10_zz4_cyb3_scale0.75,3,152,0.22396872451541017,0.15927714472025722,-0.02522586241390734,-0.16879752833827194,-0.3040050049542744,1.0102125832605697
amount_ma10_zz4_cyb3_scale0.75,5,128,0.32533175943271353,0.1987583547310544,0.1389613949299473,-0.2547662731246861,-0.3040050049542744,1.204568160084572
amount_ma10_zz4_cyb4_scale0,3,152,0.3096716097868222,0.17602926417788006,0.021542441273469493,-0.2036033180666123,-0.2588183453354651,1.2696918102248858
amount_ma10_zz4_cyb4_scale0,5,128,0.31077539502282703,0.27011298606646167,0.17164195397809245,-0.2296179601579289,-0.2588183453354651,1.3272343654934815
amount_ma10_zz4_cyb4_scale0.25,3,152,0.28105762291252057,0.17365684009134402,0.016676985470720496,-0.19290389215653125,-0.2561061558629998,1.214470485061289
amount_ma10_zz4_cyb4_scale0.25,5,128,0.3241306572473891,0.253225278557822,0.16555758661545505,-0.2529086678518074,-0.2561061558629998,1.321327385776693
amount_ma10_zz4_cyb4_scale0.5,3,152,0.2546073292886244,0.16522554325068173,0.004710897481584597,-0.1821728825569663,-0.27574811714713965,1.129759617833112
amount_ma10_zz4_cyb4_scale0.5,5,128,0.32398243068750354,0.2289307897291893,0.15673811196512966,-0.25339037282339444,-0.2757481171471402,1.2539592684999408
amount_ma10_zz4_cyb4_scale0.75,3,152,0.2291488924346936,0.1605025441625182,-0.01592022942447824,-0.1757495269014624,-0.29813729312290105,1.0264030293231157
amount_ma10_zz4_cyb4_scale0.75,5,128,0.32082880398709945,0.20253280936762247,0.14615783980415298,-0.25052242525094964,-0.29813729312290105,1.1822545497215238
amount_ma10_zz4_cyb5_scale0,3,152,0.30190408555374526,0.14247566166564762,-0.0001928038798663101,-0.18918285586940248,-0.2580781375325052,1.2112972835611728
amount_ma10_zz4_cyb5_scale0,5,128,0.30117283372628245,0.2626451841997208,0.17667922463522334,-0.23730955808639836,-0.2580781375325052,1.261404052425933
amount_ma10_zz4_cyb5_scale0.25,3,152,0.274300026525221,0.15045309055084738,-0.007800831630333738,-0.181992636441893,-0.2586079037720441,1.1868072576155848
amount_ma10_zz4_cyb5_scale0.25,5,128,0.3096252384591487,0.24280358748464664,0.16917661374327153,-0.25551486178298527,-0.2586079037720449,1.2925127171259407
amount_ma10_zz4_cyb5_scale0.5,3,152,0.2422800206497404,0.15619235537392673,-0.01612656509282795,-0.1754403170203449,-0.279500057943189,1.0731368602876734
amount_ma10_zz4_cyb5_scale0.5,5,128,0.3262857409425778,0.21996562837478423,0.1585068977789259,-0.25299484244969567,-0.2795000579431892,1.2314770684089038
amount_ma10_zz4_cyb5_scale0.75,3,152,0.22130321557087818,0.15311340334423057,-0.026237470532888274,-0.17544031702034502,-0.2999889039722359,0.9898833080653044
amount_ma10_zz4_cyb5_scale0.75,5,128,0.3218976653791765,0.19725155180131332,0.14064298955141452,-0.2501270815433048,-0.2999889039722362,1.1831148514840892
amount_ma10_zz4_cyb6_scale0,3,152,0.26902132741585716,0.12385371755917668,-0.022653958144822406,-0.19864193437508965,-0.289420179542797,1.1144213658831859
amount_ma10_zz4_cyb6_scale0,5,128,0.27910181852384985,0.22637816149785323,0.15754725158817817,-0.24775329492933928,-0.289420179542797,1.188241093367321
amount_ma10_zz4_cyb6_scale0.25,3,152,0.2517411675213551,0.135864093107683,-0.024665419654142817,-0.18917079199639142,-0.2959772413025773,1.106135338811018
amount_ma10_zz4_cyb6_scale0.25,5,128,0.291883596586892,0.21933810703626577,0.15474799131661365,-0.24695583876703636,-0.2959772413025773,1.2064637010056172
amount_ma10_zz4_cyb6_scale0.5,3,152,0.230040125920832,0.14390070180937015,-0.027436150510381396,-0.1796765342533298,-0.3040254979216377,1.011116390750332
amount_ma10_zz4_cyb6_scale0.5,5,128,0.3146784730428116,0.2042912518108273,0.1463599074468458,-0.24699656783798507,-0.3040254979216377,1.1850489926500947
amount_ma10_zz4_cyb6_scale0.75,3,152,0.21306205471223771,0.14858939197682697,-0.0319209803199515,-0.17544031702034496,-0.3120593314144777,0.9542101885452157
amount_ma10_zz4_cyb6_scale0.75,5,128,0.31608228893078083,0.1903859525582623,0.13450347520580275,-0.24700413151004702,-0.3120593314144777,1.1630748405358142
amount_ma10_zz5_cyb3_scale0,3,152,0.263433191730043,0.16354921981540144,-0.022870719361907654,-0.1872274967279176,-0.27524469367067517,1.2418124547475788
amount_ma10_zz5_cyb3_scale0,5,128,0.2969426095493237,0.23306622602334737,0.16643030466806552,-0.2525621990268216,-0.27524469367067517,1.2824961770029035
amount_ma10_zz5_cyb3_scale0.25,3,152,0.26333086085249024,0.1672878754483335,-0.016820352349510848,-0.1778384097805938,-0.26960646825297097,1.1947776705674027
amount_ma10_zz5_cyb3_scale0.25,5,128,0.3132676936663171,0.22667075046181945,0.1575095577977832,-0.26842615440722933,-0.26960646825297097,1.3226599513595025
amount_ma10_zz5_cyb3_scale0.5,3,152,0.2334626475089311,0.16678290679832103,-0.021869712116778905,-0.1685677530708098,-0.2865459594058958,1.1154366699797877
amount_ma10_zz5_cyb3_scale0.5,5,128,0.31829383102772635,0.2101320477641278,0.14753503759041142,-0.261603682576358,-0.2865459594058962,1.2509626035964594
amount_ma10_zz5_cyb3_scale0.75,3,152,0.22272380661305613,0.15773142812367363,-0.02817558788938812,-0.168797528338272,-0.3033723187358771,1.004060137839351
amount_ma10_zz5_cyb3_scale0.75,5,128,0.31809952376989026,0.19243284494266105,0.1358920595726334,-0.2547662731246861,-0.3033723187358771,1.1806559865812307
amount_ma10_zz5_cyb4_scale0,3,152,0.2965869790728254,0.1742284909194305,0.010488232194169722,-0.2138086085992772,-0.2588183453354651,1.2343857354014909
amount_ma10_zz5_cyb4_scale0,5,128,0.3031195291737897,0.2566779459298165,0.15895994417179304,-0.22845095620119704,-0.2588183453354651,1.3013677748446062
amount_ma10_zz5_cyb4_scale0.25,3,152,0.2781236704284513,0.17049119983425393,0.008370063673081463,-0.19815656270640253,-0.2561061558629998,1.217892393737876
amount_ma10_zz5_cyb4_scale0.25,5,128,0.31585694179509816,0.24470467551320535,0.1558969423836336,-0.2508640023179207,-0.2561061558629998,1.278380205422227
amount_ma10_zz5_cyb4_scale0.5,3,152,0.2567134696952855,0.1638052159913274,-0.0010975557262311586,-0.18236996703768538,-0.2744290282674624,1.138219113832267
amount_ma10_zz5_cyb4_scale0.5,5,128,0.31703947941895505,0.220278600408714,0.1501420570010934,-0.25339037282339444,-0.2744290282674624,1.2198028336349411
amount_ma10_zz5_cyb4_scale0.75,3,152,0.2285485626610062,0.15968615328136282,-0.01888753751059402,-0.17574952690146228,-0.29749927292877754,1.0235893782915078
amount_ma10_zz5_cyb4_scale0.75,5,128,0.3172841687527117,0.19830534059189153,0.14281839403581897,-0.25052242525094964,-0.297499272928778,1.1683308478552255
amount_ma10_zz5_cyb5_scale0,3,152,0.28763401102296704,0.15006102341304306,-0.02360388815041936,-0.19957293497499384,-0.2580781375325052,1.1916367543902866
amount_ma10_zz5_cyb5_scale0,5,128,0.3019564022610094,0.2460517895746822,0.16388862133751037,-0.23769361786401788,-0.2580781375325052,1.2379910294290988
amount_ma10_zz5_cyb5_scale0.25,3,152,0.2612771934963447,0.15145978964562984,-0.02636882666564233,-0.1873163186482414,-0.25657883610518384,1.1074280921016086
amount_ma10_zz5_cyb5_scale0.25,5,128,0.3117037643155349,0.227771313993211,0.15944770726730018,-0.25551486178298527,-0.25657883610518384,1.2325495409781546
amount_ma10_zz5_cyb5_scale0.5,3,152,0.23534617628952592,0.1586948115882053,-0.029705787861866728,-0.17563902395176811,-0.27818780251952113,1.047416927381191
amount_ma10_zz5_cyb5_scale0.5,5,128,0.31930065156074106,0.209743180855478,0.1474650770702719,-0.25299484244969567,-0.27818780251952147,1.1982160445726238
amount_ma10_zz5_cyb5_scale0.75,3,152,0.22358302360417726,0.1546447091245558,-0.03348491679353627,-0.17544031702034507,-0.2993525669635875,0.9829326248520301
amount_ma10_zz5_cyb5_scale0.75,5,128,0.3182951325051312,0.19279669393828724,0.13472112658272173,-0.2501270815433048,-0.2993525669635879,1.1688926761157687
amount_ma10_zz5_cyb6_scale0,3,152,0.24760030746824646,0.12814897615414195,-0.04837439592718806,-0.20891080171961818,-0.30710247913056266,1.0747784039480357
amount_ma10_zz5_cyb6_scale0,5,128,0.2765997587681931,0.2105551304454964,0.14844983467818285,-0.24775329492933956,-0.30710247913056266,1.1307082105911015
amount_ma10_zz5_cyb6_scale0.25,3,152,0.23418512869918795,0.13843876713057668,-0.04505950920091106,-0.19444775797413116,-0.30775367270865017,1.0191942756208994
amount_ma10_zz5_cyb6_scale0.25,5,128,0.2916948247376182,0.2028726219963427,0.14272620737130626,-0.24695583876703636,-0.30775367270865017,1.1603614302799827
amount_ma10_zz5_cyb6_scale0.5,3,152,0.21978730666474677,0.14570357313898613,-0.04222874424569223,-0.18225270159544593,-0.31183966257955864,0.9867563829984756
amount_ma10_zz5_cyb6_scale0.5,5,128,0.3073797468636382,0.19315652070933848,0.13615075675578892,-0.24699656783798507,-0.31183966257955864,1.150040444177542
amount_ma10_zz5_cyb6_scale0.75,3,152,0.21610897754202685,0.15036823575602398,-0.03977218429677776,-0.18394134143482788,-0.3159478279611364,0.948931296145566
amount_ma10_zz5_cyb6_scale0.75,5,128,0.312176186962432,0.18481876962217675,0.12913037993013998,-0.24700413151004702,-0.3159478279611364,1.1476092064123666
amount_ma15_zz2_cyb3_scale0,3,152,0.24808014313809534,0.16474906285441943,0.017698661464703447,-0.13393730856169028,-0.2649998641491291,1.2645168551999824
amount_ma15_zz2_cyb3_scale0,5,128,0.29119684233843046,0.22722580785561303,0.15545426722435796,-0.23935442874806823,-0.2649998641491291,1.337786975266186
amount_ma15_zz2_cyb3_scale0.25,3,152,0.24260903458533922,0.16610266457490153,0.014270092832864067,-0.13469287979138078,-0.26066058603819675,1.1987909140604711
amount_ma15_zz2_cyb3_scale0.25,5,128,0.3212464425003454,0.22244683673518606,0.15012527785421814,-0.24800553333388276,-0.26066058603819675,1.367521172820169
amount_ma15_zz2_cyb3_scale0.5,3,152,0.223982651506608,0.16193084064231816,0.0012129968199630081,-0.14864944530210955,-0.26494516002675494,1.087847607253499
amount_ma15_zz2_cyb3_scale0.5,5,128,0.32676463894703667,0.20750391877162916,0.14335395946285412,-0.25637181865889314,-0.26494516002675494,1.2924600528392134
amount_ma15_zz2_cyb3_scale0.75,3,152,0.21234272421390898,0.1560173308844477,-0.01721965922241908,-0.1742798466597444,-0.2928518264728296,0.9761807426781375
amount_ma15_zz2_cyb3_scale0.75,5,128,0.3226578354063254,0.19103360602128383,0.13442160111681822,-0.25187890037359967,-0.29285182647283015,1.21276029065075
amount_ma15_zz2_cyb4_scale0,3,152,0.24401168386397987,0.15380977835198906,0.03386712999017916,-0.13393730856169028,-0.24366251915534132,1.2000149553519912
amount_ma15_zz2_cyb4_scale0,5,128,0.3034446455493357,0.22885032802606958,0.15662114437879038,-0.21705828226203694,-0.24366251915534132,1.2997035151387464
amount_ma15_zz2_cyb4_scale0.25,3,152,0.23367331753946008,0.15705470102168245,0.026272424957920704,-0.13469287979138078,-0.24462034379669717,1.1489505078154916
amount_ma15_zz2_cyb4_scale0.25,5,128,0.3203227011188571,0.2208391323453584,0.15331628877099224,-0.23159079220098894,-0.24462034379669717,1.31748453925295
amount_ma15_zz2_cyb4_scale0.5,3,152,0.21912559672552556,0.15790272385978688,0.009191916913572351,-0.1435211872709995,-0.25432390409822314,1.0778886682511797
amount_ma15_zz2_cyb4_scale0.5,5,128,0.32106334726743146,0.20745542229593633,0.14795127840711841,-0.24543542849025635,-0.25432390409822314,1.2697222901415037
amount_ma15_zz2_cyb4_scale0.75,3,152,0.21156441309011742,0.15290392340836045,-0.013533906148229802,-0.1685779010882471,-0.28777862973636803,0.9839791572216725
amount_ma15_zz2_cyb4_scale0.75,5,128,0.31978088471543764,0.19125113425019785,0.13654584990590912,-0.24616044061005415,-0.28777862973636803,1.1995006494109792
amount_ma15_zz2_cyb5_scale0,3,152,0.2678008776989319,0.16861722908385224,0.03009067411943689,-0.13551604660246297,-0.258126235408212,1.2833864595483688
amount_ma15_zz2_cyb5_scale0,5,128,0.31011726260468686,0.2464495349205847,0.16810409076827404,-0.21258122775070787,-0.258126235408212,1.344595847567693
amount_ma15_zz2_cyb5_scale0.25,3,152,0.24947306126956503,0.17015526909562811,0.02343852541488123,-0.13970559985867959,-0.2554787399440901,1.2220781974038482
amount_ma15_zz2_cyb5_scale0.25,5,128,0.333360527429433,0.2348865492609219,0.16146196262041146,-0.2282985302909724,-0.2554787399440901,1.3764544026420331
amount_ma15_zz2_cyb5_scale0.5,3,152,0.23201840003751106,0.16756296635288898,0.0073137990174791945,-0.1531049780804853,-0.25281869821789793,1.117867095290511
amount_ma15_zz2_cyb5_scale0.5,5,128,0.33512925154920725,0.2168982620563989,0.1519242628034876,-0.2521960655425569,-0.25281869821789793,1.316601896530699
amount_ma15_zz2_cyb5_scale0.75,3,152,0.21451228027227032,0.15740641248836418,-0.014465408394104262,-0.17324885317944794,-0.28676342966204005,1.0057052363326633
amount_ma15_zz2_cyb5_scale0.75,5,128,0.32671336500647297,0.19586811821201067,0.13846551902999127,-0.2501475551592679,-0.28676342966204005,1.2179234223047302
amount_ma15_zz2_cyb6_scale0,3,152,0.2383953539960837,0.160044685853734,0.007617077583831566,-0.1688842142333653,-0.24746634983222238,1.1578679073722935
amount_ma15_zz2_cyb6_scale0,5,128,0.29079533467371377,0.21918326111958442,0.1528214709879938,-0.23470576369269924,-0.24746634983222238,1.2764888155413672
amount_ma15_zz2_cyb6_scale0.25,3,152,0.23471211187621677,0.1631675568705615,0.00664315745618449,-0.16482088107864667,-0.24746634983222282,1.119699944934633
amount_ma15_zz2_cyb6_scale0.25,5,128,0.3161926973132352,0.21216548070156788,0.1479958445523748,-0.24467575900088395,-0.24746634983222282,1.3070331699063202
amount_ma15_zz2_cyb6_scale0.5,3,152,0.2191989355670566,0.15996658892058374,-0.003876703477536436,-0.16707589601622624,-0.2628514892649675,1.0605323075681476
amount_ma15_zz2_cyb6_scale0.5,5,128,0.32096260379788966,0.2031163128296291,0.1418304077294772,-0.24746634983222082,-0.2628514892649675,1.258772016001216
amount_ma15_zz2_cyb6_scale0.75,3,152,0.21327358623685622,0.15594178828039634,-0.019937794817346033,-0.17641467721422366,-0.291881329495043,0.9771047018329602
amount_ma15_zz2_cyb6_scale0.75,5,128,0.31964386070095985,0.18942631893582834,0.13348372487728355,-0.2474663498322207,-0.2918813294950431,1.1948353507424416
amount_ma15_zz3_cyb3_scale0,3,152,0.330638971070099,0.1989422891847309,0.022915228928791276,-0.14989294669625264,-0.2649998641491291,1.4674985056692937
amount_ma15_zz3_cyb3_scale0,5,128,0.3436904518798325,0.2796815624595485,0.19473109970284774,-0.23967973953736166,-0.2649998641491291,1.4253473645154644
amount_ma15_zz3_cyb3_scale0.25,3,152,0.2986127691107435,0.1888777770354933,0.014685758189873832,-0.1520440856471661,-0.26066058603819675,1.385937038323897
amount_ma15_zz3_cyb3_scale0.25,5,128,0.3479080566676467,0.26102846646031735,0.17852183050769854,-0.24826675108879592,-0.26066058603819675,1.4681014384167557
amount_ma15_zz3_cyb3_scale0.5,3,152,0.2606994797112684,0.18093696700021217,-0.0008421237608635668,-0.1543720689573993,-0.26562549570221905,1.1852241098922918
amount_ma15_zz3_cyb3_scale0.5,5,128,0.3540222147031783,0.24312769993372446,0.1615333726611241,-0.25637181865889314,-0.26562549570221905,1.3886906759313569
amount_ma15_zz3_cyb3_scale0.75,3,152,0.22594107693657994,0.16732569304480438,-0.01847932168422617,-0.17020014769936287,-0.293192189168917,1.03728247719572
amount_ma15_zz3_cyb3_scale0.75,5,128,0.34191500837396527,0.20884649425514734,0.14249766062435,-0.25187890037359967,-0.293192189168917,1.2592182748819525
amount_ma15_zz3_cyb4_scale0,3,152,0.33985597932527223,0.19886087805604885,0.016573623458407738,-0.14989294669625253,-0.24366251915534132,1.457826283540958
amount_ma15_zz3_cyb4_scale0,5,128,0.35220049191889624,0.29451170753681194,0.20918970310225982,-0.23477287626347731,-0.24366251915534132,1.4526333204199446
