candidate,field,ma,zz_days,cyb_days,scale,avg_ann,worst_dd,ann_full,dd_full,ann_10y,dd_10y,ann_5y,dd_5y,ann_3y,dd_3y,trigger_days,neighbor_count,ridge_width_same_scale,neighbor_med_ann,neighbor_min_ann,neighbor_med_dd,neighbor_worst_dd,neighbor_ann_range,neighbor_dd_range,neighbor_scale_count,ridge_width_with_scale,neighbor_scale_med_ann,neighbor_scale_min_ann,neighbor_scale_med_dd,neighbor_scale_worst_dd,roll3_ann_return_median,roll3_ann_return_p25,roll3_ann_return_min,roll3_max_dd_median,roll3_max_dd_worst,roll5_ann_return_median,roll5_ann_return_p25,roll5_ann_return_min,roll5_max_dd_median,roll5_max_dd_worst,rank_dd,rank_width,rank_med_ann,rank_roll_dd,defense_robust_score
amount_ma10_zz2_cyb3_scale0,amount,10,2,3,0.0,0.3433852733226641,-0.2752446936706741,0.2668490445029323,-0.2752446936706741,0.2293259405434278,-0.2559136464120086,0.361116544156143,-0.1218749871373665,0.5162495640881535,-0.1104297032316692,1659.0,8,8,0.4006696739369569,0.3433852733226641,-0.2619091047422965,-0.2752446936706741,0.14342798585685967,0.03158217451533382,16,16,0.40753937700539744,0.3433852733226641,-0.2597394656868305,-0.2752446936706741,0.1887318829862969,0.1211650954286525,-0.0171814200268786,-0.1737346320546613,-0.2752446936706751,0.2707675885748174,0.148585367310723,0.074614985610018,-0.2559136464120085,-0.2752446936706751,128.0,215.0,251.0,128.0,-172.55
amount_ma10_zz2_cyb3_scale0.25,amount,10,2,3,0.25,0.3680540511658535,-0.2684261544072293,0.2934511118311524,-0.2684261544072293,0.2455483517808574,-0.2603319118751931,0.3766043021053256,-0.1311051019115215,0.5566124389460785,-0.1023482500897052,1659.0,8,8,0.4106379199902483,0.3680540511658535,-0.25838337095059805,-0.2684261544072293,0.10633725579201109,0.023805810610532885,24,24,0.41359078195569554,0.3433852733226641,-0.2628458420770373,-0.2754918084500106,0.1946806114480757,0.132991976829666,-0.0117178063667151,-0.1481583790674738,-0.2684261544072309,0.2884636702757389,0.1616346717029598,0.0913124428729916,-0.2603319118751931,-0.2684261544072309,102.0,135.0,243.0,102.0,-133.04999999999998
amount_ma10_zz2_cyb3_scale0.5,amount,10,2,3,0.5,0.3910696801106651,-0.2740700286477868,0.3180374492996316,-0.2740700286477868,0.2603102176896048,-0.2740700286477859,0.3903164340710208,-0.1404652478301074,0.5956146193824032,-0.1063667300240469,1659.0,8,8,0.4187550589748311,0.3910696801106651,-0.2652853278644862,-0.2754918084500106,0.06931274434069701,0.02116790435178767,24,21,0.42153207574283963,0.3680540511658535,-0.2684261544072293,-0.2979604655032277,0.1996385731976653,0.1411764661393038,-0.0140416215514888,-0.1562511091062152,-0.2740700286477865,0.2975948723029159,0.1669445266380176,0.1069582666780335,-0.261603682576358,-0.2740700286477873,124.0,195.0,203.0,124.0,-157.15
amount_ma10_zz2_cyb3_scale0.75,amount,10,2,3,0.75,0.4104934460263136,-0.2972590950657939,0.3387780497632382,-0.2972590950657936,0.2726266653796674,-0.2972590950657939,0.4005893765193911,-0.1513892813321412,0.6299796924429579,-0.126137474462545,1659.0,8,8,0.4236122346938612,0.4104934460263136,-0.2930220078208723,-0.2979604655032277,0.03366886137047331,0.01018183576685977,16,16,0.42359780977712436,0.3910696801106651,-0.2816352190931892,-0.2979604655032277,0.2080240615128988,0.1410958808869871,-0.0239133032504891,-0.1778803185035938,-0.2972590950657956,0.3071401281084015,0.170987166241628,0.1190900875985427,-0.2547662731246859,-0.2972590950657956,208.0,215.0,176.0,208.0,-205.3
amount_ma10_zz2_cyb4_scale0,amount,10,2,4,0.0,0.3552775474592349,-0.2588183453354646,0.2855721972870391,-0.2588183453354646,0.2463150614908726,-0.2341028859673658,0.3630330378350566,-0.1262274014370512,0.5261898932239715,-0.1104297032316685,1531.0,12,12,0.4006696739369569,0.3433852733226641,-0.2584722903718377,-0.2752446936706741,0.167847936695394,0.03158217451533382,24,24,0.40753937700539744,0.3433852733226641,-0.2581021864703572,-0.2752446936706741,0.1930619235868854,0.1323362184350948,0.0325693294616313,-0.1459125928049394,-0.2588183453354651,0.2810103711458365,0.1759722216654265,0.0996818256319884,-0.2341028859673654,-0.2588183453354651,63.0,135.0,251.0,63.0,-112.80000000000001
amount_ma10_zz2_cyb4_scale0.25,amount,10,2,4,0.25,0.3769856731440559,-0.2561061558629997,0.3074977503724552,-0.2561061558629997,0.258301804339105,-0.2441862343083635,0.3779378842073315,-0.1343394740114791,0.5642052536573321,-0.1023482500897055,1531.0,12,12,0.4106379199902483,0.3680540511658535,-0.25581050882299217,-0.2684261544072293,0.12426826931082702,0.023805810610532885,36,35,0.41359078195569554,0.3433852733226641,-0.2588183453354646,-0.2754918084500106,0.1998834020353219,0.1390525337782284,0.0253500046981636,-0.1477474349384857,-0.2561061558629998,0.2893427918325976,0.1775357893983026,0.1102105180612671,-0.2441862343083634,-0.2561061558629998,44.0,81.0,243.0,44.0,-84.94999999999999
amount_ma10_zz2_cyb4_scale0.5,amount,10,2,4,0.5,0.3969547166552786,-0.2625045447741709,0.3272879112470657,-0.2625045447741709,0.2687244344407233,-0.2625045447741705,0.3911031043810171,-0.1426011589178747,0.6007034165523084,-0.1063667300240469,1531.0,12,12,0.4187550589748311,0.3910696801106651,-0.2629201418996494,-0.2754918084500106,0.08090131600997497,0.02267311023211349,36,24,0.42153207574283963,0.3680540511658535,-0.2652853278644862,-0.2979604655032277,0.2021088431266352,0.1448134184079504,0.0103849422374735,-0.1517631711247374,-0.2625045447741715,0.2965834875359324,0.1794415460133291,0.1194808853594147,-0.2533903728233947,-0.2625045447741715,84.0,135.0,203.0,82.0,-116.75000000000001
amount_ma10_zz2_cyb4_scale0.75,amount,10,2,4,0.75,0.4130748770220202,-0.2917008774196605,0.3430344795341222,-0.2917008774196605,0.276347753696553,-0.2917008774196592,0.4007460343070952,-0.1550970487941441,0.6321712405503104,-0.1261374744625449,1531.0,12,12,0.4236122346938612,0.4104934460263136,-0.29193289069279016,-0.2979604655032277,0.03921053466542879,0.011197035841188863,24,24,0.42359780977712436,0.3910696801106651,-0.2811276190560247,-0.2979604655032277,0.2111968800192979,0.1484542542109211,-0.0129185441763395,-0.1722032357072174,-0.2917008774196608,0.3073446407343376,0.1774328426182826,0.1261528765212141,-0.2505224252509495,-0.2917008774196608,178.0,135.0,176.0,178.0,-164.8
amount_ma10_zz2_cyb5_scale0,amount,10,2,5,0.0,0.3521521834267938,-0.2580781375325037,0.2734608062890735,-0.2580781375325037,0.2444239636380267,-0.2341028859673656,0.3702086492570451,-0.1262274014370512,0.5205153145230299,-0.1104297032316685,1434.0,12,12,0.4006696739369569,0.338915102586343,-0.2529157162309217,-0.2588183453354646,0.1723181074317151,0.015155826180124315,24,24,0.40753937700539744,0.338915102586343,-0.25347789530852494,-0.2588183453354646,0.1980552886531837,0.1323595185527623,0.0226874553410947,-0.1353151249083324,-0.2580781375325052,0.27827827077483,0.1810031544321658,0.0926003363835903,-0.2341028859673654,-0.2580781375325052,53.0,135.0,251.0,53.0,-107.30000000000001
amount_ma10_zz2_cyb5_scale0.25,amount,10,2,5,0.25,0.3744792578047745,-0.2555148617829846,0.2980458463200595,-0.2555148617829846,0.2568014870406661,-0.2441862343083634,0.3832659837936891,-0.1343394740114791,0.5598037140646832,-0.1023482500897055,1434.0,12,12,0.4106379199902483,0.3643328979557074,-0.25347789530852494,-0.2561061558629997,0.12798942252097312,0.01148581206630328,36,35,0.41359078195569554,0.338915102586343,-0.2555148617829846,-0.2720680772855149,0.1958377191556535,0.136831469291479,0.0179663797759319,-0.1399994370944762,-0.2555148617829862,0.2905147409737802,0.1832873531049498,0.1048168997173417,-0.2441862343083632,-0.2555148617829862,40.0,81.0,243.0,40.0,-82.75
