date,Combined_NAV,Sub-A_return,Sub-A-DK_return,Sub-B_return
2010-11-22,1.0,0.0001211499702025165,0.0,0.006037813143354942
2010-11-23,0.9905511780363704,0.0001211499702025165,0.01458371685620019,-0.01705195199089249
2010-11-24,1.003195211913788,0.0001211499702025165,-0.0007669331128101753,0.018400480795601526
2010-11-25,0.9999934381799505,0.0001211499702025165,-0.017976001244536466,
2010-11-26,0.9915444061382863,0.0001211499702025165,0.00930261611469474,-0.01429025197172118
2010-11-29,0.9949096091000158,0.0001211499702025165,0.009863108148523425,0.0022999720261205336
2010-11-30,0.9905662647819045,0.0001211499702025165,-0.0070128908097467635,-0.004443062939197273
2010-12-01,1.0045462214929959,0.0001211499702025165,-0.00262861607005227,0.020766607445335206
2010-12-02,1.012179164249443,0.0001211499702025165,-0.0028574817266773245,0.01145320065738642
2010-12-03,1.0180832680471357,0.0001211499702025165,-0.009756657118368262,0.010612489653473167
2010-12-06,1.0170935536765937,0.0001211499702025165,-0.014376869267293424,0.0020872857304181647
2010-12-07,1.0122715985535433,0.0001211499702025165,0.006602175258367593,-0.008223125537379805
2010-12-08,1.0097688847373993,-0.00037891060478256744,0.004175654138010021,-0.004417147574942493
2010-12-09,1.010267725730882,-0.00194851418512898,-0.0017046510498837097,0.0014294612325747025
2010-12-10,1.0143368423021881,-0.00037891060478256744,0.003328825780182232,0.0049179296250512206
2010-12-13,1.0173048273515968,0.0006654746725698324,0.007023028890525973,0.0023023552895227173
2010-12-14,1.0163575196857488,-0.0006407441957554383,-0.012388580270912386,0.0018073676676035877
2010-12-15,1.007445098422222,0.001208824418253318,-0.004014467359810481,-0.011525376073236893
2010-12-16,1.00848341250407,0.0012073649260488928,-0.00458331342459517,0.0023574912142072524
2010-12-17,1.0093432547229026,0.0018088634308108809,-0.00341556077518701,0.0017195350562733136
2010-12-20,1.01066168799574,0.0006018657839301778,-0.0028551351332175567,0.0024146657942993865
