date,return_with_volume_overlay,nav_with_volume_overlay,return_without_volume_overlay,nav_without_volume_overlay,with_holding,with_weight,with_base_weight,with_scale_raw,with_suba_volume_rule_on,with_suba_volume_rule_scale,with_suba_volume_zz2000_streak,with_suba_volume_cyb_streak,without_holding,without_weight,without_base_weight,without_scale_raw
2010-10-28,-0.0005105327774199697,1.0291823891271414,-0.0005105327774199697,1.0291823891271414,1.H00016,1.0,1.0,,False,1.0,,0.0,1.H00016,1.0,1.0,
2010-10-29,-0.015623796493361652,1.0131026529248672,-0.015623796493361652,1.0131026529248672,1.H00016,1.0,1.0,,False,1.0,,0.0,1.H00016,1.0,1.0,
2010-11-01,0.020329757310940888,1.0336987839899001,0.020329757310940888,1.0336987839899001,0.399606,1.0,1.0,,False,1.0,,0.0,0.399606,1.0,1.0,
2010-11-02,-0.029232961720243922,1.0034807070072607,-0.029232961720243922,1.0034807070072607,0.399606,1.0,1.0,,False,1.0,,0.0,0.399606,1.0,1.0,
2010-11-03,-0.03211090153957641,0.971258036827686,-0.03211090153957641,0.971258036827686,0.399606,1.0,1.0,,False,1.0,,1.0,0.399606,1.0,1.0,
2010-11-04,0.016424916723464245,0.9872108691995761,0.016424916723464245,0.9872108691995761,0.399606,1.0,1.0,,False,1.0,,2.0,0.399606,1.0,1.0,
2010-11-05,0.013713379044596907,1.000748866045856,0.013713379044596907,1.000748866045856,0.399606,1.0,1.0,,False,1.0,,3.0,0.399606,1.0,1.0,
2010-11-08,0.03248737585480854,1.033260570593361,0.03248737585480854,1.033260570593361,0.399606,1.0,1.0,,False,1.0,,4.0,0.399606,1.0,1.0,
2010-11-09,0.007760262044197219,1.0412789433811023,0.007760262044197219,1.0412789433811023,0.399606,1.0,1.0,,False,1.0,,0.0,0.399606,1.0,1.0,
2010-11-10,0.023244777536017835,1.0654832407729358,0.023244777536017835,1.0654832407729358,0.399606,1.0,1.0,,False,1.0,,0.0,0.399606,1.0,1.0,
2010-11-11,-0.0077618418404402645,1.0572131283744166,-0.0077618418404402645,1.0572131283744166,0.399606,1.0,1.0,,False,1.0,,0.0,0.399606,1.0,1.0,
2010-11-12,-0.044563012611341546,1.0101005264017917,-0.044563012611341546,1.0101005264017917,0.399606,1.0,1.0,,False,1.0,,0.0,0.399606,1.0,1.0,
2010-11-15,0.06126254188319802,1.071981852206722,0.06126254188319802,1.071981852206722,0.399606,1.0,1.0,,False,1.0,,0.0,0.399606,1.0,1.0,
2010-11-16,-0.01947396802755419,1.0511061118907299,-0.01947396802755419,1.0511061118907299,0.399606,1.0,1.0,,False,1.0,,0.0,0.399606,1.0,1.0,
2010-11-17,-0.03625316006564061,1.013000193770382,-0.03625316006564061,1.013000193770382,0.399606,1.0,1.0,,False,1.0,,1.0,0.399606,1.0,1.0,
2010-11-18,0.016116265370738514,1.0293259737137952,0.016116265370738514,1.0293259737137952,0.399606,1.0,1.0,,False,1.0,,2.0,0.399606,1.0,1.0,
2010-11-19,0.04563447132673293,1.0762987203470988,0.04563447132673293,1.0762987203470988,0.399606,1.0,1.0,,False,1.0,,0.0,0.399606,1.0,1.0,
2010-11-22,0.018876096918665652,1.0966150393058065,0.018876096918665652,1.0966150393058065,0.399606,1.0,1.0,,False,1.0,,0.0,0.399606,1.0,1.0,
2010-11-23,0.007286423615834536,1.1046054410256836,0.007286423615834536,1.1046054410256836,0.399606,1.0,1.0,,False,1.0,,0.0,0.399606,1.0,1.0,
2010-11-24,0.02108497294742273,1.127896016867286,0.02108497294742273,1.127896016867286,0.399606,1.0,1.0,,False,1.0,,0.0,0.399606,1.0,1.0,
2010-11-25,-0.018285374180588843,1.107272016162072,-0.018285374180588843,1.107272016162072,0.399606,1.0,1.0,,False,1.0,,1.0,0.399606,1.0,1.0,
2010-11-26,0.008150961190309891,1.1162973473929252,0.008150961190309891,1.1162973473929252,0.399606,1.0,1.0,,False,1.0,,2.0,0.399606,1.0,1.0,
2010-11-29,0.020137479432375427,1.1387767622664655,0.020137479432375427,1.1387767622664655,0.399606,1.0,1.0,,False,1.0,,3.0,0.399606,1.0,1.0,
2010-11-30,-0.03164453323290051,1.1027407031680696,-0.03164453323290051,1.1027407031680696,0.399606,1.0,1.0,,False,1.0,,0.0,0.399606,1.0,1.0,
2010-12-01,-0.0036610215349234254,1.0987035457063348,-0.0036610215349234254,1.0987035457063348,0.399606,1.0,1.0,,False,1.0,,1.0,0.399606,1.0,1.0,
2010-12-02,0.0005685675492190789,1.0993282328886353,0.0005685675492190789,1.0993282328886353,0.399606,1.0,1.0,,False,1.0,,2.0,0.399606,1.0,1.0,
2010-12-03,-0.016894671223930624,1.0807554438267972,-0.016894671223930624,1.0807554438267972,0.399606,1.0,1.0,,False,1.0,,3.0,0.399606,1.0,1.0,
2010-12-06,-0.02132214985118419,1.057711414301039,-0.02132214985118419,1.057711414301039,cash,0.0,0.0,,False,1.0,,4.0,cash,0.0,0.0,
2010-12-07,0.0001211499702025165,1.0578395560073646,0.0001211499702025165,1.0578395560073646,cash,0.0,0.0,,True,0.0,,5.0,cash,0.0,0.0,
2010-12-08,0.0001211499702025165,1.0579677132380538,0.0001211499702025165,1.0579677132380538,cash,0.0,0.0,,True,0.0,,6.0,cash,0.0,0.0,
2010-12-09,0.0001211499702025165,1.0580958859949878,0.0001211499702025165,1.0580958859949878,cash,0.0,0.0,,True,0.0,,7.0,cash,0.0,0.0,
2010-12-10,0.0001211499702025165,1.0582240742800475,0.0001211499702025165,1.0582240742800475,cash,0.0,0.0,,True,0.0,,8.0,cash,0.0,0.0,
2010-12-13,0.0001211499702025165,1.058352278095114,0.0001211499702025165,1.058352278095114,cash,0.0,0.0,,False,1.0,,0.0,cash,0.0,0.0,
2010-12-14,0.0001211499702025165,1.058480497442069,0.0001211499702025165,1.058480497442069,cash,0.0,0.0,,False,1.0,,1.0,cash,0.0,0.0,
2010-12-15,0.0001211499702025165,1.058608732322794,0.0001211499702025165,1.058608732322794,cash,0.0,0.0,,False,1.0,,0.0,cash,0.0,0.0,
2010-12-16,0.0001211499702025165,1.058736982739171,0.0001211499702025165,1.058736982739171,cash,0.0,0.0,,False,1.0,,0.0,cash,0.0,0.0,
2010-12-17,0.0001211499702025165,1.0588652486930823,0.0001211499702025165,1.0588652486930823,cash,0.0,0.0,,False,1.0,,1.0,cash,0.0,0.0,
2010-12-20,0.0001211499702025165,1.05899353018641,0.0001211499702025165,1.05899353018641,cash,0.0,0.0,,False,1.0,,0.0,cash,0.0,0.0,
2010-12-21,0.0001211499702025165,1.0591218272210368,0.0001211499702025165,1.0591218272210368,cash,0.0,0.0,,False,1.0,,1.0,cash,0.0,0.0,
2010-12-22,0.0001211499702025165,1.0592501397988454,0.0001211499702025165,1.0592501397988454,cash,0.0,0.0,,False,1.0,,2.0,cash,0.0,0.0,
2010-12-23,0.0001211499702025165,1.059378467921719,0.0001211499702025165,1.059378467921719,cash,0.0,0.0,,False,1.0,,3.0,cash,0.0,0.0,
2010-12-24,0.0001211499702025165,1.059506811591541,0.0001211499702025165,1.059506811591541,cash,0.0,0.0,,False,1.0,,4.0,cash,0.0,0.0,
2010-12-27,0.0001211499702025165,1.0596351708101945,0.0001211499702025165,1.0596351708101945,cash,0.0,0.0,,True,0.0,,5.0,cash,0.0,0.0,
2010-12-28,0.0001211499702025165,1.0597635455795638,0.0001211499702025165,1.0597635455795638,cash,0.0,0.0,,True,0.0,,6.0,cash,0.0,0.0,
2010-12-29,0.0001211499702025165,1.0598919359015324,0.0001211499702025165,1.0598919359015324,cash,0.0,0.0,,True,0.0,,7.0,cash,0.0,0.0,
2010-12-30,0.0001211499702025165,1.0600203417779848,0.0001211499702025165,1.0600203417779848,cash,0.0,0.0,,True,0.0,,8.0,cash,0.0,0.0,
2010-12-31,0.0001211499702025165,1.0601487632108053,0.0001211499702025165,1.0601487632108053,cash,0.0,0.0,,True,0.0,,9.0,cash,0.0,0.0,
2011-01-04,0.0001211499702025165,1.0602772002018785,0.0001211499702025165,1.0602772002018785,cash,0.0,0.0,,False,1.0,,0.0,cash,0.0,0.0,
2011-01-05,0.0001211499702025165,1.0604056527530894,0.0001211499702025165,1.0604056527530894,cash,0.0,0.0,,False,1.0,,0.0,cash,0.0,0.0,
2011-01-06,0.0001211499702025165,1.060534120866323,0.0001211499702025165,1.060534120866323,cash,0.0,0.0,,False,1.0,,0.0,cash,0.0,0.0,
2011-01-07,0.0001211499702025165,1.0606626045434648,0.0001211499702025165,1.0606626045434648,cash,0.0,0.0,,False,1.0,,0.0,cash,0.0,0.0,
2011-01-10,0.0001211499702025165,1.0607911037864002,0.0001211499702025165,1.0607911037864002,cash,0.0,0.0,,False,1.0,,0.0,cash,0.0,0.0,
2011-01-11,0.0001211499702025165,1.060919618597015,0.0001211499702025165,1.060919618597015,cash,0.0,0.0,,False,1.0,,0.0,cash,0.0,0.0,
2011-01-12,0.0001211499702025165,1.0610481489771952,0.0001211499702025165,1.0610481489771952,cash,0.0,0.0,,False,1.0,,0.0,cash,0.0,0.0,
2011-01-13,0.0001211499702025165,1.0611766949288273,0.0001211499702025165,1.0611766949288273,cash,0.0,0.0,,False,1.0,,0.0,cash,0.0,0.0,
2011-01-14,0.0001211499702025165,1.0613052564537975,0.0001211499702025165,1.0613052564537975,cash,0.0,0.0,,False,1.0,,0.0,cash,0.0,0.0,
2011-01-17,0.0001211499702025165,1.0614338335539926,0.0001211499702025165,1.0614338335539926,cash,0.0,0.0,,False,1.0,,0.0,cash,0.0,0.0,
2011-01-18,0.0001211499702025165,1.0615624262312995,0.0001211499702025165,1.0615624262312995,cash,0.0,0.0,,False,1.0,,1.0,cash,0.0,0.0,
2011-01-19,0.0001211499702025165,1.0616910344876056,0.0001211499702025165,1.0616910344876056,cash,0.0,0.0,,False,1.0,,2.0,cash,0.0,0.0,
2011-01-20,0.0001211499702025165,1.061819658324798,0.0001211499702025165,1.061819658324798,cash,0.0,0.0,,False,1.0,,3.0,cash,0.0,0.0,
2011-01-21,0.0001211499702025165,1.0619482977447645,0.0001211499702025165,1.0619482977447645,cash,0.0,0.0,,False,1.0,,4.0,cash,0.0,0.0,
2011-01-24,0.0001211499702025165,1.062076952749393,0.0001211499702025165,1.062076952749393,cash,0.0,0.0,,True,0.0,,5.0,cash,0.0,0.0,
2011-01-25,0.0001211499702025165,1.0622056233405712,0.0001211499702025165,1.0622056233405712,cash,0.0,0.0,,True,0.0,,6.0,cash,0.0,0.0,
2011-01-26,0.0001211499702025165,1.0623343095201878,0.0001211499702025165,1.0623343095201878,cash,0.0,0.0,,True,0.0,,7.0,cash,0.0,0.0,
2011-01-27,0.0001211499702025165,1.0624630112901312,0.0001211499702025165,1.0624630112901312,cash,0.0,0.0,1.157787775660833,True,0.0,,8.0,cash,0.0,0.0,1.157787775660833
2011-01-28,0.0001211499702025165,1.0625917286522903,0.0001211499702025165,1.0625917286522903,cash,0.0,0.0,1.157787775660833,True,0.0,,9.0,cash,0.0,0.0,1.157787775660833
2011-01-31,0.0001211499702025165,1.062720461608554,0.0001211499702025165,1.062720461608554,cash,0.0,0.0,1.157787775660833,True,0.0,,10.0,cash,0.0,0.0,1.157787775660833
2011-02-01,0.0001211499702025165,1.0628492101608114,0.0001211499702025165,1.0628492101608114,cash,0.0,0.0,1.157787775660833,False,1.0,,0.0,cash,0.0,0.0,1.157787775660833
2011-02-09,0.0001211499702025165,1.0629779743109522,0.0001211499702025165,1.0629779743109522,cash,0.0,0.0,1.157787775660833,False,1.0,,1.0,cash,0.0,0.0,1.157787775660833
2011-02-10,0.0001211499702025165,1.0631067540608659,0.0001211499702025165,1.0631067540608659,cash,0.0,0.0,1.157787775660833,False,1.0,,0.0,cash,0.0,0.0,1.157787775660833
2011-02-11,0.0001211499702025165,1.0632355494124424,0.0001211499702025165,1.0632355494124424,cash,0.0,0.0,1.157787775660833,False,1.0,,0.0,cash,0.0,0.0,1.157787775660833
2011-02-14,-0.0010367780714127806,1.0621332101100651,-0.0010367780714127806,1.0621332101100651,1.H20955,1.157787775660833,1.0,1.157787775660833,False,1.0,,0.0,1.H20955,1.157787775660833,1.0,1.157787775660833
2011-02-15,-0.005070291195336196,1.05674788544657,-0.005070291195336196,1.05674788544657,cash,0.0,0.0,1.2094270435065138,False,1.0,,0.0,cash,0.0,0.0,1.2094270435065138
2011-02-16,-0.0010890970783318243,1.0555969844119968,-0.0010890970783318243,1.0555969844119968,1.H00905,1.2101004449015003,1.0,1.2101004449015003,False,1.0,,0.0,1.H00905,1.2101004449015003,1.0,1.2101004449015003
2011-02-17,0.008471569551600666,1.064539547683903,0.008471569551600666,1.064539547683903,1.H00905,1.2179730160081677,1.0,1.2179730160081677,False,1.0,,0.0,1.H00905,1.2179730160081677,1.0,1.2179730160081677
2011-02-18,-0.011272437371322441,1.0525395923033403,-0.011272437371322441,1.0525395923033403,1.H00905,1.2167872891621692,1.0,1.2167872891621692,False,1.0,,0.0,1.H00905,1.2167872891621692,1.0,1.2167872891621692
2011-02-21,0.02496822966034684,1.0788196425705778,0.02496822966034684,1.0788196425705778,1.H00905,1.223834371520416,1.0,1.223834371520416,False,1.0,,0.0,1.H00905,1.223834371520416,1.0,1.223834371520416
2011-02-22,-0.03236721538122789,1.0439012548419966,-0.03236721538122789,1.0439012548419966,1.H00905,1.2128873964774949,1.0,1.2128873964774949,False,1.0,,0.0,1.H00905,1.2128873964774949,1.0,1.2128873964774949
2011-02-23,0.017094227203664936,1.0617459400704565,0.017094227203664936,1.0617459400704565,1.H00905,1.2149880757142604,1.0,1.2149880757142604,False,1.0,,0.0,1.H00905,1.2149880757142604,1.0,1.2149880757142604
2011-02-24,0.011849966758403108,1.074327594166161,0.011849966758403108,1.074327594166161,1.H00905,1.212021885539137,1.0,1.212021885539137,False,1.0,,0.0,1.H00905,1.212021885539137,1.0,1.212021885539137
2011-02-25,0.0011843922241072669,1.0756000194148352,0.0011843922241072669,1.0756000194148352,1.H00905,1.2231958220986967,1.0,1.2231958220986967,False,1.0,,1.0,1.H00905,1.2231958220986967,1.0,1.2231958220986967
2011-02-28,0.012657411336860491,1.089214331294504,0.012657411336860491,1.089214331294504,1.H00852,1.2232405747693842,1.0,1.2232405747693842,False,1.0,,2.0,1.H00852,1.2232405747693842,1.0,1.2232405747693842
2011-03-01,0.005918552197311966,1.0956609031683306,0.005918552197311966,1.0956609031683306,1.H00852,1.2276906302679786,1.0,1.2276906302679786,False,1.0,,3.0,1.H00852,1.2276906302679786,1.0,1.2276906302679786
2011-03-02,-0.002547165819934083,1.092870073165542,-0.002547165819934083,1.092870073165542,1.H00852,1.2420044123459604,1.0,1.2420044123459604,False,1.0,,4.0,1.H00852,1.2420044123459604,1.0,1.2420044123459604
2011-03-03,-0.023433127448289293,1.0672607094566327,-0.022248944694844064,1.0685548673490317,cash,0.0,0.0,1.2729171662681658,True,0.0,,5.0,1.H00852,1.2729171662681658,1.0,1.2729171662681658
2011-03-04,0.0001211499702025165,1.0673900080597816,0.015342890780991825,1.084949587972265,cash,0.0,0.0,1.3002680359518646,True,0.0,,6.0,1.H00852,1.3002680359518646,1.0,1.3002680359518646
2011-03-07,0.0001211499702025165,1.0675193223274524,0.01187710257058372,1.0978356455125242,cash,0.0,0.0,1.3089622698435546,True,0.0,,7.0,1.H00905,1.304500934020855,1.0,1.304500934020855
2011-03-08,-0.0011941128396747436,1.0662445837980603,0.006938353171251244,1.1054528169450788,1.H00905,1.3151034851291634,1.0,1.3151034851291634,False,1.0,,0.0,1.H00905,1.3066451181573637,1.0,1.3066451181573637
2011-03-09,0.0038998844150774925,1.070402814433075,0.0038777118085091544,1.1097394443870965,1.H00905,1.356112022944782,1.0,1.356112022944782,False,1.0,,0.0,1.H00905,1.345268086552413,1.0,1.345268086552413
2011-03-10,-0.00997805214076497,1.0597222793390402,-0.009897125879566038,1.0987562134124778,1.H00905,1.3580710453008598,1.0,1.3580710453008598,False,1.0,,0.0,1.H00905,1.3470400098432143,1.0,1.3470400098432143
2011-03-11,-0.001033397204606934,1.0586271652979116,-0.0010227388325309006,1.0976324727655362,1.H00905,1.3785256760498024,1.0,1.3785256760498024,False,1.0,,0.0,1.H00905,1.366046547892204,1.0,1.366046547892204
2011-03-14,0.01344065975283426,1.0728558128317882,0.01331991395090637,1.1122528428524938,1.H00905,1.3813469948958765,1.0,1.3813469948958765,False,1.0,,0.0,1.H00905,1.3690111182153892,1.0,1.3690111182153892
2011-03-15,-0.015767195984917715,1.0559398849673112,-0.015625484386001087,1.094873353423217,1.H00905,1.4792030184580731,1.0,1.4792030184580731,False,1.0,,0.0,1.H00905,1.466158630379013,1.0,1.466158630379013
2011-03-16,0.016515392889188574,1.073379147034911,0.016357841706142517,1.1127831184267873,1.H00852,1.5,1.0,1.5,False,1.0,,0.0,1.H00852,1.5,1.0,1.5
2011-03-17,-0.028622163678186596,1.0426567133997255,-0.028622163678186596,1.080932857872853,1.H00852,1.5,1.0,1.5,False,1.0,,0.0,1.H00852,1.5,1.0,1.5
2011-03-18,0.011232368566595596,1.0543682178930665,0.011232368566595596,1.0930742941282243,1.H00852,1.5,1.0,1.5,False,1.0,,1.0,1.H00852,1.5,1.0,1.5
2011-03-21,-0.009403924074835146,1.0444530192250807,-0.009403924074835146,1.0827951064580885,cash,0.0,0.0,1.5,False,1.0,,2.0,cash,0.0,0.0,1.5
2011-03-22,-0.0013790317547527353,1.043012685345222,-0.0013790317547527353,1.081301897622392,1.H00852,1.5,1.0,1.5,False,1.0,,3.0,1.H00852,1.5,1.0,1.5
2011-03-23,0.01620199907630271,1.0599115759097573,0.01620199907630271,1.0988211499688745,1.H00852,1.5,1.0,1.5,False,1.0,,4.0,1.H00852,1.5,1.0,1.5
2011-03-24,0.005455054075258481,1.0656934508713374,0.006965502328751594,1.1064749912478642,cash,0.0,0.0,1.5,True,0.0,,5.0,1.H00852,1.5,1.0,1.5
2011-03-25,0.0001211499702025165,1.0658225596011555,0.007945997266665339,1.1152670385039534,cash,0.0,0.0,1.5,True,0.0,,6.0,1.H00852,1.5,1.0,1.5
2011-03-28,0.0001211499702025165,1.0659516839724923,-0.0025067371393636684,1.1124713571982274,cash,0.0,0.0,1.5,True,0.0,,7.0,1.H00852,1.5,1.0,1.5
2011-03-29,0.0001211499702025165,1.0660808239872428,-0.025806062234904115,1.0837628521198217,cash,0.0,0.0,1.5,False,1.0,,0.0,cash,0.0,0.0,1.5
2011-03-30,0.0001211499702025165,1.0662099796473024,0.0001211499702025165,1.0838941499570627,cash,0.0,0.0,1.5,False,1.0,,1.0,cash,0.0,0.0,1.5
2011-03-31,0.0001211499702025165,1.0663391509545663,0.0001211499702025165,1.0840254637010327,cash,0.0,0.0,1.5,False,1.0,,2.0,cash,0.0,0.0,1.5
2011-04-01,0.0001211499702025165,1.0664683379109303,0.0001211499702025165,1.0841567933536589,cash,0.0,0.0,1.5,False,1.0,,3.0,cash,0.0,0.0,1.5
2011-04-06,-0.0013790317547527353,1.0649976442075129,-0.0013790317547527353,1.0826617067084934,1.H00016,1.5,1.0,1.5,False,1.0,,4.0,1.H00016,1.5,1.0,1.5
2011-04-07,-0.0025039447796454395,1.0623309489159647,-0.0010054529590841632,1.0815731412917962,cash,0.0,0.0,1.5,True,0.0,,5.0,1.H00016,1.5,1.0,1.5
2011-04-08,0.0001211499702025165,1.062459650278771,0.007465892053949652,1.089648049613132,cash,0.0,0.0,1.5,True,0.0,,6.0,1.H00016,1.5,1.0,1.5
2011-04-11,0.0001211499702025165,1.0625883672337437,-0.006478739773700171,1.0825885034547686,cash,0.0,0.0,1.5,True,0.0,,7.0,1.H00016,1.5,1.0,1.5
2011-04-12,0.0001211499702025165,1.0627170997827717,-0.0070470909264575,1.0749594038349854,cash,0.0,0.0,1.5,True,0.0,,8.0,1.H00016,1.5,1.0,1.5
2011-04-13,0.0001211499702025165,1.062845847927744,0.023070342008379097,1.099759084926582,cash,0.0,0.0,1.5,True,0.0,,9.0,1.H00016,1.5,1.0,1.5
2011-04-14,0.0001211499702025165,1.0629746116705503,-0.00625363613261154,1.0928815917759171,cash,0.0,0.0,1.5,True,0.0,,10.0,1.H00016,1.5,1.0,1.5
2011-04-15,0.0001211499702025165,1.0631033910130803,0.007430316140693893,1.101002047507157,cash,0.0,0.0,1.5,True,0.0,,11.0,1.H00016,1.5,1.0,1.5
2011-04-18,0.0001211499702025165,1.0632321859572238,0.00013605929153026608,1.1011518490657142,cash,0.0,0.0,1.5,True,0.0,,12.0,1.H00016,1.5,1.0,1.5
2011-04-19,0.0001211499702025165,1.063360996504871,-0.0337297811782693,1.064010238152681,cash,0.0,0.0,1.5,True,0.0,,13.0,1.H00016,1.5,1.0,1.5
2011-04-20,0.0001211499702025165,1.063489822657912,-0.008405492983601714,1.0550667075614082,cash,0.0,0.0,1.5,True,0.0,,14.0,1.H20955,1.5,1.0,1.5
2011-04-21,-0.0013790317547527353,1.0620232364216102,0.013733616664862502,1.0695565892789152,1.H20955,1.5,1.0,1.5,False,1.0,,0.0,1.H20955,1.5,1.0,1.5
2011-04-22,-0.0022587913957459183,1.0596243474730989,-0.0022587913957459183,1.0671406840577886,1.H20955,1.5,1.0,1.5,False,1.0,,0.0,1.H20955,1.5,1.0,1.5
2011-04-25,-0.01715666824975348,1.0414447240741413,-0.01715666824975348,1.0488321053655942,1.H20955,1.5,1.0,1.5,False,1.0,,0.0,1.H20955,1.5,1.0,1.5
2011-04-26,-0.020443414127965798,1.0201540382885086,-0.020443414127965798,1.0273903962848991,cash,0.0,0.0,1.5,False,1.0,,0.0,cash,0.0,0.0,1.5
2011-04-27,0.0001211499702025165,1.0202776299198493,0.0001211499702025165,1.0275148646007954,cash,0.0,0.0,1.5,False,1.0,,1.0,cash,0.0,0.0,1.5
2011-04-28,0.0001211499702025165,1.0204012365243122,0.0001211499702025165,1.0276393479960244,cash,0.0,0.0,1.5,False,1.0,,2.0,cash,0.0,0.0,1.5
2011-04-29,0.0001211499702025165,1.0205248581037119,0.0001211499702025165,1.027763846472413,cash,0.0,0.0,1.5,False,1.0,,3.0,cash,0.0,0.0,1.5
2011-05-03,0.0001211499702025165,1.020648494659862,0.0001211499702025165,1.0278883600317883,cash,0.0,0.0,1.5,False,1.0,,4.0,cash,0.0,0.0,1.5
2011-05-04,0.0001211499702025165,1.0207721461945773,0.0001211499702025165,1.0280128886759776,cash,0.0,0.0,1.5,True,0.0,,5.0,cash,0.0,0.0,1.5
2011-05-05,0.0001211499702025165,1.0208958127096723,0.0001211499702025165,1.0281374324068084,cash,0.0,0.0,1.5,True,0.0,,6.0,cash,0.0,0.0,1.5
2011-05-06,0.0001211499702025165,1.021019494206962,0.0001211499702025165,1.0282619912261086,cash,0.0,0.0,1.5,True,0.0,,7.0,cash,0.0,0.0,1.5
2011-05-09,0.0001211499702025165,1.0211431906882613,0.0001211499702025165,1.028386565135706,cash,0.0,0.0,1.5,True,0.0,,8.0,cash,0.0,0.0,1.5
2011-05-10,0.0001211499702025165,1.0212669021553857,0.0001211499702025165,1.028511154137429,cash,0.0,0.0,1.5,True,0.0,,9.0,cash,0.0,0.0,1.5
2011-05-11,0.0001211499702025165,1.0213906286101506,0.0001211499702025165,1.0286357582331056,cash,0.0,0.0,1.5,True,0.0,,10.0,cash,0.0,0.0,1.5
2011-05-12,0.0001211499702025165,1.0215143700543718,0.0001211499702025165,1.0287603774245648,cash,0.0,0.0,1.5,True,0.0,,11.0,cash,0.0,0.0,1.5
2011-05-13,0.0001211499702025165,1.0216381264898653,0.0001211499702025165,1.0288850117136354,cash,0.0,0.0,1.5,True,0.0,,12.0,cash,0.0,0.0,1.5
2011-05-16,0.0001211499702025165,1.0217618979184473,0.0001211499702025165,1.0290096611021464,cash,0.0,0.0,1.5,True,0.0,,13.0,cash,0.0,0.0,1.5
2011-05-17,0.0001211499702025165,1.0218856843419342,0.0001211499702025165,1.029134325591927,cash,0.0,0.0,1.5,True,0.0,,14.0,cash,0.0,0.0,1.5
2011-05-18,0.0001211499702025165,1.0220094857621427,0.0001211499702025165,1.0292590051848067,cash,0.0,0.0,1.5,False,1.0,,0.0,cash,0.0,0.0,1.5
2011-05-19,0.0001211499702025165,1.0221333021808894,0.0001211499702025165,1.0293836998826156,cash,0.0,0.0,1.5,False,1.0,,1.0,cash,0.0,0.0,1.5
2011-05-20,0.0001211499702025165,1.0222571335999915,0.0001211499702025165,1.0295084096871834,cash,0.0,0.0,1.5,False,1.0,,2.0,cash,0.0,0.0,1.5
2011-05-23,0.0001211499702025165,1.0223809800212664,0.0001211499702025165,1.0296331346003402,cash,0.0,0.0,1.5,False,1.0,,0.0,cash,0.0,0.0,1.5
2011-05-24,0.0001211499702025165,1.0225048414465316,0.0001211499702025165,1.0297578746239167,cash,0.0,0.0,1.5,False,1.0,,0.0,cash,0.0,0.0,1.5
