candidate,segment,ann_return,ann_vol,max_dd,sharpe_repo,total_return,years,rows,start,end
with_volume_overlay,full,0.36290898716999687,0.2321652814215877,-0.2549917999864738,1.4435791108612408,126.59071237596508,15.66050650239562,3802,2010-09-29,2026-05-28
with_volume_overlay,last_10y,0.3579616914561814,0.22078640065840313,-0.25499179998647326,1.4878954714608608,20.279705819908823,9.99315537303217,2427,2016-05-30,2026-05-28
with_volume_overlay,last_5y,0.49930920543970814,0.2440611997021647,-0.15065380288282781,1.773164521610841,6.574180427642012,4.999315537303217,1211,2021-05-28,2026-05-28
with_volume_overlay,last_3y,0.760034459718165,0.28152901245109535,-0.10637022324511791,2.1381902474036085,4.445770846034884,2.9979466119096507,726,2023-05-29,2026-05-28
with_volume_overlay,last_1y,1.276336351612902,0.2437986929311326,-0.10637022324511791,3.483159589449327,1.2750550971234085,0.999315537303217,243,2025-05-28,2026-05-28
without_volume_overlay,full,0.3533735478576163,0.2575342886067896,-0.3200774302574282,1.2983784674383063,113.30559579122166,15.66050650239562,3802,2010-09-29,2026-05-28
without_volume_overlay,last_10y,0.2799876698960877,0.2505011111771089,-0.32007743025742896,1.1041286863346889,10.784850500133706,9.99315537303217,2427,2016-05-30,2026-05-28
without_volume_overlay,last_5y,0.40635619654854405,0.27237854846687687,-0.18567620697896559,1.3807972387431764,4.50015957308911,4.999315537303217,1211,2021-05-28,2026-05-28
without_volume_overlay,last_3y,0.6579030423557979,0.30534853286216007,-0.1671242402258012,1.7985190201065568,3.5522546208096513,2.9979466119096507,726,2023-05-29,2026-05-28
without_volume_overlay,last_1y,1.1153688659623069,0.28225310258089326,-0.12654519327726665,2.7850375313397446,1.114284341791143,0.999315537303217,243,2025-05-28,2026-05-28
