window,strategy,start,end,obs,total_return_pct,max_drawdown_pct,ulcer_index_pct,dd_peak_date,dd_trough_date,terminal_drawdown_pct
pre_bear_2006_2008,A_ADK_10_15_norm_with_ADK_proxy_3_price,2006-01-04,2008-12-31,729,187.20590567088968,-27.033344121509927,10.693868842058185,2008-01-15,2008-11-05,-11.442398588507741
pre_bear_2006_2008,A_ADK_10_15_norm_with_ADK_proxy_4_plus_ZZ1000_TR,2006-01-04,2008-12-31,729,232.24286457229218,-27.9654719401606,10.588992387533155,2008-01-16,2008-11-05,-12.303301429924407
ashare_peak_to_trough_2007_2008,A_ADK_10_15_norm_with_ADK_proxy_3_price,2007-10-16,2008-10-28,254,0.7611248253191594,-19.06960029372975,9.858705688944609,2008-01-15,2008-10-28,-19.06960029372975
ashare_peak_to_trough_2007_2008,A_ADK_10_15_norm_with_ADK_proxy_4_plus_ZZ1000_TR,2007-10-16,2008-10-28,254,-6.563268609645057,-24.48060848454655,13.278683585933798,2008-01-16,2008-10-23,-24.435747192745872
calendar_2008,A_ADK_10_15_norm_with_ADK_proxy_3_price,2008-01-02,2008-12-31,246,-2.439245207405749,-21.771808965323658,11.982484495052761,2008-01-15,2008-11-05,-6.967342960265399
calendar_2008,A_ADK_10_15_norm_with_ADK_proxy_4_plus_ZZ1000_TR,2008-01-02,2008-12-31,246,-6.135181120147748,-26.28282006767989,15.667046928513445,2008-01-16,2008-11-05,-11.042119576705256
