date,no_risk_gate,current_15_8_scale50,softer_15_8_scale75,harsher_15_8_scale25,looser_20_10_scale50,looser_25_12_scale50,tighter_10_5_scale50
2010-11-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-11-23,1.0145819343973357,1.0145819343973357,1.0145819343973357,1.0145819343973357,1.0145819343973357,1.0145819343973357,1.0145819343973357
2010-11-24,1.0138047700484776,1.0138047700484776,1.0138047700484776,1.0138047700484776,1.0138047700484776,1.0138047700484776,1.0138047700484776
2010-11-25,0.9955814266223353,0.9955814266223353,0.9955814266223353,0.9955814266223353,0.9955814266223353,0.9955814266223353,0.9955814266223353
2010-11-26,1.0048425255000089,1.0048425255000089,1.0048425255000089,1.0048425255000089,1.0048425255000089,1.0048425255000089,1.0048425255000089
2010-11-29,1.0147529980866266,1.0147529980866266,1.0147529980866266,1.0147529980866266,1.0147529980866266,1.0147529980866266,1.0147529980866266
2010-11-30,1.0076351717996124,1.0076351717996124,1.0076351717996124,1.0076351717996124,1.0076351717996124,1.0076351717996124,1.0076351717996124
2010-12-01,1.0049899052441802,1.0049899052441802,1.0049899052441802,1.0049899052441802,1.0049899052441802,1.0049899052441802,1.0049899052441802
2010-12-02,1.0021162644623127,1.0021162644623127,1.0021162644623127,1.0021162644623127,1.0021162644623127,1.0021162644623127,1.0021162644623127
2010-12-03,0.9923393509877028,0.9923393509877028,0.9923393509877028,0.9923393509877028,0.9923393509877028,0.9923393509877028,0.9923393509877028
2010-12-06,0.978071115011362,0.978071115011362,0.978071115011362,0.978071115011362,0.978071115011362,0.978071115011362,0.978071115011362
2010-12-07,0.9845290537699878,0.9845290537699878,0.9845290537699878,0.9845290537699878,0.9845290537699878,0.9845290537699878,0.9845290537699878
2010-12-08,0.9886415182224279,0.9886415182224279,0.9886415182224279,0.9886415182224279,0.9886415182224279,0.9886415182224279,0.9886415182224279
2010-12-09,0.9869554735623252,0.9869554735623252,0.9869554735623252,0.9869554735623252,0.9869554735623252,0.9869554735623252,0.9869554735623252
2010-12-10,0.9902409043614027,0.9902409043614027,0.9902409043614027,0.9902409043614027,0.9902409043614027,0.9902409043614027,0.9902409043614027
2010-12-13,0.9971955546230947,0.9971955546230947,0.9971955546230947,0.9971955546230947,0.9971955546230947,0.9971955546230947,0.9971955546230947
2010-12-14,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321
2010-12-15,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321
2010-12-16,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321
2010-12-17,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321,0.9962786462162321
