date,signal,return,asset_component,cash_component,trade_cost,turnover,holding,previous_holding,target,top_score,nav,signal_target,holding_dd_from_hwm,stop_triggered,stopped_asset
2016-03-01,exit5_reentry04,-0.0008789711797676514,0.0,0.0001211499702025165,0.001,1.0,1.H20955,cash,1.H20955,,2.5734319371450014,1.H20955,,False,
2016-03-02,exit5_reentry04,0.042158689114610626,0.042158689114610626,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.6819244541407077,1.H20955,0.0,False,
2016-03-03,exit5_reentry04,0.00481461379358028,0.00481461379358028,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.694836884610954,1.H20955,0.0,False,
2016-03-04,exit5_reentry04,0.007679438904420577,0.009698836577575642,0.0,0.002,2.0,1.H00016,1.H20955,1.H00016,,2.715531719823703,1.H00016,0.0,False,
2016-03-07,exit5_reentry04,-0.006876461201617889,-0.006876461201617889,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.6968584713105725,1.H00016,-0.006876461201617889,False,
2016-03-08,exit5_reentry04,0.0035498492248249303,0.0035498492248249303,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.706431912264417,1.H00016,-0.0033510223772589276,False,
2016-03-09,exit5_reentry04,-0.0015303443833383223,-0.0015303443833383223,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.702290139388596,1.H00016,-0.004876238542323774,False,
2016-03-10,exit5_reentry04,-0.02389653783618484,-0.02389653783618484,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.637714760828347,1.H00016,-0.028656251159683732,False,
2016-03-11,exit5_reentry04,0.004496691474242365,0.004496691474242365,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.649575750304847,1.H00016,-0.024288418005714907,False,
2016-03-14,exit5_reentry04,0.003712085195398007,0.003712085195398007,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.6594112012216393,1.H00016,-0.020666493487215498,False,
2016-03-15,exit5_reentry04,0.010924551252174064,0.010924551252174064,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.688464075189991,1.H00016,-0.009967714402345229,False,
2016-03-16,exit5_reentry04,0.016665167326376462,0.016665167326376462,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.733267778853984,1.H00016,0.0,False,
2016-03-17,exit5_reentry04,-0.002175275596357329,-0.002175275596357329,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.7273221681563333,1.H00016,-0.002175275596357329,False,
2016-03-18,exit5_reentry04,0.004548477682530194,0.004548477682530194,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.7397273321712623,1.H00016,0.0,False,
2016-03-21,exit5_reentry04,0.024382887472367498,0.024382887472367498,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.806529795416564,1.H00016,0.0,False,
2016-03-22,exit5_reentry04,-0.009177737881508108,-0.009177737881508108,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.780772200597588,1.H00016,-0.009177737881508108,False,
2016-03-23,exit5_reentry04,0.0009313483895283525,0.0009313483895283525,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.78336206830826,1.H00016,-0.008254937163375109,False,
2016-03-24,exit5_reentry04,-0.019293304513741782,-0.017327960434611045,0.0,0.002,2.0,0.399606,1.H00016,0.399606,,2.7296618163523902,0.399606,-0.02543985637342905,False,
2016-03-25,exit5_reentry04,-0.0016384489350081965,-0.0016384489350081965,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.7251894048564553,0.399606,-0.0016384489350081965,False,
2016-03-28,exit5_reentry04,-0.007400437636761459,-0.007400437636761459,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.705021810617452,0.399606,-0.009026761332605049,False,
2016-03-29,exit5_reentry04,-0.021427721122177834,-0.021427721122177834,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.6470593576301327,0.399606,-0.03026105953031144,False,
2016-03-30,exit5_reentry04,0.04470846906271264,0.04470846906271264,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.7654053290279035,0.399606,0.0,False,
2016-03-31,exit5_reentry04,-0.004670680375379543,-0.004670680375379543,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.752489004627643,0.399606,-0.004670680375379543,False,
2016-04-01,exit5_reentry04,-0.014506757254461822,-0.014506757254461822,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.7125593147919345,0.399606,-0.0191096812034226,False,
2016-04-05,exit5_reentry04,0.03363509657449626,0.03363509657449626,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.8037965093090107,0.399606,0.0,False,
2016-04-06,exit5_reentry04,0.005671012501542005,0.007686385272086094,0.0,0.002,2.0,1.H00852,0.399606,1.H00852,,2.819696874365082,1.H00852,0.0,False,
2016-04-07,exit5_reentry04,-0.016305759402004738,-0.016305759402004738,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.7737195755451003,1.H00852,-0.016305759402004738,False,
2016-04-08,exit5_reentry04,-0.007642478351346016,-0.007642478351346016,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.752521483736292,1.H00852,-0.023823621340118728,False,
2016-04-11,exit5_reentry04,0.02278382257277145,0.02278382257277145,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.8152344448494815,1.H00852,-0.0015825919290013424,False,
2016-04-12,exit5_reentry04,-0.0079486506804467,-0.0079486506804467,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.792857129663812,1.H00852,-0.009518663139034711,False,
2016-04-13,exit5_reentry04,0.014111314941215758,0.014111314941215758,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.8322680162063176,1.H00852,0.0,False,
2016-04-14,exit5_reentry04,0.01228131878727301,0.01228131878727301,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.867052002604345,1.H00852,0.0,False,
2016-04-15,exit5_reentry04,0.0004729969606969142,0.0004729969606969142,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.8684081094877367,1.H00852,0.0,False,
2016-04-18,exit5_reentry04,-0.014153989958164415,-0.014153989958164415,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.82780868991013,1.H00852,-0.014153989958164415,False,
2016-04-19,exit5_reentry04,0.004440054869684351,0.004440054869684351,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.840364315654301,1.H00852,-0.009776779580519257,False,
2016-04-20,exit5_reentry04,-0.051438096528336086,-0.05048858511344956,0.0,0.001,1.0,cash,1.H00852,cash,,2.694261381810034,1.H00852,-0.05977174892598225,True,1.H00852
2016-04-21,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.694587791496158,1.H00852,,False,1.H00852
2016-04-22,exit5_reentry04,-0.0008789711797676514,0.0,0.0001211499702025165,0.001,1.0,1.H00016,cash,1.H00016,,2.6922193264860788,1.H00016,,False,
2016-04-25,exit5_reentry04,-0.0043763596279911,-0.0043763596279911,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.680437206515948,1.H00016,-0.0043763596279911,False,
2016-04-26,exit5_reentry04,0.0034937475483278746,0.0034937475483278746,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.68980197743466,1.H00016,-0.0008979019753841966,False,
2016-04-27,exit5_reentry04,-0.004829647165413675,-0.004829647165413675,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.6768111829388186,1.H00016,-0.005723212591067672,False,
2016-04-28,exit5_reentry04,-0.002547620446102017,-0.001549169615717716,0.0,0.001,1.0,cash,1.H00016,cash,,2.669991684038809,cash,-0.007263515979735069,False,
2016-04-29,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.6703151534517713,cash,,False,
2016-05-03,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.6706386620530433,cash,,False,
2016-05-04,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.6709622098473726,cash,,False,
2016-05-05,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.671285796839508,cash,,False,
2016-05-06,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.6716094230341976,cash,,False,
2016-05-09,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.671933088436191,cash,,False,
2016-05-10,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.672256793050238,cash,,False,
2016-05-11,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.6725805368810893,cash,,False,
2016-05-12,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.672904319933496,cash,,False,
2016-05-13,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.6732281422122104,cash,,False,
2016-05-16,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.673552003721984,cash,,False,
2016-05-17,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.67387590446757,cash,,False,
2016-05-18,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.6741998444537214,cash,,False,
2016-05-19,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.6745238236851927,cash,,False,
2016-05-20,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.674847842166738,cash,,False,
2016-05-23,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.6751718999031127,cash,,False,
2016-05-24,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.6754959968990724,cash,,False,
2016-05-25,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.6758201331593736,cash,,False,
2016-05-26,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.676144308688773,cash,,False,
2016-05-27,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.6764685234920282,cash,,False,
2016-05-30,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.676792777573897,cash,,False,
2016-05-31,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.6771170709391385,cash,,False,
2016-06-01,exit5_reentry04,-0.0008789711797676514,0.0,0.0001211499702025165,0.001,1.0,0.399606,cash,0.399606,,2.674763962188919,0.399606,,False,
2016-06-02,exit5_reentry04,0.00912920094950831,0.00912920094950831,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.699182419892245,0.399606,0.0,False,
2016-06-03,exit5_reentry04,0.007556530274758888,0.007556530274758888,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.7195788735652577,0.399606,0.0,False,
2016-06-06,exit5_reentry04,-0.002562853544329946,-0.002562853544329946,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.712608991210056,0.399606,-0.002562853544329946,False,
2016-06-07,exit5_reentry04,-0.0011703265034954669,-0.0011703265034954669,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.709434353014023,0.399606,-0.0037301806723979425,False,
2016-06-08,exit5_reentry04,-0.004638337422529282,-0.004638337422529282,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.6968670822605514,0.399606,-0.008351216258321692,False,
2016-06-13,exit5_reentry04,-0.06121816805919422,-0.06027844650569991,0.0,0.001,1.0,cash,0.399606,cash,,2.531769819985416,1.H00852,-0.0681262644215368,True,0.399606
2016-06-14,exit5_reentry04,-0.0008789711797676514,0.0,0.0001211499702025165,0.001,1.0,1.H00852,cash,1.H00852,,2.5295444672798433,1.H00852,,False,
2016-06-15,exit5_reentry04,0.03764132863761693,0.03764132863761693,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.6247598818761895,1.H00852,0.0,False,
2016-06-16,exit5_reentry04,0.002209667840350038,0.002209667840350038,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.630559729375812,1.H00852,0.0,False,
2016-06-17,exit5_reentry04,0.0068256190213034085,0.0068256190213034085,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.6485149279013145,1.H00852,0.0,False,
2016-06-20,exit5_reentry04,0.0052619880335136315,0.0052619880335136315,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.6624513817585136,1.H00852,0.0,False,
2016-06-21,exit5_reentry04,-0.01261907233009496,-0.01261907233009496,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.6288537151967417,1.H00852,-0.01261907233009496,False,
2016-06-22,exit5_reentry04,0.019541845187089457,0.019541845187089457,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.6802263675186215,1.H00852,0.0,False,
2016-06-23,exit5_reentry04,-0.002022739854362854,-0.002022739854362854,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.6748049668263274,1.H00852,-0.002022739854362854,False,
2016-06-24,exit5_reentry04,-0.007801928922496093,-0.007801928922496093,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.653936328593609,1.H00852,-0.009808887504286434,False,
2016-06-27,exit5_reentry04,0.02583405858526655,0.02583405858526655,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.7224982751880638,1.H00852,0.0,False,
2016-06-28,exit5_reentry04,0.009818761115058194,0.009818761115058194,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.7492298353882934,1.H00852,0.0,False,
2016-06-29,exit5_reentry04,0.0018463326807438563,0.0018463326807438563,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.7543058282802466,1.H00852,0.0,False,
2016-06-30,exit5_reentry04,-0.00046891118822112166,-0.00046891118822112166,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.7530143034615833,1.H00852,-0.00046891118822112166,False,
2016-07-01,exit5_reentry04,-0.003457387615809826,-0.003457387615809826,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.7434960659026477,1.H00852,-0.003924677596295778,False,
2016-07-04,exit5_reentry04,0.018787653858743703,0.018787653858743703,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.795039920351652,1.H00852,0.0,False,
2016-07-05,exit5_reentry04,0.00462722173268304,0.00462722173268304,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.8079731898148195,1.H00852,0.0,False,
2016-07-06,exit5_reentry04,0.003634667756282628,0.003634667756282628,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.8181792394283454,1.H00852,0.0,False,
2016-07-07,exit5_reentry04,0.0008366336844707334,0.0008366336844707334,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.820537023108927,1.H00852,0.0,False,
2016-07-08,exit5_reentry04,-0.0016250137103877016,-0.0016250137103877016,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.815953611775719,1.H00852,-0.0016250137103877016,False,
2016-07-11,exit5_reentry04,-0.00716873786055694,-0.00716873786055694,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.7957667785054103,1.H00852,-0.008782102273634962,False,
2016-07-12,exit5_reentry04,0.005675669462045452,0.007691051565175799,0.0,0.002,2.0,1.H00905,1.H00852,1.H00905,,2.811634626633175,1.H00905,-0.0011585943098963991,False,
2016-07-13,exit5_reentry04,0.00807214678614554,0.00807214678614554,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,,2.834330554048367,1.H00905,0.0,False,
2016-07-14,exit5_reentry04,0.0014884110464312705,0.0014884110464312705,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,,2.8385492029542503,1.H00905,0.0,False,
2016-07-15,exit5_reentry04,-0.002086367359941721,-0.002086367359941721,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,,2.832626946547618,1.H00905,-0.002086367359941721,False,
2016-07-18,exit5_reentry04,-0.004456517246735903,-0.004456517246735903,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,,2.82000329570676,1.H00905,-0.006533586674555059,False,
2016-07-19,exit5_reentry04,0.0031193543122676193,0.0031193543122676193,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,,2.8287998851478315,1.H00905,-0.0034346129340553366,False,
2016-07-20,exit5_reentry04,-0.002102120530139695,-0.002102120530139695,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,,2.8228534068336053,1.H00905,-0.005529513493833349,False,
2016-07-21,exit5_reentry04,0.003861290986888699,0.003861290986888699,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,,2.83375326525072,1.H00905,-0.0016895735675601653,False,
2016-07-22,exit5_reentry04,-0.007906568577729423,-0.007906568577729423,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,,2.8113480007266505,1.H00905,-0.009582783416010598,False,
2016-07-25,exit5_reentry04,0.0028432017323427594,0.0028432017323427594,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,,2.819341230232535,1.H00905,-0.006766827470076953,False,
2016-07-26,exit5_reentry04,0.013370982476538451,0.013370982476538451,0.0,0.0,0.0,1.H00905,1.H00905,1.H00905,,2.8570385924173567,1.H00905,0.0,False,
2016-07-27,exit5_reentry04,-0.04275109789802689,-0.04083276342487663,0.0,0.002,2.0,1.H20955,1.H00905,1.H20955,,2.734897055854481,1.H20955,-0.04083276342487663,False,
2016-07-28,exit5_reentry04,0.011955723011396913,0.011955723011396913,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.7675947275189623,1.H20955,0.0,False,
2016-07-29,exit5_reentry04,-0.0019092601894273864,-0.0019092601894273864,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.7623106690852413,1.H20955,-0.0019092601894273864,False,
2016-08-01,exit5_reentry04,-0.008988093417597876,-0.008988093417597876,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.737482762743076,1.H20955,-0.010880192998084182,False,
2016-08-02,exit5_reentry04,0.003607083237864517,0.003607083237864517,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.7473570909305094,1.H20955,-0.0073123555220078185,False,
2016-08-03,exit5_reentry04,0.000723110268724847,0.000723110268724847,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.749343733054815,1.H20955,-0.00659453289264933,False,
2016-08-04,exit5_reentry04,-0.00022441191971822594,-0.00022441191971822594,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.748726747549715,1.H20955,-0.006817464920581551,False,
2016-08-05,exit5_reentry04,-0.0010356932299007138,-0.0010356932299007138,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.7458799098664306,1.H20955,-0.007846097348218839,False,
2016-08-08,exit5_reentry04,0.008928130229869602,0.008928130229869602,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.7703954832973006,1.H20955,0.0,False,
2016-08-09,exit5_reentry04,0.007417702499027401,0.007417702499027401,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.790945452797049,1.H20955,0.0,False,
2016-08-10,exit5_reentry04,-0.004865305163974765,-0.004865305163974765,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.7773666514731836,1.H20955,-0.004865305163974765,False,
2016-08-11,exit5_reentry04,-0.0016066529998230994,-0.0016066529998230994,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.7729043870109855,1.H20955,-0.006464141306661064,False,
2016-08-12,exit5_reentry04,0.016160705959906707,0.016160705959906707,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.8177164794644054,1.H20955,0.0,False,
2016-08-15,exit5_reentry04,0.022019307211811556,0.022019307211811556,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.8797606442615162,1.H20955,0.0,False,
2016-08-16,exit5_reentry04,-0.00730846505342897,-0.00730846505342897,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.858714014230691,1.H20955,-0.00730846505342897,False,
2016-08-17,exit5_reentry04,-0.00044866783266572785,-0.00044866783266572785,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.857431401209715,1.H20955,-0.007753853812919043,False,
2016-08-18,exit5_reentry04,-0.003907222941965882,-0.003907222941965882,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.8462667796838144,1.H20955,-0.011630780719378397,False,
2016-08-19,exit5_reentry04,-0.0017269650298576966,-0.0017269650298576966,0.0,0.0,0.0,1.H20955,1.H20955,1.H20955,,2.8413513764896545,1.H20955,-0.01333765979766377,False,
2016-08-22,exit5_reentry04,-0.005851337604754425,-0.003859055716186832,0.0,0.002,2.0,1.H00016,1.H20955,1.H00016,,2.82472567033208,1.H00016,-0.017145244741567867,False,
2016-08-23,exit5_reentry04,0.0021586949147316403,0.0021586949147316403,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.830823391272138,1.H00016,0.0,False,
2016-08-24,exit5_reentry04,-0.004345700286864096,-0.004345700286864096,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.818521481248625,1.H00016,-0.004345700286864096,False,
2016-08-25,exit5_reentry04,-0.004505463561376599,-0.004505463561376599,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.805822735417902,1.H00016,-0.008831584453949604,False,
2016-08-26,exit5_reentry04,-0.0012797957846080177,-0.0012797957846080177,0.0,0.0,0.0,1.H00016,1.H00016,1.H00016,,2.802231855308757,1.H00016,-0.010100077614002001,False,
2016-08-29,exit5_reentry04,-0.004271636749229035,-0.002276189127483952,0.0,0.002,2.0,1.H00852,1.H00016,1.H00852,,2.7902617387357598,1.H00852,-0.012353277054634182,False,
2016-08-30,exit5_reentry04,0.0001854949425665886,0.0001854949425665886,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.790779318176732,1.H00852,0.0,False,
2016-08-31,exit5_reentry04,-8.626071654638245e-06,-8.626071654638245e-06,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.7907552447143615,1.H00852,-8.626071654638245e-06,False,
2016-09-01,exit5_reentry04,-0.00963716488770372,-0.007652469827358455,0.0,0.002,2.0,0.399606,1.H00852,0.399606,,2.7638602762598254,0.399606,-0.007661029888259896,False,
2016-09-02,exit5_reentry04,-0.004799893631166285,-0.004799893631166285,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.7505940409223726,0.399606,-0.004799893631166285,False,
2016-09-05,exit5_reentry04,0.005450974628919747,0.005450974628919747,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.7655874592538985,0.399606,0.0,False,
2016-09-06,exit5_reentry04,0.018390315851017247,0.018390315851017247,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.81644748614319,0.399606,0.0,False,
2016-09-07,exit5_reentry04,-0.00484944959834388,-0.00484944959834388,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.802789266012756,0.399606,-0.00484944959834388,False,
2016-09-08,exit5_reentry04,0.005161532813537928,0.005161532813537928,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.817255954778713,0.399606,0.0,False,
2016-09-09,exit5_reentry04,-0.009187395918935137,-0.009187395918935137,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.791372708917183,0.399606,-0.009187395918935137,False,
2016-09-12,exit5_reentry04,-0.026058031561024486,-0.026058031561024486,0.0,0.0,0.0,0.399606,0.399606,0.399606,,2.718635030769637,0.399606,-0.035006022027140316,False,
2016-09-13,exit5_reentry04,-0.000855959772549264,0.00014418441186259123,0.0,0.001,1.0,cash,0.399606,cash,,2.716307988547055,cash,-0.034866884937975295,False,
2016-09-14,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.7166370691789283,cash,,False,
2016-09-19,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.7169661896789106,cash,,False,
2016-09-20,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.7172953500518315,cash,,False,
2016-09-21,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.7176245503025216,cash,,False,
2016-09-22,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.7179537904358124,cash,,False,
2016-09-23,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.7182830704565357,cash,,False,
2016-09-26,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.7186123903695236,cash,,False,
2016-09-27,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.718941750179609,cash,,False,
2016-09-28,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.7192711498916258,cash,,False,
2016-09-29,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.719600589510408,cash,,False,
2016-09-30,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.7199300690407897,cash,,False,
2016-10-10,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.720259588487607,cash,,False,
2016-10-11,exit5_reentry04,0.0001211499702025165,0.0,0.0001211499702025165,0.0,0.0,cash,cash,cash,,2.7205891478556956,cash,,False,
2016-10-12,exit5_reentry04,-0.0008789711797676514,0.0,0.0001211499702025165,0.001,1.0,1.H00905,cash,1.H00905,,2.718197828402742,1.H00905,,False,
2016-10-13,exit5_reentry04,-0.001677995267799437,0.0003226500322650594,0.0,0.002,2.0,1.H00852,1.H00905,1.H00852,,2.713636705309739,1.H00852,0.0,False,
2016-10-14,exit5_reentry04,-0.0017715094327541703,-0.0017715094327541703,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.708829472289215,1.H00852,-0.0017715094327541703,False,
2016-10-17,exit5_reentry04,-0.009154431180871447,-0.009154431180871447,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.684031679304427,1.H00852,-0.010909723452437237,False,
2016-10-18,exit5_reentry04,0.015242260994722923,0.015242260994722923,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.7249423906784895,1.H00852,0.0,False,
2016-10-19,exit5_reentry04,-0.0013879471772384466,-0.0013879471772384466,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.72116031457921,1.H00852,-0.0013879471772384466,False,
2016-10-20,exit5_reentry04,0.004601703609421248,0.004601703609421248,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.733682287820623,1.H00852,0.0,False,
2016-10-21,exit5_reentry04,-0.005814766477113764,-0.005814766477113764,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.717786563694324,1.H00852,-0.005814766477113764,False,
2016-10-24,exit5_reentry04,0.006450808588717605,0.006450808588717605,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.7353184846017045,1.H00852,0.0,False,
2016-10-25,exit5_reentry04,0.004308971235764236,0.004308971235764236,0.0,0.0,0.0,1.H00852,1.H00852,1.H00852,,2.7471048932725073,1.H00852,0.0,False,
