ma_window,slope_window,cagr_full_common,cagr_last_10y,cagr_last_1y,cagr_last_3y,cagr_last_5y,calmar_full_common,calmar_last_10y,calmar_last_1y,calmar_last_3y,calmar_last_5y,max_dd_full_common,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,sharpe_full_common,sharpe_last_10y,sharpe_last_1y,sharpe_last_3y,sharpe_last_5y,recent_weighted_sharpe,worst_recent_max_dd,mean_recent_cagr,delta_recent_weighted_sharpe_vs_base,delta_mean_recent_cagr_vs_base,delta_worst_recent_max_dd_vs_base
60,20,0.30709559705262257,0.30252248067925946,0.9879376761573204,0.45636253744479527,0.33632021295755554,0.86771259059627,1.578912655399477,15.916864867213345,4.1326509348068345,2.0165083034126576,-0.3539139576637862,-0.19160178344553136,-0.062068609892664384,-0.11042852267079417,-0.1667834505756216,1.3917841487265656,1.5251547846816644,3.571552337153125,2.0555154824680004,1.691134021900562,2.075833394804215,-0.19160178344553136,0.5207857268097327,0.0,0.0,0.0
50,20,0.26313241397773557,0.2610335413756226,0.9609010385215713,0.3994418147735592,0.2867997641728752,0.809591720634271,0.8663198825986136,15.481272098461092,4.985042191151688,1.9835099298871322,-0.32501865727034074,-0.3013131138034444,-0.062068609892664384,-0.08012807102867803,-0.14459204859599317,1.2283527896722695,1.3345001490980684,3.5386814926731636,1.8286090620035043,1.4767703759456898,1.8878600495479025,-0.3013131138034444,0.4770440397109071,-0.18797334525631237,-0.04374168709882559,-0.10971133035791303
60,25,0.23466383233325572,0.26636473714367437,0.8332117315998968,0.37079695454416894,0.2947227552664127,0.630124711241375,0.8606574086551767,13.424043700040565,2.493296785914402,1.6357486435323203,-0.37240855365116066,-0.30948985562081377,-0.062068609892664384,-0.14871753601053206,-0.180176065822664,1.106604011476806,1.3414630317417726,3.283061057697769,1.7099277480785087,1.4712501536150437,1.8070908790086746,-0.30948985562081377,0.4412740446385382,-0.2687425157955403,-0.07951168217119448,-0.11788807217528241
50,25,0.24875066766819143,0.2523920851094479,0.7650053612386309,0.3536773239508284,0.3055595149706123,0.6640431032824994,0.8762197605156565,9.77234705516018,2.051172863907436,1.3943997252680032,-0.37460018248599614,-0.28804655690590086,-0.07828266402334516,-0.17242687350937425,-0.21913337290129187,1.1850951271387322,1.3114574726902322,2.997197459566245,1.6421155929374587,1.5574997485712567,1.766163609366522,-0.28804655690590086,0.4191585713173799,-0.30966978543769286,-0.1016271554923528,-0.0964447734603695
70,20,0.22287817594936543,0.25360434849678604,0.8423409466764777,0.37919458523826033,0.2699270632692776,0.5223730517029974,1.2396828227966805,10.657030273201093,2.602157300878893,1.5690110268092674,-0.4266647661527646,-0.20457196295151014,-0.07904087021266015,-0.1457231602064123,-0.17203643483513298,1.0685718928696732,1.2971868232741557,3.1549727333445947,1.736269841879371,1.3645523998906248,1.753111718112311,-0.20457196295151014,0.43626673592020043,-0.3227216766919039,-0.08451899088953224,-0.012970179505978785
80,20,0.20332164461679247,0.2492456555994873,0.9499531716466543,0.3321636201689231,0.24682115686657835,0.5198769697451122,0.9828929384432055,13.436916284096563,1.680360361140703,1.0925066272416732,-0.3910956946534446,-0.25358372804495377,-0.07069726055903047,-0.1976740393610783,-0.22592188524269619,0.9879268187080598,1.2671563012935274,3.4727963336204315,1.5415349472139797,1.2493590633457126,1.687805798932986,-0.25358372804495377,0.44454590107041075,-0.3880275958712289,-0.07623982573932192,-0.06198194459942241
40,25,0.24629043481580637,0.23063170149739332,0.7449790780180117,0.3200974018334588,0.2719609023535976,0.5477446398252671,0.6724575578108404,10.395671054031263,1.9483387952165805,1.3251995365149891,-0.4496446280047105,-0.3429684131266305,-0.07166243277091011,-0.1642924745015285,-0.20522260599999953,1.1833170150921752,1.2118324730892467,3.0143662795746704,1.52575630592148,1.4163125309265179,1.6636539057963868,-0.3429684131266305,0.39191727092561535,-0.4121794890078281,-0.12886845588411733,-0.15136662968109915
40,20,0.23482757413793642,0.2138965419809642,0.7716371134450415,0.3693203280500412,0.2203819546188439,0.6786331076581418,0.6702121459802503,8.752416152258508,2.857375587720245,1.0507060517663798,-0.34603023561330537,-0.31914751659434604,-0.08816275414942709,-0.1292515865387872,-0.20974653591111603,1.1250604698522548,1.1336977677332383,3.0843355861507162,1.7559760477813389,1.1805038465512563,1.6604729660990012,-0.31914751659434604,0.3938089845237227,-0.4153604287052137,-0.12697674228600997,-0.12754573314881468
40,30,0.20933855474780705,0.20746430000891625,0.6667455664345645,0.28883350734758917,0.23444377229404156,0.5009999760720385,0.7223057443563559,10.742073450453805,1.5288499785033183,1.014170205318776,-0.417841446598605,-0.28722504511408387,-0.062068609892664384,-0.18892207306719877,-0.23116807323318156,1.0545054649370214,1.1662019502115117,3.0642029571845137,1.448735701082938,1.2769834893920486,1.588562452775649,-0.28722504511408387,0.34937178652127787,-0.4872709420285659,-0.1714139402884548,-0.0956232616685525
70,25,0.16184784511161787,0.214884495450679,0.7928313684361108,0.2861510946765975,0.23395624834342144,0.3231211486134379,0.7512061010839737,12.773467454920592,1.1795136575912315,0.8792041563541152,-0.5008890498382159,-0.28605264938690655,-0.062068609892664384,-0.24260091677188966,-0.2661000254066035,0.8294852243172384,1.1308247259627848,3.2593211868652534,1.3823077182127659,1.22773268958512,1.5720360296534657,-0.28605264938690655,0.3819558017267022,-0.5037973651507492,-0.1388299250830305,-0.0944508659413752
