commission_scenario,commission,segment,label,cagr,vol,sharpe,maxdd,calmar,final_nav,monthly_win_rate
0bps,0.0,last_10y,最近10年,0.2958834587304131,0.14212767904671503,1.8988155099805344,-0.16662216461174684,1.7757749061768782,13.331806195334941,0.7024793388429752
0bps,0.0,last_5y,最近5年,0.3428567794410389,0.15244017201222265,2.0170781549015895,-0.09109226003292914,3.76384095989164,4.365769964694974,0.6885245901639344
0bps,0.0,full_common,全样本公共区间,0.2130436413110388,0.14114902543316013,1.4419389444066515,-0.16662216461174673,1.2786032506987333,28.54075991208884,0.6602870813397129
10bps,0.001,last_10y,最近10年,0.2814278881648402,0.14207756582459194,1.8202758917701365,-0.1696731440622582,1.6586472168015924,11.918033125540276,0.6859504132231405
10bps,0.001,last_5y,最近5年,0.329037186988703,0.15233771135420465,1.950153496836065,-0.0928704711084859,3.5429688582535652,4.145730891517228,0.6557377049180327
10bps,0.001,full_common,全样本公共区间,0.1995494061228411,0.14112461295522813,1.3627019220232122,-0.16967314406225853,1.176081266282306,23.5051020028774,0.6411483253588517
20bps,0.002,last_10y,最近10年,0.2671126755609394,0.1420479037125527,1.741337718481504,-0.1727102445583466,1.5465942755393465,10.652428358682336,0.6776859504132231
20bps,0.002,last_5y,最近5年,0.3153210665066519,0.1522503193937484,1.8827759224054617,-0.0946411150583597,3.3317556150116325,3.9362022647004715,0.6557377049180327
20bps,0.002,full_common,全样本公共区间,0.18618355623647087,0.14111955381754213,1.2831542392682562,-0.17271024455834705,1.0780110740539894,19.351770476854902,0.6363636363636364
