strategy,window,start,end,cagr,vol,sharpe,maxdd,calmar,final_nav,monthly_win_rate
baseline_160,roll_3y,2008-01-17,2011-01-14,0.09679772024680822,0.16753230365527783,0.6340673510404683,-0.1968145697979522,0.49182192327620744,1.3184920057190255,0.6756756756756757
baseline_160,roll_3y,2008-04-18,2011-04-15,0.05982415014198583,0.16791273248514554,0.42896434503883685,-0.19681456979795275,0.30396199937535373,1.1897134202296271,0.5945945945945946
baseline_160,roll_3y,2008-07-18,2011-07-18,0.053386793325386206,0.1681734438163313,0.39331954334211927,-0.17246569054947125,0.3095502250638794,1.168738164194522,0.5945945945945946
baseline_160,roll_3y,2008-10-16,2011-10-14,0.08135230807287175,0.1708208964984527,0.542348225882944,-0.13470622255167342,0.6039239059031957,1.2637055489127231,0.5945945945945946
baseline_160,roll_3y,2009-01-16,2012-01-17,0.06655768439709586,0.1737526369805103,0.4579959486538125,-0.1257543274615065,0.5292675468163847,1.213311185851249,0.5675675675675675
baseline_160,roll_3y,2009-04-20,2012-04-17,0.11719675645425642,0.17311843205455174,0.7254588682358757,-0.12575432746150728,0.9319500872853042,1.3932422176903694,0.5675675675675675
baseline_160,roll_3y,2009-07-20,2012-07-17,0.08363988890904239,0.16735486407024885,0.562736644883299,-0.14420557527363453,0.5800045438626983,1.271722330050789,0.5945945945945946
baseline_160,roll_3y,2009-10-16,2012-10-15,0.030314992185080936,0.16021535437988824,0.26661261042321327,-0.14420557527363398,0.21022066676380174,1.0936627628995357,0.5675675675675675
baseline_160,roll_3y,2010-01-19,2013-01-17,0.03453252905994186,0.15046299758740947,0.3007279473421009,-0.14420557527363453,0.239467364520514,1.1070361675674198,0.5945945945945946
baseline_160,roll_3y,2010-04-20,2013-04-19,0.010124897210814998,0.1453258515706856,0.14208861814071547,-0.14420557527363453,0.07021155174897152,1.0306619499163145,0.5675675675675675
baseline_160,roll_3y,2010-07-20,2013-07-19,0.05668331116508907,0.14307841947079283,0.45678479472890143,-0.14420557527363387,0.3930729519821338,1.179737480185916,0.5945945945945946
baseline_160,roll_3y,2010-10-18,2013-10-17,0.022551109806683955,0.14220697193738105,0.22796060508277186,-0.14420557527363453,0.15638167778112966,1.0691414965007748,0.5405405405405406
baseline_160,roll_3y,2011-01-18,2014-01-17,0.04455189693583117,0.13810223732802626,0.3845947440798079,-0.14420557527363476,0.30894711838493416,1.1395967332094425,0.5675675675675675
baseline_160,roll_3y,2011-04-18,2014-04-21,0.060697643235510856,0.13663735646795427,0.5009753052090417,-0.1442055752736353,0.4209105169500893,1.1939950495471587,0.5945945945945946
baseline_160,roll_3y,2011-07-19,2014-07-21,0.0816313853108741,0.12968891589449655,0.6712886524956176,-0.1442055752736352,0.5660764859886703,1.2660410155307114,0.6486486486486487
baseline_160,roll_3y,2011-10-17,2014-10-17,0.08753836471438414,0.12672322111621934,0.7258482300112298,-0.1442055752736352,0.6070386983878882,1.2863486765201217,0.6216216216216216
baseline_160,roll_3y,2012-01-18,2015-01-20,0.12170771258653001,0.12265026222949106,0.9999197790721449,-0.14420557527363476,0.8439875667468868,1.4123631737079176,0.6756756756756757
baseline_160,roll_3y,2012-04-18,2015-04-21,0.09778183639037707,0.1182819615110624,0.8496478296065054,-0.11395621053386418,0.8580650052532188,1.3237248072151848,0.6756756756756757
baseline_160,roll_3y,2012-07-18,2015-07-21,0.12085448723085679,0.12013749836761113,1.0119120731994928,-0.1026502763560635,1.177342054215697,1.4091360832223945,0.6486486486486487
baseline_160,roll_3y,2012-10-16,2015-10-19,0.07045967309741563,0.12281777872511172,0.6170606483307506,-0.13880684352823236,0.5076095047365918,1.2271371129431876,0.5675675675675675
baseline_160,roll_3y,2013-01-18,2016-01-20,0.059919475037413905,0.12349713609576375,0.5336098796685951,-0.15121039576579154,0.3962655790559708,1.1909817528070352,0.5405405405405406
baseline_160,roll_3y,2013-04-22,2016-04-20,0.08553730396583892,0.12032534391978102,0.7413448207085954,-0.15121039576579154,0.5656840161858111,1.2786847173319111,0.5675675675675675
baseline_160,roll_3y,2013-07-22,2016-07-20,0.07322239264301134,0.12059946606719468,0.6454121561465959,-0.15632637051407594,0.4683943751922408,1.235725859225756,0.5675675675675675
baseline_160,roll_3y,2013-10-18,2016-10-18,0.05650845101039348,0.12214206225652097,0.5112664537941101,-0.1563263705140765,0.36147740668811307,1.1793297821982034,0.5945945945945946
baseline_160,roll_3y,2014-01-21,2017-01-19,0.0506264567196415,0.12349962249757454,0.4610107896710949,-0.15632637051407716,0.32385103391805925,1.159423863181003,0.5405405405405406
baseline_160,roll_3y,2014-04-22,2017-04-20,0.06968707273403907,0.11889850355375332,0.6251694126506455,-0.15632637051407694,0.44577938133453854,1.2235735097406764,0.5405405405405406
baseline_160,roll_3y,2014-07-22,2017-07-20,0.08896846406291004,0.12282463652598394,0.7543254575804277,-0.15632637051407683,0.5691200004857698,1.290828542497778,0.5675675675675675
baseline_160,roll_3y,2014-10-20,2017-10-18,0.1316861532853586,0.12186189180414099,1.0746720495692133,-0.1563263705140766,0.8423796500380002,1.448506979841289,0.6216216216216216
baseline_160,roll_3y,2015-01-21,2018-01-19,0.1609798630403967,0.12389435988717139,1.2650829846588154,-0.15632637051407794,1.0297678025211983,1.5637361299340844,0.6216216216216216
