variant,segment,label,cagr,vol,sharpe,maxdd,calmar,final_nav,monthly_win_rate
drop_130,last_10y,最近10年,0.2613556600075839,0.145021390838175,1.6771313097399185,-0.1939945632686616,1.3472318790997995,10.178538126757665,0.7024793388429752
drop_130,last_5y,最近5年,0.31739623139795103,0.15432577290023777,1.8697941870597103,-0.11320625931055861,2.8036986058097573,3.9673465892914366,0.7049180327868853
drop_130,full_common,全样本公共区间,0.1846782511880003,0.144055829278053,1.2511004328344553,-0.19399456326866105,0.9519764269488383,18.930020543446204,0.6507177033492823
drop_260,last_10y,最近10年,0.29334133516327787,0.14656482659605746,1.8322431247447135,-0.17085028358395293,1.7169496532859714,13.072749625857211,0.6776859504132231
drop_260,last_5y,最近5年,0.3256811213586197,0.1576801242049316,1.8731591734883253,-0.09209958976451316,3.5361842782507997,4.093657963603287,0.639344262295082
drop_260,full_common,全样本公共区间,0.2083342370240855,0.1437713628438476,1.391093731807712,-0.17085028358395238,1.219396495304699,26.677871860599303,0.6507177033492823
drop_390,last_10y,最近10年,0.2728336214450986,0.146242668248227,1.7263482562643886,-0.1405053492421855,1.9418023791736372,11.142926412256324,0.6859504132231405
drop_390,last_5y,最近5年,0.3184921081527534,0.1590254632455922,1.824311773264852,-0.09674484955269236,3.292083347334018,3.9838729946758473,0.6885245901639344
drop_390,full_common,全样本公共区间,0.19543008399881523,0.14461325653174753,1.3094014181906632,-0.1405053492421856,1.3909084960314018,22.14308965605549,0.6602870813397129
