date,V7.5_mt0_fee0.0005,V7.5_mt0_fee0.001,V7.5_mt0_fee0.002,V7.5_mt0_fee0.003,V7.5_mt0.01_fee0.0005,V7.5_mt0.01_fee0.001,V7.5_mt0.01_fee0.002,V7.5_mt0.01_fee0.003,V7.5_mt0.03_fee0.0005,V7.5_mt0.03_fee0.001,V7.5_mt0.03_fee0.002,V7.5_mt0.03_fee0.003,V7.5_mt0.05_fee0.0005,V7.5_mt0.05_fee0.001,V7.5_mt0.05_fee0.002,V7.5_mt0.05_fee0.003,V7.5_mt0.08_fee0.0005,V7.5_mt0.08_fee0.001,V7.5_mt0.08_fee0.002,V7.5_mt0.08_fee0.003,V7.6_mt0_fee0.0005,V7.6_mt0_fee0.001,V7.6_mt0_fee0.002,V7.6_mt0_fee0.003,V7.6_mt0.01_fee0.0005,V7.6_mt0.01_fee0.001,V7.6_mt0.01_fee0.002,V7.6_mt0.01_fee0.003,V7.6_mt0.03_fee0.0005,V7.6_mt0.03_fee0.001,V7.6_mt0.03_fee0.002,V7.6_mt0.03_fee0.003,V7.6_mt0.05_fee0.0005,V7.6_mt0.05_fee0.001,V7.6_mt0.05_fee0.002,V7.6_mt0.05_fee0.003,V7.6_mt0.08_fee0.0005,V7.6_mt0.08_fee0.001,V7.6_mt0.08_fee0.002,V7.6_mt0.08_fee0.003
2008-12-15,0.0065454853568076,0.0065457869133278,0.0065460804949859,0.0065459614096246,0.0065434001986579,0.0065437001350934,0.006544445269723864,0.006544326301031633,0.006488208424928699,0.006488705268473893,0.006489121720915092,0.006489404696268464,0.006295641272513031,0.006295935375488115,0.006296252313877648,0.006296207623893935,0.006295167068376628,0.006295285161781017,0.006295248553886301,0.0062948484376728064,0.009927517616443948,0.009927969856116992,0.009928410066539106,0.00992823131402032,0.00992470693538583,0.009925156839025728,0.009925594386135383,0.009925415663643689,0.009841229276912111,0.009841974380507379,0.009842598747684894,0.009843022906312449,0.009552389205417233,0.009552830247300026,0.009553305436839299,0.009553238193350522,0.00955167749175656,0.009551854526037573,0.009551799409502237,0.009551199039808056
2008-12-16,0.0097159581416463,0.0097162528843364,0.0097165398323606,0.0097164234377966,0.0097142857025915,0.0097145788590107,0.00971457769057582,0.009714461404686014,0.009686655586497173,0.009687141225976692,0.009687548287210968,0.009687824881331464,0.009587826897108798,0.00958811436791751,0.009588424159191034,0.009588380476988068,0.00958736338650823,0.009587478816848183,0.009587443034479781,0.009587051941083002,0.014246675719223001,0.014247117766887474,0.014247548056401493,0.014247373332381796,0.014243928381756144,0.014244368146034025,0.014244795832257795,0.014244621137588842,0.014202905250339182,0.014203633561727935,0.014204243857703913,0.014204658457178443,0.01405466922046128,0.01405510032269719,0.014055564803013176,0.014055499074973277,0.014053973546507281,0.01405414659101245,0.014054092716624167,0.01405350587730636
2008-12-17,0.0071550982221031,0.007155261861691,0.0071554211737214,0.007155356552073,0.0071541710701914,0.0071543338355297,0.007154627148961978,0.00715456258765057,0.0071697868950082455,0.007170056519480106,0.007170282517725779,0.007170436081319398,0.007216263477251905,0.007216423079525303,0.007216595074002852,0.007216570821874768,0.007216006138616393,0.007216070224931093,0.007216050358749282,0.00721583322576258,0.011059958181615759,0.01106020359764992,0.01106044248579341,0.011060345482507783,0.011058432914728744,0.011058677063072286,0.011058914505921225,0.011058817518930342,0.011081651282740967,0.011082055626676635,0.011082394450812716,0.011082624628159898,0.01115136248644788,0.01115160182579844,0.011151859695992528,0.011151823205097555,0.01115097626216377,0.011151072333016598,0.011151042423032331,0.011150716621564527
2008-12-18,-4.995740279167826e-05,-5.019475732981338e-05,-5.042583487002705e-05,-5.033210301863544e-05,-4.86560625515553e-05,-4.8892138868161794e-05,-4.905176148706225e-05,-4.8958118246900106e-05,6.062791171124182e-05,6.0236833701043935e-05,5.990903354424759e-05,5.968629654939939e-05,0.0004284134875611745,0.00042818199173644267,0.000427932521584351,0.0004279676981910896,0.00042878674552526697,0.0004286937912461042,0.00042872260623760816,0.00042903754774026304,0.00025175320674875046,0.0002513972505036044,0.00025105076243914226,0.0002511914579137464,0.0002539654838571437,0.00025361136629542536,0.0002532669745147764,0.00025340764635495283,0.00041780134210211983,0.0004172148737004999,0.00041672343650600574,0.0004163895827520303,0.0009694690718857757,0.0009691219293816999,0.0009687479093778428,0.0009688008364898693,0.0009700292591878767,0.0009698899161323382,0.0009699332981620845,0.0009704058470225707
2008-12-19,-0.0012111743998793,-0.0014856586934441,-0.0020343547125306,-0.0025826966406633,-0.0012096326829326,-0.001484123358211,-0.002032848362866657,-0.0025812053067193474,-0.001186106681939636,-0.0014639748219514859,-0.002019312548291463,-0.0025745579788706285,-0.0009940685646168124,-0.001271850203440561,-0.0018272261137208812,-0.0023823525901022213,-0.00099374134549568,-0.0012714016556011343,-0.001826534058014917,-0.0023814160022396225,-0.0032910506787063865,-0.0034249623439508436,-0.003692377088920229,-0.003959260720807323,-0.003289111108428888,-0.0034230317640128183,-0.0036904660164434056,-0.003957371141238397,-0.0032537729705379714,-0.0033927433531476536,-0.0036700863621186297,-0.003947291049721691,-0.0029656840936730378,-0.003104484669107954,-0.003381804857180648,-0.003658750752120521,-0.0029651928903613456,-0.0031038113492516395,-0.0033807658756662695,-0.003657344367293036
2008-12-22,0.0003380793565066,0.0003381054194733,0.0003380482170818,0.0003378454161511,0.0003374944068987,0.0003375200048061,0.00033726110020992905,0.000337058537763113,0.0004001524337950979,0.00040034648677989004,0.00040050914128153536,0.00040061966342186395,0.00022987602643231853,0.0002299908947058782,0.0002301146818437516,0.00023009722720490622,0.0002296908157579658,0.00022973693968930675,0.0002297226416849707,0.00022956636764992489,0.0007450182045747322,0.0007450572794776011,0.0007449714165794763,0.0007446671289665918,0.0007440106038061334,0.0007440490103614028,0.0007439625185501342,0.0007436585500575355,0.0008382843208121216,0.0008385753694077902,0.0008388192565551567,0.00083898493925183,0.0005828717111739934,0.0005830439887222205,0.0005832296048553509,0.0005832033385440027,0.0005825937051855412,0.0005826628574203685,0.0005826413280782816,0.0005824068147064487
2008-12-23,-0.003701197434931,-0.0037012238561848,-0.0037011658674329,-0.0037009602786008,-0.003700578670272,-0.0037006046197618,-0.003700833542195414,-0.003700628219077351,-0.003739529421800669,-0.0037397261194832554,-0.0037398909907609967,-0.0037400030191788725,-0.003632622285610454,-0.0036327387193938465,-0.0036328641935946537,-0.0036328465010708744,-0.0036324345507477984,-0.0036324813032903025,-0.0036324668104220637,-0.003632308406568807,-0.004161744738913953,-0.004161784345830699,-0.004161697313889046,-0.004161388883328732,-0.00416072341942364,-0.004160762348893399,-0.004160674679475673,-0.004160366572380614,-0.004218711810366593,-0.004219006821657545,-0.004219254029385611,-0.004219421967891157,-0.004058342464929754,-0.0040585170880774735,-0.004058705231417936,-0.004058678607484545,-0.004058060673824415,-0.004058130767583323,-0.004058108945114158,-0.004057871238787647
2008-12-24,0.0023977536903616,0.002397780406095,0.0023977217710262,0.0023975138907923,0.0023966335396887,0.0023966597783973,0.0023970977119083248,0.002396890100178739,0.0024455194293027116,0.002445718319454615,0.0024458850284518885,0.002445998305582231,0.002313049676683887,0.0023131674082834675,0.002313294281068856,0.00231327639133716,0.002312859849255,0.0023129071229195386,0.0023128924685082985,0.0023127322990237342,0.0028452850637672444,0.0028453251121249856,0.002845237110163934,0.0028449252419733284,0.0028442523611025283,0.0028442917244628774,0.0028442030779207705,0.0028438915368005357,0.0029168277583644375,0.0029171260577203206,0.002917376020716178,0.0029175458309897984,0.0027181128871507365,0.0027182894565707105,0.0027184796968733327,0.002718452776201419,0.0027178279553266016,0.0027178988303195872,0.0027178767646267588,0.002717636408930968
2008-12-26,0.0082917504989703,0.0082810082613749,0.0082592164099517,0.0082370182315798,0.0082901846727307,0.0082794467189826,0.00825735516764503,0.008235166327065224,0.008372563803603184,0.008360963838879298,0.008337145041407812,0.00831303539513728,0.00839155658663393,0.008391893721130028,0.008392257032192152,0.00839220580341693,0.00839101299957079,0.008391148371748924,0.008391106407589666,0.008390647748584223,0.009605286550260272,0.009593251493400068,0.009568720324765412,0.00954357968753805,0.009602439250986805,0.009590406916765826,0.009565883180298718,0.009540752613959036,0.009616279746950562,0.009598859529390102,0.009563090653960105,0.009526885308252409,0.009644753905872827,0.009645259480897561,0.009645804200055785,0.009645727117515879,0.009643938054440637,0.009644140992334904,0.0096440778111615,0.009643389595518137
2008-12-29,0.0007606885796802,0.0007607282536734,0.0007606593118338,0.0007603928733219,0.0007597026834731,0.0007597417069862,0.0007600014651900633,0.0007597353064883183,0.0007944019091945531,0.0007944528930547978,0.0007943047167071615,0.0007940775475645534,0.0007823167847837986,0.0007824783984553552,0.000782652560504582,0.0007826280027374288,0.0007820562030214084,0.0007821210969880532,0.0007821009804414025,0.0007818811110222867,0.0013970187357430497,0.001397078212034275,0.0013969747412336808,0.001396575040571113,0.0013956578867537761,0.0013957164255782306,0.0013956120335840705,0.0013952126894503092,0.0014067895157408028,0.0014068659282149287,0.0014066435528454768,0.0014063026953778923,0.001388647888626915,0.0013888902382517276,0.0013891513517902965,0.0013891144019337887,0.0013882568066334589,0.001388354085810839,0.0013883237996359377,0.001387993900422435
