version,candidate,name,lbs,abs_threshold,rebalance_threshold,min_turnover,commission,official_weight,ema_weight,ema_half_life,ema_abs_threshold,target_vol,vol_window,max_lev,volreg_enabled,volreg_enter,volreg_exit,year,return,vol_lb,volreg_short_window,volreg_long_window,ema_vol_halflife_days
V7.5,mt0_fee0.003,mt0_fee0.003,"(130, 260, 390)",0.04,1.05,0.0,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.0518313573938653,,,,
V7.5,mt0_fee0.003,mt0_fee0.003,"(130, 260, 390)",0.04,1.05,0.0,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.0215224769768731,,,,
V7.5,mt0_fee0.003,mt0_fee0.003,"(130, 260, 390)",0.04,1.05,0.0,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.7930024372828861,,,,
V7.5,mt0_fee0.003,mt0_fee0.003,"(130, 260, 390)",0.04,1.05,0.0,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,-0.0229605538919625,,,,
V7.5,mt0_fee0.003,mt0_fee0.003,"(130, 260, 390)",0.04,1.05,0.0,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.1558133073200711,,,,
V7.5,mt0_fee0.003,mt0_fee0.003,"(130, 260, 390)",0.04,1.05,0.0,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.4981606599978627,,,,
V7.5,mt0_fee0.003,mt0_fee0.003,"(130, 260, 390)",0.04,1.05,0.0,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.3699734668902037,,,,
V7.5,mt0_fee0.003,mt0_fee0.003,"(130, 260, 390)",0.04,1.05,0.0,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.0418304841409349,,,,
V7.5,mt0_fee0.003,mt0_fee0.003,"(130, 260, 390)",0.04,1.05,0.0,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.1420903309390746,,,,
V7.5,mt0_fee0.003,mt0_fee0.003,"(130, 260, 390)",0.04,1.05,0.0,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.3306306744823026,,,,
V7.5,mt0_fee0.003,mt0_fee0.003,"(130, 260, 390)",0.04,1.05,0.0,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.3089034902016869,,,,
V7.5,mt0_fee0.003,mt0_fee0.003,"(130, 260, 390)",0.04,1.05,0.0,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.2283513213200874,,,,
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.0269125148420654,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.1566016854109559,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.2109440805508635,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.0012683983854562,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.0819885837872123,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.1748899861326671,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.035674908696301,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.0131575269191118,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.0848860801601221,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.840194523109647,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,0.0129031704050335,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.2039193936997141,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.5494472092111555,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.4048062331339754,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.0736253475439929,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.2032636621458992,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.3727530902645228,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.3535874107860277,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.0005,mt0.01_fee0.0005,"(130, 260, 390)",0.04,1.05,0.01,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.2452652229992762,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.0266199587912585,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.149055846518092,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.2010868825504468,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.009593085001994,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.0739438939218919,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.168372819312111,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.0278136970808606,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.0210171244388083,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.0719040304985743,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.8306653458898745,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,0.0056340716820855,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.1941788237511765,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.5389410794019285,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.3977609497182357,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.0672050547828144,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.1908557596051376,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.3642851699111107,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.3445548221401662,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.001,mt0.01_fee0.001,"(130, 260, 390)",0.04,1.05,0.01,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.2423322571977406,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.026034610924540402,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.1341065550046654,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.18158404429437103,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.02604698381306092,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.058016815253098875,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.1554394370571519,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.012261647809251208,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.03655955636972519,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.04642637030640495,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.8116410340754885,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,-0.008758197604138651,20.0,10.0,250.0,126.0
