version,candidate,name,lbs,abs_threshold,rebalance_threshold,min_turnover,commission,official_weight,ema_weight,ema_half_life,ema_abs_threshold,target_vol,vol_window,max_lev,volreg_enabled,volreg_enter,volreg_exit,year,return,vol_lb,volreg_short_window,volreg_long_window,ema_vol_halflife_days
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.17489915050759386,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.5180967553052749,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.3837718960999674,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.05447738737789121,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.16636780542031682,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.34747574023018446,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.3266334397077204,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.002,mt0.01_fee0.002,"(130, 260, 390)",0.04,1.05,0.01,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.23647968046101675,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.0254475561597447,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.11933332141100284,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.16236633153575486,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.04224257559196787,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.04227802229110145,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.14263649404077294,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,-0.0030670416863807226,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.05186541839894576,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.021535124072073808,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.792672282490388,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,-0.02296137716054325,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.15589243823763366,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.49747961736130253,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.3699153330135909,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.04189946203515316,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.14231680720042328,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.33083612277775565,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.30890637559892653,20.0,10.0,250.0,126.0
V7.5,mt0.01_fee0.003,mt0.01_fee0.003,"(130, 260, 390)",0.04,1.05,0.01,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.23064524918716622,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.02723092446341302,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.15691192640243434,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.21205479034261954,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.0010499231024783118,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.08203654738120658,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.1755328557837692,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.03602009779767168,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.012966820693723458,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.08435995458970758,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.8314152383350724,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,0.00945646756112306,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.20388586011854848,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.5502979625795248,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.3976468125083441,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.07349645260909332,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.20285372719222927,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.3709447800914407,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.3520529529635743,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.0005,mt0.03_fee0.0005,"(130, 260, 390)",0.04,1.05,0.03,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.24268849797060055,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.02693446718157877,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.14941893024553643,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.20224144091286034,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.009349364362782886,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.07400670954887123,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.16902967675844227,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.02819395143284731,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.020805775961569517,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.07139697927899102,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.8220205464893622,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,0.002247947683082785,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.19415078852112577,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.5397931226182935,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.3906864138992874,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.0670971677056349,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.1904356630962447,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.36252527342809215,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.34307941808404063,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.001,mt0.03_fee0.001,"(130, 260, 390)",0.04,1.05,0.03,0.001,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.23976437222236902,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.026339829971078643,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.13435291663638127,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.1828262596809389,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.025755233501057462,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.05796321524987835,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.15612709741044917,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.012710132823308129,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.036306482595187095,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.04595487729945247,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.8032623343561021,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,-0.012025382143909247,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.17488265594541264,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.5189510883689352,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.3760104583143691,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.054410925000988986,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.16592678997005894,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.34617473142365585,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.32527196962896276,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.002,mt0.03_fee0.002,"(130, 260, 390)",0.04,1.05,0.03,0.002,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.2339300263694568,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.025744643507767506,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.11966821876171418,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.16369145044373146,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.04190336970541042,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.04226564231244301,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.14336146510362324,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,-0.0025517596118517227,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.051573852683751586,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.02109888131637616,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.7845501490608617,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,-0.02610802469822071,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.15588584507717962,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.49833643562192265,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.36231319879274726,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.04187348941043134,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.14185518647290762,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.32964293372246845,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.3076544673013839,20.0,10.0,250.0,126.0
V7.5,mt0.03_fee0.003,mt0.03_fee0.003,"(130, 260, 390)",0.04,1.05,0.03,0.003,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.22811465160491506,20.0,10.0,250.0,126.0
V7.5,mt0.05_fee0.0005,mt0.05_fee0.0005,"(130, 260, 390)",0.04,1.05,0.05,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.027385458734756396,20.0,10.0,250.0,126.0
V7.5,mt0.05_fee0.0005,mt0.05_fee0.0005,"(130, 260, 390)",0.04,1.05,0.05,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.1553212928379395,20.0,10.0,250.0,126.0
V7.5,mt0.05_fee0.0005,mt0.05_fee0.0005,"(130, 260, 390)",0.04,1.05,0.05,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.21191777361167174,20.0,10.0,250.0,126.0
V7.5,mt0.05_fee0.0005,mt0.05_fee0.0005,"(130, 260, 390)",0.04,1.05,0.05,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.0005514188280625332,20.0,10.0,250.0,126.0
V7.5,mt0.05_fee0.0005,mt0.05_fee0.0005,"(130, 260, 390)",0.04,1.05,0.05,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.08210687668935024,20.0,10.0,250.0,126.0
V7.5,mt0.05_fee0.0005,mt0.05_fee0.0005,"(130, 260, 390)",0.04,1.05,0.05,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.17555238338169543,20.0,10.0,250.0,126.0
V7.5,mt0.05_fee0.0005,mt0.05_fee0.0005,"(130, 260, 390)",0.04,1.05,0.05,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.0359640420646794,20.0,10.0,250.0,126.0
V7.5,mt0.05_fee0.0005,mt0.05_fee0.0005,"(130, 260, 390)",0.04,1.05,0.05,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.014903662743893431,20.0,10.0,250.0,126.0
V7.5,mt0.05_fee0.0005,mt0.05_fee0.0005,"(130, 260, 390)",0.04,1.05,0.05,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.08518393345158537,20.0,10.0,250.0,126.0
V7.5,mt0.05_fee0.0005,mt0.05_fee0.0005,"(130, 260, 390)",0.04,1.05,0.05,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.8277436777038532,20.0,10.0,250.0,126.0
V7.5,mt0.05_fee0.0005,mt0.05_fee0.0005,"(130, 260, 390)",0.04,1.05,0.05,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,0.003035624599571962,20.0,10.0,250.0,126.0
V7.5,mt0.05_fee0.0005,mt0.05_fee0.0005,"(130, 260, 390)",0.04,1.05,0.05,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.20270269522992668,20.0,10.0,250.0,126.0
V7.5,mt0.05_fee0.0005,mt0.05_fee0.0005,"(130, 260, 390)",0.04,1.05,0.05,0.0005,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.5413788387861305,20.0,10.0,250.0,126.0
