version_v75,candidate_v75,min_turnover,commission,recent_weighted_sharpe_v75,mean_recent_cagr_v75,worst_recent_maxdd_v75,10y_cagr_v75,10y_maxdd_v75,10y_sharpe_v75,10y_calmar_v75,10y_annual_turnover_v75,10y_total_trade_cost_v75,version_v76,candidate_v76,recent_weighted_sharpe_v76,mean_recent_cagr_v76,worst_recent_maxdd_v76,10y_cagr_v76,10y_maxdd_v76,10y_sharpe_v76,10y_calmar_v76,10y_annual_turnover_v76,10y_total_trade_cost_v76,delta_recent_weighted_sharpe,delta_mean_recent_cagr,delta_worst_recent_maxdd,delta_10y_cagr,delta_10y_maxdd,delta_10y_sharpe,delta_10y_annual_turnover
V7.5,mt0.01_fee0.0005,0.01,0.0005,1.943644304115724,0.4011309285103658,-0.1372911198389155,0.3190337090421034,-0.1372911198389155,1.858113816916088,2.3237752697802123,14.824681619505157,0.0739469237925316,V7.6,mt0.01_fee0.0005,2.00313259411068,0.421395292377985,-0.12058437930830124,0.33215334771237215,-0.1205843793083008,1.8688004411470271,2.754530475818499,14.349015120274718,0.07157425399279888,0.059488289994956034,0.020264363867619206,0.016706740530614272,0.013119638670268774,0.016706740530614717,0.010686624230939135,-0.4756664992304387
V7.5,mt0_fee0.0005,0.0,0.0005,1.939837425571558,0.39993607832651484,-0.1372895052186344,0.3188206064664203,-0.1372895052186344,1.8571247824712345,2.3222503858448342,14.827607953664952,0.0739615206260192,V7.6,mt0_fee0.0005,2.002564055842851,0.42131583933352346,-0.12058404362323849,0.33219668172016403,-0.12058404362323849,1.8689170957606536,2.754897511631832,14.352411149653424,0.07159119371077126,0.06272663027129277,0.021379761007008613,0.016705461595395904,0.013376075253743736,0.016705461595395904,0.011792313289419099,-0.475196804011528
V7.5,mt0.03_fee0.0005,0.03,0.0005,1.9347912172675186,0.3981999648957176,-0.13711908628654723,0.31668714605001425,-0.13711908628654723,1.84739960108542,2.3095774237308673,14.785198770071473,0.07374997957928509,V7.6,mt0.03_fee0.0005,1.9977192833856194,0.4192257052081691,-0.12062515875308688,0.32997278947260344,-0.12062515875308666,1.8590728018034823,2.735522115647867,14.299837633276184,0.07132895200408,0.06292806611810087,0.021025740312451524,0.01649392753346035,0.0132856434225892,0.016493927533460573,0.011673200718062438,-0.485361136795289
V7.5,mt0.01_fee0.001,0.01,0.001,1.901808449798879,0.3912916256443954,-0.1386575141982378,0.3093203108494715,-0.1386575141982378,1.811008491187748,2.230822560450912,14.826181682962885,0.147908812503844,V7.6,mt0.01_fee0.001,1.9648448098640467,0.4120103727136399,-0.12110389645940856,0.3226492270637258,-0.12110389645940833,1.8245092523175688,2.664234896619297,14.35042795037063,0.1431626026477451,0.06303636006516777,0.02071874706924448,0.01755361773882924,0.013328916214254305,0.017553617738829463,0.013500761129820793,-0.4757537325922545
V7.5,mt0_fee0.001,0.0,0.001,1.897980347271133,0.3901017422570279,-0.1386558853743845,0.3091070774911544,-0.1386558853743845,1.810009339233742,2.229310906324206,14.829102434105486,0.1479379504735761,V7.6,mt0_fee0.001,1.9642616028816031,0.4119285275070143,-0.12110356099802033,0.32269051928091264,-0.12110356099801989,1.8246188513453825,2.664583242818011,14.353847383172411,0.14319671556069619,0.06628125561047016,0.021826785249986436,0.01755232437636417,0.013583441789758233,0.017552324376364614,0.014609512111640521,-0.4752550509330753
V7.5,mt0.05_fee0.0005,0.05,0.0005,1.9057809378371133,0.38968721581158944,-0.13713651027784113,0.31099905917361914,-0.13713651027784113,1.8223215513703177,2.267806425462696,14.659644682062028,0.07312370383076178,V7.6,mt0.05_fee0.0005,1.9624774527208866,0.40801887602769643,-0.1209165089030374,0.3234121412939168,-0.12091650890303685,1.8323227221920129,2.674673162729678,14.142965342504333,0.07054645807749185,0.05669651488377325,0.018331660216106993,0.016220001374803728,0.01241308212029768,0.016220001374804283,0.01000117082169516,-0.5166793395576956
V7.5,mt0.03_fee0.001,0.03,0.001,1.8930379279609726,0.38840852067775145,-0.13848178573608927,0.3070174361739675,-0.13848178573608927,1.8003920999577823,2.2170239540314993,14.786571537213359,0.14751365414505707,V7.6,mt0.03_fee0.001,1.9593923591391103,0.40985961929147036,-0.12114492008821931,0.32047542096283466,-0.12114492008821931,1.8147243854144415,2.6453888510509587,14.301497617175732,0.14267446432372932,0.06635443117813766,0.02145109861371891,0.01733686564786996,0.013457984788867172,0.01733686564786996,0.01433228545665921,-0.4850739200376264
V7.5,mt0.05_fee0.001,0.05,0.001,1.8643099839176984,0.3800242869461285,-0.13849499572945068,0.3014503602229095,-0.13849499572945068,1.7756158219108467,2.1766155422091304,14.661068178473247,0.14626160873286406,V7.6,mt0.05_fee0.001,1.9247233188833015,0.3988657012130541,-0.12143039982945003,0.31410439433313053,-0.12143039982945003,1.7885203739893565,2.586703121905986,14.144376542633204,0.14110699455626935,0.06041333496560308,0.018841414266925594,0.017064595900000645,0.012654034110221035,0.017064595900000645,0.012904552078509823,-0.5166916358400435
V7.5,mt0.08_fee0.0005,0.08,0.0005,1.8562308980843638,0.3751850560633884,-0.139885373533433,0.3029457494483412,-0.139885373533433,1.7836705817974792,2.165671376471224,14.497666324617565,0.07231574035731858,V7.6,mt0.08_fee0.0005,1.9082434532891233,0.39207290870433514,-0.12111493603769086,0.31437311504581356,-0.12111493603769041,1.7912035558662758,2.595659340875861,13.950099313396253,0.06958442395610749,0.05201255520475945,0.01688785264094672,0.018770437495742143,0.011427365597472372,0.018770437495742587,0.007532974068796605,-0.5475670112213127
V7.5,mt0.01_fee0.002,0.01,0.002,1.817731463456943,0.37178406983249623,-0.14137887090556345,0.29007936957136504,-0.14137887090556345,1.7162771381228255,2.0517872841489075,14.828120943898172,0.29585631788063493,V7.6,mt0.01_fee0.002,1.8878226729792917,0.3933838290285457,-0.12368569276468788,0.3037999798131057,-0.12368569276468788,1.7352711318682768,2.456225720391811,14.352361262743468,0.28636377948045305,0.07009120952234871,0.02159975919604945,0.017693178140875565,0.01372061024174065,0.017693178140875565,0.0189939937454513,-0.47575968115470424
