rule,full_annual,full_vol,full_sharpe,full_max_dd,full_total_return,full_annual_delta,full_sharpe_delta,full_max_dd_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_total_return,last_10y_annual_delta,last_10y_sharpe_delta,last_10y_max_dd_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_total_return,last_5y_annual_delta,last_5y_sharpe_delta,last_5y_max_dd_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_total_return,last_3y_annual_delta,last_3y_sharpe_delta,last_3y_max_dd_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_total_return,last_1y_annual_delta,last_1y_sharpe_delta,last_1y_max_dd_delta,stress,add_set,stress_days,score_3_5_10,robust_pass,material_pass
baseline,17.528628224419652,12.779241500872368,1.0841714605717425,-16.541510237607472,3245.3109758037685,0.0,0.0,0.0,25.738971076544615,12.71412439736892,1.3066434112448568,-12.723957424227239,887.5585538534503,0.0,0.0,0.0,24.10891568084694,13.35108335615013,1.182772527637392,-12.213228977239998,194.40874212111913,0.0,0.0,0.0,36.41658787511255,14.610547013821758,1.5388725458839836,-12.213228977239954,153.91821659045468,0.0,0.0,0.0,54.05389859519234,15.466896863841997,2.0008715172597626,-12.213228977239988,54.00833950665152,0.0,0.0,0.0,,,,,False,False
vix_gt25:add_dbmf,17.449525910592968,12.778667166279883,1.0799607574146717,-16.541510237607472,3196.717765936539,-0.07910231382668442,-0.004210703157070839,0.0,25.555095436165587,12.713138047355905,1.2987902932273248,-12.723957424227239,873.2135077842814,-0.18387564037902848,-0.00785311801753208,0.0,23.721840969903575,13.348915578943632,1.166797862219051,-12.214905401380472,189.84685481422642,-0.38707471094336654,-0.015974665418341027,-0.0016764241404736424,36.191398232169924,14.599145848202754,1.5321541288754197,-12.214905401380493,152.66253922922223,-0.2251896429426239,-0.006718417008563904,-0.0016764241405393676,53.29155014450415,15.435282216142262,1.9825167184426624,-12.21490540138046,53.24673686168904,-0.7623484506881866,-0.018354798817100226,-0.001676424140471866,vix_gt25,add_dbmf,880.0,-0.01931239244817723,False,False
vix_gt25:add_dbmf_tlt,17.449525910592968,12.778667166279883,1.0799607574146717,-16.541510237607472,3196.717765936539,-0.07910231382668442,-0.004210703157070839,0.0,25.555095436165587,12.713138047355905,1.2987902932273248,-12.723957424227239,873.2135077842814,-0.18387564037902848,-0.00785311801753208,0.0,23.721840969903575,13.348915578943632,1.166797862219051,-12.214905401380472,189.84685481422642,-0.38707471094336654,-0.015974665418341027,-0.0016764241404736424,36.191398232169924,14.599145848202754,1.5321541288754197,-12.214905401380493,152.66253922922223,-0.2251896429426239,-0.006718417008563904,-0.0016764241405393676,53.29155014450415,15.435282216142262,1.9825167184426624,-12.21490540138046,53.24673686168904,-0.7623484506881866,-0.018354798817100226,-0.001676424140471866,vix_gt25,add_dbmf_tlt,880.0,-0.01931239244817723,False,False
vix_gt25:add_dbmf_gld,17.449525910592968,12.778667166279883,1.0799607574146717,-16.541510237607472,3196.717765936539,-0.07910231382668442,-0.004210703157070839,0.0,25.555095436165587,12.713138047355905,1.2987902932273248,-12.723957424227239,873.2135077842814,-0.18387564037902848,-0.00785311801753208,0.0,23.721840969903575,13.348915578943632,1.166797862219051,-12.214905401380472,189.84685481422642,-0.38707471094336654,-0.015974665418341027,-0.0016764241404736424,36.191398232169924,14.599145848202754,1.5321541288754197,-12.214905401380493,152.66253922922223,-0.2251896429426239,-0.006718417008563904,-0.0016764241405393676,53.29155014450415,15.435282216142262,1.9825167184426624,-12.21490540138046,53.24673686168904,-0.7623484506881866,-0.018354798817100226,-0.001676424140471866,vix_gt25,add_dbmf_gld,880.0,-0.01931239244817723,False,False
vix_gt30:add_dbmf,17.543205102831116,12.780675126155334,1.0848475603228829,-16.541510237607472,3254.3399147695823,0.014576878411464378,0.0006760997511403577,0.0,25.77287131078392,12.71678548213067,1.3078595225517016,-12.723957424227239,890.2239580482693,0.03390023423930444,0.001216111306844736,0.0,24.151405360869195,13.355924733905065,1.1841604493796791,-12.213228977240009,194.91298415640608,0.042489680022253395,0.0013879217422871903,-1.0658141036401503e-14,36.41658787511255,14.610547013821758,1.5388725458839836,-12.213228977239954,153.91821659045468,0.0,0.0,0.0,54.05389859519234,15.466896863841997,2.0008715172597626,-12.213228977239988,54.00833950665152,0.0,0.0,0.0,vix_gt30,add_dbmf,449.0,0.0008218193120683202,True,False
vix_gt30:add_dbmf_tlt,17.543205102831116,12.780675126155334,1.0848475603228829,-16.541510237607472,3254.3399147695823,0.014576878411464378,0.0006760997511403577,0.0,25.77287131078392,12.71678548213067,1.3078595225517016,-12.723957424227239,890.2239580482693,0.03390023423930444,0.001216111306844736,0.0,24.151405360869195,13.355924733905065,1.1841604493796791,-12.213228977240009,194.91298415640608,0.042489680022253395,0.0013879217422871903,-1.0658141036401503e-14,36.41658787511255,14.610547013821758,1.5388725458839836,-12.213228977239954,153.91821659045468,0.0,0.0,0.0,54.05389859519234,15.466896863841997,2.0008715172597626,-12.213228977239988,54.00833950665152,0.0,0.0,0.0,vix_gt30,add_dbmf_tlt,449.0,0.0008218193120683202,True,False
vix_gt30:add_dbmf_gld,17.543205102831116,12.780675126155334,1.0848475603228829,-16.541510237607472,3254.3399147695823,0.014576878411464378,0.0006760997511403577,0.0,25.77287131078392,12.71678548213067,1.3078595225517016,-12.723957424227239,890.2239580482693,0.03390023423930444,0.001216111306844736,0.0,24.151405360869195,13.355924733905065,1.1841604493796791,-12.213228977240009,194.91298415640608,0.042489680022253395,0.0013879217422871903,-1.0658141036401503e-14,36.41658787511255,14.610547013821758,1.5388725458839836,-12.213228977239954,153.91821659045468,0.0,0.0,0.0,54.05389859519234,15.466896863841997,2.0008715172597626,-12.213228977239988,54.00833950665152,0.0,0.0,0.0,vix_gt30,add_dbmf_gld,449.0,0.0008218193120683202,True,False
credit_below_ma100_d3:add_dbmf,17.516594382258234,12.77526897166471,1.0838234328178047,-16.541510237607472,3237.874672432886,-0.012033842161418562,-0.0003480277539378296,0.0,25.710988688345537,12.706717976339501,1.3061251845149424,-12.723957424227239,885.3633065188673,-0.027982388199077946,-0.0005182267299144172,0.0,24.140692533057283,13.341605493150222,1.1848489200539878,-12.48995585630973,194.78578565624184,0.0317768522103421,0.0020763924165958514,-0.2767268790697326,36.31679320055803,14.599052776152952,1.536522846019972,-12.48995585630971,153.36124054215915,-0.0997946745545164,-0.0023496998640115674,-0.2767268790697557,53.45563040721342,15.447983052605682,1.9858146905210121,-12.48995585630972,53.4106568231284,-0.5982681879789169,-0.015056826738750528,-0.2767268790697326,credit_below_ma100_d3,add_dbmf,1711.0,-0.005365432777877975,False,False
credit_below_ma100_d3:add_dbmf_tlt,17.516594382258234,12.77526897166471,1.0838234328178047,-16.541510237607472,3237.874672432886,-0.012033842161418562,-0.0003480277539378296,0.0,25.710988688345537,12.706717976339501,1.3061251845149424,-12.723957424227239,885.3633065188673,-0.027982388199077946,-0.0005182267299144172,0.0,24.140692533057283,13.341605493150222,1.1848489200539878,-12.48995585630973,194.78578565624184,0.0317768522103421,0.0020763924165958514,-0.2767268790697326,36.31679320055803,14.599052776152952,1.536522846019972,-12.48995585630971,153.36124054215915,-0.0997946745545164,-0.0023496998640115674,-0.2767268790697557,53.45563040721342,15.447983052605682,1.9858146905210121,-12.48995585630972,53.4106568231284,-0.5982681879789169,-0.015056826738750528,-0.2767268790697326,credit_below_ma100_d3,add_dbmf_tlt,1711.0,-0.005365432777877975,False,False
credit_below_ma100_d3:add_dbmf_gld,17.516594382258234,12.77526897166471,1.0838234328178047,-16.541510237607472,3237.874672432886,-0.012033842161418562,-0.0003480277539378296,0.0,25.710988688345537,12.706717976339501,1.3061251845149424,-12.723957424227239,885.3633065188673,-0.027982388199077946,-0.0005182267299144172,0.0,24.140692533057283,13.341605493150222,1.1848489200539878,-12.48995585630973,194.78578565624184,0.0317768522103421,0.0020763924165958514,-0.2767268790697326,36.31679320055803,14.599052776152952,1.536522846019972,-12.48995585630971,153.36124054215915,-0.0997946745545164,-0.0023496998640115674,-0.2767268790697557,53.45563040721342,15.447983052605682,1.9858146905210121,-12.48995585630972,53.4106568231284,-0.5982681879789169,-0.015056826738750528,-0.2767268790697326,credit_below_ma100_d3,add_dbmf_gld,1711.0,-0.005365432777877975,False,False
