date,baseline_return,baseline_nav,credit_below_ma100_d5__add_dbmf_return,credit_below_ma100_d5__add_dbmf_nav,credit_below_ma100_d5__add_dbmf_tlt_return,credit_below_ma100_d5__add_dbmf_tlt_nav,credit_below_ma100_d5__add_dbmf_gld_return,credit_below_ma100_d5__add_dbmf_gld_nav,vix_gt30__add_dbmf_return,vix_gt30__add_dbmf_nav,vix_gt30__add_dbmf_tlt_return,vix_gt30__add_dbmf_tlt_nav,vix_gt30__add_dbmf_gld_return,vix_gt30__add_dbmf_gld_nav,credit_below_ma100_d3__add_dbmf_return,credit_below_ma100_d3__add_dbmf_nav,credit_below_ma100_d3__add_dbmf_tlt_return,credit_below_ma100_d3__add_dbmf_tlt_nav
2004-07-23,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2004-07-26,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2004-07-27,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2004-07-28,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2004-07-29,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2004-07-30,-0.0005555555555555314,0.9994444444444445,-0.0005555555555555314,0.9994444444444445,-0.0005555555555555314,0.9994444444444445,-0.0005555555555555314,0.9994444444444445,-0.0005555555555555314,0.9994444444444445,-0.0005555555555555314,0.9994444444444445,-0.0005555555555555314,0.9994444444444445,-0.0005555555555555314,0.9994444444444445,-0.0005555555555555314,0.9994444444444445
2004-08-02,0.0016157797228970863,1.0010593265119399,0.0016157797228970863,1.0010593265119399,0.0016157797228970863,1.0010593265119399,0.0016157797228970863,1.0010593265119399,0.0016157797228970863,1.0010593265119399,0.0016157797228970863,1.0010593265119399,0.0016157797228970863,1.0010593265119399,0.0016157797228970863,1.0010593265119399,0.0016157797228970863,1.0010593265119399
2004-08-03,-0.00427854643412133,0.9967762477001483,-0.00427854643412133,0.9967762477001483,-0.00427854643412133,0.9967762477001483,-0.00427854643412133,0.9967762477001483,-0.00427854643412133,0.9967762477001483,-0.00427854643412133,0.9967762477001483,-0.00427854643412133,0.9967762477001483,-0.00427854643412133,0.9967762477001483,-0.00427854643412133,0.9967762477001483
2004-08-04,9.332906560704395e-05,0.9968692758959655,9.332906560704395e-05,0.9968692758959655,9.332906560704395e-05,0.9968692758959655,9.332906560704395e-05,0.9968692758959655,9.332906560704395e-05,0.9968692758959655,9.332906560704395e-05,0.9968692758959655,9.332906560704395e-05,0.9968692758959655,9.332906560704395e-05,0.9968692758959655,9.332906560704395e-05,0.9968692758959655
2004-08-05,-0.005981269407394212,0.9909067321928778,-0.005981269407394212,0.9909067321928778,-0.005981269407394212,0.9909067321928778,-0.005981269407394212,0.9909067321928778,-0.005981269407394212,0.9909067321928778,-0.005981269407394212,0.9909067321928778,-0.005981269407394212,0.9909067321928778,-0.005981269407394212,0.9909067321928778,-0.005981269407394212,0.9909067321928778
2004-08-06,-0.002106593317694583,0.9888192946923817,-0.002106593317694583,0.9888192946923817,-0.002106593317694583,0.9888192946923817,-0.002106593317694583,0.9888192946923817,-0.002106593317694583,0.9888192946923817,-0.002106593317694583,0.9888192946923817,-0.002106593317694583,0.9888192946923817,-0.002106593317694583,0.9888192946923817,-0.002106593317694583,0.9888192946923817
2004-08-09,-0.0009795044685316902,0.9878507417746601,-0.0009795044685316902,0.9878507417746601,-0.0009795044685316902,0.9878507417746601,-0.0009795044685316902,0.9878507417746601,-0.0009795044685316902,0.9878507417746601,-0.0009795044685316902,0.9878507417746601,-0.0009795044685316902,0.9878507417746601,-0.0009795044685316902,0.9878507417746601,-0.0009795044685316902,0.9878507417746601
2004-08-10,0.002368787259047906,0.990190750025617,0.002368787259047906,0.990190750025617,0.002368787259047906,0.990190750025617,0.002368787259047906,0.990190750025617,0.002368787259047906,0.990190750025617,0.002368787259047906,0.990190750025617,0.002368787259047906,0.990190750025617,0.002368787259047906,0.990190750025617,0.002368787259047906,0.990190750025617
