candidate,segment,start,end,rows,annual_return,annual_vol,sharpe,max_dd,total_return,dynamic_sleeve,boost_dd,cut_dd,execution,step,cost_bps,avg_dynamic_sleeve,latest_dynamic_sleeve,rebalance_count,allocation_turnover,ann_return,ann_vol,sharpe_repo
advisory_suba_dd_2_8_daily_step2_cost5bps,full,2011-12-09,2026-05-08,3743,0.3066105107319703,0.09330665960703799,3.286051735463083,-0.07465493581155958,46.195835953804625,Sub-A,0.02,0.08,daily,0.025,5,0.0974819663371627,0.125,258,13.050000000000004,0.3066105107319703,0.09330665960703799,3.286051735463083
advisory_suba_dd_2_8_daily_step2_cost5bps,last_10y,2016-05-09,2026-05-08,2597,0.3406646654516885,0.09673518043096838,3.5216212337019592,-0.06775777661596227,17.736081086020917,Sub-A,0.02,0.08,daily,0.025,5,0.0974819663371627,0.125,258,13.050000000000004,0.3406646654516885,0.09673518043096838,3.5216212337019592
advisory_suba_dd_2_8_daily_step2_cost5bps,last_5y,2021-05-10,2026-05-08,1300,0.38573391009707914,0.09951098596400987,3.876294726258541,-0.06775777661596205,4.099486567554246,Sub-A,0.02,0.08,daily,0.025,5,0.0974819663371627,0.125,258,13.050000000000004,0.38573391009707914,0.09951098596400987,3.876294726258541
advisory_suba_dd_2_8_daily_step2_cost5bps,last_3y,2023-05-08,2026-05-08,781,0.5213506256419986,0.10768767624988826,4.841321159463125,-0.06775777661596205,2.522189203046058,Sub-A,0.02,0.08,daily,0.025,5,0.0974819663371627,0.125,258,13.050000000000004,0.5213506256419986,0.10768767624988826,4.841321159463125
advisory_suba_dd_2_8_daily_step2_cost5bps,last_1y,2025-05-08,2026-05-08,260,0.597875347315,0.11244711869449357,5.316946794691658,-0.055286886834433946,0.5973628463797749,Sub-A,0.02,0.08,daily,0.025,5,0.0974819663371627,0.125,258,13.050000000000004,0.597875347315,0.11244711869449357,5.316946794691658
advisory_suba_dd_2_8_daily_step2_cost10bps,full,2011-12-09,2026-05-08,3743,0.3060200170477827,0.09330388979282056,3.279820570474544,-0.07474769594305097,45.88936965356414,Sub-A,0.02,0.08,daily,0.025,10,0.0974819663371627,0.125,258,13.050000000000004,0.3060200170477827,0.09330388979282056,3.279820570474544
advisory_suba_dd_2_8_daily_step2_cost10bps,last_10y,2016-05-09,2026-05-08,2597,0.3401559693750067,0.09673281471612546,3.516448584415091,-0.0677577766159615,17.665140053493896,Sub-A,0.02,0.08,daily,0.025,10,0.0974819663371627,0.125,258,13.050000000000004,0.3401559693750067,0.09673281471612546,3.516448584415091
advisory_suba_dd_2_8_daily_step2_cost10bps,last_5y,2021-05-10,2026-05-08,1300,0.3850892901848575,0.09951372464916822,3.869710349426422,-0.06775777661596138,4.087651206727204,Sub-A,0.02,0.08,daily,0.025,10,0.0974819663371627,0.125,258,13.050000000000004,0.3850892901848575,0.09951372464916822,3.869710349426422
advisory_suba_dd_2_8_daily_step2_cost10bps,last_3y,2023-05-08,2026-05-08,781,0.5208325183780593,0.10768366438996553,4.836690145423701,-0.06775777661596138,2.5185910849495676,Sub-A,0.02,0.08,daily,0.025,10,0.0974819663371627,0.125,258,13.050000000000004,0.5208325183780593,0.10768366438996553,4.836690145423701
advisory_suba_dd_2_8_daily_step2_cost10bps,last_1y,2025-05-08,2026-05-08,260,0.5968774267159558,0.11245061098237803,5.307907369302702,-0.05538200056337028,0.5963659284600098,Sub-A,0.02,0.08,daily,0.025,10,0.0974819663371627,0.125,258,13.050000000000004,0.5968774267159558,0.11245061098237803,5.307907369302702
advisory_suba_dd_2_8_daily_step2_cost20bps,full,2011-12-09,2026-05-08,3743,0.3048397849749267,0.09329868672538087,3.2673534395205848,-0.0749331952839577,45.28237116197902,Sub-A,0.02,0.08,daily,0.025,20,0.0974819663371627,0.125,258,13.050000000000004,0.3048397849749267,0.09329868672538087,3.2673534395205848
advisory_suba_dd_2_8_daily_step2_cost20bps,last_10y,2016-05-09,2026-05-08,2597,0.33913911766687055,0.09672835624897823,3.506098219987616,-0.06775777661596183,17.52405746227756,Sub-A,0.02,0.08,daily,0.025,20,0.0974819663371627,0.125,258,13.050000000000004,0.33913911766687055,0.09672835624897823,3.506098219987616
advisory_suba_dd_2_8_daily_step2_cost20bps,last_5y,2021-05-10,2026-05-08,1300,0.3838009015536421,0.09951951761412986,3.8565390061652565,-0.06775777661596172,4.0640619450597635,Sub-A,0.02,0.08,daily,0.025,20,0.0974819663371627,0.125,258,13.050000000000004,0.3838009015536421,0.09951951761412986,3.8565390061652565
advisory_suba_dd_2_8_daily_step2_cost20bps,last_3y,2023-05-08,2026-05-08,781,0.5197967944068018,0.10767585903822773,4.827421847846698,-0.06775777661596183,2.511405603616708,Sub-A,0.02,0.08,daily,0.025,20,0.0974819663371627,0.125,258,13.050000000000004,0.5197967944068018,0.10767585903822773,4.827421847846698
advisory_suba_dd_2_8_daily_step2_cost20bps,last_1y,2025-05-08,2026-05-08,260,0.5948833801706404,0.1124579630641158,5.289828874381076,-0.05557220647512551,0.5943738841924437,Sub-A,0.02,0.08,daily,0.025,20,0.0974819663371627,0.125,258,13.050000000000004,0.5948833801706404,0.1124579630641158,5.289828874381076
advisory_suba_dd_2_8_daily_step5_cost0bps,full,2011-12-09,2026-05-08,3743,0.31054134580168213,0.09409592687459133,3.300263423894679,-0.07036862746431216,48.28393120274319,Sub-A,0.02,0.08,daily,0.05,0,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.31054134580168213,0.09409592687459133,3.300263423894679
advisory_suba_dd_2_8_daily_step5_cost0bps,last_10y,2016-05-09,2026-05-08,2597,0.34410152797544935,0.09752640286303534,3.5282909845316506,-0.06775777661596183,18.221766895608454,Sub-A,0.02,0.08,daily,0.05,0,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.34410152797544935,0.09752640286303534,3.5282909845316506
advisory_suba_dd_2_8_daily_step5_cost0bps,last_5y,2021-05-10,2026-05-08,1300,0.3903291971772578,0.10017611615642642,3.8964297294951344,-0.06775777661596183,4.18449652157043,Sub-A,0.02,0.08,daily,0.05,0,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.3903291971772578,0.10017611615642642,3.8964297294951344
advisory_suba_dd_2_8_daily_step5_cost0bps,last_3y,2023-05-08,2026-05-08,781,0.5295277812273378,0.10851082479441443,4.879953518283414,-0.06775777661596183,2.579302728079596,Sub-A,0.02,0.08,daily,0.05,0,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.5295277812273378,0.10851082479441443,4.879953518283414
advisory_suba_dd_2_8_daily_step5_cost0bps,last_1y,2025-05-08,2026-05-08,260,0.6076769784719782,0.11182558981645256,5.434149549037948,-0.05331667361239878,0.6071546065583193,Sub-A,0.02,0.08,daily,0.05,0,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.6076769784719782,0.11182558981645256,5.434149549037948
advisory_suba_dd_2_8_daily_step5_cost5bps,full,2011-12-09,2026-05-08,3743,0.30935712088876666,0.09409015693641773,3.2878797417440544,-0.07055499592396097,47.645984123092575,Sub-A,0.02,0.08,daily,0.05,5,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.30935712088876666,0.09409015693641773,3.2878797417440544
advisory_suba_dd_2_8_daily_step5_cost5bps,last_10y,2016-05-09,2026-05-08,2597,0.3430817591697233,0.0975214946536611,3.518011699760628,-0.0677577766159616,18.076487855093976,Sub-A,0.02,0.08,daily,0.05,5,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.3430817591697233,0.0975214946536611,3.518011699760628
advisory_suba_dd_2_8_daily_step5_cost5bps,last_5y,2021-05-10,2026-05-08,1300,0.3890361009301737,0.10018082066460636,3.8833391296785336,-0.06775777661596172,4.16046131800154,Sub-A,0.02,0.08,daily,0.05,5,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.3890361009301737,0.10018082066460636,3.8833391296785336
advisory_suba_dd_2_8_daily_step5_cost5bps,last_3y,2023-05-08,2026-05-08,781,0.5284862985826471,0.10850222364080618,4.870741638735326,-0.0677577766159616,2.571994407742413,Sub-A,0.02,0.08,daily,0.05,5,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.5284862985826471,0.10850222364080618,4.870741638735326
advisory_suba_dd_2_8_daily_step5_cost5bps,last_1y,2025-05-08,2026-05-08,260,0.6056696580440699,0.11183211421891413,5.415883105441935,-0.05350722998450186,0.6051493109881445,Sub-A,0.02,0.08,daily,0.05,5,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.6056696580440699,0.11183211421891413,5.415883105441935
advisory_suba_dd_2_8_daily_step5_cost10bps,full,2011-12-09,2026-05-08,3743,0.3081739056859123,0.09408483196919615,3.2754897812519874,-0.07074133636046998,47.016262898897835,Sub-A,0.02,0.08,daily,0.05,10,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.3081739056859123,0.09408483196919615,3.2754897812519874
advisory_suba_dd_2_8_daily_step5_cost10bps,last_10y,2016-05-09,2026-05-08,2597,0.3420627125722888,0.09751694743386416,3.5077258012436783,-0.06775777661596216,17.932299579992062,Sub-A,0.02,0.08,daily,0.05,10,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.3420627125722888,0.09751694743386416,3.5077258012436783
advisory_suba_dd_2_8_daily_step5_cost10bps,last_5y,2021-05-10,2026-05-08,1300,0.3877441428194017,0.100185943245335,3.870244969096065,-0.06775777661596216,4.136536348353452,Sub-A,0.02,0.08,daily,0.05,10,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.3877441428194017,0.100185943245335,3.870244969096065
advisory_suba_dd_2_8_daily_step5_cost10bps,last_3y,2023-05-08,2026-05-08,781,0.5274454732283547,0.10849391136093477,4.861521412696263,-0.06775777661596216,2.5647006464722057,Sub-A,0.02,0.08,daily,0.05,10,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.5274454732283547,0.10849391136093477,4.861521412696263
advisory_suba_dd_2_8_daily_step5_cost10bps,last_1y,2025-05-08,2026-05-08,260,0.6036647438551141,0.11183913139652554,5.397616525783103,-0.053697757587778616,0.6031464175168573,Sub-A,0.02,0.08,daily,0.05,10,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.6036647438551141,0.11183913139652554,5.397616525783103
advisory_suba_dd_2_8_daily_step5_cost20bps,full,2011-12-09,2026-05-08,3743,0.30581050117277164,0.09407551724353572,3.2506916797609744,-0.07111393317531634,45.78107675048597,Sub-A,0.02,0.08,daily,0.05,20,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.30581050117277164,0.09407551724353572,3.2506916797609744
advisory_suba_dd_2_8_daily_step5_cost20bps,last_10y,2016-05-09,2026-05-08,2597,0.3400267841023388,0.09750893616100514,3.4871345898071553,-0.06775777661596205,17.647162846154778,Sub-A,0.02,0.08,daily,0.05,20,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.3400267841023388,0.09750893616100514,3.4871345898071553
advisory_suba_dd_2_8_daily_step5_cost20bps,last_5y,2021-05-10,2026-05-08,1300,0.3851636372277567,0.1001974423627189,3.8440465958546963,-0.06775777661596194,4.089015112660343,Sub-A,0.02,0.08,daily,0.05,20,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.3851636372277567,0.1001974423627189,3.8440465958546963
advisory_suba_dd_2_8_daily_step5_cost20bps,last_3y,2023-05-08,2026-05-08,781,0.5253657928628486,0.1084781536857202,4.843056182398931,-0.06775777661596205,2.550156688067503,Sub-A,0.02,0.08,daily,0.05,20,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.5253657928628486,0.1084781536857202,4.843056182398931
advisory_suba_dd_2_8_daily_step5_cost20bps,last_1y,2025-05-08,2026-05-08,260,0.5996621231392418,0.11185464369971708,5.361083843323338,-0.05407872649943557,0.5991478258433514,Sub-A,0.02,0.08,daily,0.05,20,0.09496393267432542,0.15000000000000002,258,26.100000000000012,0.5996621231392418,0.11185464369971708,5.361083843323338
advisory_suba_dd_2_8_weekly_step2_cost0bps,full,2011-12-09,2026-05-08,3743,0.30917659957693,0.09335929886133118,3.3116851063348007,-0.0743486106723541,47.54941427951309,Sub-A,0.02,0.08,weekly,0.025,0,0.09739513759016832,0.1,117,6.000000000000002,0.30917659957693,0.09335929886133118,3.3116851063348007
advisory_suba_dd_2_8_weekly_step2_cost0bps,last_10y,2016-05-09,2026-05-08,2597,0.3427979051947867,0.09678138762088599,3.5419817138559906,-0.0677577766159616,18.036225447086224,Sub-A,0.02,0.08,weekly,0.025,0,0.09739513759016832,0.1,117,6.000000000000002,0.3427979051947867,0.09678138762088599,3.5419817138559906
advisory_suba_dd_2_8_weekly_step2_cost0bps,last_5y,2021-05-10,2026-05-08,1300,0.38753433487142397,0.09936139083535982,3.9002507071741976,-0.0677577766159616,4.132659432350339,Sub-A,0.02,0.08,weekly,0.025,0,0.09739513759016832,0.1,117,6.000000000000002,0.38753433487142397,0.09936139083535982,3.9002507071741976
advisory_suba_dd_2_8_weekly_step2_cost0bps,last_3y,2023-05-08,2026-05-08,781,0.5221114678803433,0.10757082079148358,4.8536532866325315,-0.0677577766159615,2.527477496653028,Sub-A,0.02,0.08,weekly,0.025,0,0.09739513759016832,0.1,117,6.000000000000002,0.5221114678803433,0.10757082079148358,4.8536532866325315
advisory_suba_dd_2_8_weekly_step2_cost0bps,last_1y,2025-05-08,2026-05-08,260,0.6036254456222858,0.11301575478097947,5.341073435222289,-0.05647979307319362,0.6031071588749055,Sub-A,0.02,0.08,weekly,0.025,0,0.09739513759016832,0.1,117,6.000000000000002,0.6036254456222858,0.11301575478097947,5.341073435222289
advisory_suba_dd_2_8_weekly_step2_cost5bps,full,2011-12-09,2026-05-08,3743,0.3089049143119216,0.09335510143077662,3.308923771466056,-0.07439490209538546,47.4044125407452,Sub-A,0.02,0.08,weekly,0.025,5,0.09739513759016832,0.1,117,6.000000000000002,0.3089049143119216,0.09335510143077662,3.308923771466056
advisory_suba_dd_2_8_weekly_step2_cost5bps,last_10y,2016-05-09,2026-05-08,2597,0.34257359287192,0.09677816289299768,3.5397819366615266,-0.06775777661596172,18.004462658041916,Sub-A,0.02,0.08,weekly,0.025,5,0.09739513759016832,0.1,117,6.000000000000002,0.34257359287192,0.09677816289299768,3.5397819366615266
advisory_suba_dd_2_8_weekly_step2_cost5bps,last_5y,2021-05-10,2026-05-08,1300,0.38723669661021853,0.09935682565261791,3.8974342634910397,-0.06775777661596172,4.12716356749332,Sub-A,0.02,0.08,weekly,0.025,5,0.09739513759016832,0.1,117,6.000000000000002,0.38723669661021853,0.09935682565261791,3.8974342634910397
advisory_suba_dd_2_8_weekly_step2_cost5bps,last_3y,2023-05-08,2026-05-08,781,0.5218840417374693,0.10756811020831258,4.8516613402132585,-0.06775777661596172,2.525896199112965,Sub-A,0.02,0.08,weekly,0.025,5,0.09739513759016832,0.1,117,6.000000000000002,0.5218840417374693,0.10756811020831258,4.8516613402132585
advisory_suba_dd_2_8_weekly_step2_cost5bps,last_1y,2025-05-08,2026-05-08,260,0.6032256578583832,0.11301242691507404,5.337693157511713,-0.05650321914285916,0.6027077738384561,Sub-A,0.02,0.08,weekly,0.025,5,0.09739513759016832,0.1,117,6.000000000000002,0.6032256578583832,0.11301242691507404,5.337693157511713
advisory_suba_dd_2_8_weekly_step2_cost10bps,full,2011-12-09,2026-05-08,3743,0.3086332783199537,0.0933509589016486,3.3061607716865473,-0.07444119236088342,47.25984009841405,Sub-A,0.02,0.08,weekly,0.025,10,0.09739513759016832,0.1,117,6.000000000000002,0.3086332783199537,0.0933509589016486,3.3061607716865473
advisory_suba_dd_2_8_weekly_step2_cost10bps,last_10y,2016-05-09,2026-05-08,2597,0.34234931226297305,0.09677498024739047,3.5375808022673763,-0.06775777661596205,17.972752053249238,Sub-A,0.02,0.08,weekly,0.025,10,0.09739513759016832,0.1,117,6.000000000000002,0.34234931226297305,0.09677498024739047,3.5375808022673763
advisory_suba_dd_2_8_weekly_step2_cost10bps,last_5y,2021-05-10,2026-05-08,1300,0.3869391147813761,0.09935231103826682,3.8946161466978007,-0.06775777661596205,4.1216734506917305,Sub-A,0.02,0.08,weekly,0.025,10,0.09739513759016832,0.1,117,6.000000000000002,0.3869391147813761,0.09935231103826682,3.8946161466978007
advisory_suba_dd_2_8_weekly_step2_cost10bps,last_3y,2023-05-08,2026-05-08,781,0.5216566439112142,0.10756543260926049,4.849668069538391,-0.06775777661596183,2.52431557107106,Sub-A,0.02,0.08,weekly,0.025,10,0.09739513759016832,0.1,117,6.000000000000002,0.5216566439112142,0.10756543260926049,4.849668069538391
advisory_suba_dd_2_8_weekly_step2_cost10bps,last_1y,2025-05-08,2026-05-08,260,0.602825959804512,0.11300915088459039,5.334311027786969,-0.056526645212524484,0.602308478353524,Sub-A,0.02,0.08,weekly,0.025,10,0.09739513759016832,0.1,117,6.000000000000002,0.602825959804512,0.11300915088459039,5.334311027786969
advisory_suba_dd_2_8_weekly_step2_cost20bps,full,2011-12-09,2026-05-08,3743,0.30809015412448937,0.09334283857681318,3.3006297946570107,-0.07453376941927892,46.971978067483995,Sub-A,0.02,0.08,weekly,0.025,20,0.09739513759016832,0.1,117,6.000000000000002,0.30809015412448937,0.09334283857681318,3.3006297946570107
advisory_suba_dd_2_8_weekly_step2_cost20bps,last_10y,2016-05-09,2026-05-08,2597,0.3419008461721287,0.09676874121957287,3.5331744720781213,-0.06775777661596227,17.909487058952543,Sub-A,0.02,0.08,weekly,0.025,20,0.09739513759016832,0.1,117,6.000000000000002,0.3419008461721287,0.09676874121957287,3.5331744720781213
advisory_suba_dd_2_8_weekly_step2_cost20bps,last_5y,2021-05-10,2026-05-08,1300,0.3863441203835991,0.09934343354223658,3.8889749086369365,-0.06775777661596216,4.110710437785295,Sub-A,0.02,0.08,weekly,0.025,20,0.09739513759016832,0.1,117,6.000000000000002,0.3863441203835991,0.09934343354223658,3.8889749086369365
advisory_suba_dd_2_8_weekly_step2_cost20bps,last_3y,2023-05-08,2026-05-08,781,0.5212019331972744,0.10756017637333526,4.8456775618162995,-0.06775777661596216,2.521156322414633,Sub-A,0.02,0.08,weekly,0.025,20,0.09739513759016832,0.1,117,6.000000000000002,0.5212019331972744,0.10756017637333526,4.8456775618162995
advisory_suba_dd_2_8_weekly_step2_cost20bps,last_1y,2025-05-08,2026-05-08,260,0.6020268327552893,0.1130027543478491,5.327541228792609,-0.05657349735185546,0.6015101559668246,Sub-A,0.02,0.08,weekly,0.025,20,0.09739513759016832,0.1,117,6.000000000000002,0.6020268327552893,0.1130027543478491,5.327541228792609
advisory_suba_dd_2_8_weekly_step5_cost0bps,full,2011-12-09,2026-05-08,3743,0.314505363171079,0.09419190872707434,3.338984923666572,-0.06993954727533391,50.47646247341915,Sub-A,0.02,0.08,weekly,0.05,0,0.09479027518033664,0.1,117,12.000000000000005,0.314505363171079,0.09419190872707434,3.338984923666572
advisory_suba_dd_2_8_weekly_step5_cost0bps,last_10y,2016-05-09,2026-05-08,2597,0.347360110581417,0.09760658481697054,3.558777425035187,-0.06775777661596205,18.69269234328586,Sub-A,0.02,0.08,weekly,0.05,0,0.09479027518033664,0.1,117,12.000000000000005,0.347360110581417,0.09760658481697054,3.558777425035187
advisory_suba_dd_2_8_weekly_step5_cost0bps,last_5y,2021-05-10,2026-05-08,1300,0.39264924917365307,0.09987263946409462,3.9314996707863625,-0.06775777661596205,4.227844461050019,Sub-A,0.02,0.08,weekly,0.05,0,0.09479027518033664,0.1,117,12.000000000000005,0.39264924917365307,0.09987263946409462,3.9314996707863625
advisory_suba_dd_2_8_weekly_step5_cost0bps,last_3y,2023-05-08,2026-05-08,781,0.5300195665890921,0.10824476607836718,4.896491403615468,-0.06775777661596194,2.5827571602295483,Sub-A,0.02,0.08,weekly,0.05,0,0.09479027518033664,0.1,117,12.000000000000005,0.5300195665890921,0.10824476607836718,4.896491403615468
advisory_suba_dd_2_8_weekly_step5_cost0bps,last_1y,2025-05-08,2026-05-08,260,0.6172435767784954,0.11298985558742945,5.462822954941152,-0.055893910325107155,0.6167115311769074,Sub-A,0.02,0.08,weekly,0.05,0,0.09479027518033664,0.1,117,12.000000000000005,0.6172435767784954,0.11298985558742945,5.462822954941152
advisory_suba_dd_2_8_weekly_step5_cost5bps,full,2011-12-09,2026-05-08,3743,0.3139598583895029,0.09418348827355084,3.3334915083801473,-0.07003256154617554,50.169445536363405,Sub-A,0.02,0.08,weekly,0.05,5,0.09479027518033664,0.1,117,12.000000000000005,0.3139598583895029,0.09418348827355084,3.3334915083801473
advisory_suba_dd_2_8_weekly_step5_cost5bps,last_10y,2016-05-09,2026-05-08,2597,0.34691000270033756,0.09760020764593592,3.554398203319631,-0.06775777661596183,18.62703139508096,Sub-A,0.02,0.08,weekly,0.05,5,0.09479027518033664,0.1,117,12.000000000000005,0.34691000270033756,0.09760020764593592,3.554398203319631
advisory_suba_dd_2_8_weekly_step5_cost5bps,last_5y,2021-05-10,2026-05-08,1300,0.3920518512281599,0.09986355058078072,3.925875346391022,-0.06775777661596172,4.216655050158713,Sub-A,0.02,0.08,weekly,0.05,5,0.09479027518033664,0.1,117,12.000000000000005,0.3920518512281599,0.09986355058078072,3.925875346391022
advisory_suba_dd_2_8_weekly_step5_cost5bps,last_3y,2023-05-08,2026-05-08,781,0.5295623730939281,0.10823950075341823,4.892505687921924,-0.06775777661596194,2.5795456379789576,Sub-A,0.02,0.08,weekly,0.05,5,0.09479027518033664,0.1,117,12.000000000000005,0.5295623730939281,0.10823950075341823,4.892505687921924
advisory_suba_dd_2_8_weekly_step5_cost5bps,last_1y,2025-05-08,2026-05-08,260,0.6164373154641996,0.11298330809511067,5.456003420835185,-0.05594079213564451,0.6159060866456543,Sub-A,0.02,0.08,weekly,0.05,5,0.09479027518033664,0.1,117,12.000000000000005,0.6164373154641996,0.11298330809511067,5.456003420835185
advisory_suba_dd_2_8_weekly_step5_cost10bps,full,2011-12-09,2026-05-08,3743,0.3134145514511044,0.09417528549911833,3.3279915191129272,-0.07012557116566964,49.86424378946516,Sub-A,0.02,0.08,weekly,0.05,10,0.09479027518033664,0.1,117,12.000000000000005,0.3134145514511044,0.09417528549911833,3.3279915191129272
advisory_suba_dd_2_8_weekly_step5_cost10bps,last_10y,2016-05-09,2026-05-08,2597,0.34646002208573634,0.09759399740099989,3.5500136413326864,-0.06775777661596183,18.561586024303228,Sub-A,0.02,0.08,weekly,0.05,10,0.09479027518033664,0.1,117,12.000000000000005,0.34646002208573634,0.09759399740099989,3.5500136413326864
advisory_suba_dd_2_8_weekly_step5_cost10bps,last_5y,2021-05-10,2026-05-08,1300,0.3914546797945311,0.09985466296114633,3.9202443650212606,-0.06775777661596183,4.205489032696944,Sub-A,0.02,0.08,weekly,0.05,10,0.09479027518033664,0.1,117,12.000000000000005,0.3914546797945311,0.09985466296114633,3.9202443650212606
advisory_suba_dd_2_8_weekly_step5_cost10bps,last_3y,2023-05-08,2026-05-08,781,0.5291052934455756,0.10823436656496764,4.888514713374151,-0.06775777661596194,2.576336834681497,Sub-A,0.02,0.08,weekly,0.05,10,0.09479027518033664,0.1,117,12.000000000000005,0.5291052934455756,0.10823436656496764,4.888514713374151
advisory_suba_dd_2_8_weekly_step5_cost10bps,last_1y,2025-05-08,2026-05-08,260,0.6156314159526763,0.11297696801633515,5.449176294620185,-0.05598767394618143,0.6151010032758535,Sub-A,0.02,0.08,weekly,0.05,10,0.09479027518033664,0.1,117,12.000000000000005,0.6156314159526763,0.11297696801633515,5.449176294620185
advisory_suba_dd_2_8_weekly_step5_cost20bps,full,2011-12-09,2026-05-08,3743,0.31232453085772405,0.09415953321357598,3.3169719538572746,-0.07031157645062358,49.25924337620946,Sub-A,0.02,0.08,weekly,0.05,20,0.09479027518033664,0.1,117,12.000000000000005,0.31232453085772405,0.09415953321357598,3.3169719538572746
advisory_suba_dd_2_8_weekly_step5_cost20bps,last_10y,2016-05-09,2026-05-08,2597,0.3455604425378993,0.09758207781604733,3.541228576719977,-0.0677577766159616,18.431339230138935,Sub-A,0.02,0.08,weekly,0.05,20,0.09479027518033664,0.1,117,12.000000000000005,0.3455604425378993,0.09758207781604733,3.541228576719977
advisory_suba_dd_2_8_weekly_step5_cost20bps,last_5y,2021-05-10,2026-05-08,1300,0.3902610161644675,0.0998374917266989,3.908962549187346,-0.0677577766159616,4.183226987173253,Sub-A,0.02,0.08,weekly,0.05,20,0.09479027518033664,0.1,117,12.000000000000005,0.3902610161644675,0.0998374917266989,3.908962549187346
