date,dbc_126d_mom,tlt_126d_mom,uup_126d_mom,inflation_pressure,hy_oas_lag1,hy_oas_ma252,hy_oas_sd252,hy_oas_63d_change,credit_stress,macro_stress_or,macro_stress_and
2015-10-13,-0.13717796034456664,0.06820721650410277,-0.012810342890866577,False,,,,,False,False,False
2015-10-14,-0.13831567395275235,0.08706871584525966,-0.015700365534547234,False,,,,,False,False,False
2015-10-15,-0.13280814919884554,0.05945706012848495,-0.012043341621492454,False,,,,,False,False,False
2015-10-16,-0.1233655428468785,0.059798904844348355,-0.009642452843775073,False,,,,,False,False,False
2015-10-17,-0.1233655428468785,0.059798904844348355,-0.009642452843775073,False,,,,,False,False,False
2015-10-18,-0.1233655428468785,0.059798904844348355,-0.009642452843775073,False,,,,,False,False,False
2015-10-19,-0.13535121955493346,0.05519155110187435,-0.006031493207684924,False,,,,,False,False,False
2015-10-20,-0.13610470637411598,0.040511766027757634,-0.008828167237959206,False,,,,,False,False,False
2015-10-21,-0.14593972352061768,0.059029826568232746,0.001214508734498354,False,,,,,False,False,False
2015-10-22,-0.1431004454896091,0.06605612314843157,0.01909021213953732,False,,,,,False,False,False
2015-10-23,-0.14040121725788068,0.04355860876302042,0.02512145216023609,False,,,,,False,False,False
2015-10-24,-0.14040121725788068,0.04355860876302042,0.02512145216023609,False,,,,,False,False,False
2015-10-25,-0.14040121725788068,0.04355860876302042,0.02512145216023609,False,,,,,False,False,False
2015-10-26,-0.14563105983026692,0.07238782793947074,0.01981395937129693,False,,,,,False,False,False
2015-10-27,-0.15970650481848547,0.08155865897565895,0.00879297408902402,False,,,,,False,False,False
2015-10-28,-0.13977274664608208,0.06799864584339455,0.01922302707151924,False,,,,,False,False,False
2015-10-29,-0.1458570072271662,0.05470472887709121,0.01644594648059039,False,,,,,False,False,False
2015-10-30,-0.141243002663476,0.07474899466537144,0.009999942464508083,False,,,,,False,False,False
2015-10-31,-0.141243002663476,0.07474899466537144,0.009999942464508083,False,,,,,False,False,False
2015-11-01,-0.141243002663476,0.07474899466537144,0.009999942464508083,False,,,,,False,False,False
2015-11-02,-0.14188433845084225,0.042223285277546596,0.014883487014626384,False,,,,,False,False,False
2015-11-03,-0.14500020116434675,0.04089305573073321,0.010786923864965381,False,,,,,False,False,False
2015-11-04,-0.14904388503818888,0.05635738630799625,0.011097777376790408,False,,,,,False,False,False
2015-11-05,-0.15436617924569684,0.05011440462161665,0.014302870016847491,False,,,,,False,False,False
2015-11-06,-0.1594366334309345,0.03472345957951939,0.026221625999696574,False,,,,,False,False,False
2015-11-07,-0.1594366334309345,0.03472345957951939,0.026221625999696574,False,,,,,False,False,False
2015-11-08,-0.1594366334309345,0.03472345957951939,0.026221625999696574,False,,,,,False,False,False
2015-11-09,-0.13861389781242106,0.01017468231898433,0.022204629317805757,False,,,,,False,False,False
2015-11-10,-0.1353251323908813,0.003733308611709063,0.02173924225796231,False,,,,,False,False,False
2015-11-11,-0.1400824473682638,-0.006957927508127848,0.0230158277870951,False,,,,,False,False,False
2015-11-12,-0.162303637436241,0.01787551495034778,0.015427188324121266,False,,,,,False,False,False
2015-11-13,-0.1725535241752243,0.04018768260151595,0.026294753238304436,False,,,,,False,False,False
2015-11-14,-0.1725535241752243,0.04018768260151595,0.026294753238304436,False,,,,,False,False,False
2015-11-15,-0.1725535241752243,0.04018768260151595,0.026294753238304436,False,,,,,False,False,False
2015-11-16,-0.1689814559440196,0.04246637174852563,0.02169618105279092,False,,,,,False,False,False
2015-11-17,-0.17886176571718937,0.04079065368202395,0.024891437394248594,False,,,,,False,False,False
2015-11-18,-0.16568749906384594,0.032027201337724964,0.020456418960853817,False,,,,,False,False,False
2015-11-19,-0.1617474416020983,0.03178129737046964,0.007824627303632203,False,,,,,False,False,False
2015-11-20,-0.1584569133809075,0.0233360895123238,0.012490335358170013,False,,,,,False,False,False
2015-11-21,-0.1584569133809075,0.0233360895123238,0.012490335358170013,False,,,,,False,False,False
2015-11-22,-0.1584569133809075,0.0233360895123238,0.012490335358170013,False,,,,,False,False,False
2015-11-23,-0.13811816662405385,0.030820915451953868,0.013655901602893872,False,,,,,False,False,False
2015-11-24,-0.12792788447076608,0.025186285963121335,0.018860471713194826,False,,,,,False,False,False
2015-11-25,-0.11639240295758269,0.02120443556425422,0.01842419009092966,False,,,,,False,False,False
2015-11-26,-0.10878918949050032,0.008638385104972057,0.022432059981280172,False,,,,,False,False,False
2015-11-27,-0.11524167959631537,0.005148429416575118,0.02239680455245785,False,,,,,False,False,False
2015-11-28,-0.11524167959631537,0.005148429416575118,0.02239680455245785,False,,,,,False,False,False
2015-11-29,-0.11524167959631537,0.005148429416575118,0.02239680455245785,False,,,,,False,False,False
2015-11-30,-0.10360067846790755,0.0037620115017831246,0.032871186679759745,False,,,,,False,False,False
2015-12-01,-0.10087718740259632,0.02479352460720241,0.027305064501148335,False,,,,,False,False,False
2015-12-02,-0.12242349267108177,0.0289489176311315,0.024006187609165286,False,,,,,False,False,False
2015-12-03,-0.10909092966473843,-0.0066737214935796985,-0.004312038776576377,False,,,,,False,False,False
2015-12-04,-0.09790198908089454,-0.005309067163187797,0.005898583402659918,False,,,,,False,False,False
2015-12-05,-0.09790198908089454,-0.005309067163187797,0.005898583402659918,False,,,,,False,False,False
2015-12-06,-0.09790198908089454,-0.005309067163187797,0.005898583402659918,False,,,,,False,False,False
2015-12-07,-0.10924366867987823,-0.006119151989973037,0.006669337662101427,False,,,,,False,False,False
2015-12-08,-0.11889451274051543,0.002320904726981876,-0.0015612250826908536,False,,,,,False,False,False
2015-12-09,-0.11483871033474902,0.008823394073256052,-0.011714249620908057,False,,,,,False,False,False
2015-12-10,-0.11749515055049276,0.001260022375613623,-0.004303692403723858,False,,,,,False,False,False
2015-12-11,-0.12313677658849875,0.003869795451673985,-0.00666131843056017,False,,,,,False,False,False
2015-12-12,-0.12313677658849875,0.003869795451673985,-0.00666131843056017,False,,,,,False,False,False
2015-12-13,-0.12313677658849875,0.003869795451673985,-0.00666131843056017,False,,,,,False,False,False
2015-12-14,-0.14720818613605047,0.003318329369394357,0.0,False,,,,,False,False,False
2015-12-15,-0.1376206532792288,-0.01818651526044368,0.00551202080942681,False,,,,,False,False,False
2015-12-16,-0.1387097452651539,-0.014919005362319049,0.016315333722611403,False,,,,,False,False,False
2015-12-17,-0.14387561289269857,-0.0005593511922638017,0.024235181787447768,False,,,,,False,False,False
2015-12-18,-0.13437700743112835,0.0026345496243553868,0.015451637647807992,False,,,,,False,False,False
2015-12-19,-0.13437700743112835,0.0026345496243553868,0.015451637647807992,False,,,,,False,False,False
2015-12-20,-0.13437700743112835,0.0026345496243553868,0.015451637647807992,False,,,,,False,False,False
2015-12-21,-0.13490514585237534,-0.0021168815582415235,0.01028494274050784,False,,,,,False,False,False
2015-12-22,-0.13429885996744828,-0.0014674019634595137,0.006314174867117162,False,,,,,False,False,False
2015-12-23,-0.10852196200555253,-0.018668870113088598,0.014297097673848347,False,,,,,False,False,False
2015-12-24,-0.1108896840654846,-0.02291482463896255,0.017571808806246647,False,,,,,False,False,False
2015-12-25,-0.09588123342952404,-0.025852204127508438,0.027419398197265243,False,,,,,False,False,False
2015-12-26,-0.09588123342952404,-0.025852204127508438,0.027419398197265243,False,,,,,False,False,False
2015-12-27,-0.09588123342952404,-0.025852204127508438,0.027419398197265243,False,,,,,False,False,False
2015-12-28,-0.08587243681988,-0.022664732561200496,0.04346044235722646,False,,,,,False,False,False
2015-12-29,-0.07448283384020549,-0.023208654582584698,0.039087961509135516,False,,,,,False,False,False
2015-12-30,-0.07772378585695228,-0.004976983712291383,0.026548699387047403,False,,,,,False,False,False
2015-12-31,-0.10515749730573642,-0.0010746521990934177,0.025179946711791912,False,,,,,False,False,False
2016-01-01,-0.1279373554626433,-0.0040138099103704805,0.021912370167194162,False,,,,,False,False,False
2016-01-02,-0.1279373554626433,-0.0040138099103704805,0.021912370167194162,False,,,,,False,False,False
2016-01-03,-0.1279373554626433,-0.0040138099103704805,0.021912370167194162,False,,,,,False,False,False
2016-01-04,-0.1548756717910419,0.010939017593303513,0.025139754385050672,False,,,,,False,False,False
2016-01-05,-0.13447598170473718,-0.00034212401043176577,0.03733429486732964,False,,,,,False,False,False
2016-01-06,-0.1555554654446646,0.0219207505508352,0.029153255186357363,False,,,,,False,False,False
2016-01-07,-0.16493506350814924,0.018786648032416142,0.013911000522693673,False,,,,,False,False,False
2016-01-08,-0.15844835450078798,0.014090685670930192,0.01711112167033524,False,,,,,False,False,False
2016-01-09,-0.15844835450078798,0.014090685670930192,0.01711112167033524,False,,,,,False,False,False
2016-01-10,-0.15844835450078798,0.014090685670930192,0.01711112167033524,False,,,,,False,False,False
2016-01-11,-0.1814596087883561,0.0029925965658461617,0.02188630362540067,False,,,,,False,False,False
2016-01-12,-0.19255858659400182,0.032696730369127014,0.027156406924121468,False,,,,,False,False,False
2016-01-13,-0.18650781216660983,0.03789560789786961,0.025559110674904684,False,,,,,False,False,False
2016-01-14,-0.1914754036275348,0.03516905902194534,0.03247782484049955,False,,,,,False,False,False
2016-01-15,-0.20748525346850866,0.04472295091354961,0.034635534359725995,False,,,,,False,False,False
2016-01-16,-0.20748525346850866,0.04472295091354961,0.034635534359725995,False,,,,,False,False,False
2016-01-17,-0.20748525346850866,0.04472295091354961,0.034635534359725995,False,,,,,False,False,False
2016-01-18,-0.19747349536433723,0.04309045593701,0.03421919554089947,False,,,,,False,False,False
2016-01-19,-0.20675947514346993,0.060172950596459884,0.03207694541411876,False,,,,,False,False,False
2016-01-20,-0.22555407766867497,0.07539415512485093,0.03538384211625534,False,,,,,False,False,False
2016-01-21,-0.20997369053121884,0.05521385341827356,0.04510347810412285,False,,,,,False,False,False
2016-01-22,-0.173884182023318,0.03526096197222839,0.04022540229121829,False,,,,,False,False,False
2016-01-23,-0.173884182023318,0.03526096197222839,0.04022540229121829,False,,,,,False,False,False
2016-01-24,-0.173884182023318,0.03526096197222839,0.04022540229121829,False,,,,,False,False,False
2016-01-25,-0.2009222009349081,0.05812347137793217,0.030787714820567524,False,,,,,False,False,False
2016-01-26,-0.18025179837292382,0.04411001578541218,0.024283419445458865,False,,,,,False,False,False
2016-01-27,-0.16366074902179484,0.04394714182362902,0.023487223878741137,False,,,,,False,False,False
2016-01-28,-0.1593624578891426,0.0383602891672683,0.021964874983165794,False,,,,,False,False,False
2016-01-29,-0.15643555863907077,0.05629521427571671,0.031100421190985328,False,,,,,False,False,False
2016-01-30,-0.15643555863907077,0.05629521427571671,0.031100421190985328,False,,,,,False,False,False
2016-01-31,-0.15643555863907077,0.05629521427571671,0.031100421190985328,False,,,,,False,False,False
2016-02-01,-0.16064248173868612,0.03534206494629455,0.02554900068923005,False,,,,,False,False,False
2016-02-02,-0.1808511859068952,0.051572919746462276,0.02638946984620061,False,,,,,False,False,False
2016-02-03,-0.16633663572752255,0.046481899096376234,0.005179304032669307,False,,,,,False,False,False
2016-02-04,-0.1621262622817874,0.047084778677584094,-0.0011958122819503147,False,,,,,False,False,False
2016-02-05,-0.1729372545104042,0.041994430445157604,0.005593226538627594,False,,,,,False,False,False
2016-02-06,-0.1729372545104042,0.041994430445157604,0.005593226538627594,False,,,,,False,False,False
2016-02-07,-0.1729372545104042,0.041994430445157604,0.005593226538627594,False,,,,,False,False,False
2016-02-08,-0.18762213987929477,0.07905865328776374,0.0027954963868443983,False,,,,,False,False,False
2016-02-09,-0.22364213959364598,0.07556734859473346,0.0024125054795243184,False,,,,,False,False,False
2016-02-10,-0.22087060677034276,0.0886634726341391,-0.0008032303062095458,False,,,,,False,False,False
2016-02-11,-0.21478656720592082,0.10554709034423793,-0.0012077557774431424,False,,,,,False,False,False
2016-02-12,-0.2068529056899312,0.08434770717158013,0.008090605770229908,False,,,,,False,False,False
2016-02-13,-0.2068529056899312,0.08434770717158013,0.008090605770229908,False,,,,,False,False,False
2016-02-14,-0.2068529056899312,0.08434770717158013,0.008090605770229908,False,,,,,False,False,False
2016-02-15,-0.1940684241738475,0.07616242164809628,0.00890679793972593,False,,,,,False,False,False
2016-02-16,-0.1979234247789573,0.06297556780509961,0.019464773358010445,False,,,,,False,False,False
2016-02-17,-0.18317152571399198,0.04727564469164913,0.02781180980099851,False,,,,,False,False,False
2016-02-18,-0.18559377312916858,0.06537228715977084,0.021535869876714298,False,,,,,False,False,False
2016-02-19,-0.1932554669684876,0.06592359455981467,0.017038632552414112,False,,,,,False,False,False
2016-02-20,-0.1932554669684876,0.06592359455981467,0.017038632552414112,False,,,,,False,False,False
2016-02-21,-0.1932554669684876,0.06592359455981467,0.017038632552414112,False,,,,,False,False,False
2016-02-22,-0.16578600286968248,0.06828477318378234,0.021844672523869457,False,,,,,False,False,False
2016-02-23,-0.1786421173249536,0.07924548145130172,0.023076867615682506,False,,,,,False,False,False
2016-02-24,-0.16090427955504538,0.06651789868990954,0.022644683264237075,False,,,,,False,False,False
2016-02-25,-0.16434725211308354,0.06852943480514795,0.007174054704521815,False,,,,,False,False,False
2016-02-26,-0.16066662936665788,0.06732854150940382,0.005533807429349169,False,,,,,False,False,False
2016-02-27,-0.16066662936665788,0.06732854150940382,0.005533807429349169,False,,,,,False,False,False
2016-02-28,-0.16066662936665788,0.06732854150940382,0.005533807429349169,False,,,,,False,False,False
2016-02-29,-0.14772725301974643,0.06490573843163161,0.010705750073328968,False,,,,,False,False,False
2016-03-01,-0.14304903580799733,0.04354686144744213,0.010301152070397945,False,,,,,False,False,False
2016-03-02,-0.1525758969024329,0.05208363794195092,0.0011788075168805978,False,,,,,False,False,False
2016-03-03,-0.14285720710153205,0.0729885705080211,-0.0007892831209912465,False,,,,,False,False,False
2016-03-04,-0.1348683966407428,0.05811877954738276,0.0,False,,,,,False,False,False
2016-03-05,-0.1348683966407428,0.05811877954738276,0.0,False,,,,,False,False,False
2016-03-06,-0.1348683966407428,0.05811877954738276,0.0,False,,,,,False,False,False
2016-03-07,-0.11441794382616977,0.06267369909144027,-0.001189086359071001,False,,,,,False,False,False
2016-03-08,-0.14165035648583746,0.08329414517107847,-0.003557299376355849,False,,,,,False,False,False
2016-03-09,-0.11368146123386791,0.07546454040316108,-0.011368069683563409,False,,,,,False,False,False
2016-03-10,-0.10792804301132486,0.07389059354156324,-0.021935093493511304,False,,,,,False,False,False
2016-03-11,-0.09919569282138663,0.07885262045177321,-0.03406876900750566,False,,,,,False,False,False
2016-03-12,-0.09919569282138663,0.07885262045177321,-0.03406876900750566,False,,,,,False,False,False
2016-03-13,-0.09919569282138663,0.07885262045177321,-0.03406876900750566,False,,,,,False,False,False
2016-03-14,-0.099391461701549,0.08836782553286504,-0.028316518906654098,False,,,,,False,False,False
2016-03-15,-0.10501364825492854,0.08617717698096983,-0.030174115918002564,False,,,,,False,False,False
2016-03-16,-0.08008209794958954,0.09170430335139312,-0.03801399207095313,False,,,,,False,False,False
2016-03-17,-0.056249960832482127,0.09096573107756645,-0.042462050004198115,False,,,,,False,False,False
2016-03-18,-0.04968517539833117,0.0870408881340099,-0.043478230041120725,False,,,,,False,False,False
2016-03-19,-0.04968517539833117,0.0870408881340099,-0.043478230041120725,False,,,,,False,False,False
2016-03-20,-0.04968517539833117,0.0870408881340099,-0.043478230041120725,False,,,,,False,False,False
2016-03-21,-0.05153217685694533,0.07969449874844048,-0.04555986387109823,False,,,,,False,False,False
2016-03-22,-0.029703020057932794,0.07763918125864921,-0.04433306805085324,False,,,,,False,False,False
2016-03-23,-0.054225329567849534,0.08757313596109206,-0.03932157042299267,False,,,,,False,False,False
2016-03-24,-0.059859176467438546,0.08078868244571402,-0.03222039886959027,False,,,,,False,False,False
2016-03-25,-0.05853325007060106,0.08410865852331884,-0.038935969047678154,False,,,,,False,False,False
2016-03-26,-0.05853325007060106,0.08410865852331884,-0.038935969047678154,False,,,,,False,False,False
2016-03-27,-0.05853325007060106,0.08410865852331884,-0.038935969047678154,False,,,,,False,False,False
2016-03-28,-0.06298110263009693,0.08220710655259,-0.04234030199333105,False,,,,,False,False,False
2016-03-29,-0.07988985445996988,0.09364489321371061,-0.048978026331209956,False,,,,,False,False,False
2016-03-30,-0.08206899293319891,0.07962700815537227,-0.05388763311481082,False,,,,,False,False,False
2016-03-31,-0.0834482945864704,0.08728609633848516,-0.05542731241683685,False,,,,,False,False,False
2016-04-01,-0.0854340354864831,0.09120300297679962,-0.057263573275753155,False,,,,,False,False,False
2016-04-02,-0.0854340354864831,0.09120300297679962,-0.057263573275753155,False,,,,,False,False,False
2016-04-03,-0.0854340354864831,0.09120300297679962,-0.057263573275753155,False,,,,,False,False,False
2016-04-04,-0.0923186625239526,0.0875566285841789,-0.06019929805246371,False,,,,,False,False,False
2016-04-05,-0.1045295800227587,0.08479763979400978,-0.05508471110486479,False,,,,,False,False,False
2016-04-06,-0.07544476882843532,0.07656860847623426,-0.059185126115779974,False,,,,,False,False,False
