mode,ma_window,slope_window,r2_window,r2_threshold,switch_buffer,entry_fraction,entry_wait_days,target_vol,vol_window,scale_threshold,start,end,rows,cagr,max_dd,sharpe,calmar,avg_weight,avg_turnover
formal,60,20,20,0.2,1.03,0.5,,0.275,160,0.2,2016-05-04,2026-05-06,2429,0.3460562201837456,-0.17409490657398063,1.6444489697367375,1.987744656025827,0.7267992077756897,0.23643499949219215
formal,60,20,20,0.2,1.03,0.5,,0.275,140,0.2,2016-05-04,2026-05-06,2429,0.34589266713927636,-0.17409490657397975,1.6408999075469812,1.9868052084125334,0.7264557319177005,0.23653077728645205
formal,60,20,20,0.2,1.03,0.5,,0.275,160,0.15,2016-05-04,2026-05-06,2429,0.34548278905841356,-0.1740949065739802,1.6415204779940422,1.9844508714079094,0.7251647604823506,0.23599249989083496
formal,60,20,20,0.2,1.03,0.5,,0.275,140,0.15,2016-05-04,2026-05-06,2429,0.34143537300034565,-0.17409490657398052,1.6321593832243062,1.9612025401515976,0.7182264523027075,0.2343099217602204
formal,60,20,20,0.2,1.03,0.5,,0.275,140,0.1,2016-05-04,2026-05-06,2429,0.33915628245193896,-0.17334048530218404,1.6242393598548124,1.9565901287324114,0.7191475205810086,0.23519398547855347
formal,60,20,20,0.2,1.03,0.5,,0.25,140,0.1,2016-05-04,2026-05-06,2429,0.33856695265879666,-0.17350388508773684,1.6453447028997856,1.951350844320237,0.704666067927862,0.2308361800653336
formal,60,20,20,0.2,1.03,0.5,,0.225,160,0.2,2016-05-04,2026-05-06,2429,0.33800896045682327,-0.17409490657398086,1.6605236576039801,1.941521249004421,0.69514012906859,0.22842544156924136
formal,60,20,20,0.2,1.03,0.5,,0.275,120,0.2,2016-05-04,2026-05-06,2429,0.3358166425512594,-0.17048637041122672,1.6184722795150421,1.9697565367908467,0.7132817012157696,0.2330853873769285
formal,60,20,20,0.2,1.03,0.5,,0.25,160,0.15,2016-05-04,2026-05-06,2429,0.3357676808767758,-0.17409490657397986,1.6300633403622238,1.9286473538161482,0.7073619237548266,0.23126248924867346
formal,60,20,20,0.2,1.03,0.5,,0.225,140,0.2,2016-05-04,2026-05-06,2429,0.33532923409155924,-0.17409490657398097,1.6659800171301333,1.9261289183613328,0.685897679350685,0.22476798753717311
formal,60,20,20,0.2,1.03,0.5,,0.275,100,0.2,2016-05-04,2026-05-06,2429,0.3348855566849349,-0.17409490657398063,1.6148464764363955,1.923580438251519,0.7151969300451075,0.23465145461664125
formal,60,20,20,0.2,1.03,0.5,,0.275,160,0.1,2016-05-04,2026-05-06,2429,0.3343626303944718,-0.1657630596455486,1.6530217430486056,2.017111840897724,0.700482638522606,0.2280120747592668
formal,60,20,20,0.2,1.03,0.5,,0.25,160,0.1,2016-05-04,2026-05-06,2429,0.3334879309472929,-0.16782899232864312,1.640123977018531,1.9870698519970618,0.698292780512518,0.2283667106667243
formal,60,20,20,0.2,1.03,0.5,,0.275,120,0.15,2016-05-04,2026-05-06,2429,0.33340228466728705,-0.17048637041122583,1.6195968246380699,1.9555949479310042,0.7105893257801351,0.23245773875257558
formal,60,20,20,0.2,1.03,0.5,,0.275,100,0.15,2016-05-04,2026-05-06,2429,0.33336457850302326,-0.1681058671177733,1.6313330351394169,1.983063317293211,0.7053419265375764,0.23144000065817713
formal,60,20,20,0.2,1.03,0.5,,0.275,120,0.1,2016-05-04,2026-05-06,2429,0.33248494542862495,-0.17048637041122594,1.6218117830966616,1.9502142290122446,0.7046246232397043,0.22988039605619173
formal,60,20,20,0.2,1.03,0.5,,0.225,160,0.15,2016-05-04,2026-05-06,2429,0.33207023719366036,-0.1686505327811897,1.6543685155682097,1.9689842167560443,0.6858566593338172,0.22528776279995674
formal,60,20,20,0.2,1.03,0.5,,0.25,120,0.15,2016-05-04,2026-05-06,2429,0.3315666627102085,-0.17409490657397908,1.6297888929627617,1.9045167330574035,0.7025134058052064,0.2303474826817603
formal,60,20,20,0.2,1.03,0.5,,0.275,100,0.1,2016-05-04,2026-05-06,2429,0.33156533186939874,-0.16841106369676695,1.6216949389809407,1.9687859252905124,0.7070560790156764,0.23186537271589205
formal,60,20,20,0.2,1.03,0.5,,0.25,140,0.2,2016-05-04,2026-05-06,2429,0.3314786439752666,-0.1667347534226573,1.6636313523658675,1.988059700637207,0.6839165882493067,0.22257045884066606
formal,60,20,20,0.2,1.03,0.5,,0.225,140,0.15,2016-05-04,2026-05-06,2429,0.33067297814286345,-0.17409490657398063,1.6645293795810199,1.899383414771792,0.6827241792427767,0.22352484788224167
formal,60,20,20,0.2,1.03,0.5,,0.25,120,0.1,2016-05-04,2026-05-06,2429,0.3297819113452791,-0.16751277957996458,1.6381005182529114,1.9686970282040666,0.6945834500960242,0.22768876317047487
formal,60,20,20,0.2,1.03,0.5,,0.225,140,0.1,2016-05-04,2026-05-06,2429,0.3294841588675226,-0.17409490657397997,1.6558905473608305,1.8925548446617617,0.6824842744221234,0.22420605383579176
formal,60,20,20,0.2,1.03,0.5,,0.25,120,0.2,2016-05-04,2026-05-06,2429,0.32784914507451357,-0.16217371289241045,1.6411406953224952,2.0215923976040173,0.6854907876951298,0.22486668172228794
formal,60,20,20,0.2,1.03,0.5,,0.25,140,0.15,2016-05-04,2026-05-06,2429,0.327397014929224,-0.1667347534226573,1.65281050056606,1.9635799268512582,0.6798406251770518,0.22164664002579795
formal,60,20,20,0.2,1.03,0.5,,0.225,160,0.1,2016-05-04,2026-05-06,2429,0.327135488174253,-0.16617525226007157,1.6599829458845452,1.9686173706676344,0.6791088391263443,0.22327101710231367
formal,60,20,20,0.2,1.03,0.5,,0.25,100,0.15,2016-05-04,2026-05-06,2429,0.3218185206783275,-0.17409490657397964,1.637785087621333,1.8485234692467836,0.6809301801664667,0.2233727282729102
formal,60,20,20,0.2,1.03,0.5,,0.25,100,0.1,2016-05-04,2026-05-06,2429,0.3211397505711695,-0.16767472628271018,1.6255110530948726,1.9152543599785432,0.6913135642303948,0.2277739048471986
formal,60,20,20,0.2,1.03,0.5,,0.225,100,0.15,2016-05-04,2026-05-06,2429,0.31793005866017876,-0.17409490657398063,1.6372466007506203,1.8261881689518367,0.679301169224542,0.22367024633923888
formal,60,20,20,0.2,1.03,0.5,,0.225,100,0.1,2016-05-04,2026-05-06,2429,0.31747257624601466,-0.17409490657397952,1.6370253707055844,1.823560392969386,0.6793015103470799,0.22353926486432207
formal,60,20,20,0.2,1.03,0.5,,0.225,120,0.15,2016-05-04,2026-05-06,2429,0.3172398185948735,-0.1645639090194877,1.6395981898725445,1.9277605915237823,0.6741584976554227,0.2220318674839609
formal,60,20,20,0.2,1.03,0.5,,0.225,120,0.2,2016-05-04,2026-05-06,2429,0.3159931905590039,-0.17409490657398063,1.643118564488281,1.8150628112989875,0.6627467438797346,0.21723072819540087
formal,60,20,20,0.2,1.03,0.5,,0.225,120,0.1,2016-05-04,2026-05-06,2429,0.31485365616784877,-0.16456390901948814,1.6322911293237115,1.9132606781391106,0.6731468254353038,0.221952397923326
formal,60,20,20,0.2,1.03,0.5,,0.25,100,0.2,2016-05-04,2026-05-06,2429,0.31318205980908953,-0.1676747262827103,1.6265296682784678,1.8677952649885026,0.6676830322696382,0.21887488314465
