candidate,scenario,CN_TARGET_VOL,CN_VOL_WINDOW,CN_MAX_LEV,CN_SCALE_THRESHOLD,ann_return_full,ann_vol_full,sharpe_repo_full,max_dd_full,avg_weight_full,held_day_avg_weight_full,holding_day_ratio_full,avg_turnover_full,cost_total_full,avg_scale_raw_full,cap_hit_ratio_full,ann_return_last_10y,ann_vol_last_10y,sharpe_repo_last_10y,max_dd_last_10y,avg_weight_last_10y,held_day_avg_weight_last_10y,holding_day_ratio_last_10y,avg_turnover_last_10y,cost_total_last_10y,avg_scale_raw_last_10y,cap_hit_ratio_last_10y,ann_return_last_5y,ann_vol_last_5y,sharpe_repo_last_5y,max_dd_last_5y,avg_weight_last_5y,held_day_avg_weight_last_5y,holding_day_ratio_last_5y,avg_turnover_last_5y,cost_total_last_5y,avg_scale_raw_last_5y,cap_hit_ratio_last_5y,ann_return_last_3y,ann_vol_last_3y,sharpe_repo_last_3y,max_dd_last_3y,avg_weight_last_3y,held_day_avg_weight_last_3y,holding_day_ratio_last_3y,avg_turnover_last_3y,cost_total_last_3y,avg_scale_raw_last_3y,cap_hit_ratio_last_3y,ann_return_last_1y,ann_vol_last_1y,sharpe_repo_last_1y,max_dd_last_1y,avg_weight_last_1y,held_day_avg_weight_last_1y,holding_day_ratio_last_1y,avg_turnover_last_1y,cost_total_last_1y,avg_scale_raw_last_1y,cap_hit_ratio_last_1y,recent_weighted_sharpe
tv10p0_w80_lev1p5_th0p00,target_vol_only_current_stack,0.1,80,1.5,0.0,0.20126466999233683,0.1366096081314069,1.1999757421246429,-0.16770207306474683,0.30981271260732596,0.8060651521983614,0.3843519494204426,0.1201174068669528,0.45596567646695285,0.8010190274665328,0.07539410555174778,0.21933826925932798,0.1401418841548541,1.279677382594668,-0.16770207306474716,0.3218623278562959,0.9051678675634185,0.35558302430984756,0.13023374831186746,0.31607730715290233,0.9051678675634185,0.11935110081112399,0.30904945432127073,0.16066363158134656,1.5811586040515393,-0.12429122088187539,0.31741627939337846,0.8429629700556608,0.37654830718414534,0.10870063729507495,0.13163647176433577,0.8429629700556608,0.08114035087719298,0.42533348043897545,0.1849178482288008,1.8593409470489166,-0.055703032924792506,0.2631444528629663,0.7818841324821745,0.33655172413793105,0.09735928524578812,0.07058548180319639,0.7818841324821745,0.07377049180327869,0.5827969479289736,0.12248149500679696,3.5846605785552184,-0.03960482272474897,0.39189398545761767,0.7805757251327959,0.5020576131687243,0.10879245372290201,0.026436566254665186,0.7805757251327959,0.0,1.7455359597413465
tv12p5_w80_lev1p5_th0p00,target_vol_only_current_stack,0.125,80,1.5,0.0,0.2392240088646258,0.1582859316798925,1.252952122204716,-0.18214784742991696,0.36738078512089434,0.9558447294852056,0.3843519494204426,0.14011314269724692,0.5318694896787494,0.9546958230090823,0.1549006168608636,0.2623100010280741,0.16163011834656163,1.3442997915324706,-0.18214784742991574,0.37705326857141114,1.0603803972454402,0.35558302430984756,0.14882243068044093,0.3611920392614302,1.0603803972454402,0.2410196987253766,0.36977731827680915,0.18413424316531213,1.6482997830968644,-0.14174523638164427,0.38160987624262566,1.013442017828552,0.37654830718414534,0.12798589499204108,0.15499091883536176,1.013442017828552,0.14692982456140352,0.5060541013319577,0.21051705084576136,1.9191059944874047,-0.05774394777387615,0.3158906333386268,0.9386094638135429,0.33655172413793105,0.11362271174646445,0.08237646601618673,0.9386094638135429,0.13114754098360656,0.7490151487019041,0.15192522062610322,3.5770315362652987,-0.04946691516927637,0.48882601972807443,0.97364526880264,0.5020576131687243,0.13494888544211883,0.032792579162434866,0.97364526880264,0.01639344262295082,1.802474514213805
tv15p0_w80_lev1p5_th0p00,target_vol_only_current_stack,0.15,80,1.5,0.0,0.2703320981566182,0.1760630684096461,1.2848809520519908,-0.2010470118754315,0.41839807640569826,1.0885806018067379,0.3843519494204426,0.15735407641508437,0.5973160740716603,1.0908854416568428,0.21041809458533242,0.2948844440669649,0.17752815288158463,1.3833515865577188,-0.20104701187543128,0.42363179602271334,1.191372385801999,0.35558302430984756,0.16415354086627768,0.3984006436824559,1.191372385801999,0.3105446118192352,0.413565040585385,0.1989812149766074,1.6987038384977,-0.1587316835203363,0.43794839882474523,1.1630603310894,0.37654830718414534,0.1442086395891777,0.17463666254249424,1.1630603310894,0.2324561403508772,0.5696501408210684,0.22466940653783626,1.997251668847079,-0.05927709258814551,0.3646423665280566,1.0834660480854137,0.33655172413793105,0.12801445146129375,0.09281047730943798,1.0834660480854137,0.18442622950819673,0.919355753296909,0.17909363748517584,3.5810633915907286,-0.059277092588145286,0.5812138749208634,1.1576637016866378,0.5020576131687243,0.15929964232483845,0.03870981308493575,1.1576637016866378,0.11475409836065574,1.8512034632153542
tv17p5_w80_lev1p5_th0p00,target_vol_only_current_stack,0.175,80,1.5,0.0,0.29847582111494697,0.19156087370637956,1.3107286596409287,-0.2110879187348258,0.46159269972260236,1.2009635970849888,0.3843519494204426,0.17124375530765024,0.6500412951478403,1.2061926076983114,0.32625085675119947,0.32154892396002754,0.19098624160222627,1.4060218520707715,-0.2110879187348268,0.4606094032951658,1.295363872302859,0.35558302430984756,0.1755127452661305,0.4259694327608987,1.295363872302859,0.4727694090382387,0.4521235001626658,0.21237264511622997,1.7319059200552398,-0.16652134866468438,0.48214222328502304,1.2804259482415856,0.37654830718414534,0.15547959470872758,0.18828578919226913,1.2804259482415856,0.40789473684210525,0.6239666430581468,0.23843734522777862,2.038698361106874,-0.06903539479429754,0.40395277318923334,1.2002695105007954,0.33655172413793105,0.13828656919921592,0.10025776266943154,1.2002695105007954,0.32786885245901637,1.0643566552264438,0.20063093524838008,3.581928526485198,-0.06903539479429754,0.6482856897116472,1.2912575622945104,0.5020576131687243,0.1722848592747125,0.04186522080375513,1.2912575622945104,0.3442622950819672,1.87954686716658
tv20p0_w80_lev1p5_th0p00,target_vol_only_current_stack,0.2,80,1.5,0.0,0.3205747423250409,0.20393051196819825,1.3262804058306208,-0.22134311046506927,0.4930225609911379,1.282737245731569,0.3843519494204426,0.18155801590271864,0.68919422836672,1.2900939813799996,0.45236463331048665,0.34164497063771004,0.20044223381050869,1.4243748014715527,-0.21446542966810844,0.4842336121873145,1.361801827089933,0.35558302430984756,0.1834201302062668,0.4451606560106095,1.361801827089933,0.6071842410196987,0.47776497087861514,0.22281647151447453,1.7396325865696864,-0.16489727394793552,0.5086753231184801,1.3508899480185947,0.37654830718414534,0.16260641745036214,0.19691637153238856,1.3508899480185947,0.6096491228070176,0.6636859008085607,0.2501243035726728,2.051620365725745,-0.07874186158994312,0.4290878894684854,1.274953769937098,0.33655172413793105,0.14620192777301713,0.10599639763543742,1.274953769937098,0.5614754098360656,1.1682425039876994,0.21659359146515247,3.56117854699791,-0.07874186158994323,0.6912648151785242,1.3768635253146015,0.5020576131687243,0.1859888992138826,0.04519530250897348,1.3768635253146015,0.5491803278688525,1.8894439026171763
tv22p5_w80_lev1p5_th0p00,target_vol_only_current_stack,0.225,80,1.5,0.0,0.33933572915654064,0.21416893935274858,1.3389465372089686,-0.23430294666990847,0.5166664074733122,1.3442533809243953,0.3843519494204426,0.1893306133199988,0.7186990081627154,1.3532107473760147,0.5757368060315284,0.3590598057396459,0.20813057791894196,1.4412929156306502,-0.21694505384900065,0.5000934410310818,1.4064041499217101,0.35558302430984756,0.1885169388030906,0.4575306104751009,1.4064041499217101,0.7415990730011588,0.49793123127861505,0.2312335216968484,1.7430651249455147,-0.16489727394793596,0.5239559001872953,1.3914706033482778,0.37654830718414534,0.1664821282722784,0.20160985733772915,1.3914706033482778,0.75,0.6957754982200854,0.260306644137653,2.054517281219802,-0.08839653276656412,0.44301196262617354,1.3163265282949828,0.33655172413793105,0.14997426252785384,0.10873134033269403,1.3163265282949828,0.6885245901639344,1.2347402215880758,0.22742140775198888,3.5356164793993545,-0.08839653276656423,0.7146391394660221,1.4234205810675686,0.5020576131687243,0.19123463253794462,0.04647001570672055,1.4234205810675686,0.7459016393442623,1.8945630261992679
tv25p0_w80_lev1p5_th0p00,target_vol_only_current_stack,0.25,80,1.5,0.0,0.35531185847519553,0.22227784799291975,1.3514888353215069,-0.24519060195018016,0.5340759280475447,1.3895491589228786,0.3843519494204426,0.19506806278183503,0.7404783663198458,1.399685107502447,0.6538725154215216,0.3738138372681028,0.21385794777289568,1.4587191321036375,-0.21694505384899931,0.5100451090180856,1.4343910539824958,0.35558302430984756,0.19158373562761827,0.46497372636822953,1.4343910539824958,0.8157589803012746,0.5132936598793023,0.23812870736310676,1.741855493041533,-0.16489727394793519,0.5329584120675896,1.4153785899426556,0.37654830718414534,0.16917801450287337,0.20487457556297967,1.4153785899426556,0.8267543859649122,0.7197722623884291,0.2694907474097528,2.0450716449934436,-0.0979994481049099,0.4522096363185138,1.3436556816841083,0.33655172413793105,0.1526841613390982,0.11069601697084619,1.3436556816841083,0.7377049180327869,1.263022432020132,0.23534481684614747,3.477952626500586,-0.0979994481049099,0.7293929443159353,1.4528072579407563,0.5020576131687243,0.19510797299043597,0.04741123743667594,1.4528072579407563,0.8114754098360656,1.8921715180471526
tv27p5_w80_lev1p5_th0p00,target_vol_only_current_stack,0.275,80,1.5,0.0,0.3669306530438192,0.2290066894005342,1.355652472229741,-0.2540265220257598,0.5467199639359193,1.422446184441912,0.3843519494204426,0.19927764800735823,0.7564579518359318,1.4334381034463781,0.726525017135024,0.38302272662633685,0.21879344329956923,1.46093634391755,-0.21694505384899965,0.5162448286223522,1.4518264183852247,0.35558302430984756,0.19365496116427203,0.4700005907456883,1.4518264183852247,0.8667439165701043,0.5225741464935594,0.24437098653584657,1.7278874348494726,-0.16489727394793674,0.5378465754359131,1.4283600939756376,0.37654830718414534,0.17114402010760527,0.20725540835030998,1.4283600939756376,0.8728070175438597,0.7377416530810783,0.27857950913772783,2.0236967566904682,-0.10617890613232284,0.4597685556591597,1.366115585462667,0.33655172413793105,0.15552470117284134,0.11275540835030998,1.366115585462667,0.7622950819672131,1.271454587210648,0.24151708040238526,3.4104909792576437,-0.10617890613232273,0.7399660572202695,1.4738668188895532,0.5020576131687243,0.19914465375606047,0.048392150862722694,1.4738668188895532,0.860655737704918,1.8766672379243654
tv30p0_w80_lev1p5_th0p00,target_vol_only_current_stack,0.3,80,1.5,0.0,0.3742185042286059,0.2329005762140053,1.3597202582646353,-0.2581145268826055,0.5551247713559069,1.444313661457863,0.3843519494204426,0.20215050088419004,0.7673633013563854,1.4558745654479763,0.8080877313228239,0.38686115553309297,0.22084116886034766,1.46185898002835,-0.21694505384899954,0.5196548725648001,1.4614164260889573,0.35558302430984756,0.1948301489206644,0.47285277143045257,1.4614164260889573,0.9188876013904983,0.5276739133894506,0.2467088534240694,1.7271404314508199,-0.16489727394793674,0.5409378488687089,1.4365695942544003,0.37654830718414534,0.17221986413382964,0.2085582554660677,1.4365695942544003,0.9013157894736842,0.7474674845203826,0.28198891092956185,2.0220656609921757,-0.10636936140127973,0.46493204824828493,1.3814579302459287,0.33655172413793105,0.15732173167733474,0.11405825546606771,1.3814579302459287,0.8155737704918032,1.274789762859069,0.24200882263598683,3.4101555206015957,-0.10636936140127973,0.7467857516749952,1.48745030866413,0.5020576131687243,0.2017961892323935,0.049036473983471635,1.48745030866413,0.8934426229508197,1.876324739753372
tv32p5_w80_lev1p5_th0p00,target_vol_only_current_stack,0.325,80,1.5,0.0,0.37838057180574225,0.2347435577679048,1.3638446464145204,-0.2588017819128279,0.5605009689860203,1.4583013559087954,0.3843519494204426,0.20379519456245576,0.7736065585590821,1.4702262153804027,0.858122001370802,0.3884163333203885,0.22127031563226013,1.4645457855928825,-0.21694505384899954,0.5218910695323968,1.4677052442121983,0.35558302430984756,0.19551277367655534,0.4745095017129998,1.4677052442121983,0.9304750869061413,0.5307583283342598,0.24709167411550362,1.7330734392525022,-0.16489727394793674,0.543464971225992,1.4432808775321848,0.37654830718414534,0.1729692864552331,0.2094658058972873,1.4432808775321848,0.9144736842105263,0.7533603683449188,0.28254106719794064,2.0306896501318112,-0.10636936140127962,0.46915321400645005,1.3940003285027716,0.33655172413793105,0.15857352537556865,0.11496580589728728,1.3940003285027716,0.8401639344262295,1.2803820704776943,0.24213166184887755,3.4187580642043156,-0.10636936140127973,0.7523129618166461,1.4984594239462705,0.5020576131687243,0.20329441409248922,0.04940054262447488,1.4984594239462705,0.9426229508196722,1.882061275686644
