r2_window,r2_threshold,cagr_last_1y,max_dd_last_1y,sharpe_last_1y,calmar_last_1y,avg_weight_last_1y,avg_turnover_last_1y,cagr_last_3y,max_dd_last_3y,sharpe_last_3y,calmar_last_3y,avg_weight_last_3y,avg_turnover_last_3y,cagr_last_5y,max_dd_last_5y,sharpe_last_5y,calmar_last_5y,avg_weight_last_5y,avg_turnover_last_5y,cagr_last_10y,max_dd_last_10y,sharpe_last_10y,calmar_last_10y,avg_weight_last_10y,avg_turnover_last_10y,cagr_full_common,max_dd_full_common,sharpe_full_common,calmar_full_common,avg_weight_full_common,avg_turnover_full_common,recent_weighted_sharpe,mean_recent_cagr,worst_recent_max_dd
20,0.2,1.0060285994077138,-0.0718245032646101,3.5367165126858144,14.00676027930724,0.7453512396694215,0.1797520661157025,0.4424368175727071,-0.1279218619522163,1.957572403012051,3.458648981657053,0.6495712902930443,0.1943570126426295,0.3376381843769225,-0.1771841826602938,1.6416806459718938,1.9055774579171043,0.7461477328535125,0.218886934858305,0.2924426978401615,-0.1984628124280308,1.4261365514091282,1.473539018531297,0.7621748045011207,0.2380163574600542,0.3118486500844224,-0.3252515443374694,1.3708149275376331,0.9587922194793927,0.7643187354006866,0.2375901719717381,2.004166526758622,0.5196365747993762,-0.1984628124280308
20,0.1,1.0731529103763306,-0.0675022591655739,3.5539637528272645,15.898029542152525,0.8057851239669421,0.2076446280991735,0.4428253568413907,-0.1850419203906248,1.8981771894402129,2.393108307061357,0.7074512270653187,0.2190240377743809,0.3237896415689743,-0.2305960030556911,1.522829068911398,1.4041424711545236,0.8047393312805136,0.2386458276233062,0.2812440953579105,-0.2305960030556914,1.3406158059033402,1.2196399401163387,0.8193987827932684,0.2621065919872528,0.288347918699579,-0.3251033376652313,1.261667751274502,0.8869423512240268,0.8135781855677181,0.2603738697526209,1.9315391242326543,0.5302530010361515,-0.2305960030556914
20,0.3,0.902762989938608,-0.0869945572961243,3.240800578249359,10.377235289164766,0.765495867768595,0.2014462809917355,0.4072880775210838,-0.1060805343847547,1.861466088721328,3.839423320058396,0.6387684202593892,0.1858240641346594,0.3248653577894169,-0.1464396955033876,1.6271664440855669,2.2184241552312005,0.7244800604200964,0.2044696450923659,0.2735071732884282,-0.1788841239823343,1.3788653105745718,1.5289628123479442,0.726632010329025,0.2213802613512988,0.3075947650009187,-0.3176932586586762,1.389617612079741,0.9682130691082522,0.7308035990728061,0.222065334418462,1.9139712698060027,0.4771058996343842,-0.1788841239823343
15,0.3,0.9780402344334131,-0.0676796071108473,3.420756226931311,14.451032980016493,0.7407024793388429,0.1952479338842975,0.4299088830871422,-0.1263449189163032,1.8937295793429207,3.4026606433768323,0.6418051109285753,0.1960180197402528,0.2654533874306952,-0.2149763285624901,1.3471329781350476,1.2348028697193618,0.7448971161439221,0.2279413903565483,0.1950696672941192,-0.3134642674323493,1.0239437093710495,0.6223027233437968,0.7521932963311947,0.2497484243903609,0.2078007908337806,-0.3704482756578757,0.994332890832256,0.5609441438612425,0.7477855624060747,0.25108676722858,1.8010068855626429,0.4671180430613424,-0.3134642674323493
10,0.0,1.1392593671739188,-0.0675022591655739,3.625324656729572,16.877351680622557,0.8553719008264463,0.2014462809917355,0.5213944095030942,-0.2510658206406116,1.6499926526770845,2.076723976894667,0.8120424175600014,0.2272785402224031,0.349322668838866,-0.2792927451560817,1.3278057692997294,1.2507402175579188,0.8972461116930256,0.2473175373565824,0.2696605560217717,-0.2897729132585658,1.1489989562747474,0.9305926940837024,0.9304490253777176,0.2681026744519146,0.3005865720545511,-0.3662000509559984,1.2081445979149346,0.8208261338845875,0.9232222014094482,0.2620981890418801,1.7583779896425327,0.5699092503844126,-0.2897729132585658
15,0.0,1.1392593671739188,-0.0675022591655739,3.625324656729572,16.877351680622557,0.8553719008264463,0.2014462809917355,0.5213944095030942,-0.2510658206406116,1.6499926526770845,2.076723976894667,0.8120424175600014,0.2272785402224031,0.349322668838866,-0.2792927451560817,1.3278057692997294,1.2507402175579188,0.8972461116930256,0.2473175373565824,0.2696605560217717,-0.2897729132585658,1.1489989562747474,0.9305926940837024,0.9304490253777176,0.2681026744519146,0.3005865720545511,-0.3662000509559984,1.2081445979149346,0.8208261338845875,0.9232222014094482,0.2620981890418801,1.7583779896425327,0.5699092503844126,-0.2897729132585658
20,0.0,1.1392593671739188,-0.0675022591655739,3.625324656729572,16.877351680622557,0.8553719008264463,0.2014462809917355,0.5213944095030942,-0.2510658206406116,1.6499926526770845,2.076723976894667,0.8120424175600014,0.2272785402224031,0.349322668838866,-0.2792927451560817,1.3278057692997294,1.2507402175579188,0.8972461116930256,0.2473175373565824,0.2696605560217717,-0.2897729132585658,1.1489989562747474,0.9305926940837024,0.9304490253777176,0.2681026744519146,0.3005865720545511,-0.3662000509559984,1.2081445979149346,0.8208261338845875,0.9232222014094482,0.2620981890418801,1.7583779896425327,0.5699092503844126,-0.2897729132585658
30,0.0,1.1392593671739188,-0.0675022591655739,3.625324656729572,16.877351680622557,0.8553719008264463,0.2014462809917355,0.5213944095030942,-0.2510658206406116,1.6499926526770845,2.076723976894667,0.8120424175600014,0.2272785402224031,0.349322668838866,-0.2792927451560817,1.3278057692997294,1.2507402175579188,0.8972461116930256,0.2473175373565824,0.2696605560217717,-0.2897729132585658,1.1489989562747474,0.9305926940837024,0.9304490253777176,0.2681026744519146,0.3005865720545511,-0.3662000509559984,1.2081445979149346,0.8208261338845875,0.9232222014094482,0.2620981890418801,1.7583779896425327,0.5699092503844126,-0.2897729132585658
15,0.1,0.97964582518004,-0.086164443481318,3.3382749135823824,11.3694905415648,0.8305785123966942,0.2169421487603305,0.4020119077362916,-0.1848454101891478,1.7342876423352274,2.174854692496409,0.7417969874162706,0.2405647433058988,0.2859763042488483,-0.2459478105782827,1.3471585243184574,1.1627519821235608,0.8485905891439772,0.2621074410248616,0.2131072938184581,-0.3032597152381976,1.0478206968030126,0.7027220666321323,0.8691198940649091,0.2894899018550151,0.2433169489502769,-0.4047311544616861,1.0869921441399817,0.6011816640947775,0.8562061359209002,0.282186801319488,1.7364204998865989,0.47018533274590946,-0.3032597152381976
30,0.1,1.0351520711605415,-0.0620682671243515,3.767631360219839,16.677637690233105,0.7112603305785123,0.1859504132231405,0.3378668389278596,-0.2747661267781047,1.5961295053400433,1.2296524425687805,0.683096616043189,0.228298003003659,0.246567302129034,-0.3434202749482677,1.2626379719858072,0.7179753791944185,0.761304250617649,0.2504085538683112,0.1977527395519014,-0.3434202749482665,1.0386168112466725,0.5758330360130638,0.7505813434824258,0.2661687702705957,0.2336385048940692,-0.3434202749482679,1.131848518977704,0.6803282215334084,0.7494823313414556,0.2636453753908578,1.7215058427840242,0.45433473794233414,-0.3434202749482677
