ma_window,slope_window,segment,start,end,rows,avg_weight,avg_turnover,cagr,vol,sharpe,max_dd,calmar,total_return,final_nav,mode,r2_window,r2_threshold
60,20,last_1y,2025-05-06,2026-04-30,242,0.8553719008264463,0.20144628099173553,1.1392593671739188,0.21442737502969272,3.6253246567295716,-0.06750225916557395,16.877351680622557,1.1116022551694824,2.1116022551694824,formal,10,0.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.8120424175600014,0.22727854022240318,0.5213944095030942,0.27732255019989266,1.6499926526770843,-0.25106582064061167,2.076723976894667,2.5063428759158413,3.5063428759158413,formal,10,0.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.8972461116930256,0.2473175373565824,0.349322668838866,0.24888867821601685,1.3278057692997294,-0.2792927451560817,1.2507402175579188,3.4499240397177875,4.4499240397177875,formal,10,0.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.9304490253777177,0.26810267445191466,0.26966055602177175,0.23117930626324898,1.1489989562747474,-0.2897729132585658,0.9305926940837024,9.85422480214128,10.85422480214128,formal,10,0.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.9232222014094482,0.2620981890418801,0.3005865720545511,0.2426088926158977,1.2081445979149346,-0.3662000509559984,0.8208261338845875,59.07984707602971,60.07984707602971,formal,10,0.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.8119834710743802,0.27892561983471076,0.9604709004190992,0.20795639775288258,3.314581824851323,-0.08609463462193923,11.155990203532909,0.9380173274607708,1.9380173274607708,formal,10,0.1
60,20,last_3y,2023-05-04,2026-04-30,726,0.7303029594015652,0.30337757325386916,0.35502670309735795,0.2013769559891491,1.6149219477752088,-0.2088774543595101,1.6996889596629352,1.480212321179188,2.480212321179188,formal,10,0.1
60,20,last_5y,2021-05-06,2026-04-30,1210,0.8107024367979639,0.32024968444818924,0.22637217240249297,0.19880595913220492,1.129607802866179,-0.2839729663450987,0.7971609949920153,1.7643623585642048,2.7643623585642048,formal,10,0.1
60,20,last_10y,2016-05-04,2026-04-30,2428,0.8244958848431703,0.33450704328040615,0.14617626379443904,0.1998878926858404,0.7847425549178346,-0.32053333135412077,0.45604075924617504,2.906466524705701,3.906466524705701,formal,10,0.1
60,20,full_common,2010-09-29,2026-04-30,3785,0.8247372180011787,0.3263895433245001,0.19298537796925697,0.2212541119897345,0.912155705578956,-0.43474525482367443,0.44390450689916944,14.641196470981464,15.641196470981464,formal,10,0.1
60,20,last_1y,2025-05-06,2026-04-30,242,0.7577479338842975,0.2634297520661157,0.8179999006281617,0.19827145197685397,3.088735926851268,-0.08893524436030853,9.197702289028983,0.7994997779266644,1.7994997779266644,formal,10,0.2
60,20,last_3y,2023-05-04,2026-04-30,726,0.6602569565742027,0.2797531672304407,0.2541719759730734,0.19405674936055314,1.2676334241638592,-0.20634055122809447,1.231808165967846,0.9681647566901099,1.96816475669011,formal,10,0.2
60,20,last_5y,2021-05-06,2026-04-30,1210,0.7274558268370837,0.303595701991157,0.1647571695466481,0.19010648516804715,0.899879125341612,-0.27486550708609736,0.5994101307700296,1.1381765910532597,2.1381765910532597,formal,10,0.2
60,20,last_10y,2016-05-04,2026-04-30,2428,0.7474865914384428,0.31830371013712633,0.11593448814772955,0.19301902326372045,0.6666274536230292,-0.27486550708609725,0.42178623784691516,1.9908874672346246,2.9908874672346246,formal,10,0.2
