risk_source,variant,window,start,end,days,cagr,vol,sharpe,maxdd,calmar,final_nav
baa10y_long_proxy,fixed_ge3_60,2022_bear,2022-01-03,2022-10-14,198.0,0.06823169151647179,0.11583869854145466,0.6275881350174478,-0.08016351636173713,0.8511564189447094,1.0532291245418097
baa10y_long_proxy,fixed_ge3_60,2025_tariff,2025-02-14,2025-04-17,44.0,-0.1076729071357938,0.13675719027198896,-0.765585938176029,-0.07509500688083937,-1.4338224551553607,0.9803052921498673
baa10y_long_proxy,grid_3_90_4_80_5_60_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.38164178924027614,0.11952584976534167,-3.958421603823817,-0.10404059388784315,-3.6682007952750637,0.8969753453784118
baa10y_long_proxy,grid_3_90_4_80_5_60_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.4001940463918384,0.10846697666707708,-4.654976669665688,-0.054565822307364176,-7.334152212305768,0.9524850521334621
baa10y_long_proxy,grid_3_90_4_80_5_60_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.05174115838159876,0.11862434932730447,0.48443582302048604,-0.08082658114495767,0.6401502778993469,1.0404329842745392
baa10y_long_proxy,grid_3_90_4_80_5_60_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.17514582199470996,0.14681408017861516,-1.2387000334098137,-0.08650014196592082,-2.024803867532537,0.9669392509480296
baa10y_long_proxy,grid_3_90_4_80_5_50_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.3770969835684739,0.11920725083373405,-3.908000771790001,-0.10256862089043184,-3.676533624950509,0.8984623030728304
baa10y_long_proxy,grid_3_90_4_80_5_50_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.4001940463918384,0.10846697666707708,-4.654976669665688,-0.054565822307364176,-7.334152212305768,0.9524850521334621
baa10y_long_proxy,grid_3_90_4_80_5_50_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.052083504913782,0.11866397275002093,0.4870562022804153,-0.08082658114495855,0.644385846536955,1.0406990694506368
baa10y_long_proxy,grid_3_90_4_80_5_50_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.17514582199470996,0.14681408017861516,-1.2387000334098137,-0.08650014196592082,-2.024803867532537,0.9669392509480296
baa10y_long_proxy,grid_3_90_4_80_5_40_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.37252224582246396,0.11893360494709387,-3.855851390010377,-0.10109535420744697,-3.684860187126412,0.8999505996388413
baa10y_long_proxy,grid_3_90_4_80_5_40_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.4001940463918384,0.10846697666707708,-4.654976669665688,-0.054565822307364176,-7.334152212305768,0.9524850521334621
baa10y_long_proxy,grid_3_90_4_80_5_40_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.052425921308248746,0.11870391682862318,0.4896735098458913,-0.080826581144958,0.6486222795224477,1.0409651903677526
baa10y_long_proxy,grid_3_90_4_80_5_40_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.17514582199470996,0.14681408017861516,-1.2387000334098137,-0.08650014196592082,-2.024803867532537,0.9669392509480296
baa10y_long_proxy,grid_3_90_4_80_5_35_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.37022359922964243,0.11881373851089172,-3.8291399106035477,-0.10035823609349881,-3.6890205890498455,0.9006952496566337
baa10y_long_proxy,grid_3_90_4_80_5_35_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.4001940463918384,0.10846697666707708,-4.654976669665688,-0.054565822307364176,-7.334152212305768,0.9524850521334621
baa10y_long_proxy,grid_3_90_4_80_5_35_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.05259715570326584,0.11872400901283812,0.4909810065008424,-0.080826581144958,0.65074082013856,1.041098264227489
baa10y_long_proxy,grid_3_90_4_80_5_35_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.17514582199470996,0.14681408017861516,-1.2387000334098137,-0.08650014196592082,-2.024803867532537,0.9669392509480296
baa10y_long_proxy,grid_3_90_4_80_5_25_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.36560364379671173,0.11860809013575666,-3.774469669633449,-0.09888303104288909,-3.697334516759872,0.9021855524747021
baa10y_long_proxy,grid_3_90_4_80_5_25_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.4001940463918384,0.10846697666707708,-4.654976669665688,-0.054565822307364176,-7.334152212305768,0.9524850521334621
baa10y_long_proxy,grid_3_90_4_80_5_25_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.052939676887733045,0.11876443346782986,0.49359367513059854,-0.08082658114495822,0.654978549603484,1.0413644387459227
baa10y_long_proxy,grid_3_90_4_80_5_25_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.17514582199470996,0.14681408017861516,-1.2387000334098137,-0.08650014196592082,-2.024803867532537,0.9669392509480296
baa10y_long_proxy,grid_3_90_4_70_5_60_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.38147322547731455,0.11951624624883313,-3.956473607611739,-0.10398535550776034,-3.6685283578113608,0.8970306463939656
baa10y_long_proxy,grid_3_90_4_70_5_60_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.3652176644591357,0.10019979467034315,-4.482904178420173,-0.049448843951111265,-7.385767497824955,0.9576401919744144
baa10y_long_proxy,grid_3_90_4_70_5_60_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.05174367273197489,0.11863826827545634,0.48441284755177805,-0.08082658114495922,0.64018138586333,1.0404349385940923
baa10y_long_proxy,grid_3_90_4_70_5_60_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.16840930106291774,0.14587181632162477,-1.1919173093757176,-0.08590519704956057,-1.9604087627638962,0.9683134537054776
baa10y_long_proxy,grid_3_90_4_70_5_50_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.37692718003794956,0.1191975139883233,-3.906047904133297,-0.10251329147940369,-3.676861552276656,0.8985176960434988
baa10y_long_proxy,grid_3_90_4_70_5_50_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.3652176644591357,0.10019979467034315,-4.482904178420173,-0.049448843951111265,-7.385767497824955,0.9576401919744144
baa10y_long_proxy,grid_3_90_4_70_5_50_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.052086020123405685,0.1186778864516368,0.4870329484660755,-0.08082658114495755,0.644416965131713,1.0407010243017187
baa10y_long_proxy,grid_3_90_4_70_5_50_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.16840930106291774,0.14587181632162477,-1.1919173093757176,-0.08590519704956057,-1.9604087627638962,0.9683134537054776
baa10y_long_proxy,grid_3_90_4_70_5_40_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.37235119435228403,0.11892373779500957,-3.853894010361408,-0.10103993368478559,-3.6851884277152096,0.9000060846481077
baa10y_long_proxy,grid_3_90_4_70_5_40_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.3652176644591357,0.10019979467034315,-4.482904178420173,-0.049448843951111265,-7.385767497824955,0.9576401919744144
baa10y_long_proxy,grid_3_90_4_70_5_40_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.05242843737730274,0.1187178252496455,0.48964997866719756,-0.08082658114495911,0.6486534087502046,1.040967145750438
baa10y_long_proxy,grid_3_90_4_70_5_40_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.16840930106291774,0.14587181632162477,-1.1919173093757176,-0.08590519704956057,-1.9604087627638962,0.9683134537054776
baa10y_long_proxy,grid_3_90_4_70_5_35_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.37005192071056103,0.11880380740011297,-3.827180412232404,-0.1003027699847846,-3.6893489658031973,0.9007507807164845
baa10y_long_proxy,grid_3_90_4_70_5_35_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.3652176644591357,0.10019979467034315,-4.482904178420173,-0.049448843951111265,-7.385767497824955,0.9576401919744144
baa10y_long_proxy,grid_3_90_4_70_5_35_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.05259967220211359,0.11873791478082801,0.4909573370093687,-0.08082658114495833,0.6507719546838036,1.0411002198760122
baa10y_long_proxy,grid_3_90_4_70_5_35_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.16840930106291774,0.14587181632162477,-1.1919173093757176,-0.08590519704956057,-1.9604087627638962,0.9683134537054776
baa10y_long_proxy,grid_3_90_4_70_5_25_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.36543070499248587,0.11859803361493979,-3.772506213353152,-0.09882747370164113,-3.697663122460425,0.9022411756982509
baa10y_long_proxy,grid_3_90_4_70_5_25_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.3652176644591357,0.10019979467034315,-4.482904178420173,-0.049448843951111265,-7.385767497824955,0.9576401919744144
baa10y_long_proxy,grid_3_90_4_70_5_25_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.05294219424630531,0.11877833390435574,0.4935697297551459,-0.08082658114495866,0.6550096947853823,1.0413663949261776
baa10y_long_proxy,grid_3_90_4_70_5_25_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.16840930106291774,0.14587181632162477,-1.1919173093757176,-0.08590519704956057,-1.9604087627638962,0.9683134537054776
baa10y_long_proxy,grid_3_90_4_60_5_60_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.3813049287388255,0.11951081314547754,-3.954387437217136,-0.10393021625155296,-3.6688553386236977,0.8970858481732461
baa10y_long_proxy,grid_3_90_4_60_5_60_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.32828389218925813,0.09235423691810034,-4.260386440892338,-0.044315305921560855,-7.407912127929985,0.9628120149876661
baa10y_long_proxy,grid_3_90_4_60_5_60_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.05174607523317243,0.11865310438366052,0.484386142459783,-0.08082658114495811,0.6402111100105624,1.0404368059761244
baa10y_long_proxy,grid_3_90_4_60_5_60_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.1616222895292475,0.14495889390026695,-1.1442948975843452,-0.08531012285197659,-1.8945265125181192,0.9696886954284074
baa10y_long_proxy,grid_3_90_4_60_5_50_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.37675764549403457,0.11919195869424297,-3.903957887195954,-0.10245806135507673,-3.677188895740964,0.8985729896134106
baa10y_long_proxy,grid_3_90_4_60_5_50_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.32828389218925813,0.09235423691810034,-4.260386440892338,-0.044315305921560855,-7.407912127929985,0.9628120149876661
baa10y_long_proxy,grid_3_90_4_60_5_50_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.05208842344743192,0.11869271700842443,0.4870059473435211,-0.08082658114495922,0.6444466994590978,1.0407028921930368
baa10y_long_proxy,grid_3_90_4_60_5_50_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.1616222895292475,0.14495889390026695,-1.1442948975843452,-0.08531012285197659,-1.8945265125181192,0.9696886954284074
baa10y_long_proxy,grid_3_90_4_60_5_40_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.37218041384376954,0.11891806180724555,-3.851800683197752,-0.10098461261179426,-3.685516082281843,0.9000614700919857
baa10y_long_proxy,grid_3_90_4_60_5_40_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.32828389218925813,0.09235423691810034,-4.260386440892338,-0.044315305921560855,-7.407912127929985,0.9628120149876661
baa10y_long_proxy,grid_3_90_4_60_5_40_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.05243084152435329,0.11873265021869522,0.48962268256352387,-0.08082658114495855,0.6486831532602019,1.0409690141511299
baa10y_long_proxy,grid_3_90_4_60_5_40_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.1616222895292475,0.14495889390026695,-1.1442948975843452,-0.08531012285197659,-1.8945265125181192,0.9696886954284074
baa10y_long_proxy,grid_3_90_4_60_5_35_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.3698805141455429,0.11879807167787332,-3.8250856330793206,-0.10024740340727945,-3.689676755444861,0.9008062121285748
baa10y_long_proxy,grid_3_90_4_60_5_35_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.32828389218925813,0.09235423691810034,-4.260386440892338,-0.044315305921560855,-7.407912127929985,0.9628120149876661
baa10y_long_proxy,grid_3_90_4_60_5_35_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.05260207676074202,0.11875273694242644,0.4909298938101765,-0.08082658114495844,0.6508017042859059,1.041102088531418
baa10y_long_proxy,grid_3_90_4_60_5_35_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.1616222895292475,0.14495889390026695,-1.1442948975843452,-0.08531012285197659,-1.8945265125181192,0.9696886954284074
baa10y_long_proxy,grid_3_90_4_60_5_25_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.36525804013689656,0.118592179748563,-3.7704089399237883,-0.09877201605478536,-3.6979911388494973,0.9022966991091854
baa10y_long_proxy,grid_3_90_4_60_5_25_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.32828389218925813,0.09235423691810034,-4.260386440892338,-0.044315305921560855,-7.407912127929985,0.9628120149876661
baa10y_long_proxy,grid_3_90_4_60_5_25_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.05294459962823628,0.11879315042396368,0.4935419931579894,-0.08082658114495755,0.6550394545735314,1.0413682640910766
baa10y_long_proxy,grid_3_90_4_60_5_25_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.1616222895292475,0.14495889390026695,-1.1442948975843452,-0.08531012285197659,-1.8945265125181192,0.9696886954284074
baa10y_long_proxy,grid_3_90_4_50_5_50_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.3765883802162605,0.11919058550031486,-3.9017309038067913,-0.10240293054753258,-3.6775156550960104,0.8986281837524495
baa10y_long_proxy,grid_3_90_4_50_5_50_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.2892877755015071,0.0850468486463033,-3.971307964390091,-0.039165191652462905,-7.386349033308387,0.9680005378630152
baa10y_long_proxy,grid_3_90_4_50_5_50_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.052090714889719614,0.11870846407550481,0.48697520235765546,-0.08082658114495855,0.6444750495668924,1.040704673127718
baa10y_long_proxy,grid_3_90_4_50_5_50_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.15478444615817744,0.14407587053232757,-1.0958416903267245,-0.08471491947422827,-1.8271214458896525,0.9710649755468906
baa10y_long_proxy,grid_3_90_4_50_5_40_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.3720099045785077,0.11891657754799691,-3.849571592123896,-0.10092939101860454,-3.6858431505837013,0.9001167559403086
baa10y_long_proxy,grid_3_90_4_50_5_40_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.2892877755015071,0.0850468486463033,-3.971307964390091,-0.039165191652462905,-7.386349033308387,0.9680005378630152
baa10y_long_proxy,grid_3_90_4_50_5_40_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.05243313375324554,0.11874839139125379,0.48959162499741327,-0.08082658114495844,0.6487115130999953,1.0409707955729441
baa10y_long_proxy,grid_3_90_4_50_5_40_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.15478444615817744,0.14407587053232757,-1.0958416903267245,-0.08471491947422827,-1.8271214458896525,0.9710649755468906
baa10y_long_proxy,grid_3_90_4_50_5_35_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.36970937981720375,0.11879653191587218,-3.8228557570883432,-0.10019213639113811,-3.6900039577347927,0.9008615438627142
baa10y_long_proxy,grid_3_90_4_50_5_35_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.2892877755015071,0.0850468486463033,-3.971307964390091,-0.039165191652462905,-7.386349033308387,0.9680005378630152
baa10y_long_proxy,grid_3_90_4_50_5_35_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.052604369383006944,0.11876847515329594,0.4908986803745953,-0.08082658114495767,0.6508300689925773,1.0411038701968303
baa10y_long_proxy,grid_3_90_4_50_5_35_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.15478444615817744,0.14407587053232757,-1.0958416903267245,-0.08471491947422827,-1.8271214458896525,0.9710649755468906
baa10y_long_proxy,grid_3_90_4_50_5_25_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.36508564951463396,0.11859052912293352,-3.7681780338710205,-0.09871665813252672,-3.6983185656924076,0.9023521226772652
baa10y_long_proxy,grid_3_90_4_50_5_25_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.2892877755015071,0.0850468486463033,-3.971307964390091,-0.039165191652462905,-7.386349033308387,0.9680005378630152
baa10y_long_proxy,grid_3_90_4_50_5_25_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.052946893037373544,0.11880888268268,0.49351046882791577,-0.08082658114495789,0.6550678290155103,1.0413700462437379
baa10y_long_proxy,grid_3_90_4_50_5_25_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.15478444615817744,0.14407587053232757,-1.0958416903267245,-0.08471491947422827,-1.8271214458896525,0.9710649755468906
baa10y_long_proxy,grid_3_85_4_80_5_60_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.3741950528262741,0.11734620993338035,-3.93233980518292,-0.10157749048103615,-3.683838329281563,0.8994073631636883
baa10y_long_proxy,grid_3_85_4_80_5_60_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.39695627089269747,0.10871409423850593,-4.594739209154238,-0.05451978948106806,-7.2809575141617175,0.9529735319550598
baa10y_long_proxy,grid_3_85_4_80_5_60_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.05448387096419394,0.11817923751638991,0.5078548971971693,-0.08071608959656063,0.6750063244703511,1.0425642075836976
baa10y_long_proxy,grid_3_85_4_80_5_60_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.1665141173411555,0.14539909616011015,-1.1806302464209824,-0.08480515938173394,-1.9634904120824133,0.9686984013805313
baa10y_long_proxy,grid_3_85_4_80_5_50_6_15,2018_q4,2018-10-03,2018-12-24,57.0,-0.3695955151733945,0.11701874321517793,-3.8812029779528756,-0.10010147084749399,-3.692208636339405,0.9008983525269562
baa10y_long_proxy,grid_3_85_4_80_5_50_6_15,2020_crash,2020-02-19,2020-03-23,24.0,-0.39695627089269747,0.10871409423850593,-4.594739209154238,-0.05451978948106806,-7.2809575141617175,0.9529735319550598
baa10y_long_proxy,grid_3_85_4_80_5_50_6_15,2022_bear,2022-01-03,2022-10-14,198.0,0.054827110261801426,0.11821898170265939,0.5104767717421304,-0.08071608959656051,0.6792587517041674,1.0428308378087683
baa10y_long_proxy,grid_3_85_4_80_5_50_6_15,2025_tariff,2025-02-14,2025-04-17,44.0,-0.1665141173411555,0.14539909616011015,-1.1806302464209824,-0.08480515938173394,-1.9634904120824133,0.9686984013805313
