date,base_combo_return,switch_delay_combo_return,base_combo_nav,switch_delay_combo_nav,base_suba_return,switch_delay_suba_return
2016-05-03,0.0,1.211499702025165e-05,1.0,1.0,0.0,0.0001211499702025165
2016-05-04,-0.0004873622618497,-0.00048736226184969836,0.9995126377381502,0.9995126377381504,0.0001211499702025,0.0001211499702025165
2016-05-05,9.96199629725858e-05,9.961996297258745e-05,0.9996122091501124,0.9996122091501125,0.0001211499702025,0.0001211499702025165
2016-05-06,0.0002013230157846,0.00020132301578460165,0.9998134540946737,0.9998134540946737,0.0001211499702025,0.0001211499702025165
2016-05-09,-0.0032680554395172,-0.0032680554395171984,0.996546008297517,0.996546008297517,0.0001211499702025,0.0001211499702025165
2016-05-10,-0.0003871271597809,-0.0003871271597808984,0.9961602182717337,0.9961602182717337,0.0001211499702025,0.0001211499702025165
2016-05-11,0.0006380086185524,0.0006298934321411415,0.9967957770764502,0.9967876930505835,-0.0005434878471943,-0.0006246397113068847
2016-05-12,-0.0028769624970599,-0.002874821268897201,0.9939280330085735,0.9939221065900267,0.0002965883725773,0.0003180006542042868
2016-05-13,0.001051062128101,0.001051326951006831,0.9949727131221268,0.9949670436878864,0.0001429504431842,0.00014559867224250844
2016-05-16,0.001309606955282,0.0012986128466751382,0.9962757363075473,0.996259120672838,-0.0007779024789926,-0.0008878435650612193
2016-05-17,-0.0006693355877286,-0.0006813315052653028,0.9956088935020461,0.9955803379465157,-0.0008594138378005,-0.0009793730131675282
2016-05-18,-0.0023480561063459,-0.0023387451170691046,0.9932711479601263,0.9932519292924932,0.0008823589754649,0.0009754688682328538
2016-05-19,-0.0021428206382315,-0.00217360978848679,0.9911427460449175,0.9910929871765497,-0.0023956948225488,-0.0027035863251017034
2016-05-20,-1.5826908534744e-05,-2.783546991819742e-05,0.991127059319331,0.9910653996375188,-0.0008607153514914,-0.0009808009653259342
2016-05-23,-0.0011701390453268,-0.0011595578134689787,0.9899673028483414,0.9899162020097104,0.0009865363602659,0.0010923486788441128
2016-05-24,-0.0011297207023447,-0.0011191485622442706,0.9888489162916693,0.9888083387154889,0.0009857472674426,0.0010914686684468933
2016-05-25,-0.0008938665692623,-0.0009220952429965384,0.987965017303345,0.987896563250124,-0.0021886514044142,-0.0024709381417565845
2016-05-26,0.0009166040205654,0.0009166040205654016,0.9888705900103832,0.9888020732119018,0.0001211499702025,0.0001211499702025165
2016-05-27,0.0011866967856137,0.0011866967856137018,0.9900440795609365,0.9899754814537907,0.0001211499702025,0.0001211499702025165
2016-05-30,0.0005302763234804,0.0005302763234804016,0.9905690764955297,0.9905004420124318,0.0001211499702025,0.0001211499702025165
2016-05-31,0.0049602812785158,0.004960281278515802,0.9954825777407472,0.9954136028113078,0.0001211499702025,0.0001211499702025165
2016-06-01,-0.0007756375446573,-0.0007756375446572983,0.9947104440783993,0.9946415226485048,0.0001211499702025,0.0001211499702025165
2016-06-02,0.0004655460620872,0.00045741416248059865,0.995173527608557,0.9950964857675556,-0.000543851220269,-0.0006251702163350137
2016-06-03,0.0032559383305708,0.0033163947724482255,0.9984137512426671,0.9983966185510368,0.0050650877664244,0.005669652185198659
2016-06-06,0.0011547318502302,0.0011248482629606304,0.9995666514009349,0.9995196632531597,-0.002326398587633,-0.002625234460328696
2016-06-07,-0.0008564197274076,-0.0008773719435350441,0.9987106028018164,0.9986427127436097,-0.0015951801591826,-0.0018047023204570412
2016-06-08,-0.0001603112188758,-0.00023753372452957442,0.9985504982877771,0.9984055014205773,-0.0062041710878482,-0.0069763961443859435
2016-06-09,-3.586550637590946e-07,-3.586550637590946e-07,0.9985501401525845,0.9984051433373885,0.0,0.0
2016-06-10,-0.0003532269144238,-0.0003532269144238,0.9981974253676809,0.9980524797692626,0.0,0.0
2016-06-13,-0.0090816450013027,-0.010020878737150218,0.9891321507092772,0.9880511168961827,-0.0825968217447292,-0.09198915910320438
2016-06-14,0.0001260260815874,-0.0001412235279135256,0.9892568071584031,0.9879115808316957,0.006176355877699,0.0035038597826897444
2016-06-15,0.0067430778259731,0.004698539111800251,0.995927442798946,0.9925533220332338,0.0454572644788389,0.02501187733711041
2016-06-16,0.0025092939323507,0.0023664501864484773,0.998426517488223,0.9949021500272193,0.0025982567802746,0.0011698193212523744
2016-06-17,-0.0014296815892703,-0.0020228569165304084,0.9969990854779308,0.9928896053317657,0.0079197503953654,0.001987997122764318
2016-06-20,-0.0038281911116871,-0.004089339832711434,0.993182382440544,0.9888293423191975,0.0060979614116196,0.003486474201376266
