family,source,scale,tested,robust_cells,best_score,median_score,best_10y_ann,best_5y_ann,best_3y_ann
broad_consec_below,hs300,0.25,30,0,0.10630467773629786,-0.6169357675438005,-1.0609566966281818,1.1434848121165473,1.1566801175006987
broad_consec_below,hs300,0.0,30,0,0.10022118829241418,-0.9378878882344466,-1.4867320522814964,1.4494349032014,1.2662404266197171
broad_consec_below,sh_comp,0.0,30,0,0.09345522197312935,-0.8558978253770761,-0.583585076968852,1.128550135933338,4.137097884239019
broad_consec_below,hs300,0.5,30,0,0.08979176049950187,-0.3694195578391797,-0.6711660335358332,0.799479371503466,0.9081525729807396
broad_consec_below,large_sum,0.25,30,0,0.07737232870230319,-0.744488949653673,0.20574493666236293,0.7454002943698441,1.0949927953855436
broad_consec_below,sh_comp,0.25,30,0,0.0755348478864868,-0.5872147016320679,-0.4234347621057779,0.8659378079405968,3.1036214069322554
broad_consec_below,large_sum,0.0,30,0,0.0735444253533381,-1.089599995138077,0.2646943114279452,0.9832484348042172,1.447425259758809
broad_consec_below,large_sum,0.5,30,0,0.06609356537565446,-0.446409536812244,0.1419877244152019,0.5022437200894672,0.7362626675210251
broad_consec_below,hs300,0.75,30,0,0.05461910190876164,-0.16493812806625946,-0.31747690302925946,0.4180961043880771,0.5220253620862323
broad_consec_below,sh_comp,0.5,30,0,0.05389233725243035,-0.35869004126754367,-0.2727587683964785,0.590276046551665,2.069572779770006
broad_consec_below,large_sum,0.75,30,0,0.03874528219672635,-0.1991999290512147,0.07341024503359961,0.2537773722607781,0.3712574264241866
broad_consec_below,zz2000,0.5,30,0,0.036446431812855284,-0.2762374521976896,-0.6484670384819395,0.034656943080783265,1.2926507455694605
broad_consec_below,sh_comp,0.75,30,0,0.028656972957298715,-0.16380380927616311,-0.13159978612676326,0.30161343196009227,1.0517989702566908
broad_consec_below,zz2000,0.75,30,0,0.026449326709820163,-0.11466692744353568,-0.31711375117804863,0.04773624715761571,0.6762041965652443
broad_consec_below,zz2000,0.25,30,0,0.020345115316932005,-0.48438466698690497,-0.9939999798378025,-0.0391864183963051,1.8486511744300955
broad_consec_below,cyb,0.75,30,0,0.012894458612247807,-0.13918975986531718,-0.5683205680829175,-0.9264783648665045,-0.6942171465455615
broad_consec_below,cyb,0.5,30,0,0.008849189366367725,-0.3329216372807798,-1.1582010949970751,-1.8802452976093988,-1.4463222860083604
broad_consec_below,zz500,0.75,30,0,-0.006523374718386023,-0.18243347773643614,-0.5356141211779999,-0.38724980147837584,0.4897251205910038
broad_consec_below,cyb,0.25,30,0,-0.01091387579366528,-0.5607846330696835,-1.7695379207902704,-2.8610822249056227,-2.256027151306327
broad_consec_below,small_growth_sum,0.75,30,0,-0.011180758910973986,-0.1841419100391373,-0.8905123813569773,-0.674828827668847,0.26473841328724745
broad_consec_below,dk_leg_sum,0.75,30,0,-0.01548438572120718,-0.16388957099239226,-0.33946432925875314,-0.43813758269332936,-0.08932929868363715
broad_consec_below,zz2000,0.0,30,0,-0.017901840278624556,-0.754641801594184,-1.3536567244980802,-0.17367510271755293,2.343587237752793
broad_consec_below,zz500,0.5,30,0,-0.02062796024389587,-0.40433004007222584,-1.089224248134272,-0.7952363489289738,0.8586992967800455
active_pair_consec_below,small_growth_min,0.75,30,0,-0.03119565116572627,-0.13350727574544247,-1.2949687159687073,-1.3904256985585377,-0.5664444997139242
broad_consec_below,dk_leg_sum,0.5,30,0,-0.037516746164590664,-0.3740922315869958,-0.6917785524160678,-0.8931409616691681,-0.21936518411540362
broad_consec_below,small_growth_sum,0.5,30,0,-0.037841291573199584,-0.39783686656447115,-1.801801852868671,-1.3758938768115812,0.4880847891184814
broad_consec_below,zz500,0.25,30,0,-0.042773794724481506,-0.6695516767273668,-1.6608247803431766,-1.224261510916989,1.1053765430740583
broad_consec_below,cyb,0.0,30,0,-0.047896076010809294,-0.8420194061603088,-2.4022349437934807,-3.8687812053325175,-3.1230135564616255
broad_consec_below,zz1000,0.75,30,0,-0.05167755229287266,-0.17442778215570895,-1.2655855937804503,-0.6875134227613913,-0.687479361825936
active_pair_imbalance,long_div_short,0.75,18,0,-0.06090689569177345,-0.20822331344701972,-0.5448612598580027,-0.0871225489710099,-0.048604349938429436
active_pair_low,small_growth_min,0.75,24,0,-0.06294210587821032,-0.34040468188022444,-0.46301582991781487,-0.10277804315285977,0.11421478529923235
active_pair_consec_below,active_min,0.75,30,0,-0.06462487976527226,-0.21807459213655467,-2.1986494586088625,-2.2480326193146993,-0.744977862163033
broad_consec_below,dk_leg_sum,0.25,30,0,-0.06631572817567298,-0.6254758513164665,-1.0570344968316547,-1.3653042950023035,-0.3906426996683976
broad_consec_below,zz500,0.0,30,0,-0.07317536488967046,-0.9921617755777971,-2.2504187029611487,-1.6746460590020504,1.228461156530372
broad_consec_below,small_growth_sum,0.25,30,0,-0.08429014826167765,-0.6466161839587918,-2.7336742788677277,-2.1031872205216047,0.6691800584676102
active_pair_consec_below,small_growth_min,0.5,30,0,-0.09070729110136622,-0.30452852645436246,-2.6118330017779208,-2.8741355946293865,-1.206597275436728
broad_consec_below,dk_leg_sum,0.0,30,0,-0.10191020805768176,-0.9160932214137772,-1.4353363255317433,-1.8549428157759635,-0.6037161833549263
active_pair_imbalance,short_div_long,0.75,18,0,-0.1085971775111428,-0.4483423522479875,-0.7514981771285179,-0.5273570461457027,-0.47522392954288506
broad_consec_below,zz1000,0.5,30,0,-0.11305073350097775,-0.3812390277254355,-2.5441969911867126,-1.4036640740106279,-1.4119750162424793
active_pair_imbalance,long_div_short,0.5,18,0,-0.12276257978181732,-0.4238476638858586,-1.0926111277351112,-0.17453747837296874,-0.09740129394013053
active_pair_low,small_growth_min,0.5,24,0,-0.1272014932195978,-0.7539174602047616,-0.9280061606274757,-0.20674913165927933,0.22762074535647514
broad_consec_below,small_growth_sum,0.0,30,0,-0.14520455144139416,-0.9474229363952906,-3.6859439055655834,-2.8567145830050293,0.8071400085045255
active_pair_consec_below,small_growth_min,0.25,30,0,-0.15814371200830224,-0.5248005278085806,-3.950033680590618,-4.3506617076480865,-1.919831826293489
active_pair_consec_below,active_min,0.5,30,0,-0.16374836399076337,-0.4772465510275974,-4.447502305053199,-4.556504012282183,-1.6620767158539849
active_pair_imbalance,long_div_short,0.25,18,0,-0.18554621647700184,-0.6466923809720635,-1.643185004987707,-0.262244119325473,-0.14639032522249806
broad_consec_below,zz1000,0.25,30,0,-0.18839473048200656,-0.61206738175798,-3.8355779418538987,-2.148463212596276,-2.1736318300137967
active_pair_low,active_min,0.75,24,0,-0.19101307701053494,-0.4842852391931045,-1.8120628155112115,-0.8734547448512089,-0.5798901163350294
active_pair_low,small_growth_min,0.25,24,0,-0.19275453674128948,-1.2130369878149905,-1.3949707517681773,-0.31191408320929526,0.3402212698406828
active_pair_imbalance,short_div_long,0.5,18,0,-0.21909188064966267,-0.922212751119255,-1.5057484570141924,-1.0549442663622557,-0.9512145826723284
active_pair_imbalance,long_div_short,0.0,18,0,-0.249232019226525,-0.886860564575801,-2.1965198731981133,-0.35024180684087014,-0.1955709388631064
active_pair_consec_below,small_growth_min,0.0,30,0,-0.25511970144608587,-0.763369089476929,-5.30901610799404,-5.852610833194525,-2.705432168748608
active_pair_low,small_growth_min,0.0,24,0,-0.2595711637180674,-1.745605015041619,-1.8639096315542716,-0.41827381766521654,0.4520197206234329
broad_consec_below,zz1000,0.0,30,0,-0.2773359127703289,-0.911610092344302,-5.1394818621332234,-2.9219294585873143,-2.9726029312948192
active_pair_consec_below,active_min,0.25,30,0,-0.31502522833023033,-0.7789479417001128,-6.743058264037696,-6.921572657084617,-2.748742922286816
active_pair_imbalance,short_div_long,0.25,18,0,-0.3318093115971443,-1.4222706232988145,-2.262664772413153,-1.5827533498964144,-1.4279671937508454
active_pair_low,active_min,0.5,24,0,-0.3847956215882706,-1.0563168900884519,-3.635845281567711,-1.746774873968306,-1.164870019039597
active_pair_imbalance,short_div_long,0.0,18,0,-0.44783402384679305,-1.949707029825501,-3.022161726953069,-2.11077605390728,-1.905477048934621
active_pair_consec_below,active_min,0.0,30,0,-0.5227328852204384,-1.1751334646115787,-9.081803691922843,-9.339361699414894,-4.001851762697669
active_pair_low,active_min,0.25,24,0,-0.581128175875504,-1.7412232317120968,-5.470433853236269,-2.6199098888064682,-1.7548589406380444
active_pair_low,active_min,0.0,24,0,-0.7797312716492314,-2.554410382903148,-7.314928502969423,-3.492809789434979,-2.3497760740390348
