ma_window,slope_window,segment,start,end,rows,avg_weight,avg_turnover,cagr,vol,sharpe,max_dd,calmar,total_return,final_nav,mode,r2_window,r2_threshold,switch_buffer,entry_fraction,entry_wait_days
60,20,last_1y,2025-05-06,2026-04-30,242,0.710666282418478,0.1727154713416127,0.9506884854620905,0.19330929940587438,3.5251039436630105,-0.072643518162682,13.08703803872859,0.9285120208091486,1.9285120208091486,formal,20,0.2,1.0,0.5,
60,20,last_3y,2023-05-04,2026-04-30,726,0.6000551545998056,0.2026738911982396,0.37679780950889263,0.180310428614915,1.8707973490272158,-0.11514211668133201,3.272458596116662,1.601265777365235,2.601265777365235,formal,20,0.2,1.0,0.5,
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6873834969146231,0.2161959233262908,0.2946297638494113,0.17284020530992086,1.586769518258579,-0.16065178476468245,1.8339650834316934,2.620836794476404,3.620836794476404,formal,20,0.2,1.0,0.5,
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6980346330381066,0.22939236801453153,0.2613745953230291,0.17575516033741403,1.4136865789829722,-0.20231974931995944,1.291888687098347,9.167129758783586,10.167129758783586,formal,20,0.2,1.0,0.5,
60,20,full_common,2010-09-29,2026-04-30,3785,0.6793461153947012,0.22124116350826287,0.2638449794986577,0.18527008620749696,1.3623927815277512,-0.25572610566976817,1.0317483184113156,37.439763391698065,38.439763391698065,formal,20,0.2,1.0,0.5,
60,20,last_1y,2025-05-06,2026-04-30,242,0.7079138795700963,0.17214153196189436,0.8648350975083507,0.1927011898327325,3.303616958267798,-0.08298996983396245,10.420959294702978,0.8450551509401159,1.8450551509401159,formal,20,0.2,1.0,0.5,0.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.6078673755540692,0.2081882101342225,0.4081675193334786,0.23927332582261027,1.5484334149888699,-0.14403264183919529,2.8338542855388,1.7825100590086294,2.7825100590086294,formal,20,0.2,1.0,0.5,0.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6961752232157326,0.2189861326734791,0.31910128827552664,0.21234643087264068,1.4108778609488075,-0.18428990259697497,1.7315180255609106,2.974958280537401,3.974958280537401,formal,20,0.2,1.0,0.5,0.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.712103928495065,0.2313518179161157,0.2593049809721435,0.19605538776574277,1.275382192616941,-0.23981583967860676,1.0812671144643966,9.001740113273433,10.001740113273433,formal,20,0.2,1.0,0.5,0.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.6964603787597231,0.22365504245781642,0.26004264965267265,0.19834889005120304,1.2681801087020683,-0.26032765258421986,0.9989052145297741,35.67653264786711,36.67653264786711,formal,20,0.2,1.0,0.5,0.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.7106662824184784,0.17271547134161278,0.9506884854620925,0.19330929940587452,3.5251039436630127,-0.072643518162682,13.087038038728618,0.9285120208091506,1.9285120208091506,formal,20,0.2,1.0,0.5,3.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.606682092394774,0.20265194419254853,0.3770568323579182,0.18029499832550003,1.8719930200407637,-0.11511620479917506,3.2754453034280386,1.6027291884298887,2.6027291884298887,formal,20,0.2,1.0,0.5,3.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.695860122586652,0.2161760534479241,0.3000339625656032,0.17324971256279406,1.6076067172539115,-0.16061619034468033,1.8680181737702413,2.696779499359818,3.696779499359818,formal,20,0.2,1.0,0.5,3.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.7035162137263097,0.22939024038638642,0.2625481610261211,0.17563076200025285,1.419873843893176,-0.20261598473697084,1.2957919453736693,9.262002792947062,10.262002792947062,formal,20,0.2,1.0,0.5,3.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.6860787394156865,0.22148266834291455,0.26310877101846564,0.18566179416408704,1.3567561829970427,-0.26276997921528744,1.001289309395959,37.0922923657727,38.0922923657727,formal,20,0.2,1.0,0.5,3.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.7106662824184782,0.17271547134161272,0.9506884854620916,0.19330929940587446,3.5251039436630127,-0.072643518162682,13.087038038728606,0.9285120208091497,1.9285120208091497,formal,20,0.2,1.0,0.5,5.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.6038692979795256,0.20267389119823964,0.37697236800758605,0.1803116000546449,1.8714938325889823,-0.1151421166813319,3.2739746226039714,1.602251926848278,2.602251926848278,formal,20,0.2,1.0,0.5,5.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.690816225956371,0.2161959233262908,0.2942896958838186,0.17283640495792765,1.5852717693118716,-0.16065178476468267,1.831848281765959,2.616100016074438,3.616100016074438,formal,20,0.2,1.0,0.5,5.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.7000308223650088,0.22939236801453158,0.2611681249634139,0.17575336269797429,1.4127635107719192,-0.20231974931995944,1.2908681719963406,9.150520235485594,10.150520235485594,formal,20,0.2,1.0,0.5,5.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.6813708735472157,0.2212411635082629,0.26407887540404706,0.18527732011261186,1.363351237368024,-0.2557261056697684,1.032662952858888,37.55077550172435,38.55077550172435,formal,20,0.2,1.0,0.5,5.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.710666282418478,0.1727154713416127,0.9506884854620905,0.19330929940587438,3.5251039436630105,-0.072643518162682,13.08703803872859,0.9285120208091486,1.9285120208091486,formal,20,0.2,1.0,0.5,10.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.6000551545998056,0.2026738911982396,0.37679780950889263,0.180310428614915,1.8707973490272158,-0.11514211668133201,3.272458596116662,1.601265777365235,2.601265777365235,formal,20,0.2,1.0,0.5,10.0
