switch_buffer,entry_fraction,entry_wait_days,cagr_last_1y,max_dd_last_1y,sharpe_last_1y,calmar_last_1y,avg_weight_last_1y,avg_turnover_last_1y,cagr_last_3y,max_dd_last_3y,sharpe_last_3y,calmar_last_3y,avg_weight_last_3y,avg_turnover_last_3y,cagr_last_5y,max_dd_last_5y,sharpe_last_5y,calmar_last_5y,avg_weight_last_5y,avg_turnover_last_5y,cagr_last_10y,max_dd_last_10y,sharpe_last_10y,calmar_last_10y,avg_weight_last_10y,avg_turnover_last_10y,cagr_full_common,max_dd_full_common,sharpe_full_common,calmar_full_common,avg_weight_full_common,avg_turnover_full_common,recent_weighted_sharpe,mean_recent_cagr,worst_recent_max_dd
1.06,0.5,3.0,0.9620332302328604,-0.0679280142523177,3.567307425603813,14.162540165820248,0.7083187251430351,0.1727239524392245,0.4074541819033657,-0.1179756030026863,1.989018210772304,3.453715611812449,0.6051189009454397,0.1811137208923111,0.3157719981508224,-0.1636236853209884,1.668179249086252,1.9298672898813964,0.6959715769434333,0.1989153009425836,0.2719535159040425,-0.1987604802000584,1.458502976774513,1.3682474284139032,0.7014738289719953,0.2165966354869281,0.2699451679607225,-0.2579355992105382,1.390714056021629,1.046560338266381,0.6806612020766867,0.2071588130893372,2.0338906713072435,0.4893032315477727,-0.1987604802000584
1.03,0.5,3.0,0.9512670813311042,-0.0689841429039027,3.5451408857007904,13.789648479886912,0.7070127952198612,0.1722776030842621,0.4024778521247349,-0.1172969374560265,1.975275655821734,3.4312733209732773,0.6034448116189356,0.1804340323373705,0.3158551207638429,-0.162696598257211,1.675133240555824,1.9413750757376,0.6943191985034117,0.2029582208681179,0.2731770634086115,-0.1987604802000586,1.4662829296973734,1.3744033176698416,0.7014840954415293,0.220098504287852,0.2711243826273641,-0.2561636059904282,1.3951426517937764,1.0584032090705928,0.681986846216857,0.2115363423869005,2.02935668604187,0.4856942794070734,-0.1987604802000586
1.06,0.5,10.0,0.9620332302328612,-0.0679280142523177,3.5673074256038118,14.162540165820255,0.708318725143036,0.1727239524392247,0.4071875199362416,-0.1180017778014304,1.9878057776715343,3.450689705891073,0.5984550807589758,0.1811342032228938,0.3102751700158943,-0.1636594366444845,1.6474958861951192,1.895858719652698,0.6874529507810563,0.1989342617286089,0.2707390241803256,-0.1984628124280313,1.4521953126885168,1.3641801245686964,0.6959713102135843,0.2165983080757577,0.270620023347029,-0.2579440152613,1.3936745300419795,1.0491424779632434,0.6750725979840181,0.2069696885545949,2.025280993097178,0.48755873609133066,-0.1984628124280313
1.06,0.5,,0.9620332302328612,-0.0679280142523177,3.5673074256038118,14.162540165820255,0.708318725143036,0.1727239524392247,0.4071875199362416,-0.1180017778014304,1.9878057776715343,3.450689705891073,0.5984550807589758,0.1811342032228938,0.3102751700158943,-0.1636594366444845,1.6474958861951192,1.895858719652698,0.6874529507810563,0.1989342617286089,0.2707390241803256,-0.1984628124280313,1.4521953126885168,1.3641801245686964,0.6959713102135843,0.2165983080757577,0.270620023347029,-0.2579440152613,1.3936745300419795,1.0491424779632434,0.6750725979840181,0.2069696885545949,2.025280993097178,0.48755873609133066,-0.1984628124280313
1.06,0.5,5.0,0.9620332302328608,-0.0679280142523176,3.5673074256038118,14.162540165820277,0.7083187251430364,0.1727239524392248,0.4073669123592442,-0.1180017778014304,1.9885041056345245,3.4522099577579946,0.6022902877824943,0.1811342032228938,0.3099290803108414,-0.1636594366444854,1.6459997482388913,1.8937440251862467,0.6909046371022232,0.198934261728609,0.2705300957414847,-0.1984628124280313,1.4512710874981751,1.3631273911307045,0.6979769469490931,0.2165983080757577,0.2708480233528259,-0.2579440152612994,1.3946052491053265,1.050026390720694,0.6770900900937672,0.206969688554595,2.0248631258209935,0.48746482966110777,-0.1984628124280313
1.03,0.5,10.0,0.9512670813311046,-0.068984142903903,3.545140885700781,13.789648479886852,0.7070127952198633,0.1722776030842625,0.4022154273802294,-0.1173253547512616,1.974059812436321,3.428205507948012,0.5968203326435354,0.180456256218816,0.3103838918644024,-0.1627354221469732,1.654460732293707,1.907291527373073,0.6858423740847653,0.2029787938326562,0.2719703959832771,-0.1984628124280308,1.4599851166663962,1.3703846713444237,0.6960024202331083,0.2201009832016538,0.2729810449171406,-0.2561720421380782,1.402325062284136,1.0656160705078122,0.6768888096463705,0.2116808868237115,2.0207510910105864,0.4839591991397534,-0.1984628124280308
1.03,0.5,,0.9512670813311046,-0.068984142903903,3.545140885700781,13.789648479886852,0.7070127952198633,0.1722776030842625,0.4022154273802294,-0.1173253547512616,1.974059812436321,3.428205507948012,0.5968203326435354,0.180456256218816,0.3103838918644024,-0.1627354221469732,1.654460732293707,1.907291527373073,0.6858423740847653,0.2029787938326562,0.2719703959832771,-0.1984628124280308,1.4599851166663962,1.3703846713444237,0.6960024202331083,0.2201009832016538,0.2729810449171406,-0.2561720421380782,1.402325062284136,1.0656160705078122,0.6768888096463705,0.2116808868237115,2.0207510910105864,0.4839591991397534,-0.1984628124280308
1.03,0.5,5.0,0.9512670813311046,-0.068984142903903,3.545140885700781,13.789648479886852,0.7070127952198633,0.1722776030842625,0.4023932504725658,-0.1173253547512617,1.9747568224724317,3.4297211487292647,0.6006353810428346,0.1804562562188161,0.3100396035118131,-0.1627354221469743,1.652966051234139,1.905175894844831,0.689275917644135,0.2029787938326563,0.2717621514397157,-0.1984628124280308,1.4590631508986498,1.369335383868278,0.6979990154769473,0.2201009832016538,0.2732164411463986,-0.2561720421380774,1.4032820632514866,1.0665349694918471,0.6789134935525897,0.2116808868237115,2.020333611287214,0.4838655216887998,-0.1984628124280308
1.1,0.5,3.0,0.9115275946287732,-0.0627057743823406,3.5364149598025025,14.53658141706134,0.689931051869957,0.172702483412281,0.3881275936695241,-0.1259197085189819,1.9051344572371067,3.0823419005215955,0.611677382190907,0.1783312594353825,0.3066577593994049,-0.1687578059577639,1.6249518687154894,1.8171471100788903,0.6996351369304958,0.197172170821207,0.267279631544947,-0.1987604802000577,1.43710973040085,1.34473226909053,0.704606533163006,0.2146391875988848,0.2668514158873989,-0.2653193851670399,1.3707237216956611,1.0057742886724783,0.6866103771646593,0.2067871055347543,1.9815589176139115,0.4683981448106623,-0.1987604802000577
1.1,0.5,10.0,0.9115275946287767,-0.0627057743823406,3.536414959802504,14.536581417061395,0.6899310518699591,0.1727024834122815,0.3878645275413264,-0.12594774861375,1.9039315732915227,3.0795669776584025,0.605028490694292,0.1783516368599843,0.3012087067438471,-0.1687950107739071,1.6042363610507788,1.7844645132746362,0.6911325510738485,0.1971911633722923,0.2659813879075221,-0.1984628124280305,1.4302718670745511,1.3402076925820858,0.699192538424355,0.21497628593904,0.2720810931919031,-0.2612301572874766,1.3890688540055254,1.0415378378097644,0.6836977003976422,0.2080180246962054,1.9728618010513637,0.4666455542053681,-0.1984628124280305
1.1,0.5,,0.9115275946287767,-0.0627057743823406,3.536414959802504,14.536581417061395,0.6899310518699591,0.1727024834122815,0.3878645275413264,-0.12594774861375,1.9039315732915227,3.0795669776584025,0.605028490694292,0.1783516368599843,0.3012087067438471,-0.1687950107739071,1.6042363610507788,1.7844645132746362,0.6911325510738485,0.1971911633722923,0.2659813879075221,-0.1984628124280305,1.4302718670745511,1.3402076925820858,0.699192538424355,0.21497628593904,0.2720810931919031,-0.2612301572874766,1.3890688540055254,1.0415378378097644,0.6836977003976422,0.2080180246962054,1.9728618010513637,0.4666455542053681,-0.1984628124280305
1.1,0.5,5.0,0.9115275946287766,-0.0627057743823406,3.536414959802504,14.536581417061392,0.6899310518699586,0.1727024834122814,0.3880410826044778,-0.1259477486137471,1.9046257980193888,3.08096878964078,0.6088555547341186,0.1783516368599842,0.3008657458960606,-0.1687950107739039,1.6027459884974755,1.7824326946432183,0.6945769087096922,0.1971911633722922,0.2657734349405343,-0.1984628124280305,1.4293487410533363,1.3391598742807946,0.7011956496649577,0.2149762859390399,0.2675645553307759,-0.2653274768731466,1.3738421218909138,1.008431386315481,0.6830141353216521,0.2070593779931238,1.9724446804092783,0.46655196451746234,-0.1984628124280305
1.0,0.5,3.0,0.9506884854620924,-0.072643518162682,3.5251039436630127,13.087038038728618,0.7106662824184784,0.1727154713416127,0.3770568323579182,-0.115116204799175,1.871993020040764,3.275445303428038,0.606682092394774,0.2026519441925485,0.3000339625656032,-0.1606161903446803,1.6076067172539117,1.8680181737702413,0.695860122586652,0.2161760534479241,0.2625481610261211,-0.2026159847369708,1.419873843893176,1.2957919453736693,0.7035162137263097,0.2293902403863864,0.2631087710184656,-0.2627699792152874,1.3567561829970427,1.001289309395959,0.6860787394156865,0.2214826683429145,1.9596065761865646,0.4725818603529337,-0.2026159847369708
1.0,0.5,10.0,0.9506884854620904,-0.072643518162682,3.5251039436630105,13.08703803872859,0.710666282418478,0.1727154713416127,0.3767978095088926,-0.115142116681332,1.870797349027216,3.272458596116662,0.6000551545998056,0.2026738911982396,0.2946297638494113,-0.1606517847646824,1.586769518258579,1.8339650834316932,0.6873834969146231,0.2161959233262908,0.2613745953230291,-0.2023197493199594,1.4136865789829722,1.291888687098347,0.6980346330381066,0.2293923680145315,0.2638449794986577,-0.2557261056697681,1.3623927815277512,1.0317483184113156,0.6793461153947012,0.2212411635082628,1.9509669819469255,0.47087266353585583,-0.2023197493199594
1.0,0.5,,0.9506884854620904,-0.072643518162682,3.5251039436630105,13.08703803872859,0.710666282418478,0.1727154713416127,0.3767978095088926,-0.115142116681332,1.870797349027216,3.272458596116662,0.6000551545998056,0.2026738911982396,0.2946297638494113,-0.1606517847646824,1.586769518258579,1.8339650834316932,0.6873834969146231,0.2161959233262908,0.2613745953230291,-0.2023197493199594,1.4136865789829722,1.291888687098347,0.6980346330381066,0.2293923680145315,0.2638449794986577,-0.2557261056697681,1.3623927815277512,1.0317483184113156,0.6793461153947012,0.2212411635082628,1.9509669819469255,0.47087266353585583,-0.2023197493199594
1.0,0.5,5.0,0.9506884854620916,-0.072643518162682,3.5251039436630127,13.087038038728606,0.7106662824184782,0.1727154713416127,0.376972368007586,-0.1151421166813319,1.8714938325889825,3.2739746226039714,0.6038692979795256,0.2026738911982396,0.2942896958838186,-0.1606517847646826,1.5852717693118716,1.831848281765959,0.690816225956371,0.2161959233262908,0.2611681249634139,-0.2023197493199594,1.4127635107719192,1.2908681719963406,0.7000308223650088,0.2293923680145315,0.264078875404047,-0.2557261056697684,1.363351237368024,1.032662952858888,0.6813708735472157,0.2212411635082629,1.9505480788305387,0.47077966857922754,-0.2023197493199594
1.06,1.0,,0.9152106327743716,-0.0815999108637812,3.4290308019307685,11.215828829790974,0.7246606752538235,0.1768756995752359,0.4614122927563797,-0.1690399245237351,1.6885452102814444,2.7296054115996253,0.6404962420249877,0.2009063949592539,0.3490478966704833,-0.2109189500216208,1.4766634367932494,1.6548911163966211,0.7434002917365033,0.2183599728155026,0.2803557237081988,-0.2352048267420493,1.3321392957012146,1.1919641598837882,0.7504354887985868,0.2314699850753223,0.2696976105202087,-0.2654887766114759,1.288175732206978,1.0158531519202112,0.7239683611730923,0.2198472175406762,1.8219985411209403,0.5015066364773584,-0.2352048267420493
