variant,override_count,start,end,days,cagr,max_dd,sharpe,total_return,rebalanced_days,avg_turnover_rebal,avg_bil
weekly_baseline,0,2003-08-22,2026-03-18,6987,0.13486089690467584,-0.20681096023783535,0.7543151343166673,16.38206869558178,579,1.114413167602154,0.08670255515316197
weekly_plus_score_15%,240,2003-08-22,2026-03-18,6987,0.1257218282694721,-0.23109725647206103,0.7155993347443166,13.482480105839187,723,1.1252700728782243,0.08578401119661769
weekly_plus_score_20%,207,2003-08-22,2026-03-18,6987,0.12857241544313736,-0.22931912574349245,0.72877984940197,14.333224082259294,700,1.1192343297218428,0.08566677998533978
weekly_plus_score_30%,154,2003-08-22,2026-03-18,6987,0.13533847035352053,-0.22944782778463008,0.7600532255924193,16.547920088328215,664,1.0943828405920153,0.0858494901795059
weekly_plus_score_40%,125,2003-08-22,2026-03-18,6987,0.13434170735858286,-0.23130197260993102,0.756356453780032,16.203464749471575,653,1.0946215463758189,0.08612029164988587
