ma_window,slope_window,segment,start,end,rows,avg_weight,avg_turnover,cagr,vol,sharpe,max_dd,calmar,total_return,final_nav
40,10,last_1y,2025-05-06,2026-04-30,242,0.6120867768595041,0.31611570247933884,0.6213318472064444,0.1830602300170237,2.70839831536845,-0.06201684896949311,10.018758733003116,0.6079801235311226,1.6079801235311226
40,10,last_3y,2023-05-04,2026-04-30,726,0.6469677404483491,0.38947951039958084,0.15472883760443268,0.17830091420098002,0.8977390043119473,-0.22837675634924348,0.677515698523254,0.5374413480320968,1.5374413480320968
40,10,last_5y,2021-05-06,2026-04-30,1210,0.6838418012938029,0.40786125995875677,0.08388566640016526,0.1731435659911908,0.5528503390111008,-0.22837675634924381,0.3673126273493595,0.4938904240962554,1.4938904240962554
40,10,last_10y,2016-05-04,2026-04-30,2428,0.6755972004796544,0.4061277289854775,0.06031209776389046,0.17441537083700237,0.42347438150161526,-0.2619423673646296,0.23024949484378246,0.7948320414624905,1.7948320414624905
40,10,full_common,2010-08-13,2026-04-30,3815,0.6738532638585577,0.40730153538401437,0.05919625537223938,0.20262484724766663,0.3864948327311706,-0.4856454864276468,0.12189190886479834,1.4685555407293815,2.4685555407293815
40,15,last_1y,2025-05-06,2026-04-30,242,0.6849173553719008,0.2634297520661157,0.653179797857053,0.1877777640965806,2.747911578246531,-0.0901113342058748,7.248586469319739,0.6390201415786148,1.6390201415786148
40,15,last_3y,2023-05-04,2026-04-30,726,0.6192699990155915,0.27552008915057224,0.24606721468152282,0.19211335140265015,1.2440747804625452,-0.21292128372111396,1.1556722295729893,0.9303830241568005,1.9303830241568005
40,15,last_5y,2021-05-06,2026-04-30,1210,0.6731115861862145,0.28370048324240943,0.13099112967703386,0.17988165129211187,0.7757754780805699,-0.21292128372111363,0.6152091861732683,0.8466356827603609,1.846635682760361
40,15,last_10y,2016-05-04,2026-04-30,2428,0.6974505037163138,0.3037593413447871,0.1425158180488615,0.18662526605332638,0.8090820965266644,-0.3200896199754871,0.44523723718305996,2.783635869612801,3.783635869612801
40,15,full_common,2010-08-20,2026-04-30,3810,0.6951274878327564,0.3032376123936518,0.167601968826931,0.20676594450111507,0.8562843956102127,-0.4118521558455127,0.40694692609500177,10.37841744299127,11.37841744299127
40,20,last_1y,2025-05-06,2026-04-30,242,0.756198347107438,0.26962809917355374,0.7709873522090847,0.194469225676412,3.0114371043567325,-0.10520525812317139,7.328410822455605,0.7537516960639525,1.7537516960639525
40,20,last_3y,2023-05-04,2026-04-30,726,0.6553402111855988,0.23887662773523094,0.3561301925526139,0.19341801579425744,1.6769807307636386,-0.15040103548505046,2.367870616077058,1.4862558892730378,2.4862558892730378
40,20,last_5y,2021-05-06,2026-04-30,1210,0.7288446225791277,0.2431193650708907,0.21444938006614023,0.18907167634644167,1.125466169013854,-0.20026299227522648,1.070838788683518,1.6330143347850021,2.633014334785002
40,20,last_10y,2016-05-04,2026-04-30,2428,0.7375617007386079,0.25015076137616926,0.20350394481612932,0.19425319563448323,1.0537832734505368,-0.3298282137631201,0.6169998087619156,5.360394325974146,6.360394325974146
40,20,full_common,2010-08-27,2026-04-30,3805,0.7369063392008749,0.2441629302661955,0.23527149371746714,0.21374010009169203,1.1006530206641065,-0.32982821376311955,0.7133152468467648,26.434820556917295,27.434820556917295
40,25,last_1y,2025-05-06,2026-04-30,242,0.7840909090909091,0.1828512396694215,0.7215252316740044,0.1961693220507677,2.843802901637262,-0.081999904221703,8.799098468739889,0.7055974751263658,1.7055974751263658
40,25,last_3y,2023-05-04,2026-04-30,726,0.7103343134787946,0.2004517028304796,0.29493366598039583,0.20063705214443417,1.3923905917964987,-0.1712058310314093,1.7226847018212104,1.1656592617245276,2.1656592617245276
40,25,last_5y,2021-05-06,2026-04-30,1210,0.775477447591409,0.210147054756139,0.26816228331003367,0.19005070161113008,1.3496532674303876,-0.2119587538054687,1.2651625776029396,2.2666956926267092,3.2666956926267092
