candidate,CN_TARGET_VOL,CN_MAX_LEV,CN_VOL_WINDOW,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,final_nav,avg_weight,held_day_avg_weight,holding_day_ratio,avg_scale_raw_held,cap_hit_ratio_held,avg_turnover,turnover_sum,cost_total
tv20_lev0p7,0.2,0.7,80,full,2014-10-17,2026-05-28,2823,0.21340605131995982,0.1266322308182217,1.590619414642889,-0.14884748443122808,9.373972762418953,0.3602585810411904,0.6932583328420453,0.5196599362380446,0.6932583328420453,0.9645535105657805,0.09161024090656075,258.615710079221,0.2586157100792211
tv20_lev0p7,0.2,0.7,80,last_10y,2016-05-30,2026-05-28,2427,0.1535325456225951,0.1190418126865363,1.2588247917796505,-0.14884748443122697,4.139936239170798,0.361570370942743,0.6931526779447373,0.5216316440049443,0.6931526779447373,0.9747235387045814,0.09091226198299901,220.6440598327386,0.22064405983273866
tv20_lev0p7,0.2,0.7,80,last_5y,2021-05-31,2026-05-28,1210,0.2099740768419891,0.12947930222254356,1.535654180776353,-0.08534722661211702,2.5732848760332914,0.3520919754363944,0.6860407250854063,0.5132231404958678,0.6860407250854063,0.9484702093397746,0.08920996680391624,107.94405983273865,0.10794405983273864
tv20_lev0p7,0.2,0.7,80,last_3y,2023-05-29,2026-05-28,726,0.31541707728665425,0.14567860825242376,1.9532826756929604,-0.07732678659648773,2.260802563059818,0.3091340086474343,0.6739678386727846,0.45867768595041325,0.6739678386727846,0.9039039039039038,0.09372460032057663,68.04405983273863,0.06804405983273863
tv20_lev0p7,0.2,0.7,80,last_1y,2025-05-29,2026-05-28,242,0.4787178703095041,0.13646258604498177,2.93645487973426,-0.05986213644637273,1.473984167701802,0.4714876033057852,0.7000000000000002,0.6735537190082644,0.7000000000000002,1.0,0.11570247933884296,27.999999999999996,0.027999999999999997
tv20_lev0p75,0.2,0.75,80,full,2014-10-17,2026-05-28,2823,0.22664275388292854,0.1353249702778074,1.5769312292185214,-0.1605070105166546,10.627700384361596,0.38521745968657034,0.7412875860226231,0.5196599362380446,0.7412875860226231,0.9591002044989775,0.09788608301488586,276.33241235102275,0.27633241235102274
tv20_lev0p75,0.2,0.75,80,last_10y,2016-05-30,2026-05-28,2427,0.16177461256100445,0.12741089202752387,1.2399698056594917,-0.16050701051665528,4.44374583144725,0.3869927030399824,0.7418888548799663,0.5216316440049443,0.7418888548799663,0.9747235387045814,0.09727814579016837,236.09405983273865,0.23609405983273868
tv20_lev0p75,0.2,0.75,80,last_5y,2021-05-31,2026-05-28,1210,0.22213252523155824,0.13848333657931872,1.5164301875045616,-0.09189823107092354,2.704089672706718,0.37643081841160103,0.7334642355523949,0.5132231404958678,0.7334642355523949,0.9484702093397746,0.09532566928325507,115.34405983273864,0.11534405983273864
tv20_lev0p75,0.2,0.75,80,last_3y,2023-05-29,2026-05-28,726,0.3355821540480646,0.15572605841067957,1.9342753529448782,-0.08309819365642901,2.365492423597996,0.3298640361956436,0.7191630338679798,0.45867768595041325,0.7191630338679798,0.9039039039039038,0.09999181795143063,72.59405983273864,0.07259405983273864
tv20_lev0p75,0.2,0.75,80,last_1y,2025-05-29,2026-05-28,242,0.5163188585427185,0.14620853434429787,2.9220565688000484,-0.06413458968945751,1.511153727391756,0.5051652892561983,0.75,0.6735537190082644,0.75,1.0,0.12396694214876033,30.0,0.030000000000000002
tv20_lev0p8,0.2,0.8,80,full,2014-10-17,2026-05-28,2823,0.2396692296719669,0.14396508887452464,1.563934592014769,-0.1720335766342047,12.00930191449092,0.4100118280296296,0.7890002662083464,0.5196599362380446,0.7890002662083464,0.9447852760736196,0.10410430665431071,293.8864576851191,0.2938864576851191
tv20_lev0p8,0.2,0.8,80,last_10y,2016-05-30,2026-05-28,2427,0.169996005790501,0.1357869501647373,1.223377875793239,-0.1720335766342035,4.766625334859271,0.4124001241193095,0.790596446475169,0.5216316440049443,0.790596446475169,0.9660347551342812,0.10364489924583101,251.54617046963185,0.2515461704696319
tv20_lev0p8,0.2,0.8,80,last_5y,2021-05-31,2026-05-28,1210,0.23431792234968607,0.14750026282615764,1.4994210987096133,-0.09841105359622859,2.840456648750855,0.40073975308889603,0.7808294705918908,0.5132231404958678,0.7808294705918908,0.9307568438003221,0.10144311609060484,122.74617046963186,0.12274617046963188
tv20_lev0p8,0.2,0.8,80,last_3y,2023-05-29,2026-05-28,726,0.3559271709805354,0.16579253008337586,1.917346641091956,-0.08884833901942046,2.4743286092363705,0.3505442165806669,0.7642495532659583,0.45867768595041325,0.7642495532659583,0.8708708708708709,0.10626194279563618,77.14617046963187,0.07714617046963188
